CE15	CNN_CF_20030303.1900.06-2-CE1
CE14	CNN_CF_20030303.1900.06-2-CE2
CE16	CNN_CF_20030303.1900.06-2-CE3
CE17	CNN_CF_20030303.1900.06-2-CE4
CE18	CNN_CF_20030303.1900.06-2-CE5
CE10	CNN_CF_20030303.1900.06-2-CE6
CE20	CNN_CF_20030303.1900.06-2-CE7
CE21	CNN_CF_20030303.1900.06-2-CE8
CE1	CNN_CF_20030303.1900.06-2-CE9
CE2	CNN_CF_20030303.1900.06-2-CE10
CE3	CNN_CF_20030303.1900.06-2-CE11
CE4	CNN_CF_20030303.1900.06-2-CE12
CE5	CNN_CF_20030303.1900.06-2-CE13
CE6	CNN_CF_20030303.1900.06-2-CE14
CE7	CNN_CF_20030303.1900.06-2-CE15
CE8	CNN_CF_20030303.1900.06-2-CE16
CE9	CNN_CF_20030303.1900.06-2-CE17
CE19	CNN_CF_20030303.1900.06-2-CE18
CE11	CNN_CF_20030303.1900.06-2-CE19
CE12	CNN_CF_20030303.1900.06-2-CE20
CE13	CNN_CF_20030303.1900.06-2-CE21
E16	CNN_CF_20030303.1900.06-2-E1
E17	CNN_CF_20030303.1900.06-2-E2
E18	CNN_CF_20030303.1900.06-2-E3
E19	CNN_CF_20030303.1900.06-2-E4
E20	CNN_CF_20030303.1900.06-2-E5
E21	CNN_CF_20030303.1900.06-2-E6
E23	CNN_CF_20030303.1900.06-2-E7
E24	CNN_CF_20030303.1900.06-2-E8
E25	CNN_CF_20030303.1900.06-2-E9
E26	CNN_CF_20030303.1900.06-2-E10
E1	CNN_CF_20030303.1900.06-2-E11
E2	CNN_CF_20030303.1900.06-2-E12
E3	CNN_CF_20030303.1900.06-2-E13
E4	CNN_CF_20030303.1900.06-2-E14
E5	CNN_CF_20030303.1900.06-2-E15
E6	CNN_CF_20030303.1900.06-2-E16
E7	CNN_CF_20030303.1900.06-2-E17
E8	CNN_CF_20030303.1900.06-2-E18
E9	CNN_CF_20030303.1900.06-2-E19
E10	CNN_CF_20030303.1900.06-2-E20
E11	CNN_CF_20030303.1900.06-2-E21
E12	CNN_CF_20030303.1900.06-2-E22
E13	CNN_CF_20030303.1900.06-2-E23
E14	CNN_CF_20030303.1900.06-2-E24
EM1	CNN_CF_20030303.1900.06-2-E11-1
EM17	CNN_CF_20030303.1900.06-2-E18-2
EM18	CNN_CF_20030303.1900.06-2-E16-3
EM20	CNN_CF_20030303.1900.06-2-E16-4
EM21	CNN_CF_20030303.1900.06-2-E18-5
EM22	CNN_CF_20030303.1900.06-2-E16-6
EM23	CNN_CF_20030303.1900.06-2-E18-7
EM24	CNN_CF_20030303.1900.06-2-E19-8
EM25	CNN_CF_20030303.1900.06-2-E1-9
EM26	CNN_CF_20030303.1900.06-2-E2-10
EM27	CNN_CF_20030303.1900.06-2-E1-11
EM28	CNN_CF_20030303.1900.06-2-E2-12
EM29	CNN_CF_20030303.1900.06-2-E3-13
EM30	CNN_CF_20030303.1900.06-2-E18-14
EM31	CNN_CF_20030303.1900.06-2-E3-15
EM32	CNN_CF_20030303.1900.06-2-E18-16
EM33	CNN_CF_20030303.1900.06-2-E19-17
EM34	CNN_CF_20030303.1900.06-2-E18-18
EM35	CNN_CF_20030303.1900.06-2-E4-19
EM36	CNN_CF_20030303.1900.06-2-E5-20
EM37	CNN_CF_20030303.1900.06-2-E5-21
EM38	CNN_CF_20030303.1900.06-2-E6-22
EM39	CNN_CF_20030303.1900.06-2-E21-23
EM40	CNN_CF_20030303.1900.06-2-E21-24
EM49	CNN_CF_20030303.1900.06-2-E8-25
EM42	CNN_CF_20030303.1900.06-2-E6-26
EM43	CNN_CF_20030303.1900.06-2-E21-27
EM44	CNN_CF_20030303.1900.06-2-E6-28
EM45	CNN_CF_20030303.1900.06-2-E7-29
EM46	CNN_CF_20030303.1900.06-2-E8-30
EM47	CNN_CF_20030303.1900.06-2-E9-31
EM48	CNN_CF_20030303.1900.06-2-E10-32
EM50	CNN_CF_20030303.1900.06-2-E8-33
EM51	CNN_CF_20030303.1900.06-2-E8-34
EM19	CNN_CF_20030303.1900.06-2-E2-35
EM41	CNN_CF_20030303.1900.06-2-E18-36
EM52	CNN_CF_20030303.1900.06-2-E8-37
EM53	CNN_CF_20030303.1900.06-2-E12-38
EM54	CNN_CF_20030303.1900.06-2-E6-39
EM12	CNN_CF_20030303.1900.06-2-E6-40
EM55	CNN_CF_20030303.1900.06-2-E6-41
EM2	CNN_CF_20030303.1900.06-2-E12-42
EM3	CNN_CF_20030303.1900.06-2-E13-43
EM4	CNN_CF_20030303.1900.06-2-E14-44
EM5	CNN_CF_20030303.1900.06-2-E15-45
EM6	CNN_CF_20030303.1900.06-2-E12-46
EM7	CNN_CF_20030303.1900.06-2-E16-47
EM8	CNN_CF_20030303.1900.06-2-E17-48
EM9	CNN_CF_20030303.1900.06-2-E18-49
EM10	CNN_CF_20030303.1900.06-2-E19-50
EM11	CNN_CF_20030303.1900.06-2-E20-51
EM13	CNN_CF_20030303.1900.06-2-E22-52
EM14	CNN_CF_20030303.1900.06-2-E18-53
EM15	CNN_CF_20030303.1900.06-2-E23-54
EM16	CNN_CF_20030303.1900.06-2-E24-55
R1	CNN_CF_20030303.1900.06-2-R1
R2	CNN_CF_20030303.1900.06-2-R2
R3	CNN_CF_20030303.1900.06-2-R3
RM1	CNN_CF_20030303.1900.06-2-R1-1
RM2	CNN_CF_20030303.1900.06-2-R2-1
RM3	CNN_CF_20030303.1900.06-2-R3-1
V1	CNN_CF_20030303.1900.06-2-EV1
V4	CNN_CF_20030303.1900.06-2-EV2
V3	CNN_CF_20030303.1900.06-2-EV3
V2	CNN_CF_20030303.1900.06-2-EV4
VM1	CNN_CF_20030303.1900.06-2-EV1-1
VM3	CNN_CF_20030303.1900.06-2-EV1-2
VM4	CNN_CF_20030303.1900.06-2-EV3-1
VM5	CNN_CF_20030303.1900.06-2-EV1-3
VM6	CNN_CF_20030303.1900.06-2-EV2-1
VM7	CNN_CF_20030303.1900.06-2-EV4-1
VM2	CNN_CF_20030303.1900.06-2-EV4-2
Q2	CNN_CF_20030303.1900.06-2-T1
Q3	CNN_CF_20030303.1900.06-2-T2
Q4	CNN_CF_20030303.1900.06-2-T3
Q1	CNN_CF_20030303.1900.06-2-T4
