CE16	CNN_IP_20030412.1600.05-CE1
CE17	CNN_IP_20030412.1600.05-CE2
CE5	CNN_IP_20030412.1600.05-CE3
CE6	CNN_IP_20030412.1600.05-CE4
CE18	CNN_IP_20030412.1600.05-CE5
CE19	CNN_IP_20030412.1600.05-CE6
CE4	CNN_IP_20030412.1600.05-CE7
CE20	CNN_IP_20030412.1600.05-CE8
CE21	CNN_IP_20030412.1600.05-CE9
CE23	CNN_IP_20030412.1600.05-CE10
CE24	CNN_IP_20030412.1600.05-CE11
CE25	CNN_IP_20030412.1600.05-CE12
CE26	CNN_IP_20030412.1600.05-CE13
CE27	CNN_IP_20030412.1600.05-CE14
CE28	CNN_IP_20030412.1600.05-CE15
CE29	CNN_IP_20030412.1600.05-CE16
CE1	CNN_IP_20030412.1600.05-CE17
CE2	CNN_IP_20030412.1600.05-CE18
CE30	CNN_IP_20030412.1600.05-CE19
CE31	CNN_IP_20030412.1600.05-CE20
CE32	CNN_IP_20030412.1600.05-CE21
CE33	CNN_IP_20030412.1600.05-CE22
CE35	CNN_IP_20030412.1600.05-CE23
CE7	CNN_IP_20030412.1600.05-CE24
CE22	CNN_IP_20030412.1600.05-CE25
CE8	CNN_IP_20030412.1600.05-CE26
CE3	CNN_IP_20030412.1600.05-CE27
CE10	CNN_IP_20030412.1600.05-CE28
CE9	CNN_IP_20030412.1600.05-CE29
CE11	CNN_IP_20030412.1600.05-CE30
CE34	CNN_IP_20030412.1600.05-CE31
CE12	CNN_IP_20030412.1600.05-CE32
CE13	CNN_IP_20030412.1600.05-CE33
CE14	CNN_IP_20030412.1600.05-CE34
CE15	CNN_IP_20030412.1600.05-CE35
E16	CNN_IP_20030412.1600.05-E1
E17	CNN_IP_20030412.1600.05-E2
E18	CNN_IP_20030412.1600.05-E3
E19	CNN_IP_20030412.1600.05-E4
E20	CNN_IP_20030412.1600.05-E5
E22	CNN_IP_20030412.1600.05-E6
E24	CNN_IP_20030412.1600.05-E7
E25	CNN_IP_20030412.1600.05-E8
E26	CNN_IP_20030412.1600.05-E9
E28	CNN_IP_20030412.1600.05-E10
E29	CNN_IP_20030412.1600.05-E11
E30	CNN_IP_20030412.1600.05-E12
E31	CNN_IP_20030412.1600.05-E13
E32	CNN_IP_20030412.1600.05-E14
E33	CNN_IP_20030412.1600.05-E15
E34	CNN_IP_20030412.1600.05-E16
E35	CNN_IP_20030412.1600.05-E17
E36	CNN_IP_20030412.1600.05-E18
E37	CNN_IP_20030412.1600.05-E19
E38	CNN_IP_20030412.1600.05-E20
E39	CNN_IP_20030412.1600.05-E21
E41	CNN_IP_20030412.1600.05-E22
E51	CNN_IP_20030412.1600.05-E23
E43	CNN_IP_20030412.1600.05-E24
E1	CNN_IP_20030412.1600.05-E25
E44	CNN_IP_20030412.1600.05-E26
E45	CNN_IP_20030412.1600.05-E27
E46	CNN_IP_20030412.1600.05-E28
E47	CNN_IP_20030412.1600.05-E29
E48	CNN_IP_20030412.1600.05-E30
E52	CNN_IP_20030412.1600.05-E31
E50	CNN_IP_20030412.1600.05-E32
E2	CNN_IP_20030412.1600.05-E33
E4	CNN_IP_20030412.1600.05-E34
E5	CNN_IP_20030412.1600.05-E35
E6	CNN_IP_20030412.1600.05-E36
E7	CNN_IP_20030412.1600.05-E37
E8	CNN_IP_20030412.1600.05-E38
E9	CNN_IP_20030412.1600.05-E39
E10	CNN_IP_20030412.1600.05-E40
E12	CNN_IP_20030412.1600.05-E41
E13	CNN_IP_20030412.1600.05-E42
E14	CNN_IP_20030412.1600.05-E43
E15	CNN_IP_20030412.1600.05-E44
EM1	CNN_IP_20030412.1600.05-E25-1
EM17	CNN_IP_20030412.1600.05-E1-2
EM18	CNN_IP_20030412.1600.05-E40-3
EM19	CNN_IP_20030412.1600.05-E40-4
EM20	CNN_IP_20030412.1600.05-E2-5
EM22	CNN_IP_20030412.1600.05-E3-6
EM21	CNN_IP_20030412.1600.05-E3-7
EM23	CNN_IP_20030412.1600.05-E4-8
EM24	CNN_IP_20030412.1600.05-E5-9
EM25	CNN_IP_20030412.1600.05-E6-10
EM26	CNN_IP_20030412.1600.05-E7-11
EM27	CNN_IP_20030412.1600.05-E8-12
EM28	CNN_IP_20030412.1600.05-E40-13
EM29	CNN_IP_20030412.1600.05-E9-14
EM31	CNN_IP_20030412.1600.05-E10-15
EM30	CNN_IP_20030412.1600.05-E11-16
EM32	CNN_IP_20030412.1600.05-E12-17
EM34	CNN_IP_20030412.1600.05-E41-18
EM35	CNN_IP_20030412.1600.05-E13-19
EM36	CNN_IP_20030412.1600.05-E14-20
EM37	CNN_IP_20030412.1600.05-E15-21
EM38	CNN_IP_20030412.1600.05-E16-22
EM39	CNN_IP_20030412.1600.05-E12-23
EM40	CNN_IP_20030412.1600.05-E12-24
EM41	CNN_IP_20030412.1600.05-E40-25
EM42	CNN_IP_20030412.1600.05-E40-26
EM43	CNN_IP_20030412.1600.05-E42-27
EM44	CNN_IP_20030412.1600.05-E17-28
EM45	CNN_IP_20030412.1600.05-E12-29
EM46	CNN_IP_20030412.1600.05-E18-30
EM47	CNN_IP_20030412.1600.05-E17-31
EM48	CNN_IP_20030412.1600.05-E19-32
EM49	CNN_IP_20030412.1600.05-E20-33
EM50	CNN_IP_20030412.1600.05-E41-34
EM51	CNN_IP_20030412.1600.05-E18-35
EM52	CNN_IP_20030412.1600.05-E21-36
EM53	CNN_IP_20030412.1600.05-E22-37
EM54	CNN_IP_20030412.1600.05-E24-38
EM55	CNN_IP_20030412.1600.05-E26-39
EM56	CNN_IP_20030412.1600.05-E18-40
EM57	CNN_IP_20030412.1600.05-E27-41
EM58	CNN_IP_20030412.1600.05-E17-42
EM59	CNN_IP_20030412.1600.05-E28-43
EM60	CNN_IP_20030412.1600.05-E29-44
