CE16	CNN_CF_20030303.1900.02-CE1
CE17	CNN_CF_20030303.1900.02-CE2
CE19	CNN_CF_20030303.1900.02-CE3
CE18	CNN_CF_20030303.1900.02-CE4
CE20	CNN_CF_20030303.1900.02-CE5
CE21	CNN_CF_20030303.1900.02-CE6
CE22	CNN_CF_20030303.1900.02-CE7
CE23	CNN_CF_20030303.1900.02-CE8
CE24	CNN_CF_20030303.1900.02-CE9
CE25	CNN_CF_20030303.1900.02-CE10
CE26	CNN_CF_20030303.1900.02-CE11
CE27	CNN_CF_20030303.1900.02-CE12
CE29	CNN_CF_20030303.1900.02-CE13
CE51	CNN_CF_20030303.1900.02-CE14
CE31	CNN_CF_20030303.1900.02-CE15
CE30	CNN_CF_20030303.1900.02-CE16
CE32	CNN_CF_20030303.1900.02-CE17
CE33	CNN_CF_20030303.1900.02-CE18
CE52	CNN_CF_20030303.1900.02-CE19
CE7	CNN_CF_20030303.1900.02-CE20
CE35	CNN_CF_20030303.1900.02-CE21
CE38	CNN_CF_20030303.1900.02-CE22
CE39	CNN_CF_20030303.1900.02-CE23
CE37	CNN_CF_20030303.1900.02-CE24
CE36	CNN_CF_20030303.1900.02-CE25
CE40	CNN_CF_20030303.1900.02-CE26
CE41	CNN_CF_20030303.1900.02-CE27
CE42	CNN_CF_20030303.1900.02-CE28
CE43	CNN_CF_20030303.1900.02-CE29
CE44	CNN_CF_20030303.1900.02-CE30
CE45	CNN_CF_20030303.1900.02-CE31
CE47	CNN_CF_20030303.1900.02-CE32
CE48	CNN_CF_20030303.1900.02-CE33
CE49	CNN_CF_20030303.1900.02-CE34
CE50	CNN_CF_20030303.1900.02-CE35
CE61	CNN_CF_20030303.1900.02-CE36
CE28	CNN_CF_20030303.1900.02-CE37
CE54	CNN_CF_20030303.1900.02-CE38
CE55	CNN_CF_20030303.1900.02-CE39
CE56	CNN_CF_20030303.1900.02-CE40
CE1	CNN_CF_20030303.1900.02-CE41
CE57	CNN_CF_20030303.1900.02-CE42
CE5	CNN_CF_20030303.1900.02-CE43
CE4	CNN_CF_20030303.1900.02-CE44
CE60	CNN_CF_20030303.1900.02-CE45
CE62	CNN_CF_20030303.1900.02-CE46
CE63	CNN_CF_20030303.1900.02-CE47
CE46	CNN_CF_20030303.1900.02-CE48
CE34	CNN_CF_20030303.1900.02-CE49
CE53	CNN_CF_20030303.1900.02-CE50
CE8	CNN_CF_20030303.1900.02-CE51
CE58	CNN_CF_20030303.1900.02-CE52
CE3	CNN_CF_20030303.1900.02-CE53
CE2	CNN_CF_20030303.1900.02-CE54
CE59	CNN_CF_20030303.1900.02-CE55
CE9	CNN_CF_20030303.1900.02-CE56
CE10	CNN_CF_20030303.1900.02-CE57
CE6	CNN_CF_20030303.1900.02-CE58
CE11	CNN_CF_20030303.1900.02-CE59
CE12	CNN_CF_20030303.1900.02-CE60
CE13	CNN_CF_20030303.1900.02-CE61
CE14	CNN_CF_20030303.1900.02-CE62
CE15	CNN_CF_20030303.1900.02-CE63
E18	CNN_CF_20030303.1900.02-E1
E19	CNN_CF_20030303.1900.02-E2
E20	CNN_CF_20030303.1900.02-E3
E69	CNN_CF_20030303.1900.02-E4
E21	CNN_CF_20030303.1900.02-E5
E22	CNN_CF_20030303.1900.02-E6
E23	CNN_CF_20030303.1900.02-E7
E24	CNN_CF_20030303.1900.02-E8
E25	CNN_CF_20030303.1900.02-E9
E26	CNN_CF_20030303.1900.02-E10
E27	CNN_CF_20030303.1900.02-E11
E28	CNN_CF_20030303.1900.02-E12
E29	CNN_CF_20030303.1900.02-E13
E30	CNN_CF_20030303.1900.02-E14
E31	CNN_CF_20030303.1900.02-E15
E32	CNN_CF_20030303.1900.02-E16
E33	CNN_CF_20030303.1900.02-E17
E34	CNN_CF_20030303.1900.02-E18
E35	CNN_CF_20030303.1900.02-E19
E36	CNN_CF_20030303.1900.02-E20
E70	CNN_CF_20030303.1900.02-E21
E38	CNN_CF_20030303.1900.02-E22
E39	CNN_CF_20030303.1900.02-E23
E41	CNN_CF_20030303.1900.02-E24
E1	CNN_CF_20030303.1900.02-E25
E42	CNN_CF_20030303.1900.02-E26
E44	CNN_CF_20030303.1900.02-E27
E71	CNN_CF_20030303.1900.02-E28
E46	CNN_CF_20030303.1900.02-E29
E47	CNN_CF_20030303.1900.02-E30
E48	CNN_CF_20030303.1900.02-E31
E49	CNN_CF_20030303.1900.02-E32
E50	CNN_CF_20030303.1900.02-E33
E51	CNN_CF_20030303.1900.02-E34
E52	CNN_CF_20030303.1900.02-E35
E53	CNN_CF_20030303.1900.02-E36
E54	CNN_CF_20030303.1900.02-E37
E55	CNN_CF_20030303.1900.02-E38
E56	CNN_CF_20030303.1900.02-E39
E57	CNN_CF_20030303.1900.02-E40
E72	CNN_CF_20030303.1900.02-E41
E58	CNN_CF_20030303.1900.02-E42
E59	CNN_CF_20030303.1900.02-E43
E60	CNN_CF_20030303.1900.02-E44
E61	CNN_CF_20030303.1900.02-E45
E62	CNN_CF_20030303.1900.02-E46
E64	CNN_CF_20030303.1900.02-E47
E66	CNN_CF_20030303.1900.02-E48
