CE13	CNN_IP_20030409.1600.02-CE1
CE15	CNN_IP_20030409.1600.02-CE2
CE16	CNN_IP_20030409.1600.02-CE3
CE3	CNN_IP_20030409.1600.02-CE4
CE17	CNN_IP_20030409.1600.02-CE5
CE18	CNN_IP_20030409.1600.02-CE6
CE19	CNN_IP_20030409.1600.02-CE7
CE20	CNN_IP_20030409.1600.02-CE8
CE2	CNN_IP_20030409.1600.02-CE9
CE21	CNN_IP_20030409.1600.02-CE10
CE22	CNN_IP_20030409.1600.02-CE11
CE23	CNN_IP_20030409.1600.02-CE12
CE14	CNN_IP_20030409.1600.02-CE13
CE24	CNN_IP_20030409.1600.02-CE14
CE25	CNN_IP_20030409.1600.02-CE15
CE26	CNN_IP_20030409.1600.02-CE16
CE27	CNN_IP_20030409.1600.02-CE17
CE28	CNN_IP_20030409.1600.02-CE18
CE29	CNN_IP_20030409.1600.02-CE19
CE30	CNN_IP_20030409.1600.02-CE20
CE31	CNN_IP_20030409.1600.02-CE21
CE32	CNN_IP_20030409.1600.02-CE22
CE33	CNN_IP_20030409.1600.02-CE23
CE34	CNN_IP_20030409.1600.02-CE24
CE4	CNN_IP_20030409.1600.02-CE25
CE38	CNN_IP_20030409.1600.02-CE26
CE65	CNN_IP_20030409.1600.02-CE27
CE36	CNN_IP_20030409.1600.02-CE28
CE37	CNN_IP_20030409.1600.02-CE29
CE1	CNN_IP_20030409.1600.02-CE30
CE39	CNN_IP_20030409.1600.02-CE31
CE40	CNN_IP_20030409.1600.02-CE32
CE41	CNN_IP_20030409.1600.02-CE33
CE42	CNN_IP_20030409.1600.02-CE34
CE43	CNN_IP_20030409.1600.02-CE35
CE44	CNN_IP_20030409.1600.02-CE36
CE45	CNN_IP_20030409.1600.02-CE37
CE47	CNN_IP_20030409.1600.02-CE38
CE48	CNN_IP_20030409.1600.02-CE39
CE49	CNN_IP_20030409.1600.02-CE40
CE50	CNN_IP_20030409.1600.02-CE41
CE51	CNN_IP_20030409.1600.02-CE42
CE52	CNN_IP_20030409.1600.02-CE43
CE53	CNN_IP_20030409.1600.02-CE44
CE54	CNN_IP_20030409.1600.02-CE45
CE55	CNN_IP_20030409.1600.02-CE46
CE5	CNN_IP_20030409.1600.02-CE47
CE56	CNN_IP_20030409.1600.02-CE48
CE66	CNN_IP_20030409.1600.02-CE49
CE57	CNN_IP_20030409.1600.02-CE50
CE58	CNN_IP_20030409.1600.02-CE51
CE59	CNN_IP_20030409.1600.02-CE52
CE60	CNN_IP_20030409.1600.02-CE53
CE61	CNN_IP_20030409.1600.02-CE54
CE62	CNN_IP_20030409.1600.02-CE55
CE63	CNN_IP_20030409.1600.02-CE56
CE64	CNN_IP_20030409.1600.02-CE57
CE46	CNN_IP_20030409.1600.02-CE58
CE6	CNN_IP_20030409.1600.02-CE59
CE35	CNN_IP_20030409.1600.02-CE60
CE7	CNN_IP_20030409.1600.02-CE61
CE8	CNN_IP_20030409.1600.02-CE62
CE9	CNN_IP_20030409.1600.02-CE63
CE10	CNN_IP_20030409.1600.02-CE64
CE12	CNN_IP_20030409.1600.02-CE65
CE11	CNN_IP_20030409.1600.02-CE66
E15	CNN_IP_20030409.1600.02-E1
E16	CNN_IP_20030409.1600.02-E2
E18	CNN_IP_20030409.1600.02-E3
E19	CNN_IP_20030409.1600.02-E4
E20	CNN_IP_20030409.1600.02-E5
E21	CNN_IP_20030409.1600.02-E6
E22	CNN_IP_20030409.1600.02-E7
E24	CNN_IP_20030409.1600.02-E8
E25	CNN_IP_20030409.1600.02-E9
E26	CNN_IP_20030409.1600.02-E10
E27	CNN_IP_20030409.1600.02-E11
E28	CNN_IP_20030409.1600.02-E12
E29	CNN_IP_20030409.1600.02-E13
E30	CNN_IP_20030409.1600.02-E14
E31	CNN_IP_20030409.1600.02-E15
E126	CNN_IP_20030409.1600.02-E16
E33	CNN_IP_20030409.1600.02-E17
E34	CNN_IP_20030409.1600.02-E18
E35	CNN_IP_20030409.1600.02-E19
E36	CNN_IP_20030409.1600.02-E20
E1	CNN_IP_20030409.1600.02-E21
E37	CNN_IP_20030409.1600.02-E22
E38	CNN_IP_20030409.1600.02-E23
E40	CNN_IP_20030409.1600.02-E24
E41	CNN_IP_20030409.1600.02-E25
E42	CNN_IP_20030409.1600.02-E26
E44	CNN_IP_20030409.1600.02-E27
E45	CNN_IP_20030409.1600.02-E28
E46	CNN_IP_20030409.1600.02-E29
E47	CNN_IP_20030409.1600.02-E30
E48	CNN_IP_20030409.1600.02-E31
E49	CNN_IP_20030409.1600.02-E32
E127	CNN_IP_20030409.1600.02-E33
E51	CNN_IP_20030409.1600.02-E34
E54	CNN_IP_20030409.1600.02-E35
E55	CNN_IP_20030409.1600.02-E36
E57	CNN_IP_20030409.1600.02-E37
E58	CNN_IP_20030409.1600.02-E38
E59	CNN_IP_20030409.1600.02-E39
E60	CNN_IP_20030409.1600.02-E40
E61	CNN_IP_20030409.1600.02-E41
E62	CNN_IP_20030409.1600.02-E42
E63	CNN_IP_20030409.1600.02-E43
E64	CNN_IP_20030409.1600.02-E44
E65	CNN_IP_20030409.1600.02-E45
E66	CNN_IP_20030409.1600.02-E46
E67	CNN_IP_20030409.1600.02-E47
E68	CNN_IP_20030409.1600.02-E48
E69	CNN_IP_20030409.1600.02-E49
E70	CNN_IP_20030409.1600.02-E50
E71	CNN_IP_20030409.1600.02-E51
