CE12	CNN_IP_20030403.1600.00-4-CE1
CE13	CNN_IP_20030403.1600.00-4-CE2
CE14	CNN_IP_20030403.1600.00-4-CE3
CE15	CNN_IP_20030403.1600.00-4-CE4
CE16	CNN_IP_20030403.1600.00-4-CE5
CE17	CNN_IP_20030403.1600.00-4-CE6
CE18	CNN_IP_20030403.1600.00-4-CE7
CE19	CNN_IP_20030403.1600.00-4-CE8
CE20	CNN_IP_20030403.1600.00-4-CE9
CE22	CNN_IP_20030403.1600.00-4-CE10
CE23	CNN_IP_20030403.1600.00-4-CE11
CE24	CNN_IP_20030403.1600.00-4-CE12
CE27	CNN_IP_20030403.1600.00-4-CE13
CE28	CNN_IP_20030403.1600.00-4-CE14
CE29	CNN_IP_20030403.1600.00-4-CE15
CE30	CNN_IP_20030403.1600.00-4-CE16
CE31	CNN_IP_20030403.1600.00-4-CE17
CE32	CNN_IP_20030403.1600.00-4-CE18
CE33	CNN_IP_20030403.1600.00-4-CE19
CE34	CNN_IP_20030403.1600.00-4-CE20
CE35	CNN_IP_20030403.1600.00-4-CE21
CE36	CNN_IP_20030403.1600.00-4-CE22
CE37	CNN_IP_20030403.1600.00-4-CE23
CE38	CNN_IP_20030403.1600.00-4-CE24
CE39	CNN_IP_20030403.1600.00-4-CE25
CE41	CNN_IP_20030403.1600.00-4-CE26
CE1	CNN_IP_20030403.1600.00-4-CE27
CE42	CNN_IP_20030403.1600.00-4-CE28
CE43	CNN_IP_20030403.1600.00-4-CE29
CE44	CNN_IP_20030403.1600.00-4-CE30
CE46	CNN_IP_20030403.1600.00-4-CE31
CE47	CNN_IP_20030403.1600.00-4-CE32
CE48	CNN_IP_20030403.1600.00-4-CE33
CE49	CNN_IP_20030403.1600.00-4-CE34
CE50	CNN_IP_20030403.1600.00-4-CE35
CE52	CNN_IP_20030403.1600.00-4-CE36
CE53	CNN_IP_20030403.1600.00-4-CE37
CE54	CNN_IP_20030403.1600.00-4-CE38
CE55	CNN_IP_20030403.1600.00-4-CE39
CE56	CNN_IP_20030403.1600.00-4-CE40
CE57	CNN_IP_20030403.1600.00-4-CE41
CE58	CNN_IP_20030403.1600.00-4-CE42
CE59	CNN_IP_20030403.1600.00-4-CE43
CE60	CNN_IP_20030403.1600.00-4-CE44
CE61	CNN_IP_20030403.1600.00-4-CE45
CE62	CNN_IP_20030403.1600.00-4-CE46
CE63	CNN_IP_20030403.1600.00-4-CE47
CE65	CNN_IP_20030403.1600.00-4-CE48
CE66	CNN_IP_20030403.1600.00-4-CE49
CE67	CNN_IP_20030403.1600.00-4-CE50
CE2	CNN_IP_20030403.1600.00-4-CE51
CE3	CNN_IP_20030403.1600.00-4-CE52
CE4	CNN_IP_20030403.1600.00-4-CE53
CE5	CNN_IP_20030403.1600.00-4-CE54
CE7	CNN_IP_20030403.1600.00-4-CE55
CE8	CNN_IP_20030403.1600.00-4-CE56
CE9	CNN_IP_20030403.1600.00-4-CE57
CE10	CNN_IP_20030403.1600.00-4-CE58
CE11	CNN_IP_20030403.1600.00-4-CE59
E14	CNN_IP_20030403.1600.00-4-E1
E15	CNN_IP_20030403.1600.00-4-E2
E16	CNN_IP_20030403.1600.00-4-E3
E17	CNN_IP_20030403.1600.00-4-E4
E18	CNN_IP_20030403.1600.00-4-E5
E19	CNN_IP_20030403.1600.00-4-E6
E20	CNN_IP_20030403.1600.00-4-E7
E21	CNN_IP_20030403.1600.00-4-E8
E22	CNN_IP_20030403.1600.00-4-E9
E23	CNN_IP_20030403.1600.00-4-E10
E25	CNN_IP_20030403.1600.00-4-E11
E26	CNN_IP_20030403.1600.00-4-E12
E27	CNN_IP_20030403.1600.00-4-E13
E31	CNN_IP_20030403.1600.00-4-E14
E32	CNN_IP_20030403.1600.00-4-E15
E33	CNN_IP_20030403.1600.00-4-E16
E35	CNN_IP_20030403.1600.00-4-E17
E36	CNN_IP_20030403.1600.00-4-E18
E37	CNN_IP_20030403.1600.00-4-E19
E38	CNN_IP_20030403.1600.00-4-E20
E1	CNN_IP_20030403.1600.00-4-E21
E39	CNN_IP_20030403.1600.00-4-E22
E40	CNN_IP_20030403.1600.00-4-E23
E41	CNN_IP_20030403.1600.00-4-E24
E42	CNN_IP_20030403.1600.00-4-E25
E43	CNN_IP_20030403.1600.00-4-E26
E44	CNN_IP_20030403.1600.00-4-E27
E45	CNN_IP_20030403.1600.00-4-E28
E47	CNN_IP_20030403.1600.00-4-E29
E48	CNN_IP_20030403.1600.00-4-E30
E49	CNN_IP_20030403.1600.00-4-E31
E50	CNN_IP_20030403.1600.00-4-E32
E52	CNN_IP_20030403.1600.00-4-E33
E53	CNN_IP_20030403.1600.00-4-E34
E54	CNN_IP_20030403.1600.00-4-E35
E55	CNN_IP_20030403.1600.00-4-E36
E56	CNN_IP_20030403.1600.00-4-E37
E57	CNN_IP_20030403.1600.00-4-E38
E59	CNN_IP_20030403.1600.00-4-E39
E60	CNN_IP_20030403.1600.00-4-E40
E61	CNN_IP_20030403.1600.00-4-E41
E62	CNN_IP_20030403.1600.00-4-E42
E63	CNN_IP_20030403.1600.00-4-E43
E64	CNN_IP_20030403.1600.00-4-E44
E65	CNN_IP_20030403.1600.00-4-E45
E66	CNN_IP_20030403.1600.00-4-E46
E67	CNN_IP_20030403.1600.00-4-E47
E69	CNN_IP_20030403.1600.00-4-E48
E70	CNN_IP_20030403.1600.00-4-E49
E71	CNN_IP_20030403.1600.00-4-E50
E72	CNN_IP_20030403.1600.00-4-E51
E73	CNN_IP_20030403.1600.00-4-E52
E2	CNN_IP_20030403.1600.00-4-E53
E74	CNN_IP_20030403.1600.00-4-E54
E76	CNN_IP_20030403.1600.00-4-E55
E77	CNN_IP_20030403.1600.00-4-E56
E78	CNN_IP_20030403.1600.00-4-E57
E79	CNN_IP_20030403.1600.00-4-E58
E80	CNN_IP_20030403.1600.00-4-E59
E3	CNN_IP_20030403.1600.00-4-E60
E4	CNN_IP_20030403.1600.00-4-E61
E5	CNN_IP_20030403.1600.00-4-E62
E6	CNN_IP_20030403.1600.00-4-E63
E9	CNN_IP_20030403.1600.00-4-E64
E10	CNN_IP_20030403.1600.00-4-E65
E11	CNN_IP_20030403.1600.00-4-E66
E12	CNN_IP_20030403.1600.00-4-E67
E13	CNN_IP_20030403.1600.00-4-E68
EM1	CNN_IP_20030403.1600.00-4-E21-1
EM20	CNN_IP_20030403.1600.00-4-E67-2
EM21	CNN_IP_20030403.1600.00-4-E2-3
EM22	CNN_IP_20030403.1600.00-4-E3-4
EM23	CNN_IP_20030403.1600.00-4-E4-5
EM24	CNN_IP_20030403.1600.00-4-E5-6
EM25	CNN_IP_20030403.1600.00-4-E6-7
EM26	CNN_IP_20030403.1600.00-4-E7-8
EM27	CNN_IP_20030403.1600.00-4-E8-9
EM28	CNN_IP_20030403.1600.00-4-E66-10
EM29	CNN_IP_20030403.1600.00-4-E66-11
EM30	CNN_IP_20030403.1600.00-4-E9-12
EM31	CNN_IP_20030403.1600.00-4-E53-13
EM32	CNN_IP_20030403.1600.00-4-E10-14
EM33	CNN_IP_20030403.1600.00-4-E9-15
EM34	CNN_IP_20030403.1600.00-4-E53-16
EM37	CNN_IP_20030403.1600.00-4-E68-17
EM38	CNN_IP_20030403.1600.00-4-E11-18
EM40	CNN_IP_20030403.1600.00-4-E10-19
EM41	CNN_IP_20030403.1600.00-4-E9-20
EM42	CNN_IP_20030403.1600.00-4-E12-21
EM43	CNN_IP_20030403.1600.00-4-E9-22
EM44	CNN_IP_20030403.1600.00-4-E13-23
EM45	CNN_IP_20030403.1600.00-4-E9-24
EM48	CNN_IP_20030403.1600.00-4-E14-25
EM49	CNN_IP_20030403.1600.00-4-E15-26
EM50	CNN_IP_20030403.1600.00-4-E9-27
EM52	CNN_IP_20030403.1600.00-4-E13-28
EM53	CNN_IP_20030403.1600.00-4-E16-29
EM54	CNN_IP_20030403.1600.00-4-E17-30
EM55	CNN_IP_20030403.1600.00-4-E18-31
EM56	CNN_IP_20030403.1600.00-4-E18-32
EM57	CNN_IP_20030403.1600.00-4-E19-33
EM58	CNN_IP_20030403.1600.00-4-E20-34
EM59	CNN_IP_20030403.1600.00-4-E22-35
EM60	CNN_IP_20030403.1600.00-4-E23-36
EM61	CNN_IP_20030403.1600.00-4-E9-37
EM62	CNN_IP_20030403.1600.00-4-E24-38
EM63	CNN_IP_20030403.1600.00-4-E25-39
EM64	CNN_IP_20030403.1600.00-4-E24-40
EM65	CNN_IP_20030403.1600.00-4-E24-41
EM66	CNN_IP_20030403.1600.00-4-E24-42
EM67	CNN_IP_20030403.1600.00-4-E26-43
EM68	CNN_IP_20030403.1600.00-4-E27-44
EM69	CNN_IP_20030403.1600.00-4-E53-45
EM70	CNN_IP_20030403.1600.00-4-E13-46
EM71	CNN_IP_20030403.1600.00-4-E27-47
EM72	CNN_IP_20030403.1600.00-4-E28-48
EM73	CNN_IP_20030403.1600.00-4-E27-49
EM75	CNN_IP_20030403.1600.00-4-E29-50
EM76	CNN_IP_20030403.1600.00-4-E29-51
EM77	CNN_IP_20030403.1600.00-4-E13-52
EM78	CNN_IP_20030403.1600.00-4-E29-53
EM79	CNN_IP_20030403.1600.00-4-E53-54
EM80	CNN_IP_20030403.1600.00-4-E29-55
EM83	CNN_IP_20030403.1600.00-4-E66-56
EM84	CNN_IP_20030403.1600.00-4-E66-57
EM85	CNN_IP_20030403.1600.00-4-E66-58
EM86	CNN_IP_20030403.1600.00-4-E30-59
EM87	CNN_IP_20030403.1600.00-4-E31-60
EM89	CNN_IP_20030403.1600.00-4-E32-61
EM91	CNN_IP_20030403.1600.00-4-E32-62
EM92	CNN_IP_20030403.1600.00-4-E30-63
EM93	CNN_IP_20030403.1600.00-4-E66-64
EM94	CNN_IP_20030403.1600.00-4-E32-65
EM95	CNN_IP_20030403.1600.00-4-E33-66
EM96	CNN_IP_20030403.1600.00-4-E30-67
EM97	CNN_IP_20030403.1600.00-4-E30-68
EM98	CNN_IP_20030403.1600.00-4-E66-69
EM99	CNN_IP_20030403.1600.00-4-E66-70
EM100	CNN_IP_20030403.1600.00-4-E30-71
EM101	CNN_IP_20030403.1600.00-4-E30-72
EM102	CNN_IP_20030403.1600.00-4-E9-73
EM103	CNN_IP_20030403.1600.00-4-E9-74
EM104	CNN_IP_20030403.1600.00-4-E34-75
EM105	CNN_IP_20030403.1600.00-4-E35-76
EM2	CNN_IP_20030403.1600.00-4-E53-77
EM106	CNN_IP_20030403.1600.00-4-E9-78
