CE9	CNN_CF_20030305.1900.00-2-CE1
CE10	CNN_CF_20030305.1900.00-2-CE2
CE11	CNN_CF_20030305.1900.00-2-CE3
CE12	CNN_CF_20030305.1900.00-2-CE4
CE13	CNN_CF_20030305.1900.00-2-CE5
CE14	CNN_CF_20030305.1900.00-2-CE6
CE15	CNN_CF_20030305.1900.00-2-CE7
CE16	CNN_CF_20030305.1900.00-2-CE8
CE17	CNN_CF_20030305.1900.00-2-CE9
CE18	CNN_CF_20030305.1900.00-2-CE10
CE19	CNN_CF_20030305.1900.00-2-CE11
CE20	CNN_CF_20030305.1900.00-2-CE12
CE21	CNN_CF_20030305.1900.00-2-CE13
CE1	CNN_CF_20030305.1900.00-2-CE14
CE2	CNN_CF_20030305.1900.00-2-CE15
CE3	CNN_CF_20030305.1900.00-2-CE16
CE4	CNN_CF_20030305.1900.00-2-CE17
CE5	CNN_CF_20030305.1900.00-2-CE18
CE6	CNN_CF_20030305.1900.00-2-CE19
CE7	CNN_CF_20030305.1900.00-2-CE20
CE8	CNN_CF_20030305.1900.00-2-CE21
E14	CNN_CF_20030305.1900.00-2-E1
E15	CNN_CF_20030305.1900.00-2-E2
E16	CNN_CF_20030305.1900.00-2-E3
E17	CNN_CF_20030305.1900.00-2-E4
E18	CNN_CF_20030305.1900.00-2-E5
E19	CNN_CF_20030305.1900.00-2-E6
E20	CNN_CF_20030305.1900.00-2-E7
E21	CNN_CF_20030305.1900.00-2-E8
E22	CNN_CF_20030305.1900.00-2-E9
E23	CNN_CF_20030305.1900.00-2-E10
E24	CNN_CF_20030305.1900.00-2-E11
E25	CNN_CF_20030305.1900.00-2-E12
E26	CNN_CF_20030305.1900.00-2-E13
E27	CNN_CF_20030305.1900.00-2-E14
E28	CNN_CF_20030305.1900.00-2-E15
E29	CNN_CF_20030305.1900.00-2-E16
E30	CNN_CF_20030305.1900.00-2-E17
E1	CNN_CF_20030305.1900.00-2-E18
E31	CNN_CF_20030305.1900.00-2-E19
E32	CNN_CF_20030305.1900.00-2-E20
E2	CNN_CF_20030305.1900.00-2-E21
E3	CNN_CF_20030305.1900.00-2-E22
E4	CNN_CF_20030305.1900.00-2-E23
E5	CNN_CF_20030305.1900.00-2-E24
E6	CNN_CF_20030305.1900.00-2-E25
E7	CNN_CF_20030305.1900.00-2-E26
E8	CNN_CF_20030305.1900.00-2-E27
E9	CNN_CF_20030305.1900.00-2-E28
E10	CNN_CF_20030305.1900.00-2-E29
E11	CNN_CF_20030305.1900.00-2-E30
E12	CNN_CF_20030305.1900.00-2-E31
E13	CNN_CF_20030305.1900.00-2-E32
EM1	CNN_CF_20030305.1900.00-2-E18-1
EM20	CNN_CF_20030305.1900.00-2-E26-2
EM21	CNN_CF_20030305.1900.00-2-E24-3
EM22	CNN_CF_20030305.1900.00-2-E1-4
EM23	CNN_CF_20030305.1900.00-2-E1-5
EM24	CNN_CF_20030305.1900.00-2-E2-6
EM25	CNN_CF_20030305.1900.00-2-E3-7
EM26	CNN_CF_20030305.1900.00-2-E26-8
EM27	CNN_CF_20030305.1900.00-2-E24-9
EM28	CNN_CF_20030305.1900.00-2-E24-10
EM29	CNN_CF_20030305.1900.00-2-E4-11
EM31	CNN_CF_20030305.1900.00-2-E5-12
EM32	CNN_CF_20030305.1900.00-2-E26-13
EM33	CNN_CF_20030305.1900.00-2-E6-14
EM34	CNN_CF_20030305.1900.00-2-E7-15
EM35	CNN_CF_20030305.1900.00-2-E7-16
EM36	CNN_CF_20030305.1900.00-2-E8-17
EM37	CNN_CF_20030305.1900.00-2-E9-18
EM38	CNN_CF_20030305.1900.00-2-E10-19
EM39	CNN_CF_20030305.1900.00-2-E24-20
EM40	CNN_CF_20030305.1900.00-2-E10-21
EM41	CNN_CF_20030305.1900.00-2-E24-22
EM42	CNN_CF_20030305.1900.00-2-E24-23
EM43	CNN_CF_20030305.1900.00-2-E10-24
EM44	CNN_CF_20030305.1900.00-2-E11-25
EM45	CNN_CF_20030305.1900.00-2-E24-26
EM46	CNN_CF_20030305.1900.00-2-E24-27
EM47	CNN_CF_20030305.1900.00-2-E24-28
EM48	CNN_CF_20030305.1900.00-2-E10-29
EM49	CNN_CF_20030305.1900.00-2-E12-30
EM50	CNN_CF_20030305.1900.00-2-E13-31
EM51	CNN_CF_20030305.1900.00-2-E11-32
EM52	CNN_CF_20030305.1900.00-2-E14-33
EM53	CNN_CF_20030305.1900.00-2-E15-34
EM54	CNN_CF_20030305.1900.00-2-E15-35
EM55	CNN_CF_20030305.1900.00-2-E16-36
EM56	CNN_CF_20030305.1900.00-2-E16-37
EM57	CNN_CF_20030305.1900.00-2-E26-38
EM58	CNN_CF_20030305.1900.00-2-E7-39
EM59	CNN_CF_20030305.1900.00-2-E17-40
EM60	CNN_CF_20030305.1900.00-2-E24-41
EM61	CNN_CF_20030305.1900.00-2-E22-42
EM62	CNN_CF_20030305.1900.00-2-E11-43
EM63	CNN_CF_20030305.1900.00-2-E22-44
EM64	CNN_CF_20030305.1900.00-2-E22-45
EM65	CNN_CF_20030305.1900.00-2-E22-46
EM66	CNN_CF_20030305.1900.00-2-E19-47
EM67	CNN_CF_20030305.1900.00-2-E22-48
EM68	CNN_CF_20030305.1900.00-2-E11-49
EM69	CNN_CF_20030305.1900.00-2-E11-50
EM70	CNN_CF_20030305.1900.00-2-E10-51
EM71	CNN_CF_20030305.1900.00-2-E22-52
EM72	CNN_CF_20030305.1900.00-2-E22-53
EM73	CNN_CF_20030305.1900.00-2-E20-54
EM74	CNN_CF_20030305.1900.00-2-E20-55
EM75	CNN_CF_20030305.1900.00-2-E11-56
EM2	CNN_CF_20030305.1900.00-2-E21-57
EM3	CNN_CF_20030305.1900.00-2-E18-58
EM4	CNN_CF_20030305.1900.00-2-E22-59
EM5	CNN_CF_20030305.1900.00-2-E22-60
EM6	CNN_CF_20030305.1900.00-2-E23-61
EM7	CNN_CF_20030305.1900.00-2-E24-62
EM8	CNN_CF_20030305.1900.00-2-E24-63
EM9	CNN_CF_20030305.1900.00-2-E25-64
EM10	CNN_CF_20030305.1900.00-2-E22-65
EM11	CNN_CF_20030305.1900.00-2-E26-66
EM12	CNN_CF_20030305.1900.00-2-E27-67
EM13	CNN_CF_20030305.1900.00-2-E28-68
EM14	CNN_CF_20030305.1900.00-2-E29-69
EM15	CNN_CF_20030305.1900.00-2-E24-70
EM16	CNN_CF_20030305.1900.00-2-E30-71
EM17	CNN_CF_20030305.1900.00-2-E31-72
EM18	CNN_CF_20030305.1900.00-2-E26-73
EM19	CNN_CF_20030305.1900.00-2-E32-74
R1	CNN_CF_20030305.1900.00-2-R1
R2	CNN_CF_20030305.1900.00-2-R2
R3	CNN_CF_20030305.1900.00-2-R3
RM1	CNN_CF_20030305.1900.00-2-R1-1
RM2	CNN_CF_20030305.1900.00-2-R2-1
RM3	CNN_CF_20030305.1900.00-2-R3-1
V1	CNN_CF_20030305.1900.00-2-EV1
V2	CNN_CF_20030305.1900.00-2-EV2
V3	CNN_CF_20030305.1900.00-2-EV3
V4	CNN_CF_20030305.1900.00-2-EV4
V5	CNN_CF_20030305.1900.00-2-EV5
V6	CNN_CF_20030305.1900.00-2-EV6
VM1	CNN_CF_20030305.1900.00-2-EV1-1
VM2	CNN_CF_20030305.1900.00-2-EV2-1
VM3	CNN_CF_20030305.1900.00-2-EV3-1
VM4	CNN_CF_20030305.1900.00-2-EV4-1
VM5	CNN_CF_20030305.1900.00-2-EV5-1
VM6	CNN_CF_20030305.1900.00-2-EV6-1
Q4	CNN_CF_20030305.1900.00-2-T1
Q1	CNN_CF_20030305.1900.00-2-T2
Q2	CNN_CF_20030305.1900.00-2-V1
Q3	CNN_CF_20030305.1900.00-2-V2
QM2	CNN_CF_20030305.1900.00-2-V1-1
QM3	CNN_CF_20030305.1900.00-2-V2-1
