CE14	CNN_CF_20030303.1900.06-2-CE1
CE15	CNN_CF_20030303.1900.06-2-CE2
CE16	CNN_CF_20030303.1900.06-2-CE3
CE17	CNN_CF_20030303.1900.06-2-CE4
CE18	CNN_CF_20030303.1900.06-2-CE5
CE19	CNN_CF_20030303.1900.06-2-CE6
CE20	CNN_CF_20030303.1900.06-2-CE7
CE22	CNN_CF_20030303.1900.06-2-CE8
CE23	CNN_CF_20030303.1900.06-2-CE9
CE1	CNN_CF_20030303.1900.06-2-CE10
CE2	CNN_CF_20030303.1900.06-2-CE11
CE3	CNN_CF_20030303.1900.06-2-CE12
CE4	CNN_CF_20030303.1900.06-2-CE13
CE5	CNN_CF_20030303.1900.06-2-CE14
CE6	CNN_CF_20030303.1900.06-2-CE15
CE7	CNN_CF_20030303.1900.06-2-CE16
CE8	CNN_CF_20030303.1900.06-2-CE17
CE9	CNN_CF_20030303.1900.06-2-CE18
CE10	CNN_CF_20030303.1900.06-2-CE19
CE11	CNN_CF_20030303.1900.06-2-CE20
CE12	CNN_CF_20030303.1900.06-2-CE21
CE13	CNN_CF_20030303.1900.06-2-CE22
E15	CNN_CF_20030303.1900.06-2-E1
E16	CNN_CF_20030303.1900.06-2-E2
E17	CNN_CF_20030303.1900.06-2-E3
E18	CNN_CF_20030303.1900.06-2-E4
E19	CNN_CF_20030303.1900.06-2-E5
E20	CNN_CF_20030303.1900.06-2-E6
E21	CNN_CF_20030303.1900.06-2-E7
E23	CNN_CF_20030303.1900.06-2-E8
E24	CNN_CF_20030303.1900.06-2-E9
E25	CNN_CF_20030303.1900.06-2-E10
E26	CNN_CF_20030303.1900.06-2-E11
E1	CNN_CF_20030303.1900.06-2-E12
E2	CNN_CF_20030303.1900.06-2-E13
E3	CNN_CF_20030303.1900.06-2-E14
E4	CNN_CF_20030303.1900.06-2-E15
E5	CNN_CF_20030303.1900.06-2-E16
E6	CNN_CF_20030303.1900.06-2-E17
E7	CNN_CF_20030303.1900.06-2-E18
E8	CNN_CF_20030303.1900.06-2-E19
E9	CNN_CF_20030303.1900.06-2-E20
E10	CNN_CF_20030303.1900.06-2-E21
E11	CNN_CF_20030303.1900.06-2-E22
E12	CNN_CF_20030303.1900.06-2-E23
E13	CNN_CF_20030303.1900.06-2-E24
E14	CNN_CF_20030303.1900.06-2-E25
EM1	CNN_CF_20030303.1900.06-2-E12-1
EM17	CNN_CF_20030303.1900.06-2-E19-2
EM18	CNN_CF_20030303.1900.06-2-E17-3
EM19	CNN_CF_20030303.1900.06-2-E1-4
EM20	CNN_CF_20030303.1900.06-2-E17-5
EM21	CNN_CF_20030303.1900.06-2-E19-6
EM22	CNN_CF_20030303.1900.06-2-E17-7
EM23	CNN_CF_20030303.1900.06-2-E19-8
EM24	CNN_CF_20030303.1900.06-2-E20-9
EM25	CNN_CF_20030303.1900.06-2-E2-10
EM26	CNN_CF_20030303.1900.06-2-E3-11
EM27	CNN_CF_20030303.1900.06-2-E2-12
EM28	CNN_CF_20030303.1900.06-2-E3-13
EM29	CNN_CF_20030303.1900.06-2-E4-14
EM30	CNN_CF_20030303.1900.06-2-E19-15
EM31	CNN_CF_20030303.1900.06-2-E4-16
EM32	CNN_CF_20030303.1900.06-2-E19-17
EM33	CNN_CF_20030303.1900.06-2-E20-18
EM34	CNN_CF_20030303.1900.06-2-E19-19
EM35	CNN_CF_20030303.1900.06-2-E5-20
EM36	CNN_CF_20030303.1900.06-2-E6-21
EM37	CNN_CF_20030303.1900.06-2-E6-22
EM38	CNN_CF_20030303.1900.06-2-E7-23
EM39	CNN_CF_20030303.1900.06-2-E22-24
EM40	CNN_CF_20030303.1900.06-2-E22-25
EM42	CNN_CF_20030303.1900.06-2-E7-26
EM43	CNN_CF_20030303.1900.06-2-E22-27
EM44	CNN_CF_20030303.1900.06-2-E7-28
EM45	CNN_CF_20030303.1900.06-2-E8-29
EM46	CNN_CF_20030303.1900.06-2-E9-30
EM47	CNN_CF_20030303.1900.06-2-E10-31
EM48	CNN_CF_20030303.1900.06-2-E11-32
EM2	CNN_CF_20030303.1900.06-2-E13-33
