CE11	CNN_CF_20030304.1900.06-1-CE1
CE12	CNN_CF_20030304.1900.06-1-CE2
CE13	CNN_CF_20030304.1900.06-1-CE3
CE1	CNN_CF_20030304.1900.06-1-CE4
CE2	CNN_CF_20030304.1900.06-1-CE5
CE3	CNN_CF_20030304.1900.06-1-CE6
CE4	CNN_CF_20030304.1900.06-1-CE7
CE5	CNN_CF_20030304.1900.06-1-CE8
CE6	CNN_CF_20030304.1900.06-1-CE9
CE7	CNN_CF_20030304.1900.06-1-CE10
CE8	CNN_CF_20030304.1900.06-1-CE11
CE9	CNN_CF_20030304.1900.06-1-CE12
CE10	CNN_CF_20030304.1900.06-1-CE13
E14	CNN_CF_20030304.1900.06-1-E1
E15	CNN_CF_20030304.1900.06-1-E2
E16	CNN_CF_20030304.1900.06-1-E3
E1	CNN_CF_20030304.1900.06-1-E4
E2	CNN_CF_20030304.1900.06-1-E5
E4	CNN_CF_20030304.1900.06-1-E6
E5	CNN_CF_20030304.1900.06-1-E7
E6	CNN_CF_20030304.1900.06-1-E8
E7	CNN_CF_20030304.1900.06-1-E9
E8	CNN_CF_20030304.1900.06-1-E10
E9	CNN_CF_20030304.1900.06-1-E11
E10	CNN_CF_20030304.1900.06-1-E12
E11	CNN_CF_20030304.1900.06-1-E13
E12	CNN_CF_20030304.1900.06-1-E14
E13	CNN_CF_20030304.1900.06-1-E15
EM1	CNN_CF_20030304.1900.06-1-E4-1
EM19	CNN_CF_20030304.1900.06-1-E1-2
EM20	CNN_CF_20030304.1900.06-1-E2-3
EM21	CNN_CF_20030304.1900.06-1-E3-4
EM2	CNN_CF_20030304.1900.06-1-E5-5
EM3	CNN_CF_20030304.1900.06-1-E6-6
EM4	CNN_CF_20030304.1900.06-1-E7-7
EM5	CNN_CF_20030304.1900.06-1-E7-8
EM6	CNN_CF_20030304.1900.06-1-E8-9
EM7	CNN_CF_20030304.1900.06-1-E9-10
EM8	CNN_CF_20030304.1900.06-1-E10-11
EM9	CNN_CF_20030304.1900.06-1-E11-12
EM10	CNN_CF_20030304.1900.06-1-E12-13
EM11	CNN_CF_20030304.1900.06-1-E7-14
EM12	CNN_CF_20030304.1900.06-1-E7-15
EM13	CNN_CF_20030304.1900.06-1-E7-16
EM14	CNN_CF_20030304.1900.06-1-E13-17
EM15	CNN_CF_20030304.1900.06-1-E13-18
EM16	CNN_CF_20030304.1900.06-1-E14-19
EM17	CNN_CF_20030304.1900.06-1-E13-20
EM18	CNN_CF_20030304.1900.06-1-E15-21
Q1	CNN_CF_20030304.1900.06-1-T1
