CE13	CNN_CF_20030303.1900.02-CE1
CE14	CNN_CF_20030303.1900.02-CE2
CE15	CNN_CF_20030303.1900.02-CE3
CE16	CNN_CF_20030303.1900.02-CE4
CE17	CNN_CF_20030303.1900.02-CE5
CE18	CNN_CF_20030303.1900.02-CE6
CE19	CNN_CF_20030303.1900.02-CE7
CE20	CNN_CF_20030303.1900.02-CE8
CE21	CNN_CF_20030303.1900.02-CE9
CE22	CNN_CF_20030303.1900.02-CE10
CE23	CNN_CF_20030303.1900.02-CE11
CE24	CNN_CF_20030303.1900.02-CE12
CE25	CNN_CF_20030303.1900.02-CE13
CE52	CNN_CF_20030303.1900.02-CE14
CE27	CNN_CF_20030303.1900.02-CE15
CE29	CNN_CF_20030303.1900.02-CE16
CE30	CNN_CF_20030303.1900.02-CE17
CE32	CNN_CF_20030303.1900.02-CE18
CE53	CNN_CF_20030303.1900.02-CE19
CE1	CNN_CF_20030303.1900.02-CE20
CE33	CNN_CF_20030303.1900.02-CE21
CE34	CNN_CF_20030303.1900.02-CE22
CE35	CNN_CF_20030303.1900.02-CE23
CE36	CNN_CF_20030303.1900.02-CE24
CE37	CNN_CF_20030303.1900.02-CE25
CE38	CNN_CF_20030303.1900.02-CE26
CE39	CNN_CF_20030303.1900.02-CE27
CE40	CNN_CF_20030303.1900.02-CE28
CE41	CNN_CF_20030303.1900.02-CE29
CE42	CNN_CF_20030303.1900.02-CE30
CE43	CNN_CF_20030303.1900.02-CE31
CE44	CNN_CF_20030303.1900.02-CE32
CE45	CNN_CF_20030303.1900.02-CE33
CE46	CNN_CF_20030303.1900.02-CE34
CE47	CNN_CF_20030303.1900.02-CE35
CE48	CNN_CF_20030303.1900.02-CE36
CE49	CNN_CF_20030303.1900.02-CE37
CE50	CNN_CF_20030303.1900.02-CE38
CE55	CNN_CF_20030303.1900.02-CE39
CE56	CNN_CF_20030303.1900.02-CE40
CE57	CNN_CF_20030303.1900.02-CE41
CE58	CNN_CF_20030303.1900.02-CE42
CE59	CNN_CF_20030303.1900.02-CE43
CE60	CNN_CF_20030303.1900.02-CE44
CE61	CNN_CF_20030303.1900.02-CE45
CE62	CNN_CF_20030303.1900.02-CE46
CE63	CNN_CF_20030303.1900.02-CE47
CE64	CNN_CF_20030303.1900.02-CE48
CE65	CNN_CF_20030303.1900.02-CE49
CE66	CNN_CF_20030303.1900.02-CE50
CE67	CNN_CF_20030303.1900.02-CE51
CE3	CNN_CF_20030303.1900.02-CE52
CE4	CNN_CF_20030303.1900.02-CE53
CE5	CNN_CF_20030303.1900.02-CE54
CE6	CNN_CF_20030303.1900.02-CE55
CE51	CNN_CF_20030303.1900.02-CE56
CE8	CNN_CF_20030303.1900.02-CE57
CE9	CNN_CF_20030303.1900.02-CE58
CE10	CNN_CF_20030303.1900.02-CE59
CE11	CNN_CF_20030303.1900.02-CE60
CE12	CNN_CF_20030303.1900.02-CE61
E18	CNN_CF_20030303.1900.02-E1
E19	CNN_CF_20030303.1900.02-E2
E20	CNN_CF_20030303.1900.02-E3
E69	CNN_CF_20030303.1900.02-E4
E21	CNN_CF_20030303.1900.02-E5
E22	CNN_CF_20030303.1900.02-E6
E23	CNN_CF_20030303.1900.02-E7
E24	CNN_CF_20030303.1900.02-E8
E25	CNN_CF_20030303.1900.02-E9
E26	CNN_CF_20030303.1900.02-E10
E27	CNN_CF_20030303.1900.02-E11
E28	CNN_CF_20030303.1900.02-E12
E29	CNN_CF_20030303.1900.02-E13
E30	CNN_CF_20030303.1900.02-E14
E31	CNN_CF_20030303.1900.02-E15
E32	CNN_CF_20030303.1900.02-E16
E33	CNN_CF_20030303.1900.02-E17
E34	CNN_CF_20030303.1900.02-E18
E35	CNN_CF_20030303.1900.02-E19
E36	CNN_CF_20030303.1900.02-E20
E70	CNN_CF_20030303.1900.02-E21
E38	CNN_CF_20030303.1900.02-E22
E39	CNN_CF_20030303.1900.02-E23
E41	CNN_CF_20030303.1900.02-E24
E1	CNN_CF_20030303.1900.02-E25
E42	CNN_CF_20030303.1900.02-E26
E44	CNN_CF_20030303.1900.02-E27
E71	CNN_CF_20030303.1900.02-E28
E46	CNN_CF_20030303.1900.02-E29
E47	CNN_CF_20030303.1900.02-E30
E48	CNN_CF_20030303.1900.02-E31
E49	CNN_CF_20030303.1900.02-E32
E50	CNN_CF_20030303.1900.02-E33
E51	CNN_CF_20030303.1900.02-E34
E52	CNN_CF_20030303.1900.02-E35
E53	CNN_CF_20030303.1900.02-E36
E54	CNN_CF_20030303.1900.02-E37
E55	CNN_CF_20030303.1900.02-E38
E56	CNN_CF_20030303.1900.02-E39
E57	CNN_CF_20030303.1900.02-E40
E72	CNN_CF_20030303.1900.02-E41
E58	CNN_CF_20030303.1900.02-E42
E59	CNN_CF_20030303.1900.02-E43
E60	CNN_CF_20030303.1900.02-E44
E61	CNN_CF_20030303.1900.02-E45
E62	CNN_CF_20030303.1900.02-E46
E63	CNN_CF_20030303.1900.02-E47
E64	CNN_CF_20030303.1900.02-E48
E65	CNN_CF_20030303.1900.02-E49
E66	CNN_CF_20030303.1900.02-E50
E67	CNN_CF_20030303.1900.02-E51
E73	CNN_CF_20030303.1900.02-E52
E74	CNN_CF_20030303.1900.02-E53
E76	CNN_CF_20030303.1900.02-E54
E77	CNN_CF_20030303.1900.02-E55
E78	CNN_CF_20030303.1900.02-E56
E68	CNN_CF_20030303.1900.02-E57
E80	CNN_CF_20030303.1900.02-E58
E81	CNN_CF_20030303.1900.02-E59
E82	CNN_CF_20030303.1900.02-E60
E83	CNN_CF_20030303.1900.02-E61
E84	CNN_CF_20030303.1900.02-E62
E85	CNN_CF_20030303.1900.02-E63
E86	CNN_CF_20030303.1900.02-E64
E87	CNN_CF_20030303.1900.02-E65
E88	CNN_CF_20030303.1900.02-E66
E3	CNN_CF_20030303.1900.02-E67
E89	CNN_CF_20030303.1900.02-E68
E90	CNN_CF_20030303.1900.02-E69
E4	CNN_CF_20030303.1900.02-E70
E5	CNN_CF_20030303.1900.02-E71
E6	CNN_CF_20030303.1900.02-E72
E7	CNN_CF_20030303.1900.02-E73
E9	CNN_CF_20030303.1900.02-E74
E11	CNN_CF_20030303.1900.02-E75
E12	CNN_CF_20030303.1900.02-E76
E13	CNN_CF_20030303.1900.02-E77
E14	CNN_CF_20030303.1900.02-E78
E15	CNN_CF_20030303.1900.02-E79
E16	CNN_CF_20030303.1900.02-E80
E17	CNN_CF_20030303.1900.02-E81
EM1	CNN_CF_20030303.1900.02-E25-1
EM17	CNN_CF_20030303.1900.02-E81-2
EM18	CNN_CF_20030303.1900.02-E1-3
EM19	CNN_CF_20030303.1900.02-E2-4
EM20	CNN_CF_20030303.1900.02-E3-5
EM22	CNN_CF_20030303.1900.02-E81-6
EM142	CNN_CF_20030303.1900.02-E21-7
EM24	CNN_CF_20030303.1900.02-E5-8
EM25	CNN_CF_20030303.1900.02-E6-9
EM26	CNN_CF_20030303.1900.02-E7-10
EM27	CNN_CF_20030303.1900.02-E8-11
EM28	CNN_CF_20030303.1900.02-E9-12
EM29	CNN_CF_20030303.1900.02-E10-13
