CE12	CNN_CF_20030303.1900.06-1-CE1
CE13	CNN_CF_20030303.1900.06-1-CE2
CE14	CNN_CF_20030303.1900.06-1-CE3
CE15	CNN_CF_20030303.1900.06-1-CE4
CE17	CNN_CF_20030303.1900.06-1-CE5
CE18	CNN_CF_20030303.1900.06-1-CE6
CE19	CNN_CF_20030303.1900.06-1-CE7
CE20	CNN_CF_20030303.1900.06-1-CE8
CE21	CNN_CF_20030303.1900.06-1-CE9
CE22	CNN_CF_20030303.1900.06-1-CE10
CE23	CNN_CF_20030303.1900.06-1-CE11
CE24	CNN_CF_20030303.1900.06-1-CE12
CE25	CNN_CF_20030303.1900.06-1-CE13
CE26	CNN_CF_20030303.1900.06-1-CE14
CE27	CNN_CF_20030303.1900.06-1-CE15
CE28	CNN_CF_20030303.1900.06-1-CE16
CE29	CNN_CF_20030303.1900.06-1-CE17
CE30	CNN_CF_20030303.1900.06-1-CE18
CE31	CNN_CF_20030303.1900.06-1-CE19
CE33	CNN_CF_20030303.1900.06-1-CE20
CE35	CNN_CF_20030303.1900.06-1-CE21
CE36	CNN_CF_20030303.1900.06-1-CE22
CE38	CNN_CF_20030303.1900.06-1-CE23
CE1	CNN_CF_20030303.1900.06-1-CE24
CE2	CNN_CF_20030303.1900.06-1-CE25
CE3	CNN_CF_20030303.1900.06-1-CE26
CE4	CNN_CF_20030303.1900.06-1-CE27
CE5	CNN_CF_20030303.1900.06-1-CE28
CE6	CNN_CF_20030303.1900.06-1-CE29
CE8	CNN_CF_20030303.1900.06-1-CE30
CE9	CNN_CF_20030303.1900.06-1-CE31
CE10	CNN_CF_20030303.1900.06-1-CE32
CE11	CNN_CF_20030303.1900.06-1-CE33
E12	CNN_CF_20030303.1900.06-1-E1
E13	CNN_CF_20030303.1900.06-1-E2
E14	CNN_CF_20030303.1900.06-1-E3
E15	CNN_CF_20030303.1900.06-1-E4
E16	CNN_CF_20030303.1900.06-1-E5
E18	CNN_CF_20030303.1900.06-1-E6
E19	CNN_CF_20030303.1900.06-1-E7
E20	CNN_CF_20030303.1900.06-1-E8
E22	CNN_CF_20030303.1900.06-1-E9
E23	CNN_CF_20030303.1900.06-1-E10
E24	CNN_CF_20030303.1900.06-1-E11
E25	CNN_CF_20030303.1900.06-1-E12
E26	CNN_CF_20030303.1900.06-1-E13
E27	CNN_CF_20030303.1900.06-1-E14
E28	CNN_CF_20030303.1900.06-1-E15
E29	CNN_CF_20030303.1900.06-1-E16
E30	CNN_CF_20030303.1900.06-1-E17
E31	CNN_CF_20030303.1900.06-1-E18
E32	CNN_CF_20030303.1900.06-1-E19
E33	CNN_CF_20030303.1900.06-1-E20
E1	CNN_CF_20030303.1900.06-1-E21
E34	CNN_CF_20030303.1900.06-1-E22
E35	CNN_CF_20030303.1900.06-1-E23
E36	CNN_CF_20030303.1900.06-1-E24
E39	CNN_CF_20030303.1900.06-1-E25
E41	CNN_CF_20030303.1900.06-1-E26
E42	CNN_CF_20030303.1900.06-1-E27
E44	CNN_CF_20030303.1900.06-1-E28
E2	CNN_CF_20030303.1900.06-1-E29
E3	CNN_CF_20030303.1900.06-1-E30
E4	CNN_CF_20030303.1900.06-1-E31
E5	CNN_CF_20030303.1900.06-1-E32
E6	CNN_CF_20030303.1900.06-1-E33
E8	CNN_CF_20030303.1900.06-1-E34
E9	CNN_CF_20030303.1900.06-1-E35
E10	CNN_CF_20030303.1900.06-1-E36
E11	CNN_CF_20030303.1900.06-1-E37
EM1	CNN_CF_20030303.1900.06-1-E21-1
EM20	CNN_CF_20030303.1900.06-1-E1-2
EM21	CNN_CF_20030303.1900.06-1-E37-3
EM22	CNN_CF_20030303.1900.06-1-E37-4
EM23	CNN_CF_20030303.1900.06-1-E2-5
EM24	CNN_CF_20030303.1900.06-1-E3-6
EM25	CNN_CF_20030303.1900.06-1-E4-7
EM26	CNN_CF_20030303.1900.06-1-E37-8
EM27	CNN_CF_20030303.1900.06-1-E5-9
EM29	CNN_CF_20030303.1900.06-1-E6-10
EM30	CNN_CF_20030303.1900.06-1-E7-11
EM31	CNN_CF_20030303.1900.06-1-E3-12
EM32	CNN_CF_20030303.1900.06-1-E8-13
EM33	CNN_CF_20030303.1900.06-1-E9-14
EM34	CNN_CF_20030303.1900.06-1-E3-15
EM35	CNN_CF_20030303.1900.06-1-E10-16
EM36	CNN_CF_20030303.1900.06-1-E8-17
EM37	CNN_CF_20030303.1900.06-1-E35-18
EM38	CNN_CF_20030303.1900.06-1-E3-19
EM40	CNN_CF_20030303.1900.06-1-E35-20
EM41	CNN_CF_20030303.1900.06-1-E3-21
EM42	CNN_CF_20030303.1900.06-1-E11-22
EM43	CNN_CF_20030303.1900.06-1-E12-23
EM44	CNN_CF_20030303.1900.06-1-E13-24
EM45	CNN_CF_20030303.1900.06-1-E35-25
EM46	CNN_CF_20030303.1900.06-1-E14-26
EM47	CNN_CF_20030303.1900.06-1-E12-27
EM48	CNN_CF_20030303.1900.06-1-E33-28
EM49	CNN_CF_20030303.1900.06-1-E15-29
EM50	CNN_CF_20030303.1900.06-1-E16-30
EM51	CNN_CF_20030303.1900.06-1-E17-31
EM52	CNN_CF_20030303.1900.06-1-E18-32
EM53	CNN_CF_20030303.1900.06-1-E35-33
EM54	CNN_CF_20030303.1900.06-1-E19-34
EM56	CNN_CF_20030303.1900.06-1-E16-35
EM57	CNN_CF_20030303.1900.06-1-E33-36
EM58	CNN_CF_20030303.1900.06-1-E18-37
EM59	CNN_CF_20030303.1900.06-1-E33-38
EM61	CNN_CF_20030303.1900.06-1-E20-39
EM62	CNN_CF_20030303.1900.06-1-E20-40
EM63	CNN_CF_20030303.1900.06-1-E3-41
EM64	CNN_CF_20030303.1900.06-1-E22-42
EM65	CNN_CF_20030303.1900.06-1-E23-43
EM66	CNN_CF_20030303.1900.06-1-E24-44
EM68	CNN_CF_20030303.1900.06-1-E25-45
EM69	CNN_CF_20030303.1900.06-1-E3-46
EM70	CNN_CF_20030303.1900.06-1-E3-47
EM71	CNN_CF_20030303.1900.06-1-E3-48
EM72	CNN_CF_20030303.1900.06-1-E3-49
EM73	CNN_CF_20030303.1900.06-1-E37-50
EM74	CNN_CF_20030303.1900.06-1-E3-51
EM76	CNN_CF_20030303.1900.06-1-E26-52
EM77	CNN_CF_20030303.1900.06-1-E27-53
EM78	CNN_CF_20030303.1900.06-1-E3-54
EM79	CNN_CF_20030303.1900.06-1-E3-55
EM80	CNN_CF_20030303.1900.06-1-E3-56
