CE13	CNN_CF_20030303.1900.00-CE1
CE14	CNN_CF_20030303.1900.00-CE2
CE15	CNN_CF_20030303.1900.00-CE3
CE16	CNN_CF_20030303.1900.00-CE4
CE17	CNN_CF_20030303.1900.00-CE5
CE18	CNN_CF_20030303.1900.00-CE6
CE19	CNN_CF_20030303.1900.00-CE7
CE20	CNN_CF_20030303.1900.00-CE8
CE22	CNN_CF_20030303.1900.00-CE9
CE23	CNN_CF_20030303.1900.00-CE10
CE24	CNN_CF_20030303.1900.00-CE11
CE49	CNN_CF_20030303.1900.00-CE12
CE25	CNN_CF_20030303.1900.00-CE13
CE26	CNN_CF_20030303.1900.00-CE14
CE27	CNN_CF_20030303.1900.00-CE15
CE28	CNN_CF_20030303.1900.00-CE16
CE29	CNN_CF_20030303.1900.00-CE17
CE30	CNN_CF_20030303.1900.00-CE18
CE31	CNN_CF_20030303.1900.00-CE19
CE32	CNN_CF_20030303.1900.00-CE20
CE33	CNN_CF_20030303.1900.00-CE21
CE34	CNN_CF_20030303.1900.00-CE22
CE35	CNN_CF_20030303.1900.00-CE23
CE36	CNN_CF_20030303.1900.00-CE24
CE37	CNN_CF_20030303.1900.00-CE25
CE1	CNN_CF_20030303.1900.00-CE26
CE38	CNN_CF_20030303.1900.00-CE27
CE39	CNN_CF_20030303.1900.00-CE28
CE40	CNN_CF_20030303.1900.00-CE29
CE41	CNN_CF_20030303.1900.00-CE30
CE42	CNN_CF_20030303.1900.00-CE31
CE43	CNN_CF_20030303.1900.00-CE32
CE44	CNN_CF_20030303.1900.00-CE33
CE45	CNN_CF_20030303.1900.00-CE34
CE46	CNN_CF_20030303.1900.00-CE35
CE52	CNN_CF_20030303.1900.00-CE36
CE48	CNN_CF_20030303.1900.00-CE37
CE53	CNN_CF_20030303.1900.00-CE38
CE54	CNN_CF_20030303.1900.00-CE39
CE55	CNN_CF_20030303.1900.00-CE40
CE56	CNN_CF_20030303.1900.00-CE41
CE57	CNN_CF_20030303.1900.00-CE42
CE2	CNN_CF_20030303.1900.00-CE43
CE58	CNN_CF_20030303.1900.00-CE44
CE59	CNN_CF_20030303.1900.00-CE45
CE60	CNN_CF_20030303.1900.00-CE46
CE61	CNN_CF_20030303.1900.00-CE47
CE62	CNN_CF_20030303.1900.00-CE48
CE63	CNN_CF_20030303.1900.00-CE49
CE64	CNN_CF_20030303.1900.00-CE50
CE65	CNN_CF_20030303.1900.00-CE51
CE66	CNN_CF_20030303.1900.00-CE52
CE3	CNN_CF_20030303.1900.00-CE53
CE4	CNN_CF_20030303.1900.00-CE54
CE5	CNN_CF_20030303.1900.00-CE55
CE7	CNN_CF_20030303.1900.00-CE56
CE8	CNN_CF_20030303.1900.00-CE57
CE9	CNN_CF_20030303.1900.00-CE58
CE10	CNN_CF_20030303.1900.00-CE59
CE21	CNN_CF_20030303.1900.00-CE60
CE12	CNN_CF_20030303.1900.00-CE61
E16	CNN_CF_20030303.1900.00-E1
E17	CNN_CF_20030303.1900.00-E2
E18	CNN_CF_20030303.1900.00-E3
E19	CNN_CF_20030303.1900.00-E4
E21	CNN_CF_20030303.1900.00-E5
E22	CNN_CF_20030303.1900.00-E6
E23	CNN_CF_20030303.1900.00-E7
E24	CNN_CF_20030303.1900.00-E8
E25	CNN_CF_20030303.1900.00-E9
E26	CNN_CF_20030303.1900.00-E10
E27	CNN_CF_20030303.1900.00-E11
E29	CNN_CF_20030303.1900.00-E12
E30	CNN_CF_20030303.1900.00-E13
E31	CNN_CF_20030303.1900.00-E14
E32	CNN_CF_20030303.1900.00-E15
E33	CNN_CF_20030303.1900.00-E16
E89	CNN_CF_20030303.1900.00-E17
E35	CNN_CF_20030303.1900.00-E18
