CE12	CNN_CF_20030304.1900.04-CE1
CE13	CNN_CF_20030304.1900.04-CE2
CE14	CNN_CF_20030304.1900.04-CE3
CE15	CNN_CF_20030304.1900.04-CE4
CE16	CNN_CF_20030304.1900.04-CE5
CE17	CNN_CF_20030304.1900.04-CE6
CE18	CNN_CF_20030304.1900.04-CE7
CE19	CNN_CF_20030304.1900.04-CE8
CE20	CNN_CF_20030304.1900.04-CE9
CE21	CNN_CF_20030304.1900.04-CE10
CE22	CNN_CF_20030304.1900.04-CE11
CE23	CNN_CF_20030304.1900.04-CE12
CE24	CNN_CF_20030304.1900.04-CE13
CE25	CNN_CF_20030304.1900.04-CE14
CE26	CNN_CF_20030304.1900.04-CE15
CE27	CNN_CF_20030304.1900.04-CE16
CE28	CNN_CF_20030304.1900.04-CE17
CE29	CNN_CF_20030304.1900.04-CE18
CE30	CNN_CF_20030304.1900.04-CE19
CE31	CNN_CF_20030304.1900.04-CE20
CE1	CNN_CF_20030304.1900.04-CE21
CE32	CNN_CF_20030304.1900.04-CE22
CE33	CNN_CF_20030304.1900.04-CE23
CE34	CNN_CF_20030304.1900.04-CE24
CE35	CNN_CF_20030304.1900.04-CE25
CE36	CNN_CF_20030304.1900.04-CE26
CE37	CNN_CF_20030304.1900.04-CE27
CE38	CNN_CF_20030304.1900.04-CE28
CE39	CNN_CF_20030304.1900.04-CE29
CE40	CNN_CF_20030304.1900.04-CE30
CE41	CNN_CF_20030304.1900.04-CE31
CE42	CNN_CF_20030304.1900.04-CE32
CE43	CNN_CF_20030304.1900.04-CE33
CE44	CNN_CF_20030304.1900.04-CE34
CE45	CNN_CF_20030304.1900.04-CE35
CE46	CNN_CF_20030304.1900.04-CE36
CE47	CNN_CF_20030304.1900.04-CE37
CE48	CNN_CF_20030304.1900.04-CE38
CE49	CNN_CF_20030304.1900.04-CE39
CE2	CNN_CF_20030304.1900.04-CE40
CE50	CNN_CF_20030304.1900.04-CE41
CE51	CNN_CF_20030304.1900.04-CE42
CE52	CNN_CF_20030304.1900.04-CE43
CE53	CNN_CF_20030304.1900.04-CE44
CE54	CNN_CF_20030304.1900.04-CE45
CE55	CNN_CF_20030304.1900.04-CE46
CE56	CNN_CF_20030304.1900.04-CE47
CE57	CNN_CF_20030304.1900.04-CE48
CE58	CNN_CF_20030304.1900.04-CE49
CE59	CNN_CF_20030304.1900.04-CE50
CE60	CNN_CF_20030304.1900.04-CE51
CE61	CNN_CF_20030304.1900.04-CE52
CE3	CNN_CF_20030304.1900.04-CE53
CE4	CNN_CF_20030304.1900.04-CE54
CE5	CNN_CF_20030304.1900.04-CE55
CE6	CNN_CF_20030304.1900.04-CE56
CE7	CNN_CF_20030304.1900.04-CE57
CE8	CNN_CF_20030304.1900.04-CE58
CE9	CNN_CF_20030304.1900.04-CE59
CE10	CNN_CF_20030304.1900.04-CE60
CE11	CNN_CF_20030304.1900.04-CE61
E17	CNN_CF_20030304.1900.04-E1
E18	CNN_CF_20030304.1900.04-E2
E19	CNN_CF_20030304.1900.04-E3
E20	CNN_CF_20030304.1900.04-E4
E21	CNN_CF_20030304.1900.04-E5
E22	CNN_CF_20030304.1900.04-E6
E23	CNN_CF_20030304.1900.04-E7
E24	CNN_CF_20030304.1900.04-E8
E25	CNN_CF_20030304.1900.04-E9
E26	CNN_CF_20030304.1900.04-E10
E27	CNN_CF_20030304.1900.04-E11
E28	CNN_CF_20030304.1900.04-E12
E29	CNN_CF_20030304.1900.04-E13
E30	CNN_CF_20030304.1900.04-E14
E31	CNN_CF_20030304.1900.04-E15
E32	CNN_CF_20030304.1900.04-E16
E33	CNN_CF_20030304.1900.04-E17
E34	CNN_CF_20030304.1900.04-E18
E35	CNN_CF_20030304.1900.04-E19
E36	CNN_CF_20030304.1900.04-E20
E37	CNN_CF_20030304.1900.04-E21
E1	CNN_CF_20030304.1900.04-E22
E38	CNN_CF_20030304.1900.04-E23
E39	CNN_CF_20030304.1900.04-E24
E42	CNN_CF_20030304.1900.04-E25
E43	CNN_CF_20030304.1900.04-E26
E44	CNN_CF_20030304.1900.04-E27
E45	CNN_CF_20030304.1900.04-E28
E46	CNN_CF_20030304.1900.04-E29
E48	CNN_CF_20030304.1900.04-E30
E49	CNN_CF_20030304.1900.04-E31
E50	CNN_CF_20030304.1900.04-E32
E51	CNN_CF_20030304.1900.04-E33
E52	CNN_CF_20030304.1900.04-E34
E53	CNN_CF_20030304.1900.04-E35
E55	CNN_CF_20030304.1900.04-E36
E56	CNN_CF_20030304.1900.04-E37
E57	CNN_CF_20030304.1900.04-E38
E58	CNN_CF_20030304.1900.04-E39
E59	CNN_CF_20030304.1900.04-E40
E60	CNN_CF_20030304.1900.04-E41
E61	CNN_CF_20030304.1900.04-E42
E62	CNN_CF_20030304.1900.04-E43
E63	CNN_CF_20030304.1900.04-E44
E64	CNN_CF_20030304.1900.04-E45
E65	CNN_CF_20030304.1900.04-E46
E66	CNN_CF_20030304.1900.04-E47
E67	CNN_CF_20030304.1900.04-E48
E2	CNN_CF_20030304.1900.04-E49
E68	CNN_CF_20030304.1900.04-E50
E70	CNN_CF_20030304.1900.04-E51
E71	CNN_CF_20030304.1900.04-E52
E72	CNN_CF_20030304.1900.04-E53
E73	CNN_CF_20030304.1900.04-E54
E74	CNN_CF_20030304.1900.04-E55
E76	CNN_CF_20030304.1900.04-E56
E77	CNN_CF_20030304.1900.04-E57
E78	CNN_CF_20030304.1900.04-E58
E79	CNN_CF_20030304.1900.04-E59
E80	CNN_CF_20030304.1900.04-E60
E81	CNN_CF_20030304.1900.04-E61
E82	CNN_CF_20030304.1900.04-E62
E83	CNN_CF_20030304.1900.04-E63
E85	CNN_CF_20030304.1900.04-E64
E86	CNN_CF_20030304.1900.04-E65
E87	CNN_CF_20030304.1900.04-E66
E3	CNN_CF_20030304.1900.04-E67
E88	CNN_CF_20030304.1900.04-E68
E89	CNN_CF_20030304.1900.04-E69
E4	CNN_CF_20030304.1900.04-E70
E5	CNN_CF_20030304.1900.04-E71
E6	CNN_CF_20030304.1900.04-E72
E7	CNN_CF_20030304.1900.04-E73
E9	CNN_CF_20030304.1900.04-E74
E11	CNN_CF_20030304.1900.04-E75
E12	CNN_CF_20030304.1900.04-E76
E13	CNN_CF_20030304.1900.04-E77
E14	CNN_CF_20030304.1900.04-E78
E15	CNN_CF_20030304.1900.04-E79
E16	CNN_CF_20030304.1900.04-E80
EM1	CNN_CF_20030304.1900.04-E22-1
EM17	CNN_CF_20030304.1900.04-E78-2
EM18	CNN_CF_20030304.1900.04-E78-3
EM19	CNN_CF_20030304.1900.04-E1-4
EM20	CNN_CF_20030304.1900.04-E2-5
EM21	CNN_CF_20030304.1900.04-E2-6
EM22	CNN_CF_20030304.1900.04-E3-7
EM23	CNN_CF_20030304.1900.04-E3-8
EM24	CNN_CF_20030304.1900.04-E4-9
EM25	CNN_CF_20030304.1900.04-E5-10
EM26	CNN_CF_20030304.1900.04-E6-11
EM27	CNN_CF_20030304.1900.04-E6-12
EM28	CNN_CF_20030304.1900.04-E7-13
EM29	CNN_CF_20030304.1900.04-E8-14
EM30	CNN_CF_20030304.1900.04-E6-15
EM31	CNN_CF_20030304.1900.04-E9-16
EM32	CNN_CF_20030304.1900.04-E6-17
EM33	CNN_CF_20030304.1900.04-E10-18
EM34	CNN_CF_20030304.1900.04-E10-19
EM35	CNN_CF_20030304.1900.04-E10-20
EM36	CNN_CF_20030304.1900.04-E6-21
EM37	CNN_CF_20030304.1900.04-E11-22
EM40	CNN_CF_20030304.1900.04-E13-23
EM41	CNN_CF_20030304.1900.04-E6-24
EM42	CNN_CF_20030304.1900.04-E6-25
EM43	CNN_CF_20030304.1900.04-E14-26
EM44	CNN_CF_20030304.1900.04-E15-27
EM45	CNN_CF_20030304.1900.04-E10-28
EM46	CNN_CF_20030304.1900.04-E16-29
EM47	CNN_CF_20030304.1900.04-E17-30
EM48	CNN_CF_20030304.1900.04-E18-31
EM49	CNN_CF_20030304.1900.04-E19-32
EM50	CNN_CF_20030304.1900.04-E20-33
EM51	CNN_CF_20030304.1900.04-E12-34
EM52	CNN_CF_20030304.1900.04-E12-35
EM53	CNN_CF_20030304.1900.04-E15-36
EM54	CNN_CF_20030304.1900.04-E21-37
EM55	CNN_CF_20030304.1900.04-E6-38
EM56	CNN_CF_20030304.1900.04-E8-39
EM57	CNN_CF_20030304.1900.04-E12-40
EM58	CNN_CF_20030304.1900.04-E15-41
EM59	CNN_CF_20030304.1900.04-E12-42
EM60	CNN_CF_20030304.1900.04-E23-43
EM61	CNN_CF_20030304.1900.04-E6-44
EM62	CNN_CF_20030304.1900.04-E15-45
EM63	CNN_CF_20030304.1900.04-E6-46
EM64	CNN_CF_20030304.1900.04-E24-47
EM65	CNN_CF_20030304.1900.04-E1-48
EM66	CNN_CF_20030304.1900.04-E78-49
EM67	CNN_CF_20030304.1900.04-E12-50
EM69	CNN_CF_20030304.1900.04-E25-51
EM70	CNN_CF_20030304.1900.04-E26-52
EM71	CNN_CF_20030304.1900.04-E10-53
EM72	CNN_CF_20030304.1900.04-E6-54
EM73	CNN_CF_20030304.1900.04-E6-55
EM74	CNN_CF_20030304.1900.04-E10-56
EM75	CNN_CF_20030304.1900.04-E26-57
EM76	CNN_CF_20030304.1900.04-E27-58
