CE13	CNN_CF_20030305.1900.02-CE1
CE14	CNN_CF_20030305.1900.02-CE2
CE15	CNN_CF_20030305.1900.02-CE3
CE16	CNN_CF_20030305.1900.02-CE4
CE17	CNN_CF_20030305.1900.02-CE5
CE18	CNN_CF_20030305.1900.02-CE6
CE19	CNN_CF_20030305.1900.02-CE7
CE20	CNN_CF_20030305.1900.02-CE8
CE21	CNN_CF_20030305.1900.02-CE9
CE22	CNN_CF_20030305.1900.02-CE10
CE45	CNN_CF_20030305.1900.02-CE11
CE24	CNN_CF_20030305.1900.02-CE12
CE26	CNN_CF_20030305.1900.02-CE13
CE27	CNN_CF_20030305.1900.02-CE14
CE28	CNN_CF_20030305.1900.02-CE15
CE29	CNN_CF_20030305.1900.02-CE16
CE30	CNN_CF_20030305.1900.02-CE17
CE31	CNN_CF_20030305.1900.02-CE18
CE1	CNN_CF_20030305.1900.02-CE19
CE32	CNN_CF_20030305.1900.02-CE20
CE33	CNN_CF_20030305.1900.02-CE21
CE34	CNN_CF_20030305.1900.02-CE22
CE35	CNN_CF_20030305.1900.02-CE23
CE36	CNN_CF_20030305.1900.02-CE24
CE37	CNN_CF_20030305.1900.02-CE25
CE38	CNN_CF_20030305.1900.02-CE26
CE39	CNN_CF_20030305.1900.02-CE27
CE40	CNN_CF_20030305.1900.02-CE28
CE41	CNN_CF_20030305.1900.02-CE29
CE42	CNN_CF_20030305.1900.02-CE30
CE43	CNN_CF_20030305.1900.02-CE31
CE44	CNN_CF_20030305.1900.02-CE32
CE46	CNN_CF_20030305.1900.02-CE33
CE47	CNN_CF_20030305.1900.02-CE34
CE48	CNN_CF_20030305.1900.02-CE35
CE49	CNN_CF_20030305.1900.02-CE36
CE50	CNN_CF_20030305.1900.02-CE37
CE51	CNN_CF_20030305.1900.02-CE38
CE52	CNN_CF_20030305.1900.02-CE39
CE53	CNN_CF_20030305.1900.02-CE40
CE54	CNN_CF_20030305.1900.02-CE41
CE2	CNN_CF_20030305.1900.02-CE42
CE55	CNN_CF_20030305.1900.02-CE43
CE56	CNN_CF_20030305.1900.02-CE44
CE57	CNN_CF_20030305.1900.02-CE45
CE59	CNN_CF_20030305.1900.02-CE46
CE60	CNN_CF_20030305.1900.02-CE47
CE61	CNN_CF_20030305.1900.02-CE48
CE62	CNN_CF_20030305.1900.02-CE49
CE3	CNN_CF_20030305.1900.02-CE50
CE4	CNN_CF_20030305.1900.02-CE51
CE5	CNN_CF_20030305.1900.02-CE52
CE6	CNN_CF_20030305.1900.02-CE53
CE7	CNN_CF_20030305.1900.02-CE54
CE8	CNN_CF_20030305.1900.02-CE55
CE9	CNN_CF_20030305.1900.02-CE56
CE10	CNN_CF_20030305.1900.02-CE57
CE11	CNN_CF_20030305.1900.02-CE58
CE12	CNN_CF_20030305.1900.02-CE59
E15	CNN_CF_20030305.1900.02-E1
E16	CNN_CF_20030305.1900.02-E2
E17	CNN_CF_20030305.1900.02-E3
E18	CNN_CF_20030305.1900.02-E4
E19	CNN_CF_20030305.1900.02-E5
E20	CNN_CF_20030305.1900.02-E6
E21	CNN_CF_20030305.1900.02-E7
E22	CNN_CF_20030305.1900.02-E8
E23	CNN_CF_20030305.1900.02-E9
E24	CNN_CF_20030305.1900.02-E10
E25	CNN_CF_20030305.1900.02-E11
E26	CNN_CF_20030305.1900.02-E12
E27	CNN_CF_20030305.1900.02-E13
E28	CNN_CF_20030305.1900.02-E14
E29	CNN_CF_20030305.1900.02-E15
E30	CNN_CF_20030305.1900.02-E16
E32	CNN_CF_20030305.1900.02-E17
E33	CNN_CF_20030305.1900.02-E18
E34	CNN_CF_20030305.1900.02-E19
E35	CNN_CF_20030305.1900.02-E20
E1	CNN_CF_20030305.1900.02-E21
E66	CNN_CF_20030305.1900.02-E22
E37	CNN_CF_20030305.1900.02-E23
E38	CNN_CF_20030305.1900.02-E24
E39	CNN_CF_20030305.1900.02-E25
E41	CNN_CF_20030305.1900.02-E26
E42	CNN_CF_20030305.1900.02-E27
E43	CNN_CF_20030305.1900.02-E28
E44	CNN_CF_20030305.1900.02-E29
E45	CNN_CF_20030305.1900.02-E30
E46	CNN_CF_20030305.1900.02-E31
E47	CNN_CF_20030305.1900.02-E32
E48	CNN_CF_20030305.1900.02-E33
E49	CNN_CF_20030305.1900.02-E34
E50	CNN_CF_20030305.1900.02-E35
E51	CNN_CF_20030305.1900.02-E36
E52	CNN_CF_20030305.1900.02-E37
E53	CNN_CF_20030305.1900.02-E38
E54	CNN_CF_20030305.1900.02-E39
E55	CNN_CF_20030305.1900.02-E40
E56	CNN_CF_20030305.1900.02-E41
E57	CNN_CF_20030305.1900.02-E42
E58	CNN_CF_20030305.1900.02-E43
E59	CNN_CF_20030305.1900.02-E44
E60	CNN_CF_20030305.1900.02-E45
E61	CNN_CF_20030305.1900.02-E46
E62	CNN_CF_20030305.1900.02-E47
E63	CNN_CF_20030305.1900.02-E48
E64	CNN_CF_20030305.1900.02-E49
E65	CNN_CF_20030305.1900.02-E50
E67	CNN_CF_20030305.1900.02-E51
E68	CNN_CF_20030305.1900.02-E52
E2	CNN_CF_20030305.1900.02-E53
E69	CNN_CF_20030305.1900.02-E54
E70	CNN_CF_20030305.1900.02-E55
E71	CNN_CF_20030305.1900.02-E56
E72	CNN_CF_20030305.1900.02-E57
E73	CNN_CF_20030305.1900.02-E58
E74	CNN_CF_20030305.1900.02-E59
E75	CNN_CF_20030305.1900.02-E60
E76	CNN_CF_20030305.1900.02-E61
E77	CNN_CF_20030305.1900.02-E62
E78	CNN_CF_20030305.1900.02-E63
E79	CNN_CF_20030305.1900.02-E64
E80	CNN_CF_20030305.1900.02-E65
E81	CNN_CF_20030305.1900.02-E66
