CE14	CNN_IP_20030414.1600.04-CE1
CE15	CNN_IP_20030414.1600.04-CE2
CE16	CNN_IP_20030414.1600.04-CE3
CE17	CNN_IP_20030414.1600.04-CE4
CE18	CNN_IP_20030414.1600.04-CE5
CE19	CNN_IP_20030414.1600.04-CE6
CE20	CNN_IP_20030414.1600.04-CE7
CE21	CNN_IP_20030414.1600.04-CE8
CE22	CNN_IP_20030414.1600.04-CE9
CE23	CNN_IP_20030414.1600.04-CE10
CE24	CNN_IP_20030414.1600.04-CE11
CE25	CNN_IP_20030414.1600.04-CE12
CE26	CNN_IP_20030414.1600.04-CE13
CE27	CNN_IP_20030414.1600.04-CE14
CE28	CNN_IP_20030414.1600.04-CE15
CE29	CNN_IP_20030414.1600.04-CE16
CE30	CNN_IP_20030414.1600.04-CE17
CE31	CNN_IP_20030414.1600.04-CE18
CE32	CNN_IP_20030414.1600.04-CE19
CE33	CNN_IP_20030414.1600.04-CE20
CE34	CNN_IP_20030414.1600.04-CE21
CE35	CNN_IP_20030414.1600.04-CE22
CE1	CNN_IP_20030414.1600.04-CE23
CE36	CNN_IP_20030414.1600.04-CE24
CE37	CNN_IP_20030414.1600.04-CE25
CE38	CNN_IP_20030414.1600.04-CE26
CE39	CNN_IP_20030414.1600.04-CE27
CE40	CNN_IP_20030414.1600.04-CE28
CE41	CNN_IP_20030414.1600.04-CE29
CE42	CNN_IP_20030414.1600.04-CE30
CE43	CNN_IP_20030414.1600.04-CE31
CE44	CNN_IP_20030414.1600.04-CE32
CE45	CNN_IP_20030414.1600.04-CE33
CE46	CNN_IP_20030414.1600.04-CE34
CE47	CNN_IP_20030414.1600.04-CE35
CE48	CNN_IP_20030414.1600.04-CE36
CE50	CNN_IP_20030414.1600.04-CE37
CE51	CNN_IP_20030414.1600.04-CE38
CE52	CNN_IP_20030414.1600.04-CE39
CE2	CNN_IP_20030414.1600.04-CE40
CE3	CNN_IP_20030414.1600.04-CE41
CE4	CNN_IP_20030414.1600.04-CE42
CE5	CNN_IP_20030414.1600.04-CE43
CE6	CNN_IP_20030414.1600.04-CE44
CE7	CNN_IP_20030414.1600.04-CE45
CE8	CNN_IP_20030414.1600.04-CE46
CE9	CNN_IP_20030414.1600.04-CE47
CE10	CNN_IP_20030414.1600.04-CE48
CE11	CNN_IP_20030414.1600.04-CE49
CE12	CNN_IP_20030414.1600.04-CE50
CE13	CNN_IP_20030414.1600.04-CE51
E15	CNN_IP_20030414.1600.04-E1
E16	CNN_IP_20030414.1600.04-E2
E18	CNN_IP_20030414.1600.04-E3
E19	CNN_IP_20030414.1600.04-E4
E20	CNN_IP_20030414.1600.04-E5
E21	CNN_IP_20030414.1600.04-E6
E22	CNN_IP_20030414.1600.04-E7
E23	CNN_IP_20030414.1600.04-E8
E25	CNN_IP_20030414.1600.04-E9
E26	CNN_IP_20030414.1600.04-E10
E27	CNN_IP_20030414.1600.04-E11
E28	CNN_IP_20030414.1600.04-E12
E29	CNN_IP_20030414.1600.04-E13
E30	CNN_IP_20030414.1600.04-E14
E31	CNN_IP_20030414.1600.04-E15
E32	CNN_IP_20030414.1600.04-E16
E33	CNN_IP_20030414.1600.04-E17
E1	CNN_IP_20030414.1600.04-E18
E34	CNN_IP_20030414.1600.04-E19
E35	CNN_IP_20030414.1600.04-E20
E36	CNN_IP_20030414.1600.04-E21
E37	CNN_IP_20030414.1600.04-E22
E38	CNN_IP_20030414.1600.04-E23
E39	CNN_IP_20030414.1600.04-E24
E41	CNN_IP_20030414.1600.04-E25
E42	CNN_IP_20030414.1600.04-E26
E43	CNN_IP_20030414.1600.04-E27
E44	CNN_IP_20030414.1600.04-E28
E45	CNN_IP_20030414.1600.04-E29
E46	CNN_IP_20030414.1600.04-E30
E47	CNN_IP_20030414.1600.04-E31
E48	CNN_IP_20030414.1600.04-E32
E49	CNN_IP_20030414.1600.04-E33
E50	CNN_IP_20030414.1600.04-E34
E51	CNN_IP_20030414.1600.04-E35
E52	CNN_IP_20030414.1600.04-E36
E53	CNN_IP_20030414.1600.04-E37
E54	CNN_IP_20030414.1600.04-E38
E55	CNN_IP_20030414.1600.04-E39
E56	CNN_IP_20030414.1600.04-E40
E58	CNN_IP_20030414.1600.04-E41
E59	CNN_IP_20030414.1600.04-E42
E60	CNN_IP_20030414.1600.04-E43
E61	CNN_IP_20030414.1600.04-E44
E2	CNN_IP_20030414.1600.04-E45
E3	CNN_IP_20030414.1600.04-E46
E4	CNN_IP_20030414.1600.04-E47
E5	CNN_IP_20030414.1600.04-E48
E6	CNN_IP_20030414.1600.04-E49
E7	CNN_IP_20030414.1600.04-E50
E8	CNN_IP_20030414.1600.04-E51
E9	CNN_IP_20030414.1600.04-E52
E10	CNN_IP_20030414.1600.04-E53
E11	CNN_IP_20030414.1600.04-E54
E12	CNN_IP_20030414.1600.04-E55
E13	CNN_IP_20030414.1600.04-E56
E14	CNN_IP_20030414.1600.04-E57
EM1	CNN_IP_20030414.1600.04-E18-1
EM17	CNN_IP_20030414.1600.04-E1-2
EM18	CNN_IP_20030414.1600.04-E2-3
EM19	CNN_IP_20030414.1600.04-E54-4
EM20	CNN_IP_20030414.1600.04-E56-5
EM21	CNN_IP_20030414.1600.04-E54-6
EM22	CNN_IP_20030414.1600.04-E3-7
EM23	CNN_IP_20030414.1600.04-E54-8
EM24	CNN_IP_20030414.1600.04-E4-9
EM25	CNN_IP_20030414.1600.04-E5-10
EM26	CNN_IP_20030414.1600.04-E6-11
EM27	CNN_IP_20030414.1600.04-E4-12
EM28	CNN_IP_20030414.1600.04-E7-13
EM29	CNN_IP_20030414.1600.04-E52-14
EM30	CNN_IP_20030414.1600.04-E8-15
EM31	CNN_IP_20030414.1600.04-E4-16
EM32	CNN_IP_20030414.1600.04-E9-17
EM33	CNN_IP_20030414.1600.04-E10-18
EM34	CNN_IP_20030414.1600.04-E11-19
EM35	CNN_IP_20030414.1600.04-E10-20
EM36	CNN_IP_20030414.1600.04-E11-21
EM37	CNN_IP_20030414.1600.04-E11-22
EM39	CNN_IP_20030414.1600.04-E10-23
EM40	CNN_IP_20030414.1600.04-E10-24
EM41	CNN_IP_20030414.1600.04-E12-25
EM42	CNN_IP_20030414.1600.04-E12-26
EM43	CNN_IP_20030414.1600.04-E10-27
EM44	CNN_IP_20030414.1600.04-E13-28
EM45	CNN_IP_20030414.1600.04-E10-29
EM46	CNN_IP_20030414.1600.04-E14-30
EM47	CNN_IP_20030414.1600.04-E14-31
EM48	CNN_IP_20030414.1600.04-E11-32
EM49	CNN_IP_20030414.1600.04-E10-33
EM50	CNN_IP_20030414.1600.04-E15-34
EM51	CNN_IP_20030414.1600.04-E15-35
EM52	CNN_IP_20030414.1600.04-E15-36
EM53	CNN_IP_20030414.1600.04-E16-37
EM54	CNN_IP_20030414.1600.04-E16-38
EM56	CNN_IP_20030414.1600.04-E17-39
EM57	CNN_IP_20030414.1600.04-E16-40
EM58	CNN_IP_20030414.1600.04-E16-41
EM59	CNN_IP_20030414.1600.04-E10-42
EM60	CNN_IP_20030414.1600.04-E15-43
EM61	CNN_IP_20030414.1600.04-E19-44
EM62	CNN_IP_20030414.1600.04-E20-45
EM63	CNN_IP_20030414.1600.04-E21-46
EM64	CNN_IP_20030414.1600.04-E19-47
EM65	CNN_IP_20030414.1600.04-E19-48
EM66	CNN_IP_20030414.1600.04-E22-49
EM67	CNN_IP_20030414.1600.04-E23-50
EM68	CNN_IP_20030414.1600.04-E24-51
EM69	CNN_IP_20030414.1600.04-E25-52
EM70	CNN_IP_20030414.1600.04-E24-53
EM71	CNN_IP_20030414.1600.04-E19-54
EM72	CNN_IP_20030414.1600.04-E19-55
EM73	CNN_IP_20030414.1600.04-E22-56
EM74	CNN_IP_20030414.1600.04-E22-57
EM75	CNN_IP_20030414.1600.04-E26-58
EM76	CNN_IP_20030414.1600.04-E19-59
EM77	CNN_IP_20030414.1600.04-E27-60
EM78	CNN_IP_20030414.1600.04-E4-61
EM79	CNN_IP_20030414.1600.04-E19-62
EM80	CNN_IP_20030414.1600.04-E19-63
EM81	CNN_IP_20030414.1600.04-E28-64
EM82	CNN_IP_20030414.1600.04-E4-65
EM83	CNN_IP_20030414.1600.04-E29-66
EM84	CNN_IP_20030414.1600.04-E30-67
EM85	CNN_IP_20030414.1600.04-E30-68
EM86	CNN_IP_20030414.1600.04-E31-69
EM87	CNN_IP_20030414.1600.04-E32-70
EM88	CNN_IP_20030414.1600.04-E33-71
EM89	CNN_IP_20030414.1600.04-E34-72
EM90	CNN_IP_20030414.1600.04-E35-73
EM91	CNN_IP_20030414.1600.04-E32-74
EM92	CNN_IP_20030414.1600.04-E36-75
EM93	CNN_IP_20030414.1600.04-E32-76
EM94	CNN_IP_20030414.1600.04-E37-77
EM95	CNN_IP_20030414.1600.04-E38-78
EM96	CNN_IP_20030414.1600.04-E39-79
EM97	CNN_IP_20030414.1600.04-E32-80
EM98	CNN_IP_20030414.1600.04-E33-81
EM99	CNN_IP_20030414.1600.04-E32-82
EM2	CNN_IP_20030414.1600.04-E45-83
EM100	CNN_IP_20030414.1600.04-E32-84
EM101	CNN_IP_20030414.1600.04-E33-85
EM102	CNN_IP_20030414.1600.04-E32-86
EM103	CNN_IP_20030414.1600.04-E33-87
EM104	CNN_IP_20030414.1600.04-E40-88
EM106	CNN_IP_20030414.1600.04-E41-89
EM107	CNN_IP_20030414.1600.04-E11-90
EM108	CNN_IP_20030414.1600.04-E11-91
EM109	CNN_IP_20030414.1600.04-E15-92
EM110	CNN_IP_20030414.1600.04-E16-93
EM55	CNN_IP_20030414.1600.04-E42-94
EM111	CNN_IP_20030414.1600.04-E15-95
EM112	CNN_IP_20030414.1600.04-E41-96
EM113	CNN_IP_20030414.1600.04-E41-97
EM114	CNN_IP_20030414.1600.04-E11-98
EM115	CNN_IP_20030414.1600.04-E10-99
EM116	CNN_IP_20030414.1600.04-E11-100
EM117	CNN_IP_20030414.1600.04-E11-101
EM118	CNN_IP_20030414.1600.04-E11-102
EM119	CNN_IP_20030414.1600.04-E11-103
EM120	CNN_IP_20030414.1600.04-E10-104
EM121	CNN_IP_20030414.1600.04-E8-105
EM122	CNN_IP_20030414.1600.04-E52-106
EM123	CNN_IP_20030414.1600.04-E4-107
EM124	CNN_IP_20030414.1600.04-E8-108
EM125	CNN_IP_20030414.1600.04-E43-109
EM105	CNN_IP_20030414.1600.04-E11-110
EM126	CNN_IP_20030414.1600.04-E43-111
EM127	CNN_IP_20030414.1600.04-E44-112
EM3	CNN_IP_20030414.1600.04-E46-113
EM4	CNN_IP_20030414.1600.04-E47-114
EM5	CNN_IP_20030414.1600.04-E45-115
EM6	CNN_IP_20030414.1600.04-E48-116
EM7	CNN_IP_20030414.1600.04-E46-117
EM8	CNN_IP_20030414.1600.04-E47-118
EM9	CNN_IP_20030414.1600.04-E49-119
EM10	CNN_IP_20030414.1600.04-E50-120
EM11	CNN_IP_20030414.1600.04-E51-121
EM12	CNN_IP_20030414.1600.04-E52-122
EM13	CNN_IP_20030414.1600.04-E53-123
EM14	CNN_IP_20030414.1600.04-E54-124
EM15	CNN_IP_20030414.1600.04-E55-125
EM16	CNN_IP_20030414.1600.04-E57-126
R1	CNN_IP_20030414.1600.04-R1
R2	CNN_IP_20030414.1600.04-R2
R3	CNN_IP_20030414.1600.04-R3
R5	CNN_IP_20030414.1600.04-R4
R6	CNN_IP_20030414.1600.04-R5
R7	CNN_IP_20030414.1600.04-R6
R9	CNN_IP_20030414.1600.04-R7
R10	CNN_IP_20030414.1600.04-R8
R11	CNN_IP_20030414.1600.04-R9
R12	CNN_IP_20030414.1600.04-R10
R13	CNN_IP_20030414.1600.04-R11
R14	CNN_IP_20030414.1600.04-R12
R15	CNN_IP_20030414.1600.04-R13
R16	CNN_IP_20030414.1600.04-R14
R17	CNN_IP_20030414.1600.04-R15
R18	CNN_IP_20030414.1600.04-R16
R19	CNN_IP_20030414.1600.04-R17
R20	CNN_IP_20030414.1600.04-R18
R21	CNN_IP_20030414.1600.04-R19
R22	CNN_IP_20030414.1600.04-R20
R23	CNN_IP_20030414.1600.04-R21
R24	CNN_IP_20030414.1600.04-R22
R25	CNN_IP_20030414.1600.04-R23
R26	CNN_IP_20030414.1600.04-R24
R27	CNN_IP_20030414.1600.04-R25
R28	CNN_IP_20030414.1600.04-R26
R29	CNN_IP_20030414.1600.04-R27
R30	CNN_IP_20030414.1600.04-R28
R31	CNN_IP_20030414.1600.04-R29
R32	CNN_IP_20030414.1600.04-R30
