CE12	CNN_IP_20030412.1600.05-CE1
CE13	CNN_IP_20030412.1600.05-CE2
CE14	CNN_IP_20030412.1600.05-CE3
CE15	CNN_IP_20030412.1600.05-CE4
CE16	CNN_IP_20030412.1600.05-CE5
CE17	CNN_IP_20030412.1600.05-CE6
CE18	CNN_IP_20030412.1600.05-CE7
CE19	CNN_IP_20030412.1600.05-CE8
CE20	CNN_IP_20030412.1600.05-CE9
CE21	CNN_IP_20030412.1600.05-CE10
CE22	CNN_IP_20030412.1600.05-CE11
CE23	CNN_IP_20030412.1600.05-CE12
CE24	CNN_IP_20030412.1600.05-CE13
CE25	CNN_IP_20030412.1600.05-CE14
CE26	CNN_IP_20030412.1600.05-CE15
CE27	CNN_IP_20030412.1600.05-CE16
CE28	CNN_IP_20030412.1600.05-CE17
CE29	CNN_IP_20030412.1600.05-CE18
CE30	CNN_IP_20030412.1600.05-CE19
CE31	CNN_IP_20030412.1600.05-CE20
CE32	CNN_IP_20030412.1600.05-CE21
CE33	CNN_IP_20030412.1600.05-CE22
CE1	CNN_IP_20030412.1600.05-CE23
CE2	CNN_IP_20030412.1600.05-CE24
CE3	CNN_IP_20030412.1600.05-CE25
CE4	CNN_IP_20030412.1600.05-CE26
CE5	CNN_IP_20030412.1600.05-CE27
CE6	CNN_IP_20030412.1600.05-CE28
CE7	CNN_IP_20030412.1600.05-CE29
CE8	CNN_IP_20030412.1600.05-CE30
CE9	CNN_IP_20030412.1600.05-CE31
CE10	CNN_IP_20030412.1600.05-CE32
CE11	CNN_IP_20030412.1600.05-CE33
E16	CNN_IP_20030412.1600.05-E1
E17	CNN_IP_20030412.1600.05-E2
E18	CNN_IP_20030412.1600.05-E3
E19	CNN_IP_20030412.1600.05-E4
E20	CNN_IP_20030412.1600.05-E5
E22	CNN_IP_20030412.1600.05-E6
E24	CNN_IP_20030412.1600.05-E7
E25	CNN_IP_20030412.1600.05-E8
E26	CNN_IP_20030412.1600.05-E9
E28	CNN_IP_20030412.1600.05-E10
E29	CNN_IP_20030412.1600.05-E11
E30	CNN_IP_20030412.1600.05-E12
E31	CNN_IP_20030412.1600.05-E13
E32	CNN_IP_20030412.1600.05-E14
E33	CNN_IP_20030412.1600.05-E15
E34	CNN_IP_20030412.1600.05-E16
E35	CNN_IP_20030412.1600.05-E17
E36	CNN_IP_20030412.1600.05-E18
E37	CNN_IP_20030412.1600.05-E19
E38	CNN_IP_20030412.1600.05-E20
E39	CNN_IP_20030412.1600.05-E21
E41	CNN_IP_20030412.1600.05-E22
E43	CNN_IP_20030412.1600.05-E23
E1	CNN_IP_20030412.1600.05-E24
E44	CNN_IP_20030412.1600.05-E25
E45	CNN_IP_20030412.1600.05-E26
E46	CNN_IP_20030412.1600.05-E27
E47	CNN_IP_20030412.1600.05-E28
E48	CNN_IP_20030412.1600.05-E29
E2	CNN_IP_20030412.1600.05-E30
E4	CNN_IP_20030412.1600.05-E31
E5	CNN_IP_20030412.1600.05-E32
E6	CNN_IP_20030412.1600.05-E33
E7	CNN_IP_20030412.1600.05-E34
E8	CNN_IP_20030412.1600.05-E35
E9	CNN_IP_20030412.1600.05-E36
E10	CNN_IP_20030412.1600.05-E37
E11	CNN_IP_20030412.1600.05-E38
E12	CNN_IP_20030412.1600.05-E39
E13	CNN_IP_20030412.1600.05-E40
E14	CNN_IP_20030412.1600.05-E41
E15	CNN_IP_20030412.1600.05-E42
EM1	CNN_IP_20030412.1600.05-E24-1
EM18	CNN_IP_20030412.1600.05-E1-2
EM19	CNN_IP_20030412.1600.05-E37-3
EM20	CNN_IP_20030412.1600.05-E37-4
EM21	CNN_IP_20030412.1600.05-E2-5
EM22	CNN_IP_20030412.1600.05-E3-6
EM23	CNN_IP_20030412.1600.05-E3-7
EM24	CNN_IP_20030412.1600.05-E4-8
EM25	CNN_IP_20030412.1600.05-E5-9
EM26	CNN_IP_20030412.1600.05-E6-10
EM27	CNN_IP_20030412.1600.05-E7-11
EM28	CNN_IP_20030412.1600.05-E8-12
EM29	CNN_IP_20030412.1600.05-E37-13
EM30	CNN_IP_20030412.1600.05-E9-14
EM31	CNN_IP_20030412.1600.05-E10-15
EM32	CNN_IP_20030412.1600.05-E11-16
EM33	CNN_IP_20030412.1600.05-E12-17
EM34	CNN_IP_20030412.1600.05-E39-18
EM35	CNN_IP_20030412.1600.05-E13-19
EM36	CNN_IP_20030412.1600.05-E14-20
EM37	CNN_IP_20030412.1600.05-E15-21
EM38	CNN_IP_20030412.1600.05-E16-22
EM39	CNN_IP_20030412.1600.05-E12-23
EM40	CNN_IP_20030412.1600.05-E12-24
EM41	CNN_IP_20030412.1600.05-E37-25
EM42	CNN_IP_20030412.1600.05-E37-26
EM43	CNN_IP_20030412.1600.05-E40-27
EM44	CNN_IP_20030412.1600.05-E17-28
EM45	CNN_IP_20030412.1600.05-E12-29
EM46	CNN_IP_20030412.1600.05-E18-30
EM47	CNN_IP_20030412.1600.05-E17-31
EM48	CNN_IP_20030412.1600.05-E19-32
EM49	CNN_IP_20030412.1600.05-E20-33
EM50	CNN_IP_20030412.1600.05-E39-34
EM51	CNN_IP_20030412.1600.05-E18-35
EM52	CNN_IP_20030412.1600.05-E21-36
EM53	CNN_IP_20030412.1600.05-E22-37
EM54	CNN_IP_20030412.1600.05-E23-38
EM55	CNN_IP_20030412.1600.05-E25-39
EM56	CNN_IP_20030412.1600.05-E18-40
EM57	CNN_IP_20030412.1600.05-E26-41
EM58	CNN_IP_20030412.1600.05-E17-42
EM59	CNN_IP_20030412.1600.05-E27-43
EM60	CNN_IP_20030412.1600.05-E28-44
EM61	CNN_IP_20030412.1600.05-E32-45
EM62	CNN_IP_20030412.1600.05-E29-46
EM63	CNN_IP_20030412.1600.05-E35-47
EM64	CNN_IP_20030412.1600.05-E37-48
EM65	CNN_IP_20030412.1600.05-E39-49
EM2	CNN_IP_20030412.1600.05-E30-50
EM3	CNN_IP_20030412.1600.05-E31-51
EM4	CNN_IP_20030412.1600.05-E32-52
EM5	CNN_IP_20030412.1600.05-E33-53
EM6	CNN_IP_20030412.1600.05-E34-54
EM8	CNN_IP_20030412.1600.05-E36-55
EM9	CNN_IP_20030412.1600.05-E37-56
EM10	CNN_IP_20030412.1600.05-E38-57
EM11	CNN_IP_20030412.1600.05-E39-58
EM12	CNN_IP_20030412.1600.05-E40-59
EM13	CNN_IP_20030412.1600.05-E41-60
EM14	CNN_IP_20030412.1600.05-E41-61
