CE12	CNN_CF_20030304.1900.02-CE1
CE13	CNN_CF_20030304.1900.02-CE2
CE14	CNN_CF_20030304.1900.02-CE3
CE15	CNN_CF_20030304.1900.02-CE4
CE16	CNN_CF_20030304.1900.02-CE5
CE17	CNN_CF_20030304.1900.02-CE6
CE18	CNN_CF_20030304.1900.02-CE7
CE19	CNN_CF_20030304.1900.02-CE8
CE20	CNN_CF_20030304.1900.02-CE9
CE21	CNN_CF_20030304.1900.02-CE10
CE22	CNN_CF_20030304.1900.02-CE11
CE23	CNN_CF_20030304.1900.02-CE12
CE24	CNN_CF_20030304.1900.02-CE13
CE25	CNN_CF_20030304.1900.02-CE14
CE26	CNN_CF_20030304.1900.02-CE15
CE27	CNN_CF_20030304.1900.02-CE16
CE28	CNN_CF_20030304.1900.02-CE17
CE29	CNN_CF_20030304.1900.02-CE18
CE30	CNN_CF_20030304.1900.02-CE19
CE31	CNN_CF_20030304.1900.02-CE20
CE32	CNN_CF_20030304.1900.02-CE21
CE33	CNN_CF_20030304.1900.02-CE22
CE1	CNN_CF_20030304.1900.02-CE23
CE34	CNN_CF_20030304.1900.02-CE24
CE36	CNN_CF_20030304.1900.02-CE25
CE37	CNN_CF_20030304.1900.02-CE26
CE38	CNN_CF_20030304.1900.02-CE27
CE39	CNN_CF_20030304.1900.02-CE28
CE40	CNN_CF_20030304.1900.02-CE29
CE41	CNN_CF_20030304.1900.02-CE30
CE42	CNN_CF_20030304.1900.02-CE31
CE43	CNN_CF_20030304.1900.02-CE32
CE44	CNN_CF_20030304.1900.02-CE33
CE45	CNN_CF_20030304.1900.02-CE34
CE46	CNN_CF_20030304.1900.02-CE35
CE47	CNN_CF_20030304.1900.02-CE36
CE48	CNN_CF_20030304.1900.02-CE37
CE49	CNN_CF_20030304.1900.02-CE38
CE50	CNN_CF_20030304.1900.02-CE39
CE51	CNN_CF_20030304.1900.02-CE40
CE52	CNN_CF_20030304.1900.02-CE41
CE53	CNN_CF_20030304.1900.02-CE42
CE54	CNN_CF_20030304.1900.02-CE43
CE55	CNN_CF_20030304.1900.02-CE44
CE56	CNN_CF_20030304.1900.02-CE45
CE57	CNN_CF_20030304.1900.02-CE46
CE58	CNN_CF_20030304.1900.02-CE47
CE59	CNN_CF_20030304.1900.02-CE48
CE60	CNN_CF_20030304.1900.02-CE49
CE2	CNN_CF_20030304.1900.02-CE50
CE61	CNN_CF_20030304.1900.02-CE51
CE62	CNN_CF_20030304.1900.02-CE52
CE63	CNN_CF_20030304.1900.02-CE53
CE64	CNN_CF_20030304.1900.02-CE54
CE65	CNN_CF_20030304.1900.02-CE55
CE66	CNN_CF_20030304.1900.02-CE56
CE68	CNN_CF_20030304.1900.02-CE57
CE69	CNN_CF_20030304.1900.02-CE58
CE70	CNN_CF_20030304.1900.02-CE59
CE71	CNN_CF_20030304.1900.02-CE60
CE72	CNN_CF_20030304.1900.02-CE61
CE73	CNN_CF_20030304.1900.02-CE62
CE74	CNN_CF_20030304.1900.02-CE63
CE75	CNN_CF_20030304.1900.02-CE64
CE3	CNN_CF_20030304.1900.02-CE65
CE4	CNN_CF_20030304.1900.02-CE66
CE5	CNN_CF_20030304.1900.02-CE67
CE6	CNN_CF_20030304.1900.02-CE68
CE7	CNN_CF_20030304.1900.02-CE69
CE8	CNN_CF_20030304.1900.02-CE70
CE9	CNN_CF_20030304.1900.02-CE71
CE10	CNN_CF_20030304.1900.02-CE72
CE11	CNN_CF_20030304.1900.02-CE73
E17	CNN_CF_20030304.1900.02-E1
E18	CNN_CF_20030304.1900.02-E2
E19	CNN_CF_20030304.1900.02-E3
E20	CNN_CF_20030304.1900.02-E4
E21	CNN_CF_20030304.1900.02-E5
E22	CNN_CF_20030304.1900.02-E6
E23	CNN_CF_20030304.1900.02-E7
E24	CNN_CF_20030304.1900.02-E8
E25	CNN_CF_20030304.1900.02-E9
E26	CNN_CF_20030304.1900.02-E10
E27	CNN_CF_20030304.1900.02-E11
E28	CNN_CF_20030304.1900.02-E12
E29	CNN_CF_20030304.1900.02-E13
E30	CNN_CF_20030304.1900.02-E14
E31	CNN_CF_20030304.1900.02-E15
E32	CNN_CF_20030304.1900.02-E16
E33	CNN_CF_20030304.1900.02-E17
E34	CNN_CF_20030304.1900.02-E18
E35	CNN_CF_20030304.1900.02-E19
E36	CNN_CF_20030304.1900.02-E20
E37	CNN_CF_20030304.1900.02-E21
E1	CNN_CF_20030304.1900.02-E22
E38	CNN_CF_20030304.1900.02-E23
E39	CNN_CF_20030304.1900.02-E24
E40	CNN_CF_20030304.1900.02-E25
E41	CNN_CF_20030304.1900.02-E26
E43	CNN_CF_20030304.1900.02-E27
E44	CNN_CF_20030304.1900.02-E28
E45	CNN_CF_20030304.1900.02-E29
E46	CNN_CF_20030304.1900.02-E30
E47	CNN_CF_20030304.1900.02-E31
E48	CNN_CF_20030304.1900.02-E32
E49	CNN_CF_20030304.1900.02-E33
E50	CNN_CF_20030304.1900.02-E34
E52	CNN_CF_20030304.1900.02-E35
E53	CNN_CF_20030304.1900.02-E36
E54	CNN_CF_20030304.1900.02-E37
E55	CNN_CF_20030304.1900.02-E38
E56	CNN_CF_20030304.1900.02-E39
E57	CNN_CF_20030304.1900.02-E40
E58	CNN_CF_20030304.1900.02-E41
E59	CNN_CF_20030304.1900.02-E42
E60	CNN_CF_20030304.1900.02-E43
E61	CNN_CF_20030304.1900.02-E44
E62	CNN_CF_20030304.1900.02-E45
E63	CNN_CF_20030304.1900.02-E46
E64	CNN_CF_20030304.1900.02-E47
E66	CNN_CF_20030304.1900.02-E48
E67	CNN_CF_20030304.1900.02-E49
E68	CNN_CF_20030304.1900.02-E50
E69	CNN_CF_20030304.1900.02-E51
E70	CNN_CF_20030304.1900.02-E52
E71	CNN_CF_20030304.1900.02-E53
E72	CNN_CF_20030304.1900.02-E54
E73	CNN_CF_20030304.1900.02-E55
E74	CNN_CF_20030304.1900.02-E56
E75	CNN_CF_20030304.1900.02-E57
E2	CNN_CF_20030304.1900.02-E58
E76	CNN_CF_20030304.1900.02-E59
E77	CNN_CF_20030304.1900.02-E60
E78	CNN_CF_20030304.1900.02-E61
E79	CNN_CF_20030304.1900.02-E62
E80	CNN_CF_20030304.1900.02-E63
E81	CNN_CF_20030304.1900.02-E64
E82	CNN_CF_20030304.1900.02-E65
E83	CNN_CF_20030304.1900.02-E66
E84	CNN_CF_20030304.1900.02-E67
E85	CNN_CF_20030304.1900.02-E68
E86	CNN_CF_20030304.1900.02-E69
E87	CNN_CF_20030304.1900.02-E70
E88	CNN_CF_20030304.1900.02-E71
E89	CNN_CF_20030304.1900.02-E72
E90	CNN_CF_20030304.1900.02-E73
E92	CNN_CF_20030304.1900.02-E74
E93	CNN_CF_20030304.1900.02-E75
E94	CNN_CF_20030304.1900.02-E76
E95	CNN_CF_20030304.1900.02-E77
E96	CNN_CF_20030304.1900.02-E78
E97	CNN_CF_20030304.1900.02-E79
E98	CNN_CF_20030304.1900.02-E80
E100	CNN_CF_20030304.1900.02-E81
E101	CNN_CF_20030304.1900.02-E82
E102	CNN_CF_20030304.1900.02-E83
E103	CNN_CF_20030304.1900.02-E84
E104	CNN_CF_20030304.1900.02-E85
E105	CNN_CF_20030304.1900.02-E86
E3	CNN_CF_20030304.1900.02-E87
E5	CNN_CF_20030304.1900.02-E88
E6	CNN_CF_20030304.1900.02-E89
E7	CNN_CF_20030304.1900.02-E90
E8	CNN_CF_20030304.1900.02-E91
E9	CNN_CF_20030304.1900.02-E92
E10	CNN_CF_20030304.1900.02-E93
E11	CNN_CF_20030304.1900.02-E94
E13	CNN_CF_20030304.1900.02-E95
E14	CNN_CF_20030304.1900.02-E96
E15	CNN_CF_20030304.1900.02-E97
E16	CNN_CF_20030304.1900.02-E98
EM1	CNN_CF_20030304.1900.02-E22-1
EM17	CNN_CF_20030304.1900.02-E1-2
EM18	CNN_CF_20030304.1900.02-E2-3
EM19	CNN_CF_20030304.1900.02-E98-4
EM20	CNN_CF_20030304.1900.02-E3-5
EM21	CNN_CF_20030304.1900.02-E94-6
EM22	CNN_CF_20030304.1900.02-E4-7
EM23	CNN_CF_20030304.1900.02-E58-8
EM24	CNN_CF_20030304.1900.02-E5-9
EM25	CNN_CF_20030304.1900.02-E58-10
EM26	CNN_CF_20030304.1900.02-E6-11
EM27	CNN_CF_20030304.1900.02-E58-12
EM28	CNN_CF_20030304.1900.02-E58-13
EM29	CNN_CF_20030304.1900.02-E7-14
EM30	CNN_CF_20030304.1900.02-E8-15
EM31	CNN_CF_20030304.1900.02-E8-16
EM32	CNN_CF_20030304.1900.02-E8-17
EM33	CNN_CF_20030304.1900.02-E9-18
EM34	CNN_CF_20030304.1900.02-E4-19
EM35	CNN_CF_20030304.1900.02-E58-20
EM36	CNN_CF_20030304.1900.02-E98-21
EM37	CNN_CF_20030304.1900.02-E58-22
EM2	CNN_CF_20030304.1900.02-E87-23
EM3	CNN_CF_20030304.1900.02-E10-24
EM38	CNN_CF_20030304.1900.02-E11-25
EM39	CNN_CF_20030304.1900.02-E8-26
EM40	CNN_CF_20030304.1900.02-E12-27
EM42	CNN_CF_20030304.1900.02-E13-28
EM43	CNN_CF_20030304.1900.02-E13-29
EM44	CNN_CF_20030304.1900.02-E14-30
EM45	CNN_CF_20030304.1900.02-E15-31
EM46	CNN_CF_20030304.1900.02-E16-32
EM47	CNN_CF_20030304.1900.02-E16-33
EM48	CNN_CF_20030304.1900.02-E17-34
EM49	CNN_CF_20030304.1900.02-E16-35
EM50	CNN_CF_20030304.1900.02-E13-36
EM51	CNN_CF_20030304.1900.02-E18-37
EM52	CNN_CF_20030304.1900.02-E18-38
EM53	CNN_CF_20030304.1900.02-E18-39
EM54	CNN_CF_20030304.1900.02-E18-40
EM55	CNN_CF_20030304.1900.02-E19-41
EM56	CNN_CF_20030304.1900.02-E13-42
EM57	CNN_CF_20030304.1900.02-E20-43
EM58	CNN_CF_20030304.1900.02-E21-44
EM59	CNN_CF_20030304.1900.02-E23-45
EM60	CNN_CF_20030304.1900.02-E24-46
EM61	CNN_CF_20030304.1900.02-E58-47
EM62	CNN_CF_20030304.1900.02-E25-48
EM63	CNN_CF_20030304.1900.02-E23-49
EM64	CNN_CF_20030304.1900.02-E4-50
EM65	CNN_CF_20030304.1900.02-E24-51
EM66	CNN_CF_20030304.1900.02-E26-52
EM67	CNN_CF_20030304.1900.02-E27-53
EM68	CNN_CF_20030304.1900.02-E22-54
EM69	CNN_CF_20030304.1900.02-E28-55
EM70	CNN_CF_20030304.1900.02-E22-56
EM71	CNN_CF_20030304.1900.02-E28-57
EM72	CNN_CF_20030304.1900.02-E28-58
EM73	CNN_CF_20030304.1900.02-E29-59
EM74	CNN_CF_20030304.1900.02-E30-60
EM75	CNN_CF_20030304.1900.02-E30-61
EM76	CNN_CF_20030304.1900.02-E31-62
EM77	CNN_CF_20030304.1900.02-E32-63
