CE10	CNN_IP_20030409.1600.02-CE1
CE11	CNN_IP_20030409.1600.02-CE2
CE12	CNN_IP_20030409.1600.02-CE3
CE13	CNN_IP_20030409.1600.02-CE4
CE14	CNN_IP_20030409.1600.02-CE5
CE15	CNN_IP_20030409.1600.02-CE6
CE16	CNN_IP_20030409.1600.02-CE7
CE17	CNN_IP_20030409.1600.02-CE8
CE18	CNN_IP_20030409.1600.02-CE9
CE19	CNN_IP_20030409.1600.02-CE10
CE20	CNN_IP_20030409.1600.02-CE11
CE21	CNN_IP_20030409.1600.02-CE12
CE22	CNN_IP_20030409.1600.02-CE13
CE23	CNN_IP_20030409.1600.02-CE14
CE24	CNN_IP_20030409.1600.02-CE15
CE25	CNN_IP_20030409.1600.02-CE16
CE26	CNN_IP_20030409.1600.02-CE17
CE27	CNN_IP_20030409.1600.02-CE18
CE28	CNN_IP_20030409.1600.02-CE19
CE29	CNN_IP_20030409.1600.02-CE20
CE30	CNN_IP_20030409.1600.02-CE21
CE31	CNN_IP_20030409.1600.02-CE22
CE33	CNN_IP_20030409.1600.02-CE23
CE34	CNN_IP_20030409.1600.02-CE24
CE35	CNN_IP_20030409.1600.02-CE25
CE1	CNN_IP_20030409.1600.02-CE26
CE36	CNN_IP_20030409.1600.02-CE27
CE38	CNN_IP_20030409.1600.02-CE28
CE41	CNN_IP_20030409.1600.02-CE29
CE42	CNN_IP_20030409.1600.02-CE30
CE43	CNN_IP_20030409.1600.02-CE31
CE44	CNN_IP_20030409.1600.02-CE32
CE45	CNN_IP_20030409.1600.02-CE33
CE46	CNN_IP_20030409.1600.02-CE34
CE47	CNN_IP_20030409.1600.02-CE35
CE48	CNN_IP_20030409.1600.02-CE36
CE49	CNN_IP_20030409.1600.02-CE37
CE50	CNN_IP_20030409.1600.02-CE38
CE51	CNN_IP_20030409.1600.02-CE39
CE52	CNN_IP_20030409.1600.02-CE40
CE53	CNN_IP_20030409.1600.02-CE41
CE54	CNN_IP_20030409.1600.02-CE42
CE55	CNN_IP_20030409.1600.02-CE43
CE56	CNN_IP_20030409.1600.02-CE44
CE58	CNN_IP_20030409.1600.02-CE45
CE59	CNN_IP_20030409.1600.02-CE46
CE2	CNN_IP_20030409.1600.02-CE47
CE60	CNN_IP_20030409.1600.02-CE48
CE61	CNN_IP_20030409.1600.02-CE49
CE62	CNN_IP_20030409.1600.02-CE50
CE63	CNN_IP_20030409.1600.02-CE51
CE64	CNN_IP_20030409.1600.02-CE52
CE65	CNN_IP_20030409.1600.02-CE53
CE66	CNN_IP_20030409.1600.02-CE54
CE67	CNN_IP_20030409.1600.02-CE55
CE69	CNN_IP_20030409.1600.02-CE56
CE3	CNN_IP_20030409.1600.02-CE57
CE4	CNN_IP_20030409.1600.02-CE58
CE5	CNN_IP_20030409.1600.02-CE59
CE6	CNN_IP_20030409.1600.02-CE60
CE7	CNN_IP_20030409.1600.02-CE61
CE8	CNN_IP_20030409.1600.02-CE62
CE9	CNN_IP_20030409.1600.02-CE63
E15	CNN_IP_20030409.1600.02-E1
E16	CNN_IP_20030409.1600.02-E2
E18	CNN_IP_20030409.1600.02-E3
E19	CNN_IP_20030409.1600.02-E4
E20	CNN_IP_20030409.1600.02-E5
E21	CNN_IP_20030409.1600.02-E6
E22	CNN_IP_20030409.1600.02-E7
E24	CNN_IP_20030409.1600.02-E8
E25	CNN_IP_20030409.1600.02-E9
E26	CNN_IP_20030409.1600.02-E10
E27	CNN_IP_20030409.1600.02-E11
E28	CNN_IP_20030409.1600.02-E12
E29	CNN_IP_20030409.1600.02-E13
E30	CNN_IP_20030409.1600.02-E14
E31	CNN_IP_20030409.1600.02-E15
E32	CNN_IP_20030409.1600.02-E16
E33	CNN_IP_20030409.1600.02-E17
E34	CNN_IP_20030409.1600.02-E18
E35	CNN_IP_20030409.1600.02-E19
E36	CNN_IP_20030409.1600.02-E20
E1	CNN_IP_20030409.1600.02-E21
E37	CNN_IP_20030409.1600.02-E22
E38	CNN_IP_20030409.1600.02-E23
E39	CNN_IP_20030409.1600.02-E24
E40	CNN_IP_20030409.1600.02-E25
E41	CNN_IP_20030409.1600.02-E26
E42	CNN_IP_20030409.1600.02-E27
E44	CNN_IP_20030409.1600.02-E28
E45	CNN_IP_20030409.1600.02-E29
E46	CNN_IP_20030409.1600.02-E30
E47	CNN_IP_20030409.1600.02-E31
E48	CNN_IP_20030409.1600.02-E32
E49	CNN_IP_20030409.1600.02-E33
E51	CNN_IP_20030409.1600.02-E34
E54	CNN_IP_20030409.1600.02-E35
E55	CNN_IP_20030409.1600.02-E36
E57	CNN_IP_20030409.1600.02-E37
E58	CNN_IP_20030409.1600.02-E38
E59	CNN_IP_20030409.1600.02-E39
E60	CNN_IP_20030409.1600.02-E40
E61	CNN_IP_20030409.1600.02-E41
E62	CNN_IP_20030409.1600.02-E42
E63	CNN_IP_20030409.1600.02-E43
E64	CNN_IP_20030409.1600.02-E44
E65	CNN_IP_20030409.1600.02-E45
E66	CNN_IP_20030409.1600.02-E46
E67	CNN_IP_20030409.1600.02-E47
E68	CNN_IP_20030409.1600.02-E48
E69	CNN_IP_20030409.1600.02-E49
E70	CNN_IP_20030409.1600.02-E50
E71	CNN_IP_20030409.1600.02-E51
E72	CNN_IP_20030409.1600.02-E52
E73	CNN_IP_20030409.1600.02-E53
E74	CNN_IP_20030409.1600.02-E54
E75	CNN_IP_20030409.1600.02-E55
E76	CNN_IP_20030409.1600.02-E56
E77	CNN_IP_20030409.1600.02-E57
E78	CNN_IP_20030409.1600.02-E58
E79	CNN_IP_20030409.1600.02-E59
E2	CNN_IP_20030409.1600.02-E60
E80	CNN_IP_20030409.1600.02-E61
E81	CNN_IP_20030409.1600.02-E62
E82	CNN_IP_20030409.1600.02-E63
E84	CNN_IP_20030409.1600.02-E64
E85	CNN_IP_20030409.1600.02-E65
E86	CNN_IP_20030409.1600.02-E66
E87	CNN_IP_20030409.1600.02-E67
E88	CNN_IP_20030409.1600.02-E68
E89	CNN_IP_20030409.1600.02-E69
E90	CNN_IP_20030409.1600.02-E70
E91	CNN_IP_20030409.1600.02-E71
E92	CNN_IP_20030409.1600.02-E72
E93	CNN_IP_20030409.1600.02-E73
E94	CNN_IP_20030409.1600.02-E74
E95	CNN_IP_20030409.1600.02-E75
E96	CNN_IP_20030409.1600.02-E76
E97	CNN_IP_20030409.1600.02-E77
E98	CNN_IP_20030409.1600.02-E78
E99	CNN_IP_20030409.1600.02-E79
E100	CNN_IP_20030409.1600.02-E80
E101	CNN_IP_20030409.1600.02-E81
E102	CNN_IP_20030409.1600.02-E82
E103	CNN_IP_20030409.1600.02-E83
E104	CNN_IP_20030409.1600.02-E84
E105	CNN_IP_20030409.1600.02-E85
E106	CNN_IP_20030409.1600.02-E86
E107	CNN_IP_20030409.1600.02-E87
E108	CNN_IP_20030409.1600.02-E88
E110	CNN_IP_20030409.1600.02-E89
E3	CNN_IP_20030409.1600.02-E90
E4	CNN_IP_20030409.1600.02-E91
E5	CNN_IP_20030409.1600.02-E92
E6	CNN_IP_20030409.1600.02-E93
E7	CNN_IP_20030409.1600.02-E94
E8	CNN_IP_20030409.1600.02-E95
E9	CNN_IP_20030409.1600.02-E96
E10	CNN_IP_20030409.1600.02-E97
E11	CNN_IP_20030409.1600.02-E98
E12	CNN_IP_20030409.1600.02-E99
E13	CNN_IP_20030409.1600.02-E100
E14	CNN_IP_20030409.1600.02-E101
EM1	CNN_IP_20030409.1600.02-E21-1
EM19	CNN_IP_20030409.1600.02-E60-2
EM20	CNN_IP_20030409.1600.02-E96-3
EM21	CNN_IP_20030409.1600.02-E101-4
EM22	CNN_IP_20030409.1600.02-E60-5
EM23	CNN_IP_20030409.1600.02-E21-6
EM24	CNN_IP_20030409.1600.02-E1-7
EM25	CNN_IP_20030409.1600.02-E93-8
EM26	CNN_IP_20030409.1600.02-E1-9
EM27	CNN_IP_20030409.1600.02-E2-10
EM28	CNN_IP_20030409.1600.02-E3-11
EM29	CNN_IP_20030409.1600.02-E4-12
EM30	CNN_IP_20030409.1600.02-E101-13
EM31	CNN_IP_20030409.1600.02-E92-14
EM32	CNN_IP_20030409.1600.02-E21-15
EM33	CNN_IP_20030409.1600.02-E5-16
EM34	CNN_IP_20030409.1600.02-E6-17
EM35	CNN_IP_20030409.1600.02-E5-18
EM37	CNN_IP_20030409.1600.02-E7-19
EM38	CNN_IP_20030409.1600.02-E92-20
EM39	CNN_IP_20030409.1600.02-E8-21
EM40	CNN_IP_20030409.1600.02-E9-22
EM41	CNN_IP_20030409.1600.02-E11-23
EM42	CNN_IP_20030409.1600.02-E12-24
EM43	CNN_IP_20030409.1600.02-E6-25
EM44	CNN_IP_20030409.1600.02-E13-26
EM45	CNN_IP_20030409.1600.02-E14-27
EM46	CNN_IP_20030409.1600.02-E10-28
EM47	CNN_IP_20030409.1600.02-E15-29
EM48	CNN_IP_20030409.1600.02-E15-30
EM50	CNN_IP_20030409.1600.02-E15-31
EM51	CNN_IP_20030409.1600.02-E16-32
EM52	CNN_IP_20030409.1600.02-E10-33
EM53	CNN_IP_20030409.1600.02-E17-34
EM54	CNN_IP_20030409.1600.02-E18-35
EM55	CNN_IP_20030409.1600.02-E93-36
EM56	CNN_IP_20030409.1600.02-E19-37
EM57	CNN_IP_20030409.1600.02-E20-38
EM58	CNN_IP_20030409.1600.02-E12-39
EM59	CNN_IP_20030409.1600.02-E22-40
EM60	CNN_IP_20030409.1600.02-E23-41
EM61	CNN_IP_20030409.1600.02-E24-42
EM62	CNN_IP_20030409.1600.02-E93-43
EM63	CNN_IP_20030409.1600.02-E93-44
EM64	CNN_IP_20030409.1600.02-E21-45
EM65	CNN_IP_20030409.1600.02-E25-46
EM66	CNN_IP_20030409.1600.02-E26-47
EM67	CNN_IP_20030409.1600.02-E27-48
EM69	CNN_IP_20030409.1600.02-E28-49
EM71	CNN_IP_20030409.1600.02-E17-50
EM72	CNN_IP_20030409.1600.02-E29-51
EM73	CNN_IP_20030409.1600.02-E30-52
EM74	CNN_IP_20030409.1600.02-E31-53
EM75	CNN_IP_20030409.1600.02-E10-54
EM76	CNN_IP_20030409.1600.02-E10-55
EM77	CNN_IP_20030409.1600.02-E10-56
EM78	CNN_IP_20030409.1600.02-E32-57
EM79	CNN_IP_20030409.1600.02-E12-58
EM80	CNN_IP_20030409.1600.02-E33-59
EM81	CNN_IP_20030409.1600.02-E90-60
EM83	CNN_IP_20030409.1600.02-E33-61
EM84	CNN_IP_20030409.1600.02-E34-62
EM85	CNN_IP_20030409.1600.02-E90-63
EM86	CNN_IP_20030409.1600.02-E90-64
EM89	CNN_IP_20030409.1600.02-E97-65
EM90	CNN_IP_20030409.1600.02-E96-66
EM91	CNN_IP_20030409.1600.02-E96-67
EM92	CNN_IP_20030409.1600.02-E35-68
EM93	CNN_IP_20030409.1600.02-E36-69
EM94	CNN_IP_20030409.1600.02-E37-70
EM95	CNN_IP_20030409.1600.02-E60-71
EM96	CNN_IP_20030409.1600.02-E35-72
EM97	CNN_IP_20030409.1600.02-E97-73
EM98	CNN_IP_20030409.1600.02-E33-74
EM99	CNN_IP_20030409.1600.02-E35-75
EM101	CNN_IP_20030409.1600.02-E38-76
EM102	CNN_IP_20030409.1600.02-E97-77
EM103	CNN_IP_20030409.1600.02-E97-78
EM104	CNN_IP_20030409.1600.02-E39-79
EM105	CNN_IP_20030409.1600.02-E40-80
EM106	CNN_IP_20030409.1600.02-E41-81
EM107	CNN_IP_20030409.1600.02-E42-82
EM108	CNN_IP_20030409.1600.02-E60-83
EM109	CNN_IP_20030409.1600.02-E43-84
EM110	CNN_IP_20030409.1600.02-E44-85
EM111	CNN_IP_20030409.1600.02-E15-86
EM112	CNN_IP_20030409.1600.02-E101-87
EM113	CNN_IP_20030409.1600.02-E45-88
EM114	CNN_IP_20030409.1600.02-E46-89
EM115	CNN_IP_20030409.1600.02-E45-90
EM116	CNN_IP_20030409.1600.02-E15-91
EM117	CNN_IP_20030409.1600.02-E47-92
EM118	CNN_IP_20030409.1600.02-E45-93
EM119	CNN_IP_20030409.1600.02-E97-94
EM120	CNN_IP_20030409.1600.02-E47-95
EM121	CNN_IP_20030409.1600.02-E47-96
EM122	CNN_IP_20030409.1600.02-E48-97
EM123	CNN_IP_20030409.1600.02-E10-98
EM124	CNN_IP_20030409.1600.02-E47-99
EM125	CNN_IP_20030409.1600.02-E49-100
EM126	CNN_IP_20030409.1600.02-E49-101
EM127	CNN_IP_20030409.1600.02-E30-102
EM128	CNN_IP_20030409.1600.02-E50-103
EM129	CNN_IP_20030409.1600.02-E49-104
EM130	CNN_IP_20030409.1600.02-E51-105
EM132	CNN_IP_20030409.1600.02-E15-106
EM133	CNN_IP_20030409.1600.02-E52-107
EM134	CNN_IP_20030409.1600.02-E53-108
EM135	CNN_IP_20030409.1600.02-E54-109
EM136	CNN_IP_20030409.1600.02-E56-110
EM137	CNN_IP_20030409.1600.02-E101-111
EM138	CNN_IP_20030409.1600.02-E55-112
EM139	CNN_IP_20030409.1600.02-E60-113
EM140	CNN_IP_20030409.1600.02-E55-114
EM142	CNN_IP_20030409.1600.02-E101-115
EM143	CNN_IP_20030409.1600.02-E57-116
EM144	CNN_IP_20030409.1600.02-E58-117
EM145	CNN_IP_20030409.1600.02-E59-118
EM146	CNN_IP_20030409.1600.02-E33-119
EM147	CNN_IP_20030409.1600.02-E61-120
EM148	CNN_IP_20030409.1600.02-E61-121
EM149	CNN_IP_20030409.1600.02-E62-122
EM150	CNN_IP_20030409.1600.02-E61-123
EM151	CNN_IP_20030409.1600.02-E63-124
EM153	CNN_IP_20030409.1600.02-E61-125
EM154	CNN_IP_20030409.1600.02-E64-126
EM155	CNN_IP_20030409.1600.02-E65-127
EM156	CNN_IP_20030409.1600.02-E66-128
EM158	CNN_IP_20030409.1600.02-E93-129
EM159	CNN_IP_20030409.1600.02-E67-130
