CE12	CNN_CF_20030304.1900.06-2-CE1
CE13	CNN_CF_20030304.1900.06-2-CE2
CE14	CNN_CF_20030304.1900.06-2-CE3
CE15	CNN_CF_20030304.1900.06-2-CE4
CE16	CNN_CF_20030304.1900.06-2-CE5
CE17	CNN_CF_20030304.1900.06-2-CE6
CE18	CNN_CF_20030304.1900.06-2-CE7
CE19	CNN_CF_20030304.1900.06-2-CE8
CE20	CNN_CF_20030304.1900.06-2-CE9
CE21	CNN_CF_20030304.1900.06-2-CE10
CE22	CNN_CF_20030304.1900.06-2-CE11
CE23	CNN_CF_20030304.1900.06-2-CE12
CE25	CNN_CF_20030304.1900.06-2-CE13
CE26	CNN_CF_20030304.1900.06-2-CE14
CE27	CNN_CF_20030304.1900.06-2-CE15
CE1	CNN_CF_20030304.1900.06-2-CE16
CE2	CNN_CF_20030304.1900.06-2-CE17
CE3	CNN_CF_20030304.1900.06-2-CE18
CE4	CNN_CF_20030304.1900.06-2-CE19
CE5	CNN_CF_20030304.1900.06-2-CE20
CE6	CNN_CF_20030304.1900.06-2-CE21
CE7	CNN_CF_20030304.1900.06-2-CE22
CE8	CNN_CF_20030304.1900.06-2-CE23
CE9	CNN_CF_20030304.1900.06-2-CE24
CE10	CNN_CF_20030304.1900.06-2-CE25
CE11	CNN_CF_20030304.1900.06-2-CE26
E14	CNN_CF_20030304.1900.06-2-E1
E15	CNN_CF_20030304.1900.06-2-E2
E16	CNN_CF_20030304.1900.06-2-E3
E17	CNN_CF_20030304.1900.06-2-E4
E18	CNN_CF_20030304.1900.06-2-E5
E19	CNN_CF_20030304.1900.06-2-E6
E20	CNN_CF_20030304.1900.06-2-E7
E21	CNN_CF_20030304.1900.06-2-E8
E22	CNN_CF_20030304.1900.06-2-E9
E24	CNN_CF_20030304.1900.06-2-E10
E25	CNN_CF_20030304.1900.06-2-E11
E26	CNN_CF_20030304.1900.06-2-E12
E27	CNN_CF_20030304.1900.06-2-E13
E28	CNN_CF_20030304.1900.06-2-E14
E29	CNN_CF_20030304.1900.06-2-E15
E31	CNN_CF_20030304.1900.06-2-E16
E32	CNN_CF_20030304.1900.06-2-E17
E1	CNN_CF_20030304.1900.06-2-E18
E33	CNN_CF_20030304.1900.06-2-E19
E34	CNN_CF_20030304.1900.06-2-E20
E35	CNN_CF_20030304.1900.06-2-E21
E2	CNN_CF_20030304.1900.06-2-E22
E3	CNN_CF_20030304.1900.06-2-E23
E4	CNN_CF_20030304.1900.06-2-E24
E5	CNN_CF_20030304.1900.06-2-E25
E6	CNN_CF_20030304.1900.06-2-E26
E7	CNN_CF_20030304.1900.06-2-E27
E8	CNN_CF_20030304.1900.06-2-E28
E9	CNN_CF_20030304.1900.06-2-E29
E10	CNN_CF_20030304.1900.06-2-E30
E11	CNN_CF_20030304.1900.06-2-E31
E12	CNN_CF_20030304.1900.06-2-E32
E13	CNN_CF_20030304.1900.06-2-E33
EM1	CNN_CF_20030304.1900.06-2-E18-1
EM19	CNN_CF_20030304.1900.06-2-E32-2
EM20	CNN_CF_20030304.1900.06-2-E1-3
EM21	CNN_CF_20030304.1900.06-2-E33-4
EM22	CNN_CF_20030304.1900.06-2-E2-5
EM23	CNN_CF_20030304.1900.06-2-E28-6
EM24	CNN_CF_20030304.1900.06-2-E32-7
EM25	CNN_CF_20030304.1900.06-2-E32-8
EM26	CNN_CF_20030304.1900.06-2-E3-9
EM27	CNN_CF_20030304.1900.06-2-E32-10
EM28	CNN_CF_20030304.1900.06-2-E32-11
EM29	CNN_CF_20030304.1900.06-2-E4-12
EM30	CNN_CF_20030304.1900.06-2-E5-13
EM31	CNN_CF_20030304.1900.06-2-E6-14
EM32	CNN_CF_20030304.1900.06-2-E7-15
EM33	CNN_CF_20030304.1900.06-2-E4-16
EM34	CNN_CF_20030304.1900.06-2-E32-17
EM35	CNN_CF_20030304.1900.06-2-E9-18
EM36	CNN_CF_20030304.1900.06-2-E1-19
EM37	CNN_CF_20030304.1900.06-2-E32-20
EM38	CNN_CF_20030304.1900.06-2-E32-21
EM39	CNN_CF_20030304.1900.06-2-E10-22
EM40	CNN_CF_20030304.1900.06-2-E11-23
EM41	CNN_CF_20030304.1900.06-2-E12-24
EM42	CNN_CF_20030304.1900.06-2-E13-25
EM43	CNN_CF_20030304.1900.06-2-E14-26
EM45	CNN_CF_20030304.1900.06-2-E14-27
EM46	CNN_CF_20030304.1900.06-2-E32-28
EM47	CNN_CF_20030304.1900.06-2-E15-29
EM48	CNN_CF_20030304.1900.06-2-E26-30
EM49	CNN_CF_20030304.1900.06-2-E31-31
EM50	CNN_CF_20030304.1900.06-2-E26-32
EM51	CNN_CF_20030304.1900.06-2-E26-33
EM52	CNN_CF_20030304.1900.06-2-E32-34
EM53	CNN_CF_20030304.1900.06-2-E16-35
EM54	CNN_CF_20030304.1900.06-2-E8-36
EM55	CNN_CF_20030304.1900.06-2-E32-37
EM56	CNN_CF_20030304.1900.06-2-E32-38
EM57	CNN_CF_20030304.1900.06-2-E17-39
EM58	CNN_CF_20030304.1900.06-2-E32-40
EM59	CNN_CF_20030304.1900.06-2-E32-41
EM60	CNN_CF_20030304.1900.06-2-E26-42
EM61	CNN_CF_20030304.1900.06-2-E8-43
EM62	CNN_CF_20030304.1900.06-2-E31-44
