CE13	CNN_CF_20030305.1900.00-1-CE1
CE14	CNN_CF_20030305.1900.00-1-CE2
CE15	CNN_CF_20030305.1900.00-1-CE3
CE16	CNN_CF_20030305.1900.00-1-CE4
CE17	CNN_CF_20030305.1900.00-1-CE5
CE52	CNN_CF_20030305.1900.00-1-CE6
CE19	CNN_CF_20030305.1900.00-1-CE7
CE20	CNN_CF_20030305.1900.00-1-CE8
CE21	CNN_CF_20030305.1900.00-1-CE9
CE22	CNN_CF_20030305.1900.00-1-CE10
CE23	CNN_CF_20030305.1900.00-1-CE11
CE24	CNN_CF_20030305.1900.00-1-CE12
CE25	CNN_CF_20030305.1900.00-1-CE13
CE26	CNN_CF_20030305.1900.00-1-CE14
CE27	CNN_CF_20030305.1900.00-1-CE15
CE28	CNN_CF_20030305.1900.00-1-CE16
CE29	CNN_CF_20030305.1900.00-1-CE17
CE30	CNN_CF_20030305.1900.00-1-CE18
CE31	CNN_CF_20030305.1900.00-1-CE19
CE32	CNN_CF_20030305.1900.00-1-CE20
CE33	CNN_CF_20030305.1900.00-1-CE21
CE34	CNN_CF_20030305.1900.00-1-CE22
CE1	CNN_CF_20030305.1900.00-1-CE23
CE35	CNN_CF_20030305.1900.00-1-CE24
CE36	CNN_CF_20030305.1900.00-1-CE25
CE38	CNN_CF_20030305.1900.00-1-CE26
CE39	CNN_CF_20030305.1900.00-1-CE27
CE40	CNN_CF_20030305.1900.00-1-CE28
CE41	CNN_CF_20030305.1900.00-1-CE29
CE42	CNN_CF_20030305.1900.00-1-CE30
CE43	CNN_CF_20030305.1900.00-1-CE31
CE45	CNN_CF_20030305.1900.00-1-CE32
CE46	CNN_CF_20030305.1900.00-1-CE33
CE47	CNN_CF_20030305.1900.00-1-CE34
CE48	CNN_CF_20030305.1900.00-1-CE35
CE49	CNN_CF_20030305.1900.00-1-CE36
CE50	CNN_CF_20030305.1900.00-1-CE37
CE51	CNN_CF_20030305.1900.00-1-CE38
CE53	CNN_CF_20030305.1900.00-1-CE39
CE54	CNN_CF_20030305.1900.00-1-CE40
CE2	CNN_CF_20030305.1900.00-1-CE41
CE3	CNN_CF_20030305.1900.00-1-CE42
CE4	CNN_CF_20030305.1900.00-1-CE43
CE5	CNN_CF_20030305.1900.00-1-CE44
CE6	CNN_CF_20030305.1900.00-1-CE45
CE7	CNN_CF_20030305.1900.00-1-CE46
CE8	CNN_CF_20030305.1900.00-1-CE47
CE9	CNN_CF_20030305.1900.00-1-CE48
CE10	CNN_CF_20030305.1900.00-1-CE49
CE11	CNN_CF_20030305.1900.00-1-CE50
CE12	CNN_CF_20030305.1900.00-1-CE51
E14	CNN_CF_20030305.1900.00-1-E1
E15	CNN_CF_20030305.1900.00-1-E2
E16	CNN_CF_20030305.1900.00-1-E3
E17	CNN_CF_20030305.1900.00-1-E4
E18	CNN_CF_20030305.1900.00-1-E5
E70	CNN_CF_20030305.1900.00-1-E6
E20	CNN_CF_20030305.1900.00-1-E7
E21	CNN_CF_20030305.1900.00-1-E8
E22	CNN_CF_20030305.1900.00-1-E9
E23	CNN_CF_20030305.1900.00-1-E10
E24	CNN_CF_20030305.1900.00-1-E11
E25	CNN_CF_20030305.1900.00-1-E12
E26	CNN_CF_20030305.1900.00-1-E13
E28	CNN_CF_20030305.1900.00-1-E14
E30	CNN_CF_20030305.1900.00-1-E15
E31	CNN_CF_20030305.1900.00-1-E16
E32	CNN_CF_20030305.1900.00-1-E17
E33	CNN_CF_20030305.1900.00-1-E18
E34	CNN_CF_20030305.1900.00-1-E19
E1	CNN_CF_20030305.1900.00-1-E20
E35	CNN_CF_20030305.1900.00-1-E21
E36	CNN_CF_20030305.1900.00-1-E22
E37	CNN_CF_20030305.1900.00-1-E23
E38	CNN_CF_20030305.1900.00-1-E24
E39	CNN_CF_20030305.1900.00-1-E25
E40	CNN_CF_20030305.1900.00-1-E26
E41	CNN_CF_20030305.1900.00-1-E27
