CE12	CNN_IP_20030402.1600.00-1-CE1
CE13	CNN_IP_20030402.1600.00-1-CE2
CE14	CNN_IP_20030402.1600.00-1-CE3
CE15	CNN_IP_20030402.1600.00-1-CE4
CE16	CNN_IP_20030402.1600.00-1-CE5
CE17	CNN_IP_20030402.1600.00-1-CE6
CE18	CNN_IP_20030402.1600.00-1-CE7
CE19	CNN_IP_20030402.1600.00-1-CE8
CE20	CNN_IP_20030402.1600.00-1-CE9
CE21	CNN_IP_20030402.1600.00-1-CE10
CE22	CNN_IP_20030402.1600.00-1-CE11
CE23	CNN_IP_20030402.1600.00-1-CE12
CE24	CNN_IP_20030402.1600.00-1-CE13
CE25	CNN_IP_20030402.1600.00-1-CE14
CE40	CNN_IP_20030402.1600.00-1-CE15
CE26	CNN_IP_20030402.1600.00-1-CE16
CE27	CNN_IP_20030402.1600.00-1-CE17
CE28	CNN_IP_20030402.1600.00-1-CE18
CE29	CNN_IP_20030402.1600.00-1-CE19
CE41	CNN_IP_20030402.1600.00-1-CE20
CE30	CNN_IP_20030402.1600.00-1-CE21
CE31	CNN_IP_20030402.1600.00-1-CE22
CE32	CNN_IP_20030402.1600.00-1-CE23
CE33	CNN_IP_20030402.1600.00-1-CE24
CE34	CNN_IP_20030402.1600.00-1-CE25
CE35	CNN_IP_20030402.1600.00-1-CE26
CE36	CNN_IP_20030402.1600.00-1-CE27
CE37	CNN_IP_20030402.1600.00-1-CE28
CE1	CNN_IP_20030402.1600.00-1-CE29
CE38	CNN_IP_20030402.1600.00-1-CE30
CE39	CNN_IP_20030402.1600.00-1-CE31
CE42	CNN_IP_20030402.1600.00-1-CE32
CE43	CNN_IP_20030402.1600.00-1-CE33
CE44	CNN_IP_20030402.1600.00-1-CE34
CE46	CNN_IP_20030402.1600.00-1-CE35
CE47	CNN_IP_20030402.1600.00-1-CE36
CE48	CNN_IP_20030402.1600.00-1-CE37
CE49	CNN_IP_20030402.1600.00-1-CE38
CE50	CNN_IP_20030402.1600.00-1-CE39
CE51	CNN_IP_20030402.1600.00-1-CE40
