CE6	CNN_CF_20030303.1900.05-CE1
CE7	CNN_CF_20030303.1900.05-CE2
CE9	CNN_CF_20030303.1900.05-CE3
CE11	CNN_CF_20030303.1900.05-CE4
CE12	CNN_CF_20030303.1900.05-CE5
CE13	CNN_CF_20030303.1900.05-CE6
CE14	CNN_CF_20030303.1900.05-CE7
CE15	CNN_CF_20030303.1900.05-CE8
CE17	CNN_CF_20030303.1900.05-CE9
CE18	CNN_CF_20030303.1900.05-CE10
CE19	CNN_CF_20030303.1900.05-CE11
CE20	CNN_CF_20030303.1900.05-CE12
CE21	CNN_CF_20030303.1900.05-CE13
CE23	CNN_CF_20030303.1900.05-CE14
CE1	CNN_CF_20030303.1900.05-CE15
CE24	CNN_CF_20030303.1900.05-CE16
CE25	CNN_CF_20030303.1900.05-CE17
CE29	CNN_CF_20030303.1900.05-CE18
CE30	CNN_CF_20030303.1900.05-CE19
CE31	CNN_CF_20030303.1900.05-CE20
CE32	CNN_CF_20030303.1900.05-CE21
CE33	CNN_CF_20030303.1900.05-CE22
CE34	CNN_CF_20030303.1900.05-CE23
CE35	CNN_CF_20030303.1900.05-CE24
CE36	CNN_CF_20030303.1900.05-CE25
CE37	CNN_CF_20030303.1900.05-CE26
CE38	CNN_CF_20030303.1900.05-CE27
CE39	CNN_CF_20030303.1900.05-CE28
CE40	CNN_CF_20030303.1900.05-CE29
CE41	CNN_CF_20030303.1900.05-CE30
CE42	CNN_CF_20030303.1900.05-CE31
CE43	CNN_CF_20030303.1900.05-CE32
CE44	CNN_CF_20030303.1900.05-CE33
CE45	CNN_CF_20030303.1900.05-CE34
CE46	CNN_CF_20030303.1900.05-CE35
CE48	CNN_CF_20030303.1900.05-CE36
CE49	CNN_CF_20030303.1900.05-CE37
CE50	CNN_CF_20030303.1900.05-CE38
CE51	CNN_CF_20030303.1900.05-CE39
CE52	CNN_CF_20030303.1900.05-CE40
CE53	CNN_CF_20030303.1900.05-CE41
CE54	CNN_CF_20030303.1900.05-CE42
CE55	CNN_CF_20030303.1900.05-CE43
CE56	CNN_CF_20030303.1900.05-CE44
CE58	CNN_CF_20030303.1900.05-CE45
CE59	CNN_CF_20030303.1900.05-CE46
CE60	CNN_CF_20030303.1900.05-CE47
CE61	CNN_CF_20030303.1900.05-CE48
CE62	CNN_CF_20030303.1900.05-CE49
CE63	CNN_CF_20030303.1900.05-CE50
CE64	CNN_CF_20030303.1900.05-CE51
CE65	CNN_CF_20030303.1900.05-CE52
CE66	CNN_CF_20030303.1900.05-CE53
CE67	CNN_CF_20030303.1900.05-CE54
CE68	CNN_CF_20030303.1900.05-CE55
CE69	CNN_CF_20030303.1900.05-CE56
CE70	CNN_CF_20030303.1900.05-CE57
CE2	CNN_CF_20030303.1900.05-CE58
CE71	CNN_CF_20030303.1900.05-CE59
CE72	CNN_CF_20030303.1900.05-CE60
CE73	CNN_CF_20030303.1900.05-CE61
CE74	CNN_CF_20030303.1900.05-CE62
CE75	CNN_CF_20030303.1900.05-CE63
CE76	CNN_CF_20030303.1900.05-CE64
CE3	CNN_CF_20030303.1900.05-CE65
CE4	CNN_CF_20030303.1900.05-CE66
CE5	CNN_CF_20030303.1900.05-CE67
E13	CNN_CF_20030303.1900.05-E1
E14	CNN_CF_20030303.1900.05-E2
E15	CNN_CF_20030303.1900.05-E3
E17	CNN_CF_20030303.1900.05-E4
E19	CNN_CF_20030303.1900.05-E5
E20	CNN_CF_20030303.1900.05-E6
E21	CNN_CF_20030303.1900.05-E7
E22	CNN_CF_20030303.1900.05-E8
E23	CNN_CF_20030303.1900.05-E9
E24	CNN_CF_20030303.1900.05-E10
E1	CNN_CF_20030303.1900.05-E11
E25	CNN_CF_20030303.1900.05-E12
E26	CNN_CF_20030303.1900.05-E13
E28	CNN_CF_20030303.1900.05-E14
E29	CNN_CF_20030303.1900.05-E15
E30	CNN_CF_20030303.1900.05-E16
E31	CNN_CF_20030303.1900.05-E17
E32	CNN_CF_20030303.1900.05-E18
E33	CNN_CF_20030303.1900.05-E19
E35	CNN_CF_20030303.1900.05-E20
E36	CNN_CF_20030303.1900.05-E21
E37	CNN_CF_20030303.1900.05-E22
E42	CNN_CF_20030303.1900.05-E23
E43	CNN_CF_20030303.1900.05-E24
E44	CNN_CF_20030303.1900.05-E25
E46	CNN_CF_20030303.1900.05-E26
E47	CNN_CF_20030303.1900.05-E27
E48	CNN_CF_20030303.1900.05-E28
E49	CNN_CF_20030303.1900.05-E29
E50	CNN_CF_20030303.1900.05-E30
E51	CNN_CF_20030303.1900.05-E31
E52	CNN_CF_20030303.1900.05-E32
E53	CNN_CF_20030303.1900.05-E33
E54	CNN_CF_20030303.1900.05-E34
E55	CNN_CF_20030303.1900.05-E35
E56	CNN_CF_20030303.1900.05-E36
E57	CNN_CF_20030303.1900.05-E37
E58	CNN_CF_20030303.1900.05-E38
E59	CNN_CF_20030303.1900.05-E39
E60	CNN_CF_20030303.1900.05-E40
E61	CNN_CF_20030303.1900.05-E41
E62	CNN_CF_20030303.1900.05-E42
E63	CNN_CF_20030303.1900.05-E43
E64	CNN_CF_20030303.1900.05-E44
E65	CNN_CF_20030303.1900.05-E45
E66	CNN_CF_20030303.1900.05-E46
E67	CNN_CF_20030303.1900.05-E47
E69	CNN_CF_20030303.1900.05-E48
E70	CNN_CF_20030303.1900.05-E49
E71	CNN_CF_20030303.1900.05-E50
E72	CNN_CF_20030303.1900.05-E51
E73	CNN_CF_20030303.1900.05-E52
E74	CNN_CF_20030303.1900.05-E53
E75	CNN_CF_20030303.1900.05-E54
E76	CNN_CF_20030303.1900.05-E55
E77	CNN_CF_20030303.1900.05-E56
E78	CNN_CF_20030303.1900.05-E57
E79	CNN_CF_20030303.1900.05-E58
E80	CNN_CF_20030303.1900.05-E59
E81	CNN_CF_20030303.1900.05-E60
E82	CNN_CF_20030303.1900.05-E61
E83	CNN_CF_20030303.1900.05-E62
E84	CNN_CF_20030303.1900.05-E63
E85	CNN_CF_20030303.1900.05-E64
E86	CNN_CF_20030303.1900.05-E65
E88	CNN_CF_20030303.1900.05-E66
E89	CNN_CF_20030303.1900.05-E67
E90	CNN_CF_20030303.1900.05-E68
E91	CNN_CF_20030303.1900.05-E69
E92	CNN_CF_20030303.1900.05-E70
E93	CNN_CF_20030303.1900.05-E71
E94	CNN_CF_20030303.1900.05-E72
E96	CNN_CF_20030303.1900.05-E73
E97	CNN_CF_20030303.1900.05-E74
E98	CNN_CF_20030303.1900.05-E75
E99	CNN_CF_20030303.1900.05-E76
E100	CNN_CF_20030303.1900.05-E77
E101	CNN_CF_20030303.1900.05-E78
E102	CNN_CF_20030303.1900.05-E79
E103	CNN_CF_20030303.1900.05-E80
E104	CNN_CF_20030303.1900.05-E81
E105	CNN_CF_20030303.1900.05-E82
E106	CNN_CF_20030303.1900.05-E83
E107	CNN_CF_20030303.1900.05-E84
E108	CNN_CF_20030303.1900.05-E85
E109	CNN_CF_20030303.1900.05-E86
E4	CNN_CF_20030303.1900.05-E87
E110	CNN_CF_20030303.1900.05-E88
E6	CNN_CF_20030303.1900.05-E89
E7	CNN_CF_20030303.1900.05-E90
E8	CNN_CF_20030303.1900.05-E91
E9	CNN_CF_20030303.1900.05-E92
E10	CNN_CF_20030303.1900.05-E93
E12	CNN_CF_20030303.1900.05-E94
EM1	CNN_CF_20030303.1900.05-E11-1
EM23	CNN_CF_20030303.1900.05-E11-2
EM24	CNN_CF_20030303.1900.05-E11-3
EM25	CNN_CF_20030303.1900.05-E11-4
EM26	CNN_CF_20030303.1900.05-E11-5
EM27	CNN_CF_20030303.1900.05-E11-6
