CE13	CNN_CF_20030303.1900.00-CE1
CE15	CNN_CF_20030303.1900.00-CE2
CE16	CNN_CF_20030303.1900.00-CE3
CE17	CNN_CF_20030303.1900.00-CE4
CE18	CNN_CF_20030303.1900.00-CE5
CE19	CNN_CF_20030303.1900.00-CE6
CE20	CNN_CF_20030303.1900.00-CE7
CE21	CNN_CF_20030303.1900.00-CE8
CE22	CNN_CF_20030303.1900.00-CE9
CE23	CNN_CF_20030303.1900.00-CE10
CE24	CNN_CF_20030303.1900.00-CE11
CE25	CNN_CF_20030303.1900.00-CE12
CE27	CNN_CF_20030303.1900.00-CE13
CE28	CNN_CF_20030303.1900.00-CE14
CE29	CNN_CF_20030303.1900.00-CE15
CE30	CNN_CF_20030303.1900.00-CE16
CE31	CNN_CF_20030303.1900.00-CE17
CE32	CNN_CF_20030303.1900.00-CE18
CE33	CNN_CF_20030303.1900.00-CE19
CE34	CNN_CF_20030303.1900.00-CE20
CE35	CNN_CF_20030303.1900.00-CE21
CE36	CNN_CF_20030303.1900.00-CE22
CE37	CNN_CF_20030303.1900.00-CE23
CE38	CNN_CF_20030303.1900.00-CE24
CE1	CNN_CF_20030303.1900.00-CE25
CE39	CNN_CF_20030303.1900.00-CE26
CE40	CNN_CF_20030303.1900.00-CE27
CE41	CNN_CF_20030303.1900.00-CE28
CE42	CNN_CF_20030303.1900.00-CE29
CE43	CNN_CF_20030303.1900.00-CE30
CE44	CNN_CF_20030303.1900.00-CE31
CE45	CNN_CF_20030303.1900.00-CE32
CE46	CNN_CF_20030303.1900.00-CE33
CE47	CNN_CF_20030303.1900.00-CE34
CE48	CNN_CF_20030303.1900.00-CE35
CE49	CNN_CF_20030303.1900.00-CE36
CE50	CNN_CF_20030303.1900.00-CE37
CE51	CNN_CF_20030303.1900.00-CE38
CE52	CNN_CF_20030303.1900.00-CE39
CE53	CNN_CF_20030303.1900.00-CE40
CE54	CNN_CF_20030303.1900.00-CE41
CE56	CNN_CF_20030303.1900.00-CE42
CE57	CNN_CF_20030303.1900.00-CE43
CE58	CNN_CF_20030303.1900.00-CE44
CE59	CNN_CF_20030303.1900.00-CE45
CE60	CNN_CF_20030303.1900.00-CE46
CE61	CNN_CF_20030303.1900.00-CE47
CE62	CNN_CF_20030303.1900.00-CE48
CE63	CNN_CF_20030303.1900.00-CE49
CE64	CNN_CF_20030303.1900.00-CE50
CE65	CNN_CF_20030303.1900.00-CE51
CE66	CNN_CF_20030303.1900.00-CE52
CE67	CNN_CF_20030303.1900.00-CE53
CE68	CNN_CF_20030303.1900.00-CE54
CE2	CNN_CF_20030303.1900.00-CE55
CE3	CNN_CF_20030303.1900.00-CE56
CE4	CNN_CF_20030303.1900.00-CE57
CE5	CNN_CF_20030303.1900.00-CE58
CE6	CNN_CF_20030303.1900.00-CE59
CE7	CNN_CF_20030303.1900.00-CE60
CE8	CNN_CF_20030303.1900.00-CE61
CE9	CNN_CF_20030303.1900.00-CE62
CE10	CNN_CF_20030303.1900.00-CE63
CE11	CNN_CF_20030303.1900.00-CE64
CE12	CNN_CF_20030303.1900.00-CE65
E15	CNN_CF_20030303.1900.00-E1
E16	CNN_CF_20030303.1900.00-E2
E19	CNN_CF_20030303.1900.00-E3
E20	CNN_CF_20030303.1900.00-E4
E21	CNN_CF_20030303.1900.00-E5
E22	CNN_CF_20030303.1900.00-E6
E23	CNN_CF_20030303.1900.00-E7
E24	CNN_CF_20030303.1900.00-E8
E25	CNN_CF_20030303.1900.00-E9
E26	CNN_CF_20030303.1900.00-E10
E27	CNN_CF_20030303.1900.00-E11
E28	CNN_CF_20030303.1900.00-E12
E29	CNN_CF_20030303.1900.00-E13
E30	CNN_CF_20030303.1900.00-E14
E31	CNN_CF_20030303.1900.00-E15
E32	CNN_CF_20030303.1900.00-E16
E33	CNN_CF_20030303.1900.00-E17
E34	CNN_CF_20030303.1900.00-E18
E35	CNN_CF_20030303.1900.00-E19
E36	CNN_CF_20030303.1900.00-E20
E37	CNN_CF_20030303.1900.00-E21
E38	CNN_CF_20030303.1900.00-E22
E39	CNN_CF_20030303.1900.00-E23
E40	CNN_CF_20030303.1900.00-E24
E41	CNN_CF_20030303.1900.00-E25
E42	CNN_CF_20030303.1900.00-E26
E1	CNN_CF_20030303.1900.00-E27
E45	CNN_CF_20030303.1900.00-E28
E46	CNN_CF_20030303.1900.00-E29
E47	CNN_CF_20030303.1900.00-E30
E48	CNN_CF_20030303.1900.00-E31
E49	CNN_CF_20030303.1900.00-E32
E50	CNN_CF_20030303.1900.00-E33
E51	CNN_CF_20030303.1900.00-E34
E52	CNN_CF_20030303.1900.00-E35
E53	CNN_CF_20030303.1900.00-E36
