CE9	CNN_CF_20030303.1900.05-CE1
CE10	CNN_CF_20030303.1900.05-CE2
CE11	CNN_CF_20030303.1900.05-CE3
CE12	CNN_CF_20030303.1900.05-CE4
CE13	CNN_CF_20030303.1900.05-CE5
CE14	CNN_CF_20030303.1900.05-CE6
CE15	CNN_CF_20030303.1900.05-CE7
CE44	CNN_CF_20030303.1900.05-CE8
CE17	CNN_CF_20030303.1900.05-CE9
CE18	CNN_CF_20030303.1900.05-CE10
CE19	CNN_CF_20030303.1900.05-CE11
CE20	CNN_CF_20030303.1900.05-CE12
CE21	CNN_CF_20030303.1900.05-CE13
CE22	CNN_CF_20030303.1900.05-CE14
CE23	CNN_CF_20030303.1900.05-CE15
CE24	CNN_CF_20030303.1900.05-CE16
CE1	CNN_CF_20030303.1900.05-CE17
CE45	CNN_CF_20030303.1900.05-CE18
CE26	CNN_CF_20030303.1900.05-CE19
CE27	CNN_CF_20030303.1900.05-CE20
CE28	CNN_CF_20030303.1900.05-CE21
CE46	CNN_CF_20030303.1900.05-CE22
CE30	CNN_CF_20030303.1900.05-CE23
CE31	CNN_CF_20030303.1900.05-CE24
CE32	CNN_CF_20030303.1900.05-CE25
CE47	CNN_CF_20030303.1900.05-CE26
CE34	CNN_CF_20030303.1900.05-CE27
CE35	CNN_CF_20030303.1900.05-CE28
CE36	CNN_CF_20030303.1900.05-CE29
CE39	CNN_CF_20030303.1900.05-CE30
CE40	CNN_CF_20030303.1900.05-CE31
CE41	CNN_CF_20030303.1900.05-CE32
CE42	CNN_CF_20030303.1900.05-CE33
CE43	CNN_CF_20030303.1900.05-CE34
CE48	CNN_CF_20030303.1900.05-CE35
CE49	CNN_CF_20030303.1900.05-CE36
CE50	CNN_CF_20030303.1900.05-CE37
CE51	CNN_CF_20030303.1900.05-CE38
CE52	CNN_CF_20030303.1900.05-CE39
CE53	CNN_CF_20030303.1900.05-CE40
CE54	CNN_CF_20030303.1900.05-CE41
CE55	CNN_CF_20030303.1900.05-CE42
CE56	CNN_CF_20030303.1900.05-CE43
CE57	CNN_CF_20030303.1900.05-CE44
CE58	CNN_CF_20030303.1900.05-CE45
CE59	CNN_CF_20030303.1900.05-CE46
CE60	CNN_CF_20030303.1900.05-CE47
CE61	CNN_CF_20030303.1900.05-CE48
CE62	CNN_CF_20030303.1900.05-CE49
CE63	CNN_CF_20030303.1900.05-CE50
CE64	CNN_CF_20030303.1900.05-CE51
CE65	CNN_CF_20030303.1900.05-CE52
CE66	CNN_CF_20030303.1900.05-CE53
CE67	CNN_CF_20030303.1900.05-CE54
CE68	CNN_CF_20030303.1900.05-CE55
CE69	CNN_CF_20030303.1900.05-CE56
CE70	CNN_CF_20030303.1900.05-CE57
CE71	CNN_CF_20030303.1900.05-CE58
CE72	CNN_CF_20030303.1900.05-CE59
CE73	CNN_CF_20030303.1900.05-CE60
CE74	CNN_CF_20030303.1900.05-CE61
CE75	CNN_CF_20030303.1900.05-CE62
CE76	CNN_CF_20030303.1900.05-CE63
CE77	CNN_CF_20030303.1900.05-CE64
CE78	CNN_CF_20030303.1900.05-CE65
CE79	CNN_CF_20030303.1900.05-CE66
CE2	CNN_CF_20030303.1900.05-CE67
CE80	CNN_CF_20030303.1900.05-CE68
CE81	CNN_CF_20030303.1900.05-CE69
CE82	CNN_CF_20030303.1900.05-CE70
CE3	CNN_CF_20030303.1900.05-CE71
CE4	CNN_CF_20030303.1900.05-CE72
CE5	CNN_CF_20030303.1900.05-CE73
CE6	CNN_CF_20030303.1900.05-CE74
CE7	CNN_CF_20030303.1900.05-CE75
CE8	CNN_CF_20030303.1900.05-CE76
E15	CNN_CF_20030303.1900.05-E1
E16	CNN_CF_20030303.1900.05-E2
E18	CNN_CF_20030303.1900.05-E3
E20	CNN_CF_20030303.1900.05-E4
E21	CNN_CF_20030303.1900.05-E5
E22	CNN_CF_20030303.1900.05-E6
E23	CNN_CF_20030303.1900.05-E7
E24	CNN_CF_20030303.1900.05-E8
E25	CNN_CF_20030303.1900.05-E9
E26	CNN_CF_20030303.1900.05-E10
E65	CNN_CF_20030303.1900.05-E11
E66	CNN_CF_20030303.1900.05-E12
E28	CNN_CF_20030303.1900.05-E13
E29	CNN_CF_20030303.1900.05-E14
E30	CNN_CF_20030303.1900.05-E15
E1	CNN_CF_20030303.1900.05-E16
E31	CNN_CF_20030303.1900.05-E17
E32	CNN_CF_20030303.1900.05-E18
E33	CNN_CF_20030303.1900.05-E19
E34	CNN_CF_20030303.1900.05-E20
E35	CNN_CF_20030303.1900.05-E21
E36	CNN_CF_20030303.1900.05-E22
E67	CNN_CF_20030303.1900.05-E23
E38	CNN_CF_20030303.1900.05-E24
E39	CNN_CF_20030303.1900.05-E25
E40	CNN_CF_20030303.1900.05-E26
E68	CNN_CF_20030303.1900.05-E27
E43	CNN_CF_20030303.1900.05-E28
E44	CNN_CF_20030303.1900.05-E29
E45	CNN_CF_20030303.1900.05-E30
E46	CNN_CF_20030303.1900.05-E31
E47	CNN_CF_20030303.1900.05-E32
E48	CNN_CF_20030303.1900.05-E33
E69	CNN_CF_20030303.1900.05-E34
E51	CNN_CF_20030303.1900.05-E35
E52	CNN_CF_20030303.1900.05-E36
E53	CNN_CF_20030303.1900.05-E37
E70	CNN_CF_20030303.1900.05-E38
E56	CNN_CF_20030303.1900.05-E39
E57	CNN_CF_20030303.1900.05-E40
E58	CNN_CF_20030303.1900.05-E41
E59	CNN_CF_20030303.1900.05-E42
E60	CNN_CF_20030303.1900.05-E43
E61	CNN_CF_20030303.1900.05-E44
E62	CNN_CF_20030303.1900.05-E45
E63	CNN_CF_20030303.1900.05-E46
E64	CNN_CF_20030303.1900.05-E47
E71	CNN_CF_20030303.1900.05-E48
E72	CNN_CF_20030303.1900.05-E49
E73	CNN_CF_20030303.1900.05-E50
E74	CNN_CF_20030303.1900.05-E51
E75	CNN_CF_20030303.1900.05-E52
E76	CNN_CF_20030303.1900.05-E53
E2	CNN_CF_20030303.1900.05-E54
E77	CNN_CF_20030303.1900.05-E55
E78	CNN_CF_20030303.1900.05-E56
E79	CNN_CF_20030303.1900.05-E57
E80	CNN_CF_20030303.1900.05-E58
E81	CNN_CF_20030303.1900.05-E59
E82	CNN_CF_20030303.1900.05-E60
E83	CNN_CF_20030303.1900.05-E61
E84	CNN_CF_20030303.1900.05-E62
E85	CNN_CF_20030303.1900.05-E63
E86	CNN_CF_20030303.1900.05-E64
E87	CNN_CF_20030303.1900.05-E65
E88	CNN_CF_20030303.1900.05-E66
E89	CNN_CF_20030303.1900.05-E67
E90	CNN_CF_20030303.1900.05-E68
E91	CNN_CF_20030303.1900.05-E69
E92	CNN_CF_20030303.1900.05-E70
E93	CNN_CF_20030303.1900.05-E71
E94	CNN_CF_20030303.1900.05-E72
E95	CNN_CF_20030303.1900.05-E73
E96	CNN_CF_20030303.1900.05-E74
E97	CNN_CF_20030303.1900.05-E75
E98	CNN_CF_20030303.1900.05-E76
E99	CNN_CF_20030303.1900.05-E77
E100	CNN_CF_20030303.1900.05-E78
E101	CNN_CF_20030303.1900.05-E79
E102	CNN_CF_20030303.1900.05-E80
E103	CNN_CF_20030303.1900.05-E81
E104	CNN_CF_20030303.1900.05-E82
E105	CNN_CF_20030303.1900.05-E83
E106	CNN_CF_20030303.1900.05-E84
E108	CNN_CF_20030303.1900.05-E85
E109	CNN_CF_20030303.1900.05-E86
E110	CNN_CF_20030303.1900.05-E87
E111	CNN_CF_20030303.1900.05-E88
E112	CNN_CF_20030303.1900.05-E89
E113	CNN_CF_20030303.1900.05-E90
E114	CNN_CF_20030303.1900.05-E91
E115	CNN_CF_20030303.1900.05-E92
E4	CNN_CF_20030303.1900.05-E93
E5	CNN_CF_20030303.1900.05-E94
E6	CNN_CF_20030303.1900.05-E95
E7	CNN_CF_20030303.1900.05-E96
E9	CNN_CF_20030303.1900.05-E97
E10	CNN_CF_20030303.1900.05-E98
E11	CNN_CF_20030303.1900.05-E99
E12	CNN_CF_20030303.1900.05-E100
E13	CNN_CF_20030303.1900.05-E101
E14	CNN_CF_20030303.1900.05-E102
EM147	CNN_CF_20030303.1900.05-E16-1
EM20	CNN_CF_20030303.1900.05-E100-2
EM21	CNN_CF_20030303.1900.05-E16-3
EM22	CNN_CF_20030303.1900.05-E100-4
EM23	CNN_CF_20030303.1900.05-E2-5
EM149	CNN_CF_20030303.1900.05-E16-6
EM25	CNN_CF_20030303.1900.05-E95-7
EM26	CNN_CF_20030303.1900.05-E16-8
EM27	CNN_CF_20030303.1900.05-E100-9
EM28	CNN_CF_20030303.1900.05-E3-10
EM29	CNN_CF_20030303.1900.05-E4-11
EM30	CNN_CF_20030303.1900.05-E5-12
EM31	CNN_CF_20030303.1900.05-E100-13
EM32	CNN_CF_20030303.1900.05-E100-14
EM33	CNN_CF_20030303.1900.05-E100-15
EM34	CNN_CF_20030303.1900.05-E6-16
EM35	CNN_CF_20030303.1900.05-E6-17
EM36	CNN_CF_20030303.1900.05-E95-18
EM37	CNN_CF_20030303.1900.05-E7-19
EM38	CNN_CF_20030303.1900.05-E8-20
EM39	CNN_CF_20030303.1900.05-E8-21
EM40	CNN_CF_20030303.1900.05-E9-22
EM41	CNN_CF_20030303.1900.05-E7-23
EM42	CNN_CF_20030303.1900.05-E100-24
EM43	CNN_CF_20030303.1900.05-E100-25
EM44	CNN_CF_20030303.1900.05-E16-26
EM45	CNN_CF_20030303.1900.05-E16-27
