CE11	CNN_IP_20030329.1600.01-2-CE1
CE12	CNN_IP_20030329.1600.01-2-CE2
CE13	CNN_IP_20030329.1600.01-2-CE3
CE14	CNN_IP_20030329.1600.01-2-CE4
CE16	CNN_IP_20030329.1600.01-2-CE5
CE17	CNN_IP_20030329.1600.01-2-CE6
CE18	CNN_IP_20030329.1600.01-2-CE7
CE19	CNN_IP_20030329.1600.01-2-CE8
CE22	CNN_IP_20030329.1600.01-2-CE9
CE23	CNN_IP_20030329.1600.01-2-CE10
CE24	CNN_IP_20030329.1600.01-2-CE11
CE25	CNN_IP_20030329.1600.01-2-CE12
CE26	CNN_IP_20030329.1600.01-2-CE13
CE27	CNN_IP_20030329.1600.01-2-CE14
CE28	CNN_IP_20030329.1600.01-2-CE15
CE29	CNN_IP_20030329.1600.01-2-CE16
CE1	CNN_IP_20030329.1600.01-2-CE17
CE30	CNN_IP_20030329.1600.01-2-CE18
CE31	CNN_IP_20030329.1600.01-2-CE19
CE32	CNN_IP_20030329.1600.01-2-CE20
CE33	CNN_IP_20030329.1600.01-2-CE21
CE34	CNN_IP_20030329.1600.01-2-CE22
CE35	CNN_IP_20030329.1600.01-2-CE23
CE36	CNN_IP_20030329.1600.01-2-CE24
CE37	CNN_IP_20030329.1600.01-2-CE25
CE38	CNN_IP_20030329.1600.01-2-CE26
CE39	CNN_IP_20030329.1600.01-2-CE27
CE40	CNN_IP_20030329.1600.01-2-CE28
CE41	CNN_IP_20030329.1600.01-2-CE29
CE43	CNN_IP_20030329.1600.01-2-CE30
CE44	CNN_IP_20030329.1600.01-2-CE31
CE45	CNN_IP_20030329.1600.01-2-CE32
CE46	CNN_IP_20030329.1600.01-2-CE33
CE48	CNN_IP_20030329.1600.01-2-CE34
CE49	CNN_IP_20030329.1600.01-2-CE35
CE50	CNN_IP_20030329.1600.01-2-CE36
CE51	CNN_IP_20030329.1600.01-2-CE37
CE52	CNN_IP_20030329.1600.01-2-CE38
CE53	CNN_IP_20030329.1600.01-2-CE39
CE54	CNN_IP_20030329.1600.01-2-CE40
CE56	CNN_IP_20030329.1600.01-2-CE41
CE57	CNN_IP_20030329.1600.01-2-CE42
CE58	CNN_IP_20030329.1600.01-2-CE43
CE59	CNN_IP_20030329.1600.01-2-CE44
CE60	CNN_IP_20030329.1600.01-2-CE45
CE61	CNN_IP_20030329.1600.01-2-CE46
CE62	CNN_IP_20030329.1600.01-2-CE47
CE63	CNN_IP_20030329.1600.01-2-CE48
CE64	CNN_IP_20030329.1600.01-2-CE49
CE65	CNN_IP_20030329.1600.01-2-CE50
CE66	CNN_IP_20030329.1600.01-2-CE51
CE68	CNN_IP_20030329.1600.01-2-CE52
CE69	CNN_IP_20030329.1600.01-2-CE53
CE71	CNN_IP_20030329.1600.01-2-CE54
CE72	CNN_IP_20030329.1600.01-2-CE55
CE73	CNN_IP_20030329.1600.01-2-CE56
CE74	CNN_IP_20030329.1600.01-2-CE57
CE75	CNN_IP_20030329.1600.01-2-CE58
CE77	CNN_IP_20030329.1600.01-2-CE59
CE78	CNN_IP_20030329.1600.01-2-CE60
CE80	CNN_IP_20030329.1600.01-2-CE61
CE81	CNN_IP_20030329.1600.01-2-CE62
CE82	CNN_IP_20030329.1600.01-2-CE63
CE83	CNN_IP_20030329.1600.01-2-CE64
CE84	CNN_IP_20030329.1600.01-2-CE65
CE85	CNN_IP_20030329.1600.01-2-CE66
CE86	CNN_IP_20030329.1600.01-2-CE67
CE87	CNN_IP_20030329.1600.01-2-CE68
CE88	CNN_IP_20030329.1600.01-2-CE69
CE90	CNN_IP_20030329.1600.01-2-CE70
CE2	CNN_IP_20030329.1600.01-2-CE71
CE91	CNN_IP_20030329.1600.01-2-CE72
CE92	CNN_IP_20030329.1600.01-2-CE73
CE93	CNN_IP_20030329.1600.01-2-CE74
CE95	CNN_IP_20030329.1600.01-2-CE75
CE96	CNN_IP_20030329.1600.01-2-CE76
CE97	CNN_IP_20030329.1600.01-2-CE77
CE98	CNN_IP_20030329.1600.01-2-CE78
CE99	CNN_IP_20030329.1600.01-2-CE79
CE100	CNN_IP_20030329.1600.01-2-CE80
CE3	CNN_IP_20030329.1600.01-2-CE81
CE101	CNN_IP_20030329.1600.01-2-CE82
CE4	CNN_IP_20030329.1600.01-2-CE83
CE5	CNN_IP_20030329.1600.01-2-CE84
CE6	CNN_IP_20030329.1600.01-2-CE85
CE7	CNN_IP_20030329.1600.01-2-CE86
CE10	CNN_IP_20030329.1600.01-2-CE87
E17	CNN_IP_20030329.1600.01-2-E1
E18	CNN_IP_20030329.1600.01-2-E2
E19	CNN_IP_20030329.1600.01-2-E3
E20	CNN_IP_20030329.1600.01-2-E4
E21	CNN_IP_20030329.1600.01-2-E5
E22	CNN_IP_20030329.1600.01-2-E6
E169	CNN_IP_20030329.1600.01-2-E7
E170	CNN_IP_20030329.1600.01-2-E8
E171	CNN_IP_20030329.1600.01-2-E9
E27	CNN_IP_20030329.1600.01-2-E10
E28	CNN_IP_20030329.1600.01-2-E11
E29	CNN_IP_20030329.1600.01-2-E12
E30	CNN_IP_20030329.1600.01-2-E13
E31	CNN_IP_20030329.1600.01-2-E14
E32	CNN_IP_20030329.1600.01-2-E15
E33	CNN_IP_20030329.1600.01-2-E16
E34	CNN_IP_20030329.1600.01-2-E17
E35	CNN_IP_20030329.1600.01-2-E18
E36	CNN_IP_20030329.1600.01-2-E19
E42	CNN_IP_20030329.1600.01-2-E20
E43	CNN_IP_20030329.1600.01-2-E21
E44	CNN_IP_20030329.1600.01-2-E22
E1	CNN_IP_20030329.1600.01-2-E23
E45	CNN_IP_20030329.1600.01-2-E24
E46	CNN_IP_20030329.1600.01-2-E25
E47	CNN_IP_20030329.1600.01-2-E26
E50	CNN_IP_20030329.1600.01-2-E27
E54	CNN_IP_20030329.1600.01-2-E28
E55	CNN_IP_20030329.1600.01-2-E29
E56	CNN_IP_20030329.1600.01-2-E30
E57	CNN_IP_20030329.1600.01-2-E31
E61	CNN_IP_20030329.1600.01-2-E32
E62	CNN_IP_20030329.1600.01-2-E33
E63	CNN_IP_20030329.1600.01-2-E34
E64	CNN_IP_20030329.1600.01-2-E35
E67	CNN_IP_20030329.1600.01-2-E36
E69	CNN_IP_20030329.1600.01-2-E37
E70	CNN_IP_20030329.1600.01-2-E38
E71	CNN_IP_20030329.1600.01-2-E39
E72	CNN_IP_20030329.1600.01-2-E40
E73	CNN_IP_20030329.1600.01-2-E41
E75	CNN_IP_20030329.1600.01-2-E42
E76	CNN_IP_20030329.1600.01-2-E43
E78	CNN_IP_20030329.1600.01-2-E44
E79	CNN_IP_20030329.1600.01-2-E45
E80	CNN_IP_20030329.1600.01-2-E46
E81	CNN_IP_20030329.1600.01-2-E47
E82	CNN_IP_20030329.1600.01-2-E48
E85	CNN_IP_20030329.1600.01-2-E49
E87	CNN_IP_20030329.1600.01-2-E50
E88	CNN_IP_20030329.1600.01-2-E51
E89	CNN_IP_20030329.1600.01-2-E52
E92	CNN_IP_20030329.1600.01-2-E53
E93	CNN_IP_20030329.1600.01-2-E54
E94	CNN_IP_20030329.1600.01-2-E55
E96	CNN_IP_20030329.1600.01-2-E56
E98	CNN_IP_20030329.1600.01-2-E57
E99	CNN_IP_20030329.1600.01-2-E58
E100	CNN_IP_20030329.1600.01-2-E59
E101	CNN_IP_20030329.1600.01-2-E60
E106	CNN_IP_20030329.1600.01-2-E61
E107	CNN_IP_20030329.1600.01-2-E62
E110	CNN_IP_20030329.1600.01-2-E63
E111	CNN_IP_20030329.1600.01-2-E64
E112	CNN_IP_20030329.1600.01-2-E65
E113	CNN_IP_20030329.1600.01-2-E66
E114	CNN_IP_20030329.1600.01-2-E67
E115	CNN_IP_20030329.1600.01-2-E68
E118	CNN_IP_20030329.1600.01-2-E69
E121	CNN_IP_20030329.1600.01-2-E70
E123	CNN_IP_20030329.1600.01-2-E71
E124	CNN_IP_20030329.1600.01-2-E72
E125	CNN_IP_20030329.1600.01-2-E73
E128	CNN_IP_20030329.1600.01-2-E74
E131	CNN_IP_20030329.1600.01-2-E75
E132	CNN_IP_20030329.1600.01-2-E76
E134	CNN_IP_20030329.1600.01-2-E77
E135	CNN_IP_20030329.1600.01-2-E78
E136	CNN_IP_20030329.1600.01-2-E79
E139	CNN_IP_20030329.1600.01-2-E80
E140	CNN_IP_20030329.1600.01-2-E81
E142	CNN_IP_20030329.1600.01-2-E82
E143	CNN_IP_20030329.1600.01-2-E83
E144	CNN_IP_20030329.1600.01-2-E84
E146	CNN_IP_20030329.1600.01-2-E85
E147	CNN_IP_20030329.1600.01-2-E86
E148	CNN_IP_20030329.1600.01-2-E87
E149	CNN_IP_20030329.1600.01-2-E88
E150	CNN_IP_20030329.1600.01-2-E89
E151	CNN_IP_20030329.1600.01-2-E90
E4	CNN_IP_20030329.1600.01-2-E91
E153	CNN_IP_20030329.1600.01-2-E92
E155	CNN_IP_20030329.1600.01-2-E93
E156	CNN_IP_20030329.1600.01-2-E94
E157	CNN_IP_20030329.1600.01-2-E95
E158	CNN_IP_20030329.1600.01-2-E96
E160	CNN_IP_20030329.1600.01-2-E97
E161	CNN_IP_20030329.1600.01-2-E98
E162	CNN_IP_20030329.1600.01-2-E99
E163	CNN_IP_20030329.1600.01-2-E100
E165	CNN_IP_20030329.1600.01-2-E101
