CE14	CNN_CF_20030303.1900.06-2-CE1
CE15	CNN_CF_20030303.1900.06-2-CE2
CE16	CNN_CF_20030303.1900.06-2-CE3
CE17	CNN_CF_20030303.1900.06-2-CE4
CE18	CNN_CF_20030303.1900.06-2-CE5
CE19	CNN_CF_20030303.1900.06-2-CE6
CE20	CNN_CF_20030303.1900.06-2-CE7
CE21	CNN_CF_20030303.1900.06-2-CE8
CE22	CNN_CF_20030303.1900.06-2-CE9
CE1	CNN_CF_20030303.1900.06-2-CE10
CE2	CNN_CF_20030303.1900.06-2-CE11
CE4	CNN_CF_20030303.1900.06-2-CE12
CE5	CNN_CF_20030303.1900.06-2-CE13
CE6	CNN_CF_20030303.1900.06-2-CE14
CE7	CNN_CF_20030303.1900.06-2-CE15
CE8	CNN_CF_20030303.1900.06-2-CE16
CE9	CNN_CF_20030303.1900.06-2-CE17
CE10	CNN_CF_20030303.1900.06-2-CE18
CE11	CNN_CF_20030303.1900.06-2-CE19
CE12	CNN_CF_20030303.1900.06-2-CE20
CE13	CNN_CF_20030303.1900.06-2-CE21
E14	CNN_CF_20030303.1900.06-2-E1
E15	CNN_CF_20030303.1900.06-2-E2
E16	CNN_CF_20030303.1900.06-2-E3
E17	CNN_CF_20030303.1900.06-2-E4
E18	CNN_CF_20030303.1900.06-2-E5
E19	CNN_CF_20030303.1900.06-2-E6
E20	CNN_CF_20030303.1900.06-2-E7
E21	CNN_CF_20030303.1900.06-2-E8
E22	CNN_CF_20030303.1900.06-2-E9
E1	CNN_CF_20030303.1900.06-2-E10
E2	CNN_CF_20030303.1900.06-2-E11
E4	CNN_CF_20030303.1900.06-2-E12
E5	CNN_CF_20030303.1900.06-2-E13
E6	CNN_CF_20030303.1900.06-2-E14
E7	CNN_CF_20030303.1900.06-2-E15
E8	CNN_CF_20030303.1900.06-2-E16
E9	CNN_CF_20030303.1900.06-2-E17
E10	CNN_CF_20030303.1900.06-2-E18
E11	CNN_CF_20030303.1900.06-2-E19
E12	CNN_CF_20030303.1900.06-2-E20
E13	CNN_CF_20030303.1900.06-2-E21
EM1	CNN_CF_20030303.1900.06-2-E10-1
EM19	CNN_CF_20030303.1900.06-2-E16-2
EM21	CNN_CF_20030303.1900.06-2-E14-3
EM22	CNN_CF_20030303.1900.06-2-E14-4
EM23	CNN_CF_20030303.1900.06-2-E14-5
EM24	CNN_CF_20030303.1900.06-2-E16-6
EM25	CNN_CF_20030303.1900.06-2-E16-7
EM26	CNN_CF_20030303.1900.06-2-E17-8
EM27	CNN_CF_20030303.1900.06-2-E2-9
EM28	CNN_CF_20030303.1900.06-2-E3-10
EM29	CNN_CF_20030303.1900.06-2-E2-11
EM30	CNN_CF_20030303.1900.06-2-E3-12
EM31	CNN_CF_20030303.1900.06-2-E2-13
EM32	CNN_CF_20030303.1900.06-2-E4-14
EM33	CNN_CF_20030303.1900.06-2-E16-15
EM34	CNN_CF_20030303.1900.06-2-E16-16
EM35	CNN_CF_20030303.1900.06-2-E16-17
EM36	CNN_CF_20030303.1900.06-2-E4-18
EM37	CNN_CF_20030303.1900.06-2-E17-19
EM38	CNN_CF_20030303.1900.06-2-E5-20
EM39	CNN_CF_20030303.1900.06-2-E6-21
EM40	CNN_CF_20030303.1900.06-2-E6-22
EM41	CNN_CF_20030303.1900.06-2-E19-23
EM42	CNN_CF_20030303.1900.06-2-E7-24
EM44	CNN_CF_20030303.1900.06-2-E7-25
EM45	CNN_CF_20030303.1900.06-2-E16-26
EM46	CNN_CF_20030303.1900.06-2-E19-27
EM47	CNN_CF_20030303.1900.06-2-E19-28
EM48	CNN_CF_20030303.1900.06-2-E19-29
EM49	CNN_CF_20030303.1900.06-2-E7-30
EM50	CNN_CF_20030303.1900.06-2-E8-31
EM51	CNN_CF_20030303.1900.06-2-E8-32
EM52	CNN_CF_20030303.1900.06-2-E9-33
EM53	CNN_CF_20030303.1900.06-2-E11-34
EM2	CNN_CF_20030303.1900.06-2-E11-35
EM5	CNN_CF_20030303.1900.06-2-E12-36
EM6	CNN_CF_20030303.1900.06-2-E13-37
EM7	CNN_CF_20030303.1900.06-2-E11-38
EM8	CNN_CF_20030303.1900.06-2-E14-39
EM9	CNN_CF_20030303.1900.06-2-E15-40
EM10	CNN_CF_20030303.1900.06-2-E16-41
EM11	CNN_CF_20030303.1900.06-2-E17-42
EM12	CNN_CF_20030303.1900.06-2-E18-43
EM13	CNN_CF_20030303.1900.06-2-E19-44
EM14	CNN_CF_20030303.1900.06-2-E20-45
EM15	CNN_CF_20030303.1900.06-2-E16-46
EM16	CNN_CF_20030303.1900.06-2-E21-47
EM18	CNN_CF_20030303.1900.06-2-E1-48
R1	CNN_CF_20030303.1900.06-2-R1
R2	CNN_CF_20030303.1900.06-2-R2
RM1	CNN_CF_20030303.1900.06-2-R1-1
RM2	CNN_CF_20030303.1900.06-2-R2-1
V1	CNN_CF_20030303.1900.06-2-EV1
V2	CNN_CF_20030303.1900.06-2-EV2
V3	CNN_CF_20030303.1900.06-2-EV3
VM1	CNN_CF_20030303.1900.06-2-EV1-1
VM2	CNN_CF_20030303.1900.06-2-EV2-1
VM3	CNN_CF_20030303.1900.06-2-EV1-2
VM4	CNN_CF_20030303.1900.06-2-EV3-1
VM6	CNN_CF_20030303.1900.06-2-EV1-3
VM7	CNN_CF_20030303.1900.06-2-EV2-2
Q1	CNN_CF_20030303.1900.06-2-T1
