CE10	CNN_IP_20030412.1600.05-CE1
CE11	CNN_IP_20030412.1600.05-CE2
CE12	CNN_IP_20030412.1600.05-CE3
CE13	CNN_IP_20030412.1600.05-CE4
CE14	CNN_IP_20030412.1600.05-CE5
CE15	CNN_IP_20030412.1600.05-CE6
CE16	CNN_IP_20030412.1600.05-CE7
CE17	CNN_IP_20030412.1600.05-CE8
CE18	CNN_IP_20030412.1600.05-CE9
CE19	CNN_IP_20030412.1600.05-CE10
CE20	CNN_IP_20030412.1600.05-CE11
CE22	CNN_IP_20030412.1600.05-CE12
CE23	CNN_IP_20030412.1600.05-CE13
CE24	CNN_IP_20030412.1600.05-CE14
CE26	CNN_IP_20030412.1600.05-CE15
CE27	CNN_IP_20030412.1600.05-CE16
CE28	CNN_IP_20030412.1600.05-CE17
CE29	CNN_IP_20030412.1600.05-CE18
CE30	CNN_IP_20030412.1600.05-CE19
CE32	CNN_IP_20030412.1600.05-CE20
CE34	CNN_IP_20030412.1600.05-CE21
CE35	CNN_IP_20030412.1600.05-CE22
CE36	CNN_IP_20030412.1600.05-CE23
CE37	CNN_IP_20030412.1600.05-CE24
CE38	CNN_IP_20030412.1600.05-CE25
CE39	CNN_IP_20030412.1600.05-CE26
CE40	CNN_IP_20030412.1600.05-CE27
CE1	CNN_IP_20030412.1600.05-CE28
CE41	CNN_IP_20030412.1600.05-CE29
CE42	CNN_IP_20030412.1600.05-CE30
CE2	CNN_IP_20030412.1600.05-CE31
CE3	CNN_IP_20030412.1600.05-CE32
CE4	CNN_IP_20030412.1600.05-CE33
CE5	CNN_IP_20030412.1600.05-CE34
CE7	CNN_IP_20030412.1600.05-CE35
CE8	CNN_IP_20030412.1600.05-CE36
CE9	CNN_IP_20030412.1600.05-CE37
E15	CNN_IP_20030412.1600.05-E1
E16	CNN_IP_20030412.1600.05-E2
E17	CNN_IP_20030412.1600.05-E3
E18	CNN_IP_20030412.1600.05-E4
E19	CNN_IP_20030412.1600.05-E5
E20	CNN_IP_20030412.1600.05-E6
E21	CNN_IP_20030412.1600.05-E7
E22	CNN_IP_20030412.1600.05-E8
E24	CNN_IP_20030412.1600.05-E9
E26	CNN_IP_20030412.1600.05-E10
E27	CNN_IP_20030412.1600.05-E11
E28	CNN_IP_20030412.1600.05-E12
E30	CNN_IP_20030412.1600.05-E13
E31	CNN_IP_20030412.1600.05-E14
E33	CNN_IP_20030412.1600.05-E15
E34	CNN_IP_20030412.1600.05-E16
E35	CNN_IP_20030412.1600.05-E17
E37	CNN_IP_20030412.1600.05-E18
E38	CNN_IP_20030412.1600.05-E19
E39	CNN_IP_20030412.1600.05-E20
E40	CNN_IP_20030412.1600.05-E21
E41	CNN_IP_20030412.1600.05-E22
E1	CNN_IP_20030412.1600.05-E23
E43	CNN_IP_20030412.1600.05-E24
E45	CNN_IP_20030412.1600.05-E25
E46	CNN_IP_20030412.1600.05-E26
E47	CNN_IP_20030412.1600.05-E27
E49	CNN_IP_20030412.1600.05-E28
E51	CNN_IP_20030412.1600.05-E29
E52	CNN_IP_20030412.1600.05-E30
E53	CNN_IP_20030412.1600.05-E31
E54	CNN_IP_20030412.1600.05-E32
E55	CNN_IP_20030412.1600.05-E33
E56	CNN_IP_20030412.1600.05-E34
E57	CNN_IP_20030412.1600.05-E35
E2	CNN_IP_20030412.1600.05-E36
E4	CNN_IP_20030412.1600.05-E37
E6	CNN_IP_20030412.1600.05-E38
E7	CNN_IP_20030412.1600.05-E39
E9	CNN_IP_20030412.1600.05-E40
E10	CNN_IP_20030412.1600.05-E41
E11	CNN_IP_20030412.1600.05-E42
E12	CNN_IP_20030412.1600.05-E43
E13	CNN_IP_20030412.1600.05-E44
E14	CNN_IP_20030412.1600.05-E45
EM1	CNN_IP_20030412.1600.05-E23-1
EM20	CNN_IP_20030412.1600.05-E1-2
EM21	CNN_IP_20030412.1600.05-E1-3
EM22	CNN_IP_20030412.1600.05-E2-4
EM23	CNN_IP_20030412.1600.05-E43-5
EM24	CNN_IP_20030412.1600.05-E43-6
EM25	CNN_IP_20030412.1600.05-E3-7
EM26	CNN_IP_20030412.1600.05-E5-8
EM27	CNN_IP_20030412.1600.05-E43-9
EM28	CNN_IP_20030412.1600.05-E43-10
EM29	CNN_IP_20030412.1600.05-E6-11
EM30	CNN_IP_20030412.1600.05-E6-12
EM31	CNN_IP_20030412.1600.05-E7-13
EM32	CNN_IP_20030412.1600.05-E8-14
EM33	CNN_IP_20030412.1600.05-E9-15
EM34	CNN_IP_20030412.1600.05-E10-16
EM35	CNN_IP_20030412.1600.05-E11-17
EM36	CNN_IP_20030412.1600.05-E43-18
EM37	CNN_IP_20030412.1600.05-E4-19
EM38	CNN_IP_20030412.1600.05-E12-20
EM39	CNN_IP_20030412.1600.05-E13-21
EM40	CNN_IP_20030412.1600.05-E14-22
EM42	CNN_IP_20030412.1600.05-E15-23
EM43	CNN_IP_20030412.1600.05-E16-24
EM44	CNN_IP_20030412.1600.05-E17-25
EM46	CNN_IP_20030412.1600.05-E18-26
EM47	CNN_IP_20030412.1600.05-E19-27
EM48	CNN_IP_20030412.1600.05-E19-28
EM49	CNN_IP_20030412.1600.05-E20-29
EM50	CNN_IP_20030412.1600.05-E20-30
EM51	CNN_IP_20030412.1600.05-E21-31
EM52	CNN_IP_20030412.1600.05-E22-32
EM53	CNN_IP_20030412.1600.05-E19-33
EM55	CNN_IP_20030412.1600.05-E24-34
EM57	CNN_IP_20030412.1600.05-E22-35
EM58	CNN_IP_20030412.1600.05-E24-36
EM59	CNN_IP_20030412.1600.05-E24-37
EM61	CNN_IP_20030412.1600.05-E25-38
EM62	CNN_IP_20030412.1600.05-E26-39
EM63	CNN_IP_20030412.1600.05-E24-40
EM64	CNN_IP_20030412.1600.05-E27-41
EM65	CNN_IP_20030412.1600.05-E28-42
EM66	CNN_IP_20030412.1600.05-E29-43
EM67	CNN_IP_20030412.1600.05-E30-44
EM68	CNN_IP_20030412.1600.05-E24-45
EM69	CNN_IP_20030412.1600.05-E31-46
EM70	CNN_IP_20030412.1600.05-E24-47
EM71	CNN_IP_20030412.1600.05-E32-48
EM72	CNN_IP_20030412.1600.05-E39-49
EM73	CNN_IP_20030412.1600.05-E33-50
EM74	CNN_IP_20030412.1600.05-E40-51
EM75	CNN_IP_20030412.1600.05-E43-52
EM76	CNN_IP_20030412.1600.05-E34-53
EM79	CNN_IP_20030412.1600.05-E35-54
EM80	CNN_IP_20030412.1600.05-E44-55
EM2	CNN_IP_20030412.1600.05-E36-56
EM3	CNN_IP_20030412.1600.05-E37-57
EM4	CNN_IP_20030412.1600.05-E38-58
EM6	CNN_IP_20030412.1600.05-E39-59
EM7	CNN_IP_20030412.1600.05-E39-60
EM9	CNN_IP_20030412.1600.05-E41-61
EM10	CNN_IP_20030412.1600.05-E39-62
EM11	CNN_IP_20030412.1600.05-E42-63
EM12	CNN_IP_20030412.1600.05-E43-64
EM13	CNN_IP_20030412.1600.05-E43-65
EM14	CNN_IP_20030412.1600.05-E44-66
EM16	CNN_IP_20030412.1600.05-E39-67
EM17	CNN_IP_20030412.1600.05-E39-68
EM18	CNN_IP_20030412.1600.05-E39-69
EM19	CNN_IP_20030412.1600.05-E45-70
R3	CNN_IP_20030412.1600.05-R1
R3	CNN_IP_20030412.1600.05-R2
R4	CNN_IP_20030412.1600.05-R3
R1	CNN_IP_20030412.1600.05-R4
R2	CNN_IP_20030412.1600.05-R5
R3	CNN_IP_20030412.1600.05-R6
R4	CNN_IP_20030412.1600.05-R7
R6	CNN_IP_20030412.1600.05-R8
R7	CNN_IP_20030412.1600.05-R9
R8	CNN_IP_20030412.1600.05-R10
R10	CNN_IP_20030412.1600.05-R11
R11	CNN_IP_20030412.1600.05-R12
R14	CNN_IP_20030412.1600.05-R13
R15	CNN_IP_20030412.1600.05-R14
R16	CNN_IP_20030412.1600.05-R15
R17	CNN_IP_20030412.1600.05-R16
R18	CNN_IP_20030412.1600.05-R17
R19	CNN_IP_20030412.1600.05-R18
R20	CNN_IP_20030412.1600.05-R19
R21	CNN_IP_20030412.1600.05-R20
R23	CNN_IP_20030412.1600.05-R21
R24	CNN_IP_20030412.1600.05-R22
R25	CNN_IP_20030412.1600.05-R23
R27	CNN_IP_20030412.1600.05-R24
R28	CNN_IP_20030412.1600.05-R25
R30	CNN_IP_20030412.1600.05-R26
R31	CNN_IP_20030412.1600.05-R27
RM1	CNN_IP_20030412.1600.05-R4-1
RM2	CNN_IP_20030412.1600.05-R5-1
RM3	CNN_IP_20030412.1600.05-R6-1
RM4	CNN_IP_20030412.1600.05-R7-1
RM6	CNN_IP_20030412.1600.05-R8-1
RM7	CNN_IP_20030412.1600.05-R1-1
RM8	CNN_IP_20030412.1600.05-R9-1
RM9	CNN_IP_20030412.1600.05-R10-1
RM11	CNN_IP_20030412.1600.05-R11-1
RM12	CNN_IP_20030412.1600.05-R12-1
RM15	CNN_IP_20030412.1600.05-R13-1
RM16	CNN_IP_20030412.1600.05-R14-1
RM17	CNN_IP_20030412.1600.05-R15-1
RM18	CNN_IP_20030412.1600.05-R16-1
RM19	CNN_IP_20030412.1600.05-R17-1
RM20	CNN_IP_20030412.1600.05-R18-1
RM21	CNN_IP_20030412.1600.05-R19-1
RM22	CNN_IP_20030412.1600.05-R20-1
RM24	CNN_IP_20030412.1600.05-R21-1
RM25	CNN_IP_20030412.1600.05-R22-1
RM27	CNN_IP_20030412.1600.05-R23-1
RM29	CNN_IP_20030412.1600.05-R24-1
RM30	CNN_IP_20030412.1600.05-R25-1
RM32	CNN_IP_20030412.1600.05-R2-1
RM33	CNN_IP_20030412.1600.05-R7-2
RM34	CNN_IP_20030412.1600.05-R26-1
RM35	CNN_IP_20030412.1600.05-R27-1
V1	CNN_IP_20030412.1600.05-EV1
V2	CNN_IP_20030412.1600.05-EV2
V3	CNN_IP_20030412.1600.05-EV3
V4	CNN_IP_20030412.1600.05-EV4
V5	CNN_IP_20030412.1600.05-EV5
V6	CNN_IP_20030412.1600.05-EV6
V7	CNN_IP_20030412.1600.05-EV7
V8	CNN_IP_20030412.1600.05-EV8
VM1	CNN_IP_20030412.1600.05-EV1-1
VM2	CNN_IP_20030412.1600.05-EV2-1
VM3	CNN_IP_20030412.1600.05-EV3-1
VM4	CNN_IP_20030412.1600.05-EV4-1
VM5	CNN_IP_20030412.1600.05-EV5-1
VM6	CNN_IP_20030412.1600.05-EV6-1
VM7	CNN_IP_20030412.1600.05-EV7-1
VM8	CNN_IP_20030412.1600.05-EV8-1
Q1	CNN_IP_20030412.1600.05-T1
Q2	CNN_IP_20030412.1600.05-T2
Q3	CNN_IP_20030412.1600.05-T3
Q4	CNN_IP_20030412.1600.05-T4
