CE12	CNN_CF_20030305.1900.00-1-CE1
CE13	CNN_CF_20030305.1900.00-1-CE2
CE14	CNN_CF_20030305.1900.00-1-CE3
CE15	CNN_CF_20030305.1900.00-1-CE4
CE17	CNN_CF_20030305.1900.00-1-CE5
CE18	CNN_CF_20030305.1900.00-1-CE6
CE19	CNN_CF_20030305.1900.00-1-CE7
CE20	CNN_CF_20030305.1900.00-1-CE8
CE21	CNN_CF_20030305.1900.00-1-CE9
CE22	CNN_CF_20030305.1900.00-1-CE10
CE24	CNN_CF_20030305.1900.00-1-CE11
CE25	CNN_CF_20030305.1900.00-1-CE12
CE26	CNN_CF_20030305.1900.00-1-CE13
CE27	CNN_CF_20030305.1900.00-1-CE14
CE28	CNN_CF_20030305.1900.00-1-CE15
CE29	CNN_CF_20030305.1900.00-1-CE16
CE30	CNN_CF_20030305.1900.00-1-CE17
CE31	CNN_CF_20030305.1900.00-1-CE18
CE32	CNN_CF_20030305.1900.00-1-CE19
CE33	CNN_CF_20030305.1900.00-1-CE20
CE34	CNN_CF_20030305.1900.00-1-CE21
CE1	CNN_CF_20030305.1900.00-1-CE22
CE36	CNN_CF_20030305.1900.00-1-CE23
CE37	CNN_CF_20030305.1900.00-1-CE24
CE38	CNN_CF_20030305.1900.00-1-CE25
CE39	CNN_CF_20030305.1900.00-1-CE26
CE41	CNN_CF_20030305.1900.00-1-CE27
CE42	CNN_CF_20030305.1900.00-1-CE28
CE43	CNN_CF_20030305.1900.00-1-CE29
CE44	CNN_CF_20030305.1900.00-1-CE30
CE45	CNN_CF_20030305.1900.00-1-CE31
CE46	CNN_CF_20030305.1900.00-1-CE32
CE47	CNN_CF_20030305.1900.00-1-CE33
CE48	CNN_CF_20030305.1900.00-1-CE34
CE49	CNN_CF_20030305.1900.00-1-CE35
CE50	CNN_CF_20030305.1900.00-1-CE36
CE51	CNN_CF_20030305.1900.00-1-CE37
CE53	CNN_CF_20030305.1900.00-1-CE38
CE55	CNN_CF_20030305.1900.00-1-CE39
CE56	CNN_CF_20030305.1900.00-1-CE40
CE57	CNN_CF_20030305.1900.00-1-CE41
CE58	CNN_CF_20030305.1900.00-1-CE42
CE59	CNN_CF_20030305.1900.00-1-CE43
CE60	CNN_CF_20030305.1900.00-1-CE44
CE61	CNN_CF_20030305.1900.00-1-CE45
CE62	CNN_CF_20030305.1900.00-1-CE46
CE2	CNN_CF_20030305.1900.00-1-CE47
CE3	CNN_CF_20030305.1900.00-1-CE48
CE4	CNN_CF_20030305.1900.00-1-CE49
CE5	CNN_CF_20030305.1900.00-1-CE50
CE6	CNN_CF_20030305.1900.00-1-CE51
CE7	CNN_CF_20030305.1900.00-1-CE52
CE8	CNN_CF_20030305.1900.00-1-CE53
CE9	CNN_CF_20030305.1900.00-1-CE54
CE10	CNN_CF_20030305.1900.00-1-CE55
CE11	CNN_CF_20030305.1900.00-1-CE56
E15	CNN_CF_20030305.1900.00-1-E1
E16	CNN_CF_20030305.1900.00-1-E2
E17	CNN_CF_20030305.1900.00-1-E3
E18	CNN_CF_20030305.1900.00-1-E4
E20	CNN_CF_20030305.1900.00-1-E5
E21	CNN_CF_20030305.1900.00-1-E6
E22	CNN_CF_20030305.1900.00-1-E7
E23	CNN_CF_20030305.1900.00-1-E8
E24	CNN_CF_20030305.1900.00-1-E9
E25	CNN_CF_20030305.1900.00-1-E10
E26	CNN_CF_20030305.1900.00-1-E11
E28	CNN_CF_20030305.1900.00-1-E12
E29	CNN_CF_20030305.1900.00-1-E13
E31	CNN_CF_20030305.1900.00-1-E14
E32	CNN_CF_20030305.1900.00-1-E15
E33	CNN_CF_20030305.1900.00-1-E16
E34	CNN_CF_20030305.1900.00-1-E17
E36	CNN_CF_20030305.1900.00-1-E18
E37	CNN_CF_20030305.1900.00-1-E19
E38	CNN_CF_20030305.1900.00-1-E20
E39	CNN_CF_20030305.1900.00-1-E21
E40	CNN_CF_20030305.1900.00-1-E22
E1	CNN_CF_20030305.1900.00-1-E23
E41	CNN_CF_20030305.1900.00-1-E24
E42	CNN_CF_20030305.1900.00-1-E25
E43	CNN_CF_20030305.1900.00-1-E26
E44	CNN_CF_20030305.1900.00-1-E27
E45	CNN_CF_20030305.1900.00-1-E28
E46	CNN_CF_20030305.1900.00-1-E29
E47	CNN_CF_20030305.1900.00-1-E30
E50	CNN_CF_20030305.1900.00-1-E31
E51	CNN_CF_20030305.1900.00-1-E32
E52	CNN_CF_20030305.1900.00-1-E33
E53	CNN_CF_20030305.1900.00-1-E34
E54	CNN_CF_20030305.1900.00-1-E35
E55	CNN_CF_20030305.1900.00-1-E36
E57	CNN_CF_20030305.1900.00-1-E37
E58	CNN_CF_20030305.1900.00-1-E38
E59	CNN_CF_20030305.1900.00-1-E39
E61	CNN_CF_20030305.1900.00-1-E40
E63	CNN_CF_20030305.1900.00-1-E41
E64	CNN_CF_20030305.1900.00-1-E42
E65	CNN_CF_20030305.1900.00-1-E43
E66	CNN_CF_20030305.1900.00-1-E44
E67	CNN_CF_20030305.1900.00-1-E45
E68	CNN_CF_20030305.1900.00-1-E46
E69	CNN_CF_20030305.1900.00-1-E47
E70	CNN_CF_20030305.1900.00-1-E48
E71	CNN_CF_20030305.1900.00-1-E49
E72	CNN_CF_20030305.1900.00-1-E50
E73	CNN_CF_20030305.1900.00-1-E51
E75	CNN_CF_20030305.1900.00-1-E52
E77	CNN_CF_20030305.1900.00-1-E53
E78	CNN_CF_20030305.1900.00-1-E54
E79	CNN_CF_20030305.1900.00-1-E55
E80	CNN_CF_20030305.1900.00-1-E56
E81	CNN_CF_20030305.1900.00-1-E57
E82	CNN_CF_20030305.1900.00-1-E58
E2	CNN_CF_20030305.1900.00-1-E59
E83	CNN_CF_20030305.1900.00-1-E60
E84	CNN_CF_20030305.1900.00-1-E61
E85	CNN_CF_20030305.1900.00-1-E62
E86	CNN_CF_20030305.1900.00-1-E63
E87	CNN_CF_20030305.1900.00-1-E64
E88	CNN_CF_20030305.1900.00-1-E65
E3	CNN_CF_20030305.1900.00-1-E66
E4	CNN_CF_20030305.1900.00-1-E67
E5	CNN_CF_20030305.1900.00-1-E68
E6	CNN_CF_20030305.1900.00-1-E69
E7	CNN_CF_20030305.1900.00-1-E70
E8	CNN_CF_20030305.1900.00-1-E71
E9	CNN_CF_20030305.1900.00-1-E72
E10	CNN_CF_20030305.1900.00-1-E73
E11	CNN_CF_20030305.1900.00-1-E74
E12	CNN_CF_20030305.1900.00-1-E75
E13	CNN_CF_20030305.1900.00-1-E76
EM1	CNN_CF_20030305.1900.00-1-E23-1
EM19	CNN_CF_20030305.1900.00-1-E71-2
EM20	CNN_CF_20030305.1900.00-1-E2-3
EM21	CNN_CF_20030305.1900.00-1-E3-4
EM22	CNN_CF_20030305.1900.00-1-E4-5
EM25	CNN_CF_20030305.1900.00-1-E5-6
EM26	CNN_CF_20030305.1900.00-1-E2-7
EM27	CNN_CF_20030305.1900.00-1-E7-8
EM28	CNN_CF_20030305.1900.00-1-E8-9
EM29	CNN_CF_20030305.1900.00-1-E67-10
EM30	CNN_CF_20030305.1900.00-1-E9-11
EM31	CNN_CF_20030305.1900.00-1-E8-12
EM32	CNN_CF_20030305.1900.00-1-E10-13
EM33	CNN_CF_20030305.1900.00-1-E11-14
EM34	CNN_CF_20030305.1900.00-1-E12-15
EM35	CNN_CF_20030305.1900.00-1-E67-16
EM36	CNN_CF_20030305.1900.00-1-E67-17
EM37	CNN_CF_20030305.1900.00-1-E67-18
EM38	CNN_CF_20030305.1900.00-1-E13-19
EM40	CNN_CF_20030305.1900.00-1-E14-20
EM41	CNN_CF_20030305.1900.00-1-E14-21
EM42	CNN_CF_20030305.1900.00-1-E15-22
EM43	CNN_CF_20030305.1900.00-1-E16-23
EM44	CNN_CF_20030305.1900.00-1-E17-24
EM45	CNN_CF_20030305.1900.00-1-E18-25
EM46	CNN_CF_20030305.1900.00-1-E67-26
EM47	CNN_CF_20030305.1900.00-1-E67-27
EM48	CNN_CF_20030305.1900.00-1-E14-28
EM49	CNN_CF_20030305.1900.00-1-E19-29
EM50	CNN_CF_20030305.1900.00-1-E67-30
EM51	CNN_CF_20030305.1900.00-1-E20-31
EM52	CNN_CF_20030305.1900.00-1-E21-32
EM53	CNN_CF_20030305.1900.00-1-E14-33
EM54	CNN_CF_20030305.1900.00-1-E14-34
EM55	CNN_CF_20030305.1900.00-1-E22-35
EM56	CNN_CF_20030305.1900.00-1-E5-36
EM57	CNN_CF_20030305.1900.00-1-E4-37
EM58	CNN_CF_20030305.1900.00-1-E24-38
EM59	CNN_CF_20030305.1900.00-1-E25-39
EM60	CNN_CF_20030305.1900.00-1-E26-40
EM61	CNN_CF_20030305.1900.00-1-E27-41
EM62	CNN_CF_20030305.1900.00-1-E26-42
