CE13	CNN_CF_20030304.1900.04-CE1
CE14	CNN_CF_20030304.1900.04-CE2
CE15	CNN_CF_20030304.1900.04-CE3
CE16	CNN_CF_20030304.1900.04-CE4
CE17	CNN_CF_20030304.1900.04-CE5
CE18	CNN_CF_20030304.1900.04-CE6
CE19	CNN_CF_20030304.1900.04-CE7
CE20	CNN_CF_20030304.1900.04-CE8
CE21	CNN_CF_20030304.1900.04-CE9
CE22	CNN_CF_20030304.1900.04-CE10
CE23	CNN_CF_20030304.1900.04-CE11
CE24	CNN_CF_20030304.1900.04-CE12
CE25	CNN_CF_20030304.1900.04-CE13
CE26	CNN_CF_20030304.1900.04-CE14
CE27	CNN_CF_20030304.1900.04-CE15
CE28	CNN_CF_20030304.1900.04-CE16
CE29	CNN_CF_20030304.1900.04-CE17
CE30	CNN_CF_20030304.1900.04-CE18
CE31	CNN_CF_20030304.1900.04-CE19
CE32	CNN_CF_20030304.1900.04-CE20
CE33	CNN_CF_20030304.1900.04-CE21
CE34	CNN_CF_20030304.1900.04-CE22
CE35	CNN_CF_20030304.1900.04-CE23
CE36	CNN_CF_20030304.1900.04-CE24
CE37	CNN_CF_20030304.1900.04-CE25
CE1	CNN_CF_20030304.1900.04-CE26
CE38	CNN_CF_20030304.1900.04-CE27
CE39	CNN_CF_20030304.1900.04-CE28
CE40	CNN_CF_20030304.1900.04-CE29
CE41	CNN_CF_20030304.1900.04-CE30
CE42	CNN_CF_20030304.1900.04-CE31
CE43	CNN_CF_20030304.1900.04-CE32
CE44	CNN_CF_20030304.1900.04-CE33
CE45	CNN_CF_20030304.1900.04-CE34
CE46	CNN_CF_20030304.1900.04-CE35
CE47	CNN_CF_20030304.1900.04-CE36
CE48	CNN_CF_20030304.1900.04-CE37
CE49	CNN_CF_20030304.1900.04-CE38
CE50	CNN_CF_20030304.1900.04-CE39
CE51	CNN_CF_20030304.1900.04-CE40
CE52	CNN_CF_20030304.1900.04-CE41
CE53	CNN_CF_20030304.1900.04-CE42
CE54	CNN_CF_20030304.1900.04-CE43
CE55	CNN_CF_20030304.1900.04-CE44
CE2	CNN_CF_20030304.1900.04-CE45
CE56	CNN_CF_20030304.1900.04-CE46
CE57	CNN_CF_20030304.1900.04-CE47
CE58	CNN_CF_20030304.1900.04-CE48
CE59	CNN_CF_20030304.1900.04-CE49
CE60	CNN_CF_20030304.1900.04-CE50
CE61	CNN_CF_20030304.1900.04-CE51
CE62	CNN_CF_20030304.1900.04-CE52
CE63	CNN_CF_20030304.1900.04-CE53
CE64	CNN_CF_20030304.1900.04-CE54
CE65	CNN_CF_20030304.1900.04-CE55
CE66	CNN_CF_20030304.1900.04-CE56
CE67	CNN_CF_20030304.1900.04-CE57
CE68	CNN_CF_20030304.1900.04-CE58
CE3	CNN_CF_20030304.1900.04-CE59
CE4	CNN_CF_20030304.1900.04-CE60
CE5	CNN_CF_20030304.1900.04-CE61
CE6	CNN_CF_20030304.1900.04-CE62
CE7	CNN_CF_20030304.1900.04-CE63
CE8	CNN_CF_20030304.1900.04-CE64
CE9	CNN_CF_20030304.1900.04-CE65
CE10	CNN_CF_20030304.1900.04-CE66
CE11	CNN_CF_20030304.1900.04-CE67
CE12	CNN_CF_20030304.1900.04-CE68
E17	CNN_CF_20030304.1900.04-E1
E18	CNN_CF_20030304.1900.04-E2
E19	CNN_CF_20030304.1900.04-E3
E20	CNN_CF_20030304.1900.04-E4
E21	CNN_CF_20030304.1900.04-E5
E22	CNN_CF_20030304.1900.04-E6
E23	CNN_CF_20030304.1900.04-E7
E24	CNN_CF_20030304.1900.04-E8
E25	CNN_CF_20030304.1900.04-E9
E26	CNN_CF_20030304.1900.04-E10
E27	CNN_CF_20030304.1900.04-E11
E28	CNN_CF_20030304.1900.04-E12
E29	CNN_CF_20030304.1900.04-E13
E30	CNN_CF_20030304.1900.04-E14
E31	CNN_CF_20030304.1900.04-E15
E32	CNN_CF_20030304.1900.04-E16
E33	CNN_CF_20030304.1900.04-E17
E34	CNN_CF_20030304.1900.04-E18
E35	CNN_CF_20030304.1900.04-E19
E36	CNN_CF_20030304.1900.04-E20
E37	CNN_CF_20030304.1900.04-E21
E38	CNN_CF_20030304.1900.04-E22
E39	CNN_CF_20030304.1900.04-E23
E40	CNN_CF_20030304.1900.04-E24
E41	CNN_CF_20030304.1900.04-E25
E1	CNN_CF_20030304.1900.04-E26
E42	CNN_CF_20030304.1900.04-E27
E43	CNN_CF_20030304.1900.04-E28
E44	CNN_CF_20030304.1900.04-E29
E45	CNN_CF_20030304.1900.04-E30
E46	CNN_CF_20030304.1900.04-E31
E47	CNN_CF_20030304.1900.04-E32
E48	CNN_CF_20030304.1900.04-E33
E49	CNN_CF_20030304.1900.04-E34
E50	CNN_CF_20030304.1900.04-E35
E51	CNN_CF_20030304.1900.04-E36
E52	CNN_CF_20030304.1900.04-E37
E53	CNN_CF_20030304.1900.04-E38
E54	CNN_CF_20030304.1900.04-E39
E56	CNN_CF_20030304.1900.04-E40
E57	CNN_CF_20030304.1900.04-E41
E58	CNN_CF_20030304.1900.04-E42
E59	CNN_CF_20030304.1900.04-E43
E60	CNN_CF_20030304.1900.04-E44
E61	CNN_CF_20030304.1900.04-E45
E62	CNN_CF_20030304.1900.04-E46
E63	CNN_CF_20030304.1900.04-E47
E64	CNN_CF_20030304.1900.04-E48
E66	CNN_CF_20030304.1900.04-E49
E67	CNN_CF_20030304.1900.04-E50
E68	CNN_CF_20030304.1900.04-E51
E69	CNN_CF_20030304.1900.04-E52
E70	CNN_CF_20030304.1900.04-E53
E71	CNN_CF_20030304.1900.04-E54
E2	CNN_CF_20030304.1900.04-E55
E72	CNN_CF_20030304.1900.04-E56
E73	CNN_CF_20030304.1900.04-E57
E74	CNN_CF_20030304.1900.04-E58
E76	CNN_CF_20030304.1900.04-E59
E77	CNN_CF_20030304.1900.04-E60
E78	CNN_CF_20030304.1900.04-E61
E79	CNN_CF_20030304.1900.04-E62
E80	CNN_CF_20030304.1900.04-E63
E81	CNN_CF_20030304.1900.04-E64
E82	CNN_CF_20030304.1900.04-E65
E83	CNN_CF_20030304.1900.04-E66
E84	CNN_CF_20030304.1900.04-E67
E85	CNN_CF_20030304.1900.04-E68
E86	CNN_CF_20030304.1900.04-E69
E87	CNN_CF_20030304.1900.04-E70
E89	CNN_CF_20030304.1900.04-E71
E90	CNN_CF_20030304.1900.04-E72
E91	CNN_CF_20030304.1900.04-E73
E3	CNN_CF_20030304.1900.04-E74
E92	CNN_CF_20030304.1900.04-E75
E93	CNN_CF_20030304.1900.04-E76
E4	CNN_CF_20030304.1900.04-E77
E6	CNN_CF_20030304.1900.04-E78
E7	CNN_CF_20030304.1900.04-E79
E8	CNN_CF_20030304.1900.04-E80
E9	CNN_CF_20030304.1900.04-E81
E10	CNN_CF_20030304.1900.04-E82
E12	CNN_CF_20030304.1900.04-E83
E13	CNN_CF_20030304.1900.04-E84
E14	CNN_CF_20030304.1900.04-E85
E15	CNN_CF_20030304.1900.04-E86
E16	CNN_CF_20030304.1900.04-E87
EM1	CNN_CF_20030304.1900.04-E26-1
EM17	CNN_CF_20030304.1900.04-E85-2
EM18	CNN_CF_20030304.1900.04-E1-3
EM19	CNN_CF_20030304.1900.04-E2-4
EM20	CNN_CF_20030304.1900.04-E3-5
EM21	CNN_CF_20030304.1900.04-E3-6
EM22	CNN_CF_20030304.1900.04-E4-7
EM23	CNN_CF_20030304.1900.04-E5-8
EM24	CNN_CF_20030304.1900.04-E6-9
EM25	CNN_CF_20030304.1900.04-E6-10
EM26	CNN_CF_20030304.1900.04-E7-11
EM27	CNN_CF_20030304.1900.04-E8-12
EM28	CNN_CF_20030304.1900.04-E6-13
EM29	CNN_CF_20030304.1900.04-E9-14
EM30	CNN_CF_20030304.1900.04-E6-15
EM31	CNN_CF_20030304.1900.04-E10-16
EM32	CNN_CF_20030304.1900.04-E10-17
EM33	CNN_CF_20030304.1900.04-E10-18
