CE12	CNN_IP_20030405.1600.00-1-CE1
CE13	CNN_IP_20030405.1600.00-1-CE2
CE14	CNN_IP_20030405.1600.00-1-CE3
CE15	CNN_IP_20030405.1600.00-1-CE4
CE16	CNN_IP_20030405.1600.00-1-CE5
CE64	CNN_IP_20030405.1600.00-1-CE6
CE18	CNN_IP_20030405.1600.00-1-CE7
CE19	CNN_IP_20030405.1600.00-1-CE8
CE20	CNN_IP_20030405.1600.00-1-CE9
CE21	CNN_IP_20030405.1600.00-1-CE10
CE22	CNN_IP_20030405.1600.00-1-CE11
CE23	CNN_IP_20030405.1600.00-1-CE12
CE24	CNN_IP_20030405.1600.00-1-CE13
CE25	CNN_IP_20030405.1600.00-1-CE14
CE65	CNN_IP_20030405.1600.00-1-CE15
CE27	CNN_IP_20030405.1600.00-1-CE16
CE28	CNN_IP_20030405.1600.00-1-CE17
CE29	CNN_IP_20030405.1600.00-1-CE18
CE30	CNN_IP_20030405.1600.00-1-CE19
CE1	CNN_IP_20030405.1600.00-1-CE20
CE31	CNN_IP_20030405.1600.00-1-CE21
CE32	CNN_IP_20030405.1600.00-1-CE22
CE33	CNN_IP_20030405.1600.00-1-CE23
CE34	CNN_IP_20030405.1600.00-1-CE24
CE35	CNN_IP_20030405.1600.00-1-CE25
CE36	CNN_IP_20030405.1600.00-1-CE26
CE38	CNN_IP_20030405.1600.00-1-CE27
CE39	CNN_IP_20030405.1600.00-1-CE28
CE40	CNN_IP_20030405.1600.00-1-CE29
CE41	CNN_IP_20030405.1600.00-1-CE30
CE42	CNN_IP_20030405.1600.00-1-CE31
CE43	CNN_IP_20030405.1600.00-1-CE32
CE44	CNN_IP_20030405.1600.00-1-CE33
CE47	CNN_IP_20030405.1600.00-1-CE34
CE48	CNN_IP_20030405.1600.00-1-CE35
CE49	CNN_IP_20030405.1600.00-1-CE36
CE50	CNN_IP_20030405.1600.00-1-CE37
CE52	CNN_IP_20030405.1600.00-1-CE38
CE53	CNN_IP_20030405.1600.00-1-CE39
CE54	CNN_IP_20030405.1600.00-1-CE40
CE55	CNN_IP_20030405.1600.00-1-CE41
CE56	CNN_IP_20030405.1600.00-1-CE42
CE57	CNN_IP_20030405.1600.00-1-CE43
CE58	CNN_IP_20030405.1600.00-1-CE44
CE59	CNN_IP_20030405.1600.00-1-CE45
CE68	CNN_IP_20030405.1600.00-1-CE46
CE62	CNN_IP_20030405.1600.00-1-CE47
CE63	CNN_IP_20030405.1600.00-1-CE48
CE66	CNN_IP_20030405.1600.00-1-CE49
CE2	CNN_IP_20030405.1600.00-1-CE50
CE67	CNN_IP_20030405.1600.00-1-CE51
CE3	CNN_IP_20030405.1600.00-1-CE52
CE4	CNN_IP_20030405.1600.00-1-CE53
CE5	CNN_IP_20030405.1600.00-1-CE54
CE6	CNN_IP_20030405.1600.00-1-CE55
CE7	CNN_IP_20030405.1600.00-1-CE56
CE8	CNN_IP_20030405.1600.00-1-CE57
CE9	CNN_IP_20030405.1600.00-1-CE58
CE10	CNN_IP_20030405.1600.00-1-CE59
CE11	CNN_IP_20030405.1600.00-1-CE60
E14	CNN_IP_20030405.1600.00-1-E1
E15	CNN_IP_20030405.1600.00-1-E2
E16	CNN_IP_20030405.1600.00-1-E3
E17	CNN_IP_20030405.1600.00-1-E4
E18	CNN_IP_20030405.1600.00-1-E5
E19	CNN_IP_20030405.1600.00-1-E6
E20	CNN_IP_20030405.1600.00-1-E7
E21	CNN_IP_20030405.1600.00-1-E8
E84	CNN_IP_20030405.1600.00-1-E9
E23	CNN_IP_20030405.1600.00-1-E10
E24	CNN_IP_20030405.1600.00-1-E11
E25	CNN_IP_20030405.1600.00-1-E12
E26	CNN_IP_20030405.1600.00-1-E13
E27	CNN_IP_20030405.1600.00-1-E14
E28	CNN_IP_20030405.1600.00-1-E15
E29	CNN_IP_20030405.1600.00-1-E16
E30	CNN_IP_20030405.1600.00-1-E17
E31	CNN_IP_20030405.1600.00-1-E18
E32	CNN_IP_20030405.1600.00-1-E19
E33	CNN_IP_20030405.1600.00-1-E20
E34	CNN_IP_20030405.1600.00-1-E21
E35	CNN_IP_20030405.1600.00-1-E22
E36	CNN_IP_20030405.1600.00-1-E23
E37	CNN_IP_20030405.1600.00-1-E24
E38	CNN_IP_20030405.1600.00-1-E25
E1	CNN_IP_20030405.1600.00-1-E26
E39	CNN_IP_20030405.1600.00-1-E27
E40	CNN_IP_20030405.1600.00-1-E28
E41	CNN_IP_20030405.1600.00-1-E29
E42	CNN_IP_20030405.1600.00-1-E30
E43	CNN_IP_20030405.1600.00-1-E31
E85	CNN_IP_20030405.1600.00-1-E32
E45	CNN_IP_20030405.1600.00-1-E33
E46	CNN_IP_20030405.1600.00-1-E34
E47	CNN_IP_20030405.1600.00-1-E35
E48	CNN_IP_20030405.1600.00-1-E36
E49	CNN_IP_20030405.1600.00-1-E37
E50	CNN_IP_20030405.1600.00-1-E38
E51	CNN_IP_20030405.1600.00-1-E39
E52	CNN_IP_20030405.1600.00-1-E40
E53	CNN_IP_20030405.1600.00-1-E41
E54	CNN_IP_20030405.1600.00-1-E42
E56	CNN_IP_20030405.1600.00-1-E43
E57	CNN_IP_20030405.1600.00-1-E44
E58	CNN_IP_20030405.1600.00-1-E45
E59	CNN_IP_20030405.1600.00-1-E46
E60	CNN_IP_20030405.1600.00-1-E47
E61	CNN_IP_20030405.1600.00-1-E48
E62	CNN_IP_20030405.1600.00-1-E49
E65	CNN_IP_20030405.1600.00-1-E50
E66	CNN_IP_20030405.1600.00-1-E51
E67	CNN_IP_20030405.1600.00-1-E52
E68	CNN_IP_20030405.1600.00-1-E53
E69	CNN_IP_20030405.1600.00-1-E54
E71	CNN_IP_20030405.1600.00-1-E55
E72	CNN_IP_20030405.1600.00-1-E56
E73	CNN_IP_20030405.1600.00-1-E57
E74	CNN_IP_20030405.1600.00-1-E58
E75	CNN_IP_20030405.1600.00-1-E59
E76	CNN_IP_20030405.1600.00-1-E60
E77	CNN_IP_20030405.1600.00-1-E61
E78	CNN_IP_20030405.1600.00-1-E62
E90	CNN_IP_20030405.1600.00-1-E63
E82	CNN_IP_20030405.1600.00-1-E64
E83	CNN_IP_20030405.1600.00-1-E65
E86	CNN_IP_20030405.1600.00-1-E66
E2	CNN_IP_20030405.1600.00-1-E67
E87	CNN_IP_20030405.1600.00-1-E68
E3	CNN_IP_20030405.1600.00-1-E69
E4	CNN_IP_20030405.1600.00-1-E70
E5	CNN_IP_20030405.1600.00-1-E71
E6	CNN_IP_20030405.1600.00-1-E72
E7	CNN_IP_20030405.1600.00-1-E73
E8	CNN_IP_20030405.1600.00-1-E74
E9	CNN_IP_20030405.1600.00-1-E75
E10	CNN_IP_20030405.1600.00-1-E76
E12	CNN_IP_20030405.1600.00-1-E77
E13	CNN_IP_20030405.1600.00-1-E78
EM1	CNN_IP_20030405.1600.00-1-E26-1
EM19	CNN_IP_20030405.1600.00-1-E1-2
EM20	CNN_IP_20030405.1600.00-1-E2-3
EM21	CNN_IP_20030405.1600.00-1-E4-4
EM22	CNN_IP_20030405.1600.00-1-E5-5
EM23	CNN_IP_20030405.1600.00-1-E6-6
EM24	CNN_IP_20030405.1600.00-1-E6-7
EM25	CNN_IP_20030405.1600.00-1-E7-8
EM26	CNN_IP_20030405.1600.00-1-E8-9
EM27	CNN_IP_20030405.1600.00-1-E3-10
EM28	CNN_IP_20030405.1600.00-1-E2-11
EM29	CNN_IP_20030405.1600.00-1-E5-12
EM30	CNN_IP_20030405.1600.00-1-E6-13
EM133	CNN_IP_20030405.1600.00-1-E72-14
EM33	CNN_IP_20030405.1600.00-1-E10-15
EM34	CNN_IP_20030405.1600.00-1-E11-16
EM35	CNN_IP_20030405.1600.00-1-E6-17
EM37	CNN_IP_20030405.1600.00-1-E67-18
EM38	CNN_IP_20030405.1600.00-1-E67-19
EM39	CNN_IP_20030405.1600.00-1-E67-20
EM40	CNN_IP_20030405.1600.00-1-E67-21
EM41	CNN_IP_20030405.1600.00-1-E12-22
EM42	CNN_IP_20030405.1600.00-1-E67-23
EM43	CNN_IP_20030405.1600.00-1-E13-24
EM45	CNN_IP_20030405.1600.00-1-E74-25
EM46	CNN_IP_20030405.1600.00-1-E14-26
EM47	CNN_IP_20030405.1600.00-1-E15-27
EM48	CNN_IP_20030405.1600.00-1-E74-28
EM49	CNN_IP_20030405.1600.00-1-E16-29
EM50	CNN_IP_20030405.1600.00-1-E1-30
EM134	CNN_IP_20030405.1600.00-1-E32-31
EM52	CNN_IP_20030405.1600.00-1-E78-32
EM53	CNN_IP_20030405.1600.00-1-E17-33
EM54	CNN_IP_20030405.1600.00-1-E18-34
EM55	CNN_IP_20030405.1600.00-1-E19-35
EM56	CNN_IP_20030405.1600.00-1-E20-36
EM57	CNN_IP_20030405.1600.00-1-E21-37
EM58	CNN_IP_20030405.1600.00-1-E22-38
EM59	CNN_IP_20030405.1600.00-1-E23-39
EM60	CNN_IP_20030405.1600.00-1-E24-40
EM61	CNN_IP_20030405.1600.00-1-E25-41
EM62	CNN_IP_20030405.1600.00-1-E27-42
EM63	CNN_IP_20030405.1600.00-1-E28-43
EM64	CNN_IP_20030405.1600.00-1-E74-44
EM65	CNN_IP_20030405.1600.00-1-E74-45
EM66	CNN_IP_20030405.1600.00-1-E74-46
EM67	CNN_IP_20030405.1600.00-1-E74-47
EM68	CNN_IP_20030405.1600.00-1-E1-48
EM69	CNN_IP_20030405.1600.00-1-E29-49
EM70	CNN_IP_20030405.1600.00-1-E30-50
EM71	CNN_IP_20030405.1600.00-1-E30-51
EM72	CNN_IP_20030405.1600.00-1-E31-52
EM74	CNN_IP_20030405.1600.00-1-E33-53
EM75	CNN_IP_20030405.1600.00-1-E31-54
EM76	CNN_IP_20030405.1600.00-1-E34-55
EM79	CNN_IP_20030405.1600.00-1-E34-56
EM80	CNN_IP_20030405.1600.00-1-E35-57
EM81	CNN_IP_20030405.1600.00-1-E67-58
EM82	CNN_IP_20030405.1600.00-1-E36-59
EM84	CNN_IP_20030405.1600.00-1-E37-60
EM85	CNN_IP_20030405.1600.00-1-E38-61
EM86	CNN_IP_20030405.1600.00-1-E39-62
EM87	CNN_IP_20030405.1600.00-1-E40-63
EM88	CNN_IP_20030405.1600.00-1-E41-64
EM89	CNN_IP_20030405.1600.00-1-E42-65
EM91	CNN_IP_20030405.1600.00-1-E43-66
EM92	CNN_IP_20030405.1600.00-1-E44-67
EM93	CNN_IP_20030405.1600.00-1-E45-68
EM94	CNN_IP_20030405.1600.00-1-E78-69
EM95	CNN_IP_20030405.1600.00-1-E46-70
EM96	CNN_IP_20030405.1600.00-1-E47-71
EM97	CNN_IP_20030405.1600.00-1-E48-72
EM98	CNN_IP_20030405.1600.00-1-E49-73
EM2	CNN_IP_20030405.1600.00-1-E67-74
EM101	CNN_IP_20030405.1600.00-1-E50-75
EM102	CNN_IP_20030405.1600.00-1-E51-76
EM103	CNN_IP_20030405.1600.00-1-E52-77
EM104	CNN_IP_20030405.1600.00-1-E53-78
EM105	CNN_IP_20030405.1600.00-1-E78-79
EM106	CNN_IP_20030405.1600.00-1-E54-80
EM108	CNN_IP_20030405.1600.00-1-E54-81
EM109	CNN_IP_20030405.1600.00-1-E54-82
EM111	CNN_IP_20030405.1600.00-1-E55-83
EM112	CNN_IP_20030405.1600.00-1-E56-84
EM113	CNN_IP_20030405.1600.00-1-E74-85
EM114	CNN_IP_20030405.1600.00-1-E57-86
EM115	CNN_IP_20030405.1600.00-1-E58-87
EM116	CNN_IP_20030405.1600.00-1-E59-88
EM117	CNN_IP_20030405.1600.00-1-E60-89
EM118	CNN_IP_20030405.1600.00-1-E61-90
EM119	CNN_IP_20030405.1600.00-1-E74-91
EM120	CNN_IP_20030405.1600.00-1-E62-92
EM121	CNN_IP_20030405.1600.00-1-E61-93
EM138	CNN_IP_20030405.1600.00-1-E63-94
EM126	CNN_IP_20030405.1600.00-1-E50-95
EM127	CNN_IP_20030405.1600.00-1-E50-96
EM128	CNN_IP_20030405.1600.00-1-E64-97
EM129	CNN_IP_20030405.1600.00-1-E48-98
EM130	CNN_IP_20030405.1600.00-1-E49-99
EM131	CNN_IP_20030405.1600.00-1-E65-100
EM136	CNN_IP_20030405.1600.00-1-E66-101
EM3	CNN_IP_20030405.1600.00-1-E69-102
EM137	CNN_IP_20030405.1600.00-1-E68-103
EM4	CNN_IP_20030405.1600.00-1-E70-104
EM5	CNN_IP_20030405.1600.00-1-E71-105
EM6	CNN_IP_20030405.1600.00-1-E72-106
EM7	CNN_IP_20030405.1600.00-1-E72-107
EM8	CNN_IP_20030405.1600.00-1-E72-108
EM9	CNN_IP_20030405.1600.00-1-E73-109
EM10	CNN_IP_20030405.1600.00-1-E71-110
EM11	CNN_IP_20030405.1600.00-1-E74-111
EM12	CNN_IP_20030405.1600.00-1-E75-112
EM13	CNN_IP_20030405.1600.00-1-E74-113
EM14	CNN_IP_20030405.1600.00-1-E76-114
EM15	CNN_IP_20030405.1600.00-1-E77-115
EM16	CNN_IP_20030405.1600.00-1-E76-116
EM132	CNN_IP_20030405.1600.00-1-E9-117
EM18	CNN_IP_20030405.1600.00-1-E78-118
R1	CNN_IP_20030405.1600.00-1-R1
R2	CNN_IP_20030405.1600.00-1-R2
R4	CNN_IP_20030405.1600.00-1-R3
R5	CNN_IP_20030405.1600.00-1-R4
R6	CNN_IP_20030405.1600.00-1-R5
R7	CNN_IP_20030405.1600.00-1-R6
R8	CNN_IP_20030405.1600.00-1-R7
R9	CNN_IP_20030405.1600.00-1-R8
R10	CNN_IP_20030405.1600.00-1-R9
R11	CNN_IP_20030405.1600.00-1-R10
R13	CNN_IP_20030405.1600.00-1-R11
R14	CNN_IP_20030405.1600.00-1-R12
R15	CNN_IP_20030405.1600.00-1-R13
R16	CNN_IP_20030405.1600.00-1-R14
R17	CNN_IP_20030405.1600.00-1-R15
R18	CNN_IP_20030405.1600.00-1-R16
R19	CNN_IP_20030405.1600.00-1-R17
R20	CNN_IP_20030405.1600.00-1-R18
R21	CNN_IP_20030405.1600.00-1-R19
R22	CNN_IP_20030405.1600.00-1-R20
R23	CNN_IP_20030405.1600.00-1-R21
R24	CNN_IP_20030405.1600.00-1-R22
R25	CNN_IP_20030405.1600.00-1-R23
R8	CNN_IP_20030405.1600.00-1-R24
R27	CNN_IP_20030405.1600.00-1-R25
R28	CNN_IP_20030405.1600.00-1-R26
R29	CNN_IP_20030405.1600.00-1-R27
R27	CNN_IP_20030405.1600.00-1-R28
R31	CNN_IP_20030405.1600.00-1-R29
R32	CNN_IP_20030405.1600.00-1-R30
R34	CNN_IP_20030405.1600.00-1-R31
R35	CNN_IP_20030405.1600.00-1-R32
R36	CNN_IP_20030405.1600.00-1-R33
R38	CNN_IP_20030405.1600.00-1-R34
RM1	CNN_IP_20030405.1600.00-1-R2-1
RM3	CNN_IP_20030405.1600.00-1-R3-1
RM4	CNN_IP_20030405.1600.00-1-R4-1
RM5	CNN_IP_20030405.1600.00-1-R4-2
RM6	CNN_IP_20030405.1600.00-1-R6-1
RM7	CNN_IP_20030405.1600.00-1-R7-1
RM8	CNN_IP_20030405.1600.00-1-R8-1
RM9	CNN_IP_20030405.1600.00-1-R9-1
RM10	CNN_IP_20030405.1600.00-1-R10-1
RM12	CNN_IP_20030405.1600.00-1-R11-1
RM13	CNN_IP_20030405.1600.00-1-R7-2
RM14	CNN_IP_20030405.1600.00-1-R12-1
RM15	CNN_IP_20030405.1600.00-1-R13-1
RM16	CNN_IP_20030405.1600.00-1-R14-1
RM17	CNN_IP_20030405.1600.00-1-R15-1
RM18	CNN_IP_20030405.1600.00-1-R16-1
RM19	CNN_IP_20030405.1600.00-1-R17-1
RM21	CNN_IP_20030405.1600.00-1-R18-1
RM22	CNN_IP_20030405.1600.00-1-R19-1
RM24	CNN_IP_20030405.1600.00-1-R20-1
RM25	CNN_IP_20030405.1600.00-1-R21-1
RM26	CNN_IP_20030405.1600.00-1-R22-1
RM27	CNN_IP_20030405.1600.00-1-R23-1
RM29	CNN_IP_20030405.1600.00-1-R25-1
RM30	CNN_IP_20030405.1600.00-1-R26-1
RM31	CNN_IP_20030405.1600.00-1-R27-1
RM33	CNN_IP_20030405.1600.00-1-R29-1
RM34	CNN_IP_20030405.1600.00-1-R30-1
RM36	CNN_IP_20030405.1600.00-1-R31-1
RM37	CNN_IP_20030405.1600.00-1-R32-1
RM38	CNN_IP_20030405.1600.00-1-R33-1
RM40	CNN_IP_20030405.1600.00-1-R34-1
RM41	CNN_IP_20030405.1600.00-1-R25-2
V1	CNN_IP_20030405.1600.00-1-EV1
V3	CNN_IP_20030405.1600.00-1-EV2
V4	CNN_IP_20030405.1600.00-1-EV3
V5	CNN_IP_20030405.1600.00-1-EV4
V6	CNN_IP_20030405.1600.00-1-EV5
V7	CNN_IP_20030405.1600.00-1-EV6
V8	CNN_IP_20030405.1600.00-1-EV7
V9	CNN_IP_20030405.1600.00-1-EV8
V10	CNN_IP_20030405.1600.00-1-EV9
V11	CNN_IP_20030405.1600.00-1-EV10
V12	CNN_IP_20030405.1600.00-1-EV11
V13	CNN_IP_20030405.1600.00-1-EV12
V14	CNN_IP_20030405.1600.00-1-EV13
V15	CNN_IP_20030405.1600.00-1-EV14
VM1	CNN_IP_20030405.1600.00-1-EV1-1
VM3	CNN_IP_20030405.1600.00-1-EV2-1
VM4	CNN_IP_20030405.1600.00-1-EV3-1
VM5	CNN_IP_20030405.1600.00-1-EV4-1
VM6	CNN_IP_20030405.1600.00-1-EV5-1
VM7	CNN_IP_20030405.1600.00-1-EV6-1
VM8	CNN_IP_20030405.1600.00-1-EV7-1
VM9	CNN_IP_20030405.1600.00-1-EV8-1
VM10	CNN_IP_20030405.1600.00-1-EV9-1
VM11	CNN_IP_20030405.1600.00-1-EV10-1
VM12	CNN_IP_20030405.1600.00-1-EV11-1
VM13	CNN_IP_20030405.1600.00-1-EV6-2
VM14	CNN_IP_20030405.1600.00-1-EV12-1
VM15	CNN_IP_20030405.1600.00-1-EV13-1
VM16	CNN_IP_20030405.1600.00-1-EV14-1
Q1	CNN_IP_20030405.1600.00-1-T1
Q2	CNN_IP_20030405.1600.00-1-T2
Q3	CNN_IP_20030405.1600.00-1-T3
Q4	CNN_IP_20030405.1600.00-1-T4
Q5	CNN_IP_20030405.1600.00-1-T5
Q6	CNN_IP_20030405.1600.00-1-T6
Q7	CNN_IP_20030405.1600.00-1-T7
Q8	CNN_IP_20030405.1600.00-1-T8
Q9	CNN_IP_20030405.1600.00-1-T9
Q10	CNN_IP_20030405.1600.00-1-T10
Q11	CNN_IP_20030405.1600.00-1-T11
Q13	CNN_IP_20030405.1600.00-1-T12
