CE7	CNN_IP_20030422.1600.05-CE1
CE8	CNN_IP_20030422.1600.05-CE2
CE9	CNN_IP_20030422.1600.05-CE3
CE10	CNN_IP_20030422.1600.05-CE4
CE11	CNN_IP_20030422.1600.05-CE5
CE13	CNN_IP_20030422.1600.05-CE6
CE14	CNN_IP_20030422.1600.05-CE7
CE15	CNN_IP_20030422.1600.05-CE8
CE1	CNN_IP_20030422.1600.05-CE9
CE2	CNN_IP_20030422.1600.05-CE10
CE3	CNN_IP_20030422.1600.05-CE11
CE4	CNN_IP_20030422.1600.05-CE12
CE5	CNN_IP_20030422.1600.05-CE13
CE6	CNN_IP_20030422.1600.05-CE14
E13	CNN_IP_20030422.1600.05-E1
E16	CNN_IP_20030422.1600.05-E2
E17	CNN_IP_20030422.1600.05-E3
E19	CNN_IP_20030422.1600.05-E4
E21	CNN_IP_20030422.1600.05-E5
E22	CNN_IP_20030422.1600.05-E6
E23	CNN_IP_20030422.1600.05-E7
E24	CNN_IP_20030422.1600.05-E8
E1	CNN_IP_20030422.1600.05-E9
E3	CNN_IP_20030422.1600.05-E10
E4	CNN_IP_20030422.1600.05-E11
E5	CNN_IP_20030422.1600.05-E12
E6	CNN_IP_20030422.1600.05-E13
E7	CNN_IP_20030422.1600.05-E14
E8	CNN_IP_20030422.1600.05-E15
E9	CNN_IP_20030422.1600.05-E16
E10	CNN_IP_20030422.1600.05-E17
E11	CNN_IP_20030422.1600.05-E18
E12	CNN_IP_20030422.1600.05-E19
EM22	CNN_IP_20030422.1600.05-E19-1
EM23	CNN_IP_20030422.1600.05-E1-2
EM25	CNN_IP_20030422.1600.05-E2-3
EM26	CNN_IP_20030422.1600.05-E3-4
EM27	CNN_IP_20030422.1600.05-E4-5
EM29	CNN_IP_20030422.1600.05-E5-6
EM30	CNN_IP_20030422.1600.05-E6-7
EM31	CNN_IP_20030422.1600.05-E6-8
EM32	CNN_IP_20030422.1600.05-E7-9
EM34	CNN_IP_20030422.1600.05-E8-10
EM3	CNN_IP_20030422.1600.05-E9-11
EM4	CNN_IP_20030422.1600.05-E10-12
EM5	CNN_IP_20030422.1600.05-E9-13
EM6	CNN_IP_20030422.1600.05-E9-14
EM7	CNN_IP_20030422.1600.05-E9-15
EM8	CNN_IP_20030422.1600.05-E11-16
EM9	CNN_IP_20030422.1600.05-E12-17
EM10	CNN_IP_20030422.1600.05-E9-18
EM12	CNN_IP_20030422.1600.05-E9-19
EM13	CNN_IP_20030422.1600.05-E9-20
EM14	CNN_IP_20030422.1600.05-E12-21
EM15	CNN_IP_20030422.1600.05-E13-22
EM16	CNN_IP_20030422.1600.05-E14-23
EM17	CNN_IP_20030422.1600.05-E15-24
EM18	CNN_IP_20030422.1600.05-E17-25
EM19	CNN_IP_20030422.1600.05-E16-26
EM20	CNN_IP_20030422.1600.05-E18-27
EM21	CNN_IP_20030422.1600.05-E19-28
R1	CNN_IP_20030422.1600.05-R1
R2	CNN_IP_20030422.1600.05-R2
R3	CNN_IP_20030422.1600.05-R3
R4	CNN_IP_20030422.1600.05-R4
R5	CNN_IP_20030422.1600.05-R5
R6	CNN_IP_20030422.1600.05-R6
RM1	CNN_IP_20030422.1600.05-R1-1
RM2	CNN_IP_20030422.1600.05-R2-1
RM3	CNN_IP_20030422.1600.05-R3-1
RM4	CNN_IP_20030422.1600.05-R4-1
RM5	CNN_IP_20030422.1600.05-R5-1
RM6	CNN_IP_20030422.1600.05-R6-1
V2	CNN_IP_20030422.1600.05-EV1
V4	CNN_IP_20030422.1600.05-EV2
VM2	CNN_IP_20030422.1600.05-EV1-1
VM4	CNN_IP_20030422.1600.05-EV2-1
Q1	CNN_IP_20030422.1600.05-T1
Q2	CNN_IP_20030422.1600.05-V1
QM2	CNN_IP_20030422.1600.05-V1-1
