CE13	CNN_IP_20030405.1600.02-CE1
CE14	CNN_IP_20030405.1600.02-CE2
CE15	CNN_IP_20030405.1600.02-CE3
CE16	CNN_IP_20030405.1600.02-CE4
CE17	CNN_IP_20030405.1600.02-CE5
CE18	CNN_IP_20030405.1600.02-CE6
CE19	CNN_IP_20030405.1600.02-CE7
CE20	CNN_IP_20030405.1600.02-CE8
CE21	CNN_IP_20030405.1600.02-CE9
CE22	CNN_IP_20030405.1600.02-CE10
CE23	CNN_IP_20030405.1600.02-CE11
CE28	CNN_IP_20030405.1600.02-CE12
CE29	CNN_IP_20030405.1600.02-CE13
CE30	CNN_IP_20030405.1600.02-CE14
CE31	CNN_IP_20030405.1600.02-CE15
CE32	CNN_IP_20030405.1600.02-CE16
CE33	CNN_IP_20030405.1600.02-CE17
CE34	CNN_IP_20030405.1600.02-CE18
CE35	CNN_IP_20030405.1600.02-CE19
CE36	CNN_IP_20030405.1600.02-CE20
CE1	CNN_IP_20030405.1600.02-CE21
CE37	CNN_IP_20030405.1600.02-CE22
CE38	CNN_IP_20030405.1600.02-CE23
CE39	CNN_IP_20030405.1600.02-CE24
CE40	CNN_IP_20030405.1600.02-CE25
CE41	CNN_IP_20030405.1600.02-CE26
CE42	CNN_IP_20030405.1600.02-CE27
CE43	CNN_IP_20030405.1600.02-CE28
CE44	CNN_IP_20030405.1600.02-CE29
CE45	CNN_IP_20030405.1600.02-CE30
CE46	CNN_IP_20030405.1600.02-CE31
CE47	CNN_IP_20030405.1600.02-CE32
CE48	CNN_IP_20030405.1600.02-CE33
CE49	CNN_IP_20030405.1600.02-CE34
CE50	CNN_IP_20030405.1600.02-CE35
CE51	CNN_IP_20030405.1600.02-CE36
CE52	CNN_IP_20030405.1600.02-CE37
CE53	CNN_IP_20030405.1600.02-CE38
CE54	CNN_IP_20030405.1600.02-CE39
CE55	CNN_IP_20030405.1600.02-CE40
CE56	CNN_IP_20030405.1600.02-CE41
CE57	CNN_IP_20030405.1600.02-CE42
CE59	CNN_IP_20030405.1600.02-CE43
CE60	CNN_IP_20030405.1600.02-CE44
CE61	CNN_IP_20030405.1600.02-CE45
CE62	CNN_IP_20030405.1600.02-CE46
CE63	CNN_IP_20030405.1600.02-CE47
CE64	CNN_IP_20030405.1600.02-CE48
CE65	CNN_IP_20030405.1600.02-CE49
CE66	CNN_IP_20030405.1600.02-CE50
CE67	CNN_IP_20030405.1600.02-CE51
CE2	CNN_IP_20030405.1600.02-CE52
CE68	CNN_IP_20030405.1600.02-CE53
CE69	CNN_IP_20030405.1600.02-CE54
CE70	CNN_IP_20030405.1600.02-CE55
CE72	CNN_IP_20030405.1600.02-CE56
CE73	CNN_IP_20030405.1600.02-CE57
CE74	CNN_IP_20030405.1600.02-CE58
CE75	CNN_IP_20030405.1600.02-CE59
CE76	CNN_IP_20030405.1600.02-CE60
CE77	CNN_IP_20030405.1600.02-CE61
CE78	CNN_IP_20030405.1600.02-CE62
CE79	CNN_IP_20030405.1600.02-CE63
CE80	CNN_IP_20030405.1600.02-CE64
CE81	CNN_IP_20030405.1600.02-CE65
CE82	CNN_IP_20030405.1600.02-CE66
CE83	CNN_IP_20030405.1600.02-CE67
CE84	CNN_IP_20030405.1600.02-CE68
CE85	CNN_IP_20030405.1600.02-CE69
CE86	CNN_IP_20030405.1600.02-CE70
CE87	CNN_IP_20030405.1600.02-CE71
CE88	CNN_IP_20030405.1600.02-CE72
CE89	CNN_IP_20030405.1600.02-CE73
CE4	CNN_IP_20030405.1600.02-CE74
CE5	CNN_IP_20030405.1600.02-CE75
CE7	CNN_IP_20030405.1600.02-CE76
CE8	CNN_IP_20030405.1600.02-CE77
CE9	CNN_IP_20030405.1600.02-CE78
CE10	CNN_IP_20030405.1600.02-CE79
CE11	CNN_IP_20030405.1600.02-CE80
CE12	CNN_IP_20030405.1600.02-CE81
E17	CNN_IP_20030405.1600.02-E1
E18	CNN_IP_20030405.1600.02-E2
E19	CNN_IP_20030405.1600.02-E3
E20	CNN_IP_20030405.1600.02-E4
E21	CNN_IP_20030405.1600.02-E5
E22	CNN_IP_20030405.1600.02-E6
E23	CNN_IP_20030405.1600.02-E7
E24	CNN_IP_20030405.1600.02-E8
E27	CNN_IP_20030405.1600.02-E9
E28	CNN_IP_20030405.1600.02-E10
E29	CNN_IP_20030405.1600.02-E11
E30	CNN_IP_20030405.1600.02-E12
E31	CNN_IP_20030405.1600.02-E13
E32	CNN_IP_20030405.1600.02-E14
E33	CNN_IP_20030405.1600.02-E15
E38	CNN_IP_20030405.1600.02-E16
E39	CNN_IP_20030405.1600.02-E17
E40	CNN_IP_20030405.1600.02-E18
E41	CNN_IP_20030405.1600.02-E19
E1	CNN_IP_20030405.1600.02-E20
E42	CNN_IP_20030405.1600.02-E21
E43	CNN_IP_20030405.1600.02-E22
E44	CNN_IP_20030405.1600.02-E23
E45	CNN_IP_20030405.1600.02-E24
E46	CNN_IP_20030405.1600.02-E25
E47	CNN_IP_20030405.1600.02-E26
E48	CNN_IP_20030405.1600.02-E27
E49	CNN_IP_20030405.1600.02-E28
E50	CNN_IP_20030405.1600.02-E29
E51	CNN_IP_20030405.1600.02-E30
E52	CNN_IP_20030405.1600.02-E31
E53	CNN_IP_20030405.1600.02-E32
E54	CNN_IP_20030405.1600.02-E33
E55	CNN_IP_20030405.1600.02-E34
E56	CNN_IP_20030405.1600.02-E35
E57	CNN_IP_20030405.1600.02-E36
E58	CNN_IP_20030405.1600.02-E37
E60	CNN_IP_20030405.1600.02-E38
E62	CNN_IP_20030405.1600.02-E39
E63	CNN_IP_20030405.1600.02-E40
E64	CNN_IP_20030405.1600.02-E41
E65	CNN_IP_20030405.1600.02-E42
E66	CNN_IP_20030405.1600.02-E43
E67	CNN_IP_20030405.1600.02-E44
E68	CNN_IP_20030405.1600.02-E45
E69	CNN_IP_20030405.1600.02-E46
E70	CNN_IP_20030405.1600.02-E47
E71	CNN_IP_20030405.1600.02-E48
E72	CNN_IP_20030405.1600.02-E49
E73	CNN_IP_20030405.1600.02-E50
E74	CNN_IP_20030405.1600.02-E51
E75	CNN_IP_20030405.1600.02-E52
E76	CNN_IP_20030405.1600.02-E53
