CE14	CNN_IP_20030407.1600.05-CE1
CE15	CNN_IP_20030407.1600.05-CE2
CE16	CNN_IP_20030407.1600.05-CE3
CE18	CNN_IP_20030407.1600.05-CE4
CE19	CNN_IP_20030407.1600.05-CE5
CE20	CNN_IP_20030407.1600.05-CE6
CE21	CNN_IP_20030407.1600.05-CE7
CE22	CNN_IP_20030407.1600.05-CE8
CE23	CNN_IP_20030407.1600.05-CE9
CE24	CNN_IP_20030407.1600.05-CE10
CE26	CNN_IP_20030407.1600.05-CE11
CE27	CNN_IP_20030407.1600.05-CE12
CE28	CNN_IP_20030407.1600.05-CE13
CE29	CNN_IP_20030407.1600.05-CE14
CE30	CNN_IP_20030407.1600.05-CE15
CE31	CNN_IP_20030407.1600.05-CE16
CE43	CNN_IP_20030407.1600.05-CE17
CE33	CNN_IP_20030407.1600.05-CE18
CE44	CNN_IP_20030407.1600.05-CE19
CE35	CNN_IP_20030407.1600.05-CE20
CE36	CNN_IP_20030407.1600.05-CE21
CE1	CNN_IP_20030407.1600.05-CE22
CE37	CNN_IP_20030407.1600.05-CE23
CE38	CNN_IP_20030407.1600.05-CE24
CE39	CNN_IP_20030407.1600.05-CE25
CE40	CNN_IP_20030407.1600.05-CE26
CE41	CNN_IP_20030407.1600.05-CE27
CE42	CNN_IP_20030407.1600.05-CE28
CE45	CNN_IP_20030407.1600.05-CE29
CE46	CNN_IP_20030407.1600.05-CE30
CE47	CNN_IP_20030407.1600.05-CE31
CE48	CNN_IP_20030407.1600.05-CE32
CE2	CNN_IP_20030407.1600.05-CE33
CE3	CNN_IP_20030407.1600.05-CE34
CE4	CNN_IP_20030407.1600.05-CE35
CE5	CNN_IP_20030407.1600.05-CE36
CE6	CNN_IP_20030407.1600.05-CE37
CE7	CNN_IP_20030407.1600.05-CE38
CE8	CNN_IP_20030407.1600.05-CE39
CE10	CNN_IP_20030407.1600.05-CE40
CE11	CNN_IP_20030407.1600.05-CE41
CE12	CNN_IP_20030407.1600.05-CE42
CE13	CNN_IP_20030407.1600.05-CE43
E18	CNN_IP_20030407.1600.05-E1
E19	CNN_IP_20030407.1600.05-E2
E20	CNN_IP_20030407.1600.05-E3
E22	CNN_IP_20030407.1600.05-E4
E23	CNN_IP_20030407.1600.05-E5
E24	CNN_IP_20030407.1600.05-E6
E25	CNN_IP_20030407.1600.05-E7
E26	CNN_IP_20030407.1600.05-E8
E27	CNN_IP_20030407.1600.05-E9
E28	CNN_IP_20030407.1600.05-E10
E30	CNN_IP_20030407.1600.05-E11
E31	CNN_IP_20030407.1600.05-E12
E32	CNN_IP_20030407.1600.05-E13
E33	CNN_IP_20030407.1600.05-E14
E34	CNN_IP_20030407.1600.05-E15
E1	CNN_IP_20030407.1600.05-E16
E35	CNN_IP_20030407.1600.05-E17
E54	CNN_IP_20030407.1600.05-E18
E37	CNN_IP_20030407.1600.05-E19
E38	CNN_IP_20030407.1600.05-E20
E55	CNN_IP_20030407.1600.05-E21
E40	CNN_IP_20030407.1600.05-E22
E42	CNN_IP_20030407.1600.05-E23
E44	CNN_IP_20030407.1600.05-E24
E45	CNN_IP_20030407.1600.05-E25
E46	CNN_IP_20030407.1600.05-E26
E47	CNN_IP_20030407.1600.05-E27
E48	CNN_IP_20030407.1600.05-E28
E49	CNN_IP_20030407.1600.05-E29
E51	CNN_IP_20030407.1600.05-E30
E52	CNN_IP_20030407.1600.05-E31
E53	CNN_IP_20030407.1600.05-E32
