CE11	CNN_CF_20030304.1900.06-1-CE1
CE13	CNN_CF_20030304.1900.06-1-CE2
CE14	CNN_CF_20030304.1900.06-1-CE3
CE15	CNN_CF_20030304.1900.06-1-CE4
CE16	CNN_CF_20030304.1900.06-1-CE5
CE17	CNN_CF_20030304.1900.06-1-CE6
CE18	CNN_CF_20030304.1900.06-1-CE7
CE21	CNN_CF_20030304.1900.06-1-CE8
CE22	CNN_CF_20030304.1900.06-1-CE9
CE23	CNN_CF_20030304.1900.06-1-CE10
CE24	CNN_CF_20030304.1900.06-1-CE11
CE25	CNN_CF_20030304.1900.06-1-CE12
CE26	CNN_CF_20030304.1900.06-1-CE13
CE27	CNN_CF_20030304.1900.06-1-CE14
CE28	CNN_CF_20030304.1900.06-1-CE15
CE29	CNN_CF_20030304.1900.06-1-CE16
CE30	CNN_CF_20030304.1900.06-1-CE17
CE32	CNN_CF_20030304.1900.06-1-CE18
CE33	CNN_CF_20030304.1900.06-1-CE19
CE1	CNN_CF_20030304.1900.06-1-CE20
CE2	CNN_CF_20030304.1900.06-1-CE21
CE3	CNN_CF_20030304.1900.06-1-CE22
CE4	CNN_CF_20030304.1900.06-1-CE23
CE5	CNN_CF_20030304.1900.06-1-CE24
CE6	CNN_CF_20030304.1900.06-1-CE25
CE7	CNN_CF_20030304.1900.06-1-CE26
CE8	CNN_CF_20030304.1900.06-1-CE27
CE9	CNN_CF_20030304.1900.06-1-CE28
CE10	CNN_CF_20030304.1900.06-1-CE29
E14	CNN_CF_20030304.1900.06-1-E1
E16	CNN_CF_20030304.1900.06-1-E2
E17	CNN_CF_20030304.1900.06-1-E3
E18	CNN_CF_20030304.1900.06-1-E4
E19	CNN_CF_20030304.1900.06-1-E5
E20	CNN_CF_20030304.1900.06-1-E6
E21	CNN_CF_20030304.1900.06-1-E7
E24	CNN_CF_20030304.1900.06-1-E8
E25	CNN_CF_20030304.1900.06-1-E9
E26	CNN_CF_20030304.1900.06-1-E10
E27	CNN_CF_20030304.1900.06-1-E11
E28	CNN_CF_20030304.1900.06-1-E12
E29	CNN_CF_20030304.1900.06-1-E13
E30	CNN_CF_20030304.1900.06-1-E14
E31	CNN_CF_20030304.1900.06-1-E15
E32	CNN_CF_20030304.1900.06-1-E16
E33	CNN_CF_20030304.1900.06-1-E17
E1	CNN_CF_20030304.1900.06-1-E18
E35	CNN_CF_20030304.1900.06-1-E19
E38	CNN_CF_20030304.1900.06-1-E20
E39	CNN_CF_20030304.1900.06-1-E21
E40	CNN_CF_20030304.1900.06-1-E22
E2	CNN_CF_20030304.1900.06-1-E23
E3	CNN_CF_20030304.1900.06-1-E24
E5	CNN_CF_20030304.1900.06-1-E25
E6	CNN_CF_20030304.1900.06-1-E26
E7	CNN_CF_20030304.1900.06-1-E27
E8	CNN_CF_20030304.1900.06-1-E28
E9	CNN_CF_20030304.1900.06-1-E29
E10	CNN_CF_20030304.1900.06-1-E30
E11	CNN_CF_20030304.1900.06-1-E31
E12	CNN_CF_20030304.1900.06-1-E32
E13	CNN_CF_20030304.1900.06-1-E33
EM1	CNN_CF_20030304.1900.06-1-E18-1
