CE10	CNN_CF_20030305.1900.00-2-CE1
CE11	CNN_CF_20030305.1900.00-2-CE2
CE13	CNN_CF_20030305.1900.00-2-CE3
CE14	CNN_CF_20030305.1900.00-2-CE4
CE15	CNN_CF_20030305.1900.00-2-CE5
CE16	CNN_CF_20030305.1900.00-2-CE6
CE17	CNN_CF_20030305.1900.00-2-CE7
CE18	CNN_CF_20030305.1900.00-2-CE8
CE19	CNN_CF_20030305.1900.00-2-CE9
CE20	CNN_CF_20030305.1900.00-2-CE10
CE21	CNN_CF_20030305.1900.00-2-CE11
CE23	CNN_CF_20030305.1900.00-2-CE12
CE2	CNN_CF_20030305.1900.00-2-CE13
CE3	CNN_CF_20030305.1900.00-2-CE14
CE4	CNN_CF_20030305.1900.00-2-CE15
CE5	CNN_CF_20030305.1900.00-2-CE16
CE6	CNN_CF_20030305.1900.00-2-CE17
CE7	CNN_CF_20030305.1900.00-2-CE18
CE8	CNN_CF_20030305.1900.00-2-CE19
CE9	CNN_CF_20030305.1900.00-2-CE20
E15	CNN_CF_20030305.1900.00-2-E1
E16	CNN_CF_20030305.1900.00-2-E2
E18	CNN_CF_20030305.1900.00-2-E3
E19	CNN_CF_20030305.1900.00-2-E4
E20	CNN_CF_20030305.1900.00-2-E5
E21	CNN_CF_20030305.1900.00-2-E6
E22	CNN_CF_20030305.1900.00-2-E7
E23	CNN_CF_20030305.1900.00-2-E8
E24	CNN_CF_20030305.1900.00-2-E9
E25	CNN_CF_20030305.1900.00-2-E10
E26	CNN_CF_20030305.1900.00-2-E11
E27	CNN_CF_20030305.1900.00-2-E12
E28	CNN_CF_20030305.1900.00-2-E13
E29	CNN_CF_20030305.1900.00-2-E14
E30	CNN_CF_20030305.1900.00-2-E15
E32	CNN_CF_20030305.1900.00-2-E16
E33	CNN_CF_20030305.1900.00-2-E17
E2	CNN_CF_20030305.1900.00-2-E18
E3	CNN_CF_20030305.1900.00-2-E19
E4	CNN_CF_20030305.1900.00-2-E20
E5	CNN_CF_20030305.1900.00-2-E21
E6	CNN_CF_20030305.1900.00-2-E22
E7	CNN_CF_20030305.1900.00-2-E23
E8	CNN_CF_20030305.1900.00-2-E24
E9	CNN_CF_20030305.1900.00-2-E25
E10	CNN_CF_20030305.1900.00-2-E26
E11	CNN_CF_20030305.1900.00-2-E27
E12	CNN_CF_20030305.1900.00-2-E28
E13	CNN_CF_20030305.1900.00-2-E29
E14	CNN_CF_20030305.1900.00-2-E30
EM20	CNN_CF_20030305.1900.00-2-E23-1
EM21	CNN_CF_20030305.1900.00-2-E1-2
EM22	CNN_CF_20030305.1900.00-2-E23-3
EM23	CNN_CF_20030305.1900.00-2-E21-4
EM24	CNN_CF_20030305.1900.00-2-E2-5
