CE8	CNN_CF_20030305.1900.00-3-CE1
CE35	CNN_CF_20030305.1900.00-3-CE2
CE10	CNN_CF_20030305.1900.00-3-CE3
CE11	CNN_CF_20030305.1900.00-3-CE4
CE12	CNN_CF_20030305.1900.00-3-CE5
CE13	CNN_CF_20030305.1900.00-3-CE6
CE14	CNN_CF_20030305.1900.00-3-CE7
CE15	CNN_CF_20030305.1900.00-3-CE8
CE16	CNN_CF_20030305.1900.00-3-CE9
CE17	CNN_CF_20030305.1900.00-3-CE10
CE18	CNN_CF_20030305.1900.00-3-CE11
CE19	CNN_CF_20030305.1900.00-3-CE12
CE20	CNN_CF_20030305.1900.00-3-CE13
CE21	CNN_CF_20030305.1900.00-3-CE14
CE22	CNN_CF_20030305.1900.00-3-CE15
CE23	CNN_CF_20030305.1900.00-3-CE16
CE24	CNN_CF_20030305.1900.00-3-CE17
CE25	CNN_CF_20030305.1900.00-3-CE18
CE26	CNN_CF_20030305.1900.00-3-CE19
CE27	CNN_CF_20030305.1900.00-3-CE20
CE28	CNN_CF_20030305.1900.00-3-CE21
CE29	CNN_CF_20030305.1900.00-3-CE22
CE30	CNN_CF_20030305.1900.00-3-CE23
CE31	CNN_CF_20030305.1900.00-3-CE24
CE32	CNN_CF_20030305.1900.00-3-CE25
CE33	CNN_CF_20030305.1900.00-3-CE26
CE1	CNN_CF_20030305.1900.00-3-CE27
CE34	CNN_CF_20030305.1900.00-3-CE28
CE2	CNN_CF_20030305.1900.00-3-CE29
CE3	CNN_CF_20030305.1900.00-3-CE30
CE4	CNN_CF_20030305.1900.00-3-CE31
CE5	CNN_CF_20030305.1900.00-3-CE32
CE6	CNN_CF_20030305.1900.00-3-CE33
CE7	CNN_CF_20030305.1900.00-3-CE34
E12	CNN_CF_20030305.1900.00-3-E1
E50	CNN_CF_20030305.1900.00-3-E2
E14	CNN_CF_20030305.1900.00-3-E3
E15	CNN_CF_20030305.1900.00-3-E4
E16	CNN_CF_20030305.1900.00-3-E5
E17	CNN_CF_20030305.1900.00-3-E6
E18	CNN_CF_20030305.1900.00-3-E7
E19	CNN_CF_20030305.1900.00-3-E8
E20	CNN_CF_20030305.1900.00-3-E9
E21	CNN_CF_20030305.1900.00-3-E10
E22	CNN_CF_20030305.1900.00-3-E11
E23	CNN_CF_20030305.1900.00-3-E12
E24	CNN_CF_20030305.1900.00-3-E13
E25	CNN_CF_20030305.1900.00-3-E14
E26	CNN_CF_20030305.1900.00-3-E15
E27	CNN_CF_20030305.1900.00-3-E16
E28	CNN_CF_20030305.1900.00-3-E17
E29	CNN_CF_20030305.1900.00-3-E18
E30	CNN_CF_20030305.1900.00-3-E19
E31	CNN_CF_20030305.1900.00-3-E20
E32	CNN_CF_20030305.1900.00-3-E21
E33	CNN_CF_20030305.1900.00-3-E22
E34	CNN_CF_20030305.1900.00-3-E23
E1	CNN_CF_20030305.1900.00-3-E24
E35	CNN_CF_20030305.1900.00-3-E25
E36	CNN_CF_20030305.1900.00-3-E26
E38	CNN_CF_20030305.1900.00-3-E27
E39	CNN_CF_20030305.1900.00-3-E28
E40	CNN_CF_20030305.1900.00-3-E29
E41	CNN_CF_20030305.1900.00-3-E30
E42	CNN_CF_20030305.1900.00-3-E31
E43	CNN_CF_20030305.1900.00-3-E32
E44	CNN_CF_20030305.1900.00-3-E33
E45	CNN_CF_20030305.1900.00-3-E34
E46	CNN_CF_20030305.1900.00-3-E35
E47	CNN_CF_20030305.1900.00-3-E36
E48	CNN_CF_20030305.1900.00-3-E37
E2	CNN_CF_20030305.1900.00-3-E38
E4	CNN_CF_20030305.1900.00-3-E39
E6	CNN_CF_20030305.1900.00-3-E40
E7	CNN_CF_20030305.1900.00-3-E41
E8	CNN_CF_20030305.1900.00-3-E42
E9	CNN_CF_20030305.1900.00-3-E43
E10	CNN_CF_20030305.1900.00-3-E44
E11	CNN_CF_20030305.1900.00-3-E45
EM1	CNN_CF_20030305.1900.00-3-E24-1
EM23	CNN_CF_20030305.1900.00-3-E44-2
EM25	CNN_CF_20030305.1900.00-3-E24-3
EM26	CNN_CF_20030305.1900.00-3-E3-4
EM27	CNN_CF_20030305.1900.00-3-E24-5
