CE13	CNN_IP_20030402.1600.00-4-CE1
CE14	CNN_IP_20030402.1600.00-4-CE2
CE16	CNN_IP_20030402.1600.00-4-CE3
CE17	CNN_IP_20030402.1600.00-4-CE4
CE18	CNN_IP_20030402.1600.00-4-CE5
CE19	CNN_IP_20030402.1600.00-4-CE6
CE20	CNN_IP_20030402.1600.00-4-CE7
CE21	CNN_IP_20030402.1600.00-4-CE8
CE22	CNN_IP_20030402.1600.00-4-CE9
CE23	CNN_IP_20030402.1600.00-4-CE10
CE24	CNN_IP_20030402.1600.00-4-CE11
CE25	CNN_IP_20030402.1600.00-4-CE12
CE26	CNN_IP_20030402.1600.00-4-CE13
CE27	CNN_IP_20030402.1600.00-4-CE14
CE28	CNN_IP_20030402.1600.00-4-CE15
CE29	CNN_IP_20030402.1600.00-4-CE16
CE31	CNN_IP_20030402.1600.00-4-CE17
CE32	CNN_IP_20030402.1600.00-4-CE18
CE1	CNN_IP_20030402.1600.00-4-CE19
CE33	CNN_IP_20030402.1600.00-4-CE20
CE34	CNN_IP_20030402.1600.00-4-CE21
CE35	CNN_IP_20030402.1600.00-4-CE22
CE74	CNN_IP_20030402.1600.00-4-CE23
CE37	CNN_IP_20030402.1600.00-4-CE24
CE38	CNN_IP_20030402.1600.00-4-CE25
CE75	CNN_IP_20030402.1600.00-4-CE26
CE39	CNN_IP_20030402.1600.00-4-CE27
CE40	CNN_IP_20030402.1600.00-4-CE28
CE41	CNN_IP_20030402.1600.00-4-CE29
CE42	CNN_IP_20030402.1600.00-4-CE30
CE43	CNN_IP_20030402.1600.00-4-CE31
CE44	CNN_IP_20030402.1600.00-4-CE32
CE45	CNN_IP_20030402.1600.00-4-CE33
CE46	CNN_IP_20030402.1600.00-4-CE34
CE47	CNN_IP_20030402.1600.00-4-CE35
CE48	CNN_IP_20030402.1600.00-4-CE36
CE49	CNN_IP_20030402.1600.00-4-CE37
CE50	CNN_IP_20030402.1600.00-4-CE38
CE51	CNN_IP_20030402.1600.00-4-CE39
CE52	CNN_IP_20030402.1600.00-4-CE40
CE53	CNN_IP_20030402.1600.00-4-CE41
CE54	CNN_IP_20030402.1600.00-4-CE42
CE55	CNN_IP_20030402.1600.00-4-CE43
CE56	CNN_IP_20030402.1600.00-4-CE44
CE57	CNN_IP_20030402.1600.00-4-CE45
CE58	CNN_IP_20030402.1600.00-4-CE46
CE59	CNN_IP_20030402.1600.00-4-CE47
CE60	CNN_IP_20030402.1600.00-4-CE48
CE61	CNN_IP_20030402.1600.00-4-CE49
CE62	CNN_IP_20030402.1600.00-4-CE50
CE63	CNN_IP_20030402.1600.00-4-CE51
CE2	CNN_IP_20030402.1600.00-4-CE52
CE64	CNN_IP_20030402.1600.00-4-CE53
CE65	CNN_IP_20030402.1600.00-4-CE54
CE66	CNN_IP_20030402.1600.00-4-CE55
CE67	CNN_IP_20030402.1600.00-4-CE56
CE68	CNN_IP_20030402.1600.00-4-CE57
CE69	CNN_IP_20030402.1600.00-4-CE58
CE70	CNN_IP_20030402.1600.00-4-CE59
CE71	CNN_IP_20030402.1600.00-4-CE60
CE72	CNN_IP_20030402.1600.00-4-CE61
CE73	CNN_IP_20030402.1600.00-4-CE62
CE3	CNN_IP_20030402.1600.00-4-CE63
CE4	CNN_IP_20030402.1600.00-4-CE64
CE5	CNN_IP_20030402.1600.00-4-CE65
CE6	CNN_IP_20030402.1600.00-4-CE66
CE7	CNN_IP_20030402.1600.00-4-CE67
CE8	CNN_IP_20030402.1600.00-4-CE68
CE9	CNN_IP_20030402.1600.00-4-CE69
CE10	CNN_IP_20030402.1600.00-4-CE70
CE11	CNN_IP_20030402.1600.00-4-CE71
CE12	CNN_IP_20030402.1600.00-4-CE72
E16	CNN_IP_20030402.1600.00-4-E1
E17	CNN_IP_20030402.1600.00-4-E2
E18	CNN_IP_20030402.1600.00-4-E3
E21	CNN_IP_20030402.1600.00-4-E4
E22	CNN_IP_20030402.1600.00-4-E5
E23	CNN_IP_20030402.1600.00-4-E6
E24	CNN_IP_20030402.1600.00-4-E7
E25	CNN_IP_20030402.1600.00-4-E8
E27	CNN_IP_20030402.1600.00-4-E9
E28	CNN_IP_20030402.1600.00-4-E10
E29	CNN_IP_20030402.1600.00-4-E11
E30	CNN_IP_20030402.1600.00-4-E12
E31	CNN_IP_20030402.1600.00-4-E13
E32	CNN_IP_20030402.1600.00-4-E14
E33	CNN_IP_20030402.1600.00-4-E15
E34	CNN_IP_20030402.1600.00-4-E16
E35	CNN_IP_20030402.1600.00-4-E17
E36	CNN_IP_20030402.1600.00-4-E18
E1	CNN_IP_20030402.1600.00-4-E19
E37	CNN_IP_20030402.1600.00-4-E20
E39	CNN_IP_20030402.1600.00-4-E21
E40	CNN_IP_20030402.1600.00-4-E22
E102	CNN_IP_20030402.1600.00-4-E23
E42	CNN_IP_20030402.1600.00-4-E24
E43	CNN_IP_20030402.1600.00-4-E25
E44	CNN_IP_20030402.1600.00-4-E26
E45	CNN_IP_20030402.1600.00-4-E27
E46	CNN_IP_20030402.1600.00-4-E28
E47	CNN_IP_20030402.1600.00-4-E29
E48	CNN_IP_20030402.1600.00-4-E30
E49	CNN_IP_20030402.1600.00-4-E31
E51	CNN_IP_20030402.1600.00-4-E32
E52	CNN_IP_20030402.1600.00-4-E33
E103	CNN_IP_20030402.1600.00-4-E34
E53	CNN_IP_20030402.1600.00-4-E35
E54	CNN_IP_20030402.1600.00-4-E36
E55	CNN_IP_20030402.1600.00-4-E37
E56	CNN_IP_20030402.1600.00-4-E38
E57	CNN_IP_20030402.1600.00-4-E39
E58	CNN_IP_20030402.1600.00-4-E40
E59	CNN_IP_20030402.1600.00-4-E41
E60	CNN_IP_20030402.1600.00-4-E42
E61	CNN_IP_20030402.1600.00-4-E43
E62	CNN_IP_20030402.1600.00-4-E44
E64	CNN_IP_20030402.1600.00-4-E45
E65	CNN_IP_20030402.1600.00-4-E46
E66	CNN_IP_20030402.1600.00-4-E47
E67	CNN_IP_20030402.1600.00-4-E48
E68	CNN_IP_20030402.1600.00-4-E49
E69	CNN_IP_20030402.1600.00-4-E50
E70	CNN_IP_20030402.1600.00-4-E51
E71	CNN_IP_20030402.1600.00-4-E52
E72	CNN_IP_20030402.1600.00-4-E53
E73	CNN_IP_20030402.1600.00-4-E54
E74	CNN_IP_20030402.1600.00-4-E55
E75	CNN_IP_20030402.1600.00-4-E56
