CE12	CNN_IP_20030408.1600.04-CE1
CE13	CNN_IP_20030408.1600.04-CE2
CE14	CNN_IP_20030408.1600.04-CE3
CE15	CNN_IP_20030408.1600.04-CE4
CE16	CNN_IP_20030408.1600.04-CE5
CE17	CNN_IP_20030408.1600.04-CE6
CE18	CNN_IP_20030408.1600.04-CE7
CE19	CNN_IP_20030408.1600.04-CE8
CE20	CNN_IP_20030408.1600.04-CE9
CE21	CNN_IP_20030408.1600.04-CE10
CE22	CNN_IP_20030408.1600.04-CE11
CE23	CNN_IP_20030408.1600.04-CE12
CE24	CNN_IP_20030408.1600.04-CE13
CE25	CNN_IP_20030408.1600.04-CE14
CE26	CNN_IP_20030408.1600.04-CE15
CE27	CNN_IP_20030408.1600.04-CE16
CE28	CNN_IP_20030408.1600.04-CE17
CE29	CNN_IP_20030408.1600.04-CE18
CE30	CNN_IP_20030408.1600.04-CE19
CE32	CNN_IP_20030408.1600.04-CE20
CE33	CNN_IP_20030408.1600.04-CE21
CE34	CNN_IP_20030408.1600.04-CE22
CE37	CNN_IP_20030408.1600.04-CE23
CE38	CNN_IP_20030408.1600.04-CE24
CE41	CNN_IP_20030408.1600.04-CE25
CE43	CNN_IP_20030408.1600.04-CE26
CE1	CNN_IP_20030408.1600.04-CE27
CE44	CNN_IP_20030408.1600.04-CE28
CE45	CNN_IP_20030408.1600.04-CE29
CE46	CNN_IP_20030408.1600.04-CE30
CE47	CNN_IP_20030408.1600.04-CE31
CE49	CNN_IP_20030408.1600.04-CE32
CE97	CNN_IP_20030408.1600.04-CE33
CE51	CNN_IP_20030408.1600.04-CE34
CE52	CNN_IP_20030408.1600.04-CE35
CE53	CNN_IP_20030408.1600.04-CE36
CE55	CNN_IP_20030408.1600.04-CE37
CE56	CNN_IP_20030408.1600.04-CE38
CE57	CNN_IP_20030408.1600.04-CE39
CE58	CNN_IP_20030408.1600.04-CE40
CE59	CNN_IP_20030408.1600.04-CE41
CE60	CNN_IP_20030408.1600.04-CE42
CE61	CNN_IP_20030408.1600.04-CE43
CE62	CNN_IP_20030408.1600.04-CE44
CE63	CNN_IP_20030408.1600.04-CE45
CE64	CNN_IP_20030408.1600.04-CE46
CE65	CNN_IP_20030408.1600.04-CE47
CE66	CNN_IP_20030408.1600.04-CE48
CE67	CNN_IP_20030408.1600.04-CE49
CE68	CNN_IP_20030408.1600.04-CE50
CE70	CNN_IP_20030408.1600.04-CE51
CE71	CNN_IP_20030408.1600.04-CE52
CE72	CNN_IP_20030408.1600.04-CE53
CE73	CNN_IP_20030408.1600.04-CE54
CE74	CNN_IP_20030408.1600.04-CE55
CE75	CNN_IP_20030408.1600.04-CE56
CE76	CNN_IP_20030408.1600.04-CE57
CE77	CNN_IP_20030408.1600.04-CE58
CE78	CNN_IP_20030408.1600.04-CE59
CE79	CNN_IP_20030408.1600.04-CE60
CE80	CNN_IP_20030408.1600.04-CE61
CE81	CNN_IP_20030408.1600.04-CE62
CE82	CNN_IP_20030408.1600.04-CE63
CE83	CNN_IP_20030408.1600.04-CE64
CE2	CNN_IP_20030408.1600.04-CE65
CE84	CNN_IP_20030408.1600.04-CE66
CE85	CNN_IP_20030408.1600.04-CE67
