CE12	CNN_CF_20030305.1900.02-CE1
CE13	CNN_CF_20030305.1900.02-CE2
CE14	CNN_CF_20030305.1900.02-CE3
CE15	CNN_CF_20030305.1900.02-CE4
CE16	CNN_CF_20030305.1900.02-CE5
CE17	CNN_CF_20030305.1900.02-CE6
CE40	CNN_CF_20030305.1900.02-CE7
CE18	CNN_CF_20030305.1900.02-CE8
CE19	CNN_CF_20030305.1900.02-CE9
CE20	CNN_CF_20030305.1900.02-CE10
CE21	CNN_CF_20030305.1900.02-CE11
CE22	CNN_CF_20030305.1900.02-CE12
CE23	CNN_CF_20030305.1900.02-CE13
CE24	CNN_CF_20030305.1900.02-CE14
CE25	CNN_CF_20030305.1900.02-CE15
CE26	CNN_CF_20030305.1900.02-CE16
CE27	CNN_CF_20030305.1900.02-CE17
CE28	CNN_CF_20030305.1900.02-CE18
CE29	CNN_CF_20030305.1900.02-CE19
CE30	CNN_CF_20030305.1900.02-CE20
CE31	CNN_CF_20030305.1900.02-CE21
CE1	CNN_CF_20030305.1900.02-CE22
CE32	CNN_CF_20030305.1900.02-CE23
CE33	CNN_CF_20030305.1900.02-CE24
CE34	CNN_CF_20030305.1900.02-CE25
CE41	CNN_CF_20030305.1900.02-CE26
CE35	CNN_CF_20030305.1900.02-CE27
CE36	CNN_CF_20030305.1900.02-CE28
CE37	CNN_CF_20030305.1900.02-CE29
CE39	CNN_CF_20030305.1900.02-CE30
CE42	CNN_CF_20030305.1900.02-CE31
CE43	CNN_CF_20030305.1900.02-CE32
CE44	CNN_CF_20030305.1900.02-CE33
CE45	CNN_CF_20030305.1900.02-CE34
CE46	CNN_CF_20030305.1900.02-CE35
CE47	CNN_CF_20030305.1900.02-CE36
CE48	CNN_CF_20030305.1900.02-CE37
CE49	CNN_CF_20030305.1900.02-CE38
CE50	CNN_CF_20030305.1900.02-CE39
CE52	CNN_CF_20030305.1900.02-CE40
CE53	CNN_CF_20030305.1900.02-CE41
CE54	CNN_CF_20030305.1900.02-CE42
CE2	CNN_CF_20030305.1900.02-CE43
CE55	CNN_CF_20030305.1900.02-CE44
CE56	CNN_CF_20030305.1900.02-CE45
CE57	CNN_CF_20030305.1900.02-CE46
CE58	CNN_CF_20030305.1900.02-CE47
CE59	CNN_CF_20030305.1900.02-CE48
CE60	CNN_CF_20030305.1900.02-CE49
CE61	CNN_CF_20030305.1900.02-CE50
CE62	CNN_CF_20030305.1900.02-CE51
CE63	CNN_CF_20030305.1900.02-CE52
CE64	CNN_CF_20030305.1900.02-CE53
CE65	CNN_CF_20030305.1900.02-CE54
CE66	CNN_CF_20030305.1900.02-CE55
CE67	CNN_CF_20030305.1900.02-CE56
CE69	CNN_CF_20030305.1900.02-CE57
CE3	CNN_CF_20030305.1900.02-CE58
CE4	CNN_CF_20030305.1900.02-CE59
CE5	CNN_CF_20030305.1900.02-CE60
CE6	CNN_CF_20030305.1900.02-CE61
CE7	CNN_CF_20030305.1900.02-CE62
CE8	CNN_CF_20030305.1900.02-CE63
CE9	CNN_CF_20030305.1900.02-CE64
CE10	CNN_CF_20030305.1900.02-CE65
CE11	CNN_CF_20030305.1900.02-CE66
E15	CNN_CF_20030305.1900.02-E1
E16	CNN_CF_20030305.1900.02-E2
E17	CNN_CF_20030305.1900.02-E3
E18	CNN_CF_20030305.1900.02-E4
E19	CNN_CF_20030305.1900.02-E5
E20	CNN_CF_20030305.1900.02-E6
E22	CNN_CF_20030305.1900.02-E7
E60	CNN_CF_20030305.1900.02-E8
E24	CNN_CF_20030305.1900.02-E9
E25	CNN_CF_20030305.1900.02-E10
E26	CNN_CF_20030305.1900.02-E11
E27	CNN_CF_20030305.1900.02-E12
E28	CNN_CF_20030305.1900.02-E13
E29	CNN_CF_20030305.1900.02-E14
E30	CNN_CF_20030305.1900.02-E15
E31	CNN_CF_20030305.1900.02-E16
E32	CNN_CF_20030305.1900.02-E17
E33	CNN_CF_20030305.1900.02-E18
E34	CNN_CF_20030305.1900.02-E19
E35	CNN_CF_20030305.1900.02-E20
E36	CNN_CF_20030305.1900.02-E21
E1	CNN_CF_20030305.1900.02-E22
E37	CNN_CF_20030305.1900.02-E23
E38	CNN_CF_20030305.1900.02-E24
E39	CNN_CF_20030305.1900.02-E25
E40	CNN_CF_20030305.1900.02-E26
E41	CNN_CF_20030305.1900.02-E27
E42	CNN_CF_20030305.1900.02-E28
E43	CNN_CF_20030305.1900.02-E29
E44	CNN_CF_20030305.1900.02-E30
E45	CNN_CF_20030305.1900.02-E31
E46	CNN_CF_20030305.1900.02-E32
E47	CNN_CF_20030305.1900.02-E33
E48	CNN_CF_20030305.1900.02-E34
E49	CNN_CF_20030305.1900.02-E35
E50	CNN_CF_20030305.1900.02-E36
E51	CNN_CF_20030305.1900.02-E37
E52	CNN_CF_20030305.1900.02-E38
E53	CNN_CF_20030305.1900.02-E39
E61	CNN_CF_20030305.1900.02-E40
E54	CNN_CF_20030305.1900.02-E41
E55	CNN_CF_20030305.1900.02-E42
E56	CNN_CF_20030305.1900.02-E43
E57	CNN_CF_20030305.1900.02-E44
E59	CNN_CF_20030305.1900.02-E45
E100	CNN_CF_20030305.1900.02-E46
E63	CNN_CF_20030305.1900.02-E47
E64	CNN_CF_20030305.1900.02-E48
E65	CNN_CF_20030305.1900.02-E49
E66	CNN_CF_20030305.1900.02-E50
E67	CNN_CF_20030305.1900.02-E51
E68	CNN_CF_20030305.1900.02-E52
E69	CNN_CF_20030305.1900.02-E53
E70	CNN_CF_20030305.1900.02-E54
E71	CNN_CF_20030305.1900.02-E55
E2	CNN_CF_20030305.1900.02-E56
E72	CNN_CF_20030305.1900.02-E57
E74	CNN_CF_20030305.1900.02-E58
E76	CNN_CF_20030305.1900.02-E59
E78	CNN_CF_20030305.1900.02-E60
E79	CNN_CF_20030305.1900.02-E61
E80	CNN_CF_20030305.1900.02-E62
E81	CNN_CF_20030305.1900.02-E63
E82	CNN_CF_20030305.1900.02-E64
E83	CNN_CF_20030305.1900.02-E65
E84	CNN_CF_20030305.1900.02-E66
E85	CNN_CF_20030305.1900.02-E67
E86	CNN_CF_20030305.1900.02-E68
E87	CNN_CF_20030305.1900.02-E69
E88	CNN_CF_20030305.1900.02-E70
E89	CNN_CF_20030305.1900.02-E71
E90	CNN_CF_20030305.1900.02-E72
E91	CNN_CF_20030305.1900.02-E73
E92	CNN_CF_20030305.1900.02-E74
E93	CNN_CF_20030305.1900.02-E75
E94	CNN_CF_20030305.1900.02-E76
E95	CNN_CF_20030305.1900.02-E77
E96	CNN_CF_20030305.1900.02-E78
E97	CNN_CF_20030305.1900.02-E79
E99	CNN_CF_20030305.1900.02-E80
E4	CNN_CF_20030305.1900.02-E81
E5	CNN_CF_20030305.1900.02-E82
E6	CNN_CF_20030305.1900.02-E83
E7	CNN_CF_20030305.1900.02-E84
E8	CNN_CF_20030305.1900.02-E85
E9	CNN_CF_20030305.1900.02-E86
E10	CNN_CF_20030305.1900.02-E87
E11	CNN_CF_20030305.1900.02-E88
E12	CNN_CF_20030305.1900.02-E89
E13	CNN_CF_20030305.1900.02-E90
E14	CNN_CF_20030305.1900.02-E91
EM1	CNN_CF_20030305.1900.02-E22-1
EM19	CNN_CF_20030305.1900.02-E3-2
EM20	CNN_CF_20030305.1900.02-E90-3
EM21	CNN_CF_20030305.1900.02-E4-4
