CE15	CNN_IP_20030329.1600.02-CE1
CE16	CNN_IP_20030329.1600.02-CE2
CE17	CNN_IP_20030329.1600.02-CE3
CE18	CNN_IP_20030329.1600.02-CE4
CE19	CNN_IP_20030329.1600.02-CE5
CE21	CNN_IP_20030329.1600.02-CE6
CE22	CNN_IP_20030329.1600.02-CE7
CE23	CNN_IP_20030329.1600.02-CE8
CE24	CNN_IP_20030329.1600.02-CE9
CE25	CNN_IP_20030329.1600.02-CE10
CE26	CNN_IP_20030329.1600.02-CE11
CE27	CNN_IP_20030329.1600.02-CE12
CE28	CNN_IP_20030329.1600.02-CE13
CE29	CNN_IP_20030329.1600.02-CE14
CE30	CNN_IP_20030329.1600.02-CE15
CE31	CNN_IP_20030329.1600.02-CE16
CE32	CNN_IP_20030329.1600.02-CE17
CE33	CNN_IP_20030329.1600.02-CE18
CE34	CNN_IP_20030329.1600.02-CE19
CE35	CNN_IP_20030329.1600.02-CE20
CE36	CNN_IP_20030329.1600.02-CE21
CE1	CNN_IP_20030329.1600.02-CE22
CE37	CNN_IP_20030329.1600.02-CE23
CE38	CNN_IP_20030329.1600.02-CE24
CE39	CNN_IP_20030329.1600.02-CE25
CE40	CNN_IP_20030329.1600.02-CE26
CE41	CNN_IP_20030329.1600.02-CE27
CE42	CNN_IP_20030329.1600.02-CE28
CE43	CNN_IP_20030329.1600.02-CE29
CE44	CNN_IP_20030329.1600.02-CE30
CE45	CNN_IP_20030329.1600.02-CE31
CE46	CNN_IP_20030329.1600.02-CE32
CE47	CNN_IP_20030329.1600.02-CE33
CE48	CNN_IP_20030329.1600.02-CE34
CE49	CNN_IP_20030329.1600.02-CE35
CE50	CNN_IP_20030329.1600.02-CE36
CE51	CNN_IP_20030329.1600.02-CE37
CE52	CNN_IP_20030329.1600.02-CE38
CE53	CNN_IP_20030329.1600.02-CE39
CE54	CNN_IP_20030329.1600.02-CE40
CE55	CNN_IP_20030329.1600.02-CE41
CE2	CNN_IP_20030329.1600.02-CE42
CE56	CNN_IP_20030329.1600.02-CE43
CE57	CNN_IP_20030329.1600.02-CE44
CE58	CNN_IP_20030329.1600.02-CE45
CE59	CNN_IP_20030329.1600.02-CE46
CE60	CNN_IP_20030329.1600.02-CE47
CE61	CNN_IP_20030329.1600.02-CE48
CE3	CNN_IP_20030329.1600.02-CE49
CE4	CNN_IP_20030329.1600.02-CE50
CE5	CNN_IP_20030329.1600.02-CE51
CE6	CNN_IP_20030329.1600.02-CE52
CE7	CNN_IP_20030329.1600.02-CE53
CE8	CNN_IP_20030329.1600.02-CE54
CE9	CNN_IP_20030329.1600.02-CE55
CE10	CNN_IP_20030329.1600.02-CE56
CE11	CNN_IP_20030329.1600.02-CE57
CE12	CNN_IP_20030329.1600.02-CE58
CE13	CNN_IP_20030329.1600.02-CE59
E18	CNN_IP_20030329.1600.02-E1
E19	CNN_IP_20030329.1600.02-E2
E20	CNN_IP_20030329.1600.02-E3
E21	CNN_IP_20030329.1600.02-E4
E22	CNN_IP_20030329.1600.02-E5
E24	CNN_IP_20030329.1600.02-E6
E26	CNN_IP_20030329.1600.02-E7
E27	CNN_IP_20030329.1600.02-E8
E28	CNN_IP_20030329.1600.02-E9
E29	CNN_IP_20030329.1600.02-E10
E30	CNN_IP_20030329.1600.02-E11
E31	CNN_IP_20030329.1600.02-E12
E32	CNN_IP_20030329.1600.02-E13
E33	CNN_IP_20030329.1600.02-E14
E35	CNN_IP_20030329.1600.02-E15
E36	CNN_IP_20030329.1600.02-E16
E37	CNN_IP_20030329.1600.02-E17
E38	CNN_IP_20030329.1600.02-E18
E39	CNN_IP_20030329.1600.02-E19
E40	CNN_IP_20030329.1600.02-E20
E41	CNN_IP_20030329.1600.02-E21
E1	CNN_IP_20030329.1600.02-E22
E42	CNN_IP_20030329.1600.02-E23
E43	CNN_IP_20030329.1600.02-E24
E44	CNN_IP_20030329.1600.02-E25
E45	CNN_IP_20030329.1600.02-E26
E46	CNN_IP_20030329.1600.02-E27
E47	CNN_IP_20030329.1600.02-E28
E48	CNN_IP_20030329.1600.02-E29
E49	CNN_IP_20030329.1600.02-E30
E50	CNN_IP_20030329.1600.02-E31
E51	CNN_IP_20030329.1600.02-E32
E52	CNN_IP_20030329.1600.02-E33
E53	CNN_IP_20030329.1600.02-E34
E54	CNN_IP_20030329.1600.02-E35
E55	CNN_IP_20030329.1600.02-E36
E56	CNN_IP_20030329.1600.02-E37
E57	CNN_IP_20030329.1600.02-E38
E58	CNN_IP_20030329.1600.02-E39
E59	CNN_IP_20030329.1600.02-E40
E60	CNN_IP_20030329.1600.02-E41
E61	CNN_IP_20030329.1600.02-E42
E62	CNN_IP_20030329.1600.02-E43
E63	CNN_IP_20030329.1600.02-E44
E64	CNN_IP_20030329.1600.02-E45
E65	CNN_IP_20030329.1600.02-E46
E66	CNN_IP_20030329.1600.02-E47
E67	CNN_IP_20030329.1600.02-E48
E68	CNN_IP_20030329.1600.02-E49
E69	CNN_IP_20030329.1600.02-E50
E70	CNN_IP_20030329.1600.02-E51
E71	CNN_IP_20030329.1600.02-E52
E72	CNN_IP_20030329.1600.02-E53
E73	CNN_IP_20030329.1600.02-E54
E74	CNN_IP_20030329.1600.02-E55
