CE13	CNR20001204.1700.1021-CE1
CE15	CNR20001204.1700.1021-CE2
CE16	CNR20001204.1700.1021-CE3
CE17	CNR20001204.1700.1021-CE4
CE14	CNR20001204.1700.1021-CE5
CE18	CNR20001204.1700.1021-CE6
CE19	CNR20001204.1700.1021-CE7
CE20	CNR20001204.1700.1021-CE8
CE21	CNR20001204.1700.1021-CE9
CE22	CNR20001204.1700.1021-CE10
CE23	CNR20001204.1700.1021-CE11
CE24	CNR20001204.1700.1021-CE12
CE25	CNR20001204.1700.1021-CE13
CE26	CNR20001204.1700.1021-CE14
CE27	CNR20001204.1700.1021-CE15
CE28	CNR20001204.1700.1021-CE16
CE5	CNR20001204.1700.1021-CE17
CE29	CNR20001204.1700.1021-CE18
CE1	CNR20001204.1700.1021-CE19
CE4	CNR20001204.1700.1021-CE20
CE3	CNR20001204.1700.1021-CE21
CE2	CNR20001204.1700.1021-CE22
CE6	CNR20001204.1700.1021-CE23
CE7	CNR20001204.1700.1021-CE24
CE10	CNR20001204.1700.1021-CE25
CE8	CNR20001204.1700.1021-CE26
CE9	CNR20001204.1700.1021-CE27
CE11	CNR20001204.1700.1021-CE28
CE12	CNR20001204.1700.1021-CE29
E14	CNR20001204.1700.1021-E1
E15	CNR20001204.1700.1021-E2
E16	CNR20001204.1700.1021-E3
E17	CNR20001204.1700.1021-E4
E18	CNR20001204.1700.1021-E5
E19	CNR20001204.1700.1021-E6
E21	CNR20001204.1700.1021-E7
E22	CNR20001204.1700.1021-E8
E24	CNR20001204.1700.1021-E9
E26	CNR20001204.1700.1021-E10
E27	CNR20001204.1700.1021-E11
E28	CNR20001204.1700.1021-E12
E29	CNR20001204.1700.1021-E13
E30	CNR20001204.1700.1021-E14
E31	CNR20001204.1700.1021-E15
E32	CNR20001204.1700.1021-E16
E1	CNR20001204.1700.1021-E17
E34	CNR20001204.1700.1021-E18
E35	CNR20001204.1700.1021-E19
E37	CNR20001204.1700.1021-E20
E38	CNR20001204.1700.1021-E21
E2	CNR20001204.1700.1021-E22
E4	CNR20001204.1700.1021-E23
E5	CNR20001204.1700.1021-E24
E6	CNR20001204.1700.1021-E25
E7	CNR20001204.1700.1021-E26
E8	CNR20001204.1700.1021-E27
E9	CNR20001204.1700.1021-E28
E10	CNR20001204.1700.1021-E29
E11	CNR20001204.1700.1021-E30
E12	CNR20001204.1700.1021-E31
E13	CNR20001204.1700.1021-E32
EM1	CNR20001204.1700.1021-E17-1
EM18	CNR20001204.1700.1021-E26-2
EM19	CNR20001204.1700.1021-E22-3
EM21	CNR20001204.1700.1021-E1-4
EM22	CNR20001204.1700.1021-E2-5
EM24	CNR20001204.1700.1021-E3-6
EM25	CNR20001204.1700.1021-E4-7
EM23	CNR20001204.1700.1021-E5-8
EM26	CNR20001204.1700.1021-E22-9
EM27	CNR20001204.1700.1021-E6-10
EM28	CNR20001204.1700.1021-E29-11
EM29	CNR20001204.1700.1021-E29-12
EM30	CNR20001204.1700.1021-E7-13
EM31	CNR20001204.1700.1021-E22-14
EM33	CNR20001204.1700.1021-E25-15
EM34	CNR20001204.1700.1021-E6-16
EM35	CNR20001204.1700.1021-E22-17
EM36	CNR20001204.1700.1021-E8-18
EM37	CNR20001204.1700.1021-E22-19
EM38	CNR20001204.1700.1021-E22-20
EM32	CNR20001204.1700.1021-E18-21
EM39	CNR20001204.1700.1021-E9-22
EM40	CNR20001204.1700.1021-E23-23
EM41	CNR20001204.1700.1021-E10-24
EM42	CNR20001204.1700.1021-E23-25
EM44	CNR20001204.1700.1021-E11-26
