CE12	CTS20001211.1300.0012-CE1
CE13	CTS20001211.1300.0012-CE2
CE14	CTS20001211.1300.0012-CE3
CE22	CTS20001211.1300.0012-CE4
CE15	CTS20001211.1300.0012-CE5
CE16	CTS20001211.1300.0012-CE6
CE17	CTS20001211.1300.0012-CE7
CE18	CTS20001211.1300.0012-CE8
CE19	CTS20001211.1300.0012-CE9
CE20	CTS20001211.1300.0012-CE10
CE21	CTS20001211.1300.0012-CE11
CE23	CTS20001211.1300.0012-CE12
CE4	CTS20001211.1300.0012-CE13
CE3	CTS20001211.1300.0012-CE14
CE2	CTS20001211.1300.0012-CE15
CE1	CTS20001211.1300.0012-CE16
CE5	CTS20001211.1300.0012-CE17
CE6	CTS20001211.1300.0012-CE18
CE7	CTS20001211.1300.0012-CE19
CE8	CTS20001211.1300.0012-CE20
CE9	CTS20001211.1300.0012-CE21
CE10	CTS20001211.1300.0012-CE22
CE11	CTS20001211.1300.0012-CE23
E13	CTS20001211.1300.0012-E1
E14	CTS20001211.1300.0012-E2
E24	CTS20001211.1300.0012-E3
E25	CTS20001211.1300.0012-E4
E16	CTS20001211.1300.0012-E5
E17	CTS20001211.1300.0012-E6
E18	CTS20001211.1300.0012-E7
E19	CTS20001211.1300.0012-E8
E20	CTS20001211.1300.0012-E9
E21	CTS20001211.1300.0012-E10
E22	CTS20001211.1300.0012-E11
E23	CTS20001211.1300.0012-E12
E2	CTS20001211.1300.0012-E13
E3	CTS20001211.1300.0012-E14
E4	CTS20001211.1300.0012-E15
E5	CTS20001211.1300.0012-E16
E6	CTS20001211.1300.0012-E17
E7	CTS20001211.1300.0012-E18
E8	CTS20001211.1300.0012-E19
E9	CTS20001211.1300.0012-E20
E10	CTS20001211.1300.0012-E21
E11	CTS20001211.1300.0012-E22
E12	CTS20001211.1300.0012-E23
EM23	CTS20001211.1300.0012-E3-1
EM18	CTS20001211.1300.0012-E13-2
EM19	CTS20001211.1300.0012-E17-3
EM20	CTS20001211.1300.0012-E2-4
EM21	CTS20001211.1300.0012-E13-5
EM22	CTS20001211.1300.0012-E14-6
EM34	CTS20001211.1300.0012-E4-7
EM24	CTS20001211.1300.0012-E5-8
EM25	CTS20001211.1300.0012-E6-9
EM26	CTS20001211.1300.0012-E7-10
EM27	CTS20001211.1300.0012-E20-11
EM28	CTS20001211.1300.0012-E8-12
EM29	CTS20001211.1300.0012-E20-13
EM30	CTS20001211.1300.0012-E9-14
EM31	CTS20001211.1300.0012-E10-15
EM32	CTS20001211.1300.0012-E11-16
EM33	CTS20001211.1300.0012-E6-17
EM35	CTS20001211.1300.0012-E13-18
EM36	CTS20001211.1300.0012-E17-19
EM37	CTS20001211.1300.0012-E21-20
EM38	CTS20001211.1300.0012-E12-21
EM1	CTS20001211.1300.0012-E13-22
EM2	CTS20001211.1300.0012-E14-23
EM3	CTS20001211.1300.0012-E15-24
EM4	CTS20001211.1300.0012-E16-25
EM5	CTS20001211.1300.0012-E17-26
EM6	CTS20001211.1300.0012-E18-27
EM7	CTS20001211.1300.0012-E19-28
EM8	CTS20001211.1300.0012-E20-29
EM9	CTS20001211.1300.0012-E21-30
EM10	CTS20001211.1300.0012-E13-31
EM11	CTS20001211.1300.0012-E17-32
EM12	CTS20001211.1300.0012-E13-33
EM13	CTS20001211.1300.0012-E17-34
EM14	CTS20001211.1300.0012-E22-35
EM15	CTS20001211.1300.0012-E13-36
EM16	CTS20001211.1300.0012-E23-37
EM17	CTS20001211.1300.0012-E1-38
R1	CTS20001211.1300.0012-R1
R2	CTS20001211.1300.0012-R2
R3	CTS20001211.1300.0012-R3
R4	CTS20001211.1300.0012-R4
R5	CTS20001211.1300.0012-R5
R6	CTS20001211.1300.0012-R6
R7	CTS20001211.1300.0012-R7
R9	CTS20001211.1300.0012-R8
R8	CTS20001211.1300.0012-R9
R10	CTS20001211.1300.0012-R10
R11	CTS20001211.1300.0012-R11
R13	CTS20001211.1300.0012-R12
R12	CTS20001211.1300.0012-R13
R14	CTS20001211.1300.0012-R14
R15	CTS20001211.1300.0012-R15
RM1	CTS20001211.1300.0012-R1-1
RM2	CTS20001211.1300.0012-R2-1
RM3	CTS20001211.1300.0012-R3-1
RM4	CTS20001211.1300.0012-R4-1
RM5	CTS20001211.1300.0012-R5-1
RM6	CTS20001211.1300.0012-R6-1
RM13	CTS20001211.1300.0012-R3-2
RM7	CTS20001211.1300.0012-R1-2
RM9	CTS20001211.1300.0012-R1-3
RM8	CTS20001211.1300.0012-R9-1
RM10	CTS20001211.1300.0012-R10-1
RM11	CTS20001211.1300.0012-R1-4
RM12	CTS20001211.1300.0012-R13-1
RM14	CTS20001211.1300.0012-R14-1
RM15	CTS20001211.1300.0012-R1-5
V1	CTS20001211.1300.0012-EV1
V2	CTS20001211.1300.0012-EV2
VM1	CTS20001211.1300.0012-EV1-1
VM2	CTS20001211.1300.0012-EV2-1
VM3	CTS20001211.1300.0012-EV1-2
VM4	CTS20001211.1300.0012-EV2-2
Q4	CTS20001211.1300.0012-T1
Q1	CTS20001211.1300.0012-T2
Q3	CTS20001211.1300.0012-T3
Q2	CTS20001211.1300.0012-T4
Q5	CTS20001211.1300.0012-T5
Q6	CTS20001211.1300.0012-T6
Q7	CTS20001211.1300.0012-T7
Q8	CTS20001211.1300.0012-T8
