CE9	CTS20001223.1300.0809-CE1
CE8	CTS20001223.1300.0809-CE2
CE2	CTS20001223.1300.0809-CE3
CE3	CTS20001223.1300.0809-CE4
CE1	CTS20001223.1300.0809-CE5
CE4	CTS20001223.1300.0809-CE6
CE6	CTS20001223.1300.0809-CE7
CE7	CTS20001223.1300.0809-CE8
CE5	CTS20001223.1300.0809-CE9
E11	CTS20001223.1300.0809-E1
E10	CTS20001223.1300.0809-E2
E1	CTS20001223.1300.0809-E3
E2	CTS20001223.1300.0809-E4
E3	CTS20001223.1300.0809-E5
E4	CTS20001223.1300.0809-E6
E5	CTS20001223.1300.0809-E7
E6	CTS20001223.1300.0809-E8
E7	CTS20001223.1300.0809-E9
EM1	CTS20001223.1300.0809-E3-1
EM24	CTS20001223.1300.0809-E6-2
EM25	CTS20001223.1300.0809-E7-3
EM26	CTS20001223.1300.0809-E6-4
EM28	CTS20001223.1300.0809-E6-5
EM27	CTS20001223.1300.0809-E6-6
EM29	CTS20001223.1300.0809-E6-7
EM30	CTS20001223.1300.0809-E7-8
EM31	CTS20001223.1300.0809-E6-9
EM32	CTS20001223.1300.0809-E6-10
EM33	CTS20001223.1300.0809-E9-11
EM34	CTS20001223.1300.0809-E6-12
EM35	CTS20001223.1300.0809-E8-13
EM36	CTS20001223.1300.0809-E6-14
EM37	CTS20001223.1300.0809-E6-15
EM38	CTS20001223.1300.0809-E2-16
EM5	CTS20001223.1300.0809-E9-17
EM8	CTS20001223.1300.0809-E3-18
EM2	CTS20001223.1300.0809-E4-19
EM3	CTS20001223.1300.0809-E5-20
EM4	CTS20001223.1300.0809-E6-21
EM6	CTS20001223.1300.0809-E7-22
EM7	CTS20001223.1300.0809-E6-23
EM9	CTS20001223.1300.0809-E6-24
EM10	CTS20001223.1300.0809-E1-25
EM11	CTS20001223.1300.0809-E6-26
EM12	CTS20001223.1300.0809-E6-27
EM13	CTS20001223.1300.0809-E6-28
EM14	CTS20001223.1300.0809-E6-29
EM15	CTS20001223.1300.0809-E3-30
EM17	CTS20001223.1300.0809-E6-31
EM16	CTS20001223.1300.0809-E9-32
EM18	CTS20001223.1300.0809-E7-33
EM19	CTS20001223.1300.0809-E6-34
EM20	CTS20001223.1300.0809-E6-35
EM21	CTS20001223.1300.0809-E7-36
EM22	CTS20001223.1300.0809-E6-37
EM23	CTS20001223.1300.0809-E6-38
R1	CTS20001223.1300.0809-R1
R2	CTS20001223.1300.0809-R2
R4	CTS20001223.1300.0809-R3
R5	CTS20001223.1300.0809-R4
R6	CTS20001223.1300.0809-R5
R7	CTS20001223.1300.0809-R6
R3	CTS20001223.1300.0809-R7
R8	CTS20001223.1300.0809-R8
RM1	CTS20001223.1300.0809-R1-1
RM2	CTS20001223.1300.0809-R2-1
RM4	CTS20001223.1300.0809-R3-1
RM5	CTS20001223.1300.0809-R4-1
RM6	CTS20001223.1300.0809-R5-1
RM7	CTS20001223.1300.0809-R5-2
RM3	CTS20001223.1300.0809-R5-3
RM8	CTS20001223.1300.0809-R8-1
V2	CTS20001223.1300.0809-EV1
V3	CTS20001223.1300.0809-EV2
V4	CTS20001223.1300.0809-EV3
V1	CTS20001223.1300.0809-EV4
VM2	CTS20001223.1300.0809-EV1-1
VM6	CTS20001223.1300.0809-EV2-1
VM8	CTS20001223.1300.0809-EV2-2
VM9	CTS20001223.1300.0809-EV3-1
VM10	CTS20001223.1300.0809-EV3-2
VM1	CTS20001223.1300.0809-EV4-1
VM3	CTS20001223.1300.0809-EV2-3
VM7	CTS20001223.1300.0809-EV4-2
VM4	CTS20001223.1300.0809-EV3-3
VM5	CTS20001223.1300.0809-EV4-3
Q1	CTS20001223.1300.0809-T1
Q2	CTS20001223.1300.0809-T2
Q3	CTS20001223.1300.0809-T3
Q4	CTS20001223.1300.0809-V1
Q5	CTS20001223.1300.0809-T4
Q6	CTS20001223.1300.0809-T5
Q7	CTS20001223.1300.0809-T6
Q8	CTS20001223.1300.0809-T7
QM4	CTS20001223.1300.0809-V1-1
