CE15	CBS20001212.1000.0949-CE1
CE16	CBS20001212.1000.0949-CE2
CE17	CBS20001212.1000.0949-CE3
CE9	CBS20001212.1000.0949-CE4
CE18	CBS20001212.1000.0949-CE5
CE19	CBS20001212.1000.0949-CE6
CE20	CBS20001212.1000.0949-CE7
CE21	CBS20001212.1000.0949-CE8
CE8	CBS20001212.1000.0949-CE9
CE13	CBS20001212.1000.0949-CE10
CE1	CBS20001212.1000.0949-CE11
CE2	CBS20001212.1000.0949-CE12
CE5	CBS20001212.1000.0949-CE13
CE6	CBS20001212.1000.0949-CE14
CE7	CBS20001212.1000.0949-CE15
CE3	CBS20001212.1000.0949-CE16
CE4	CBS20001212.1000.0949-CE17
CE10	CBS20001212.1000.0949-CE18
CE11	CBS20001212.1000.0949-CE19
CE12	CBS20001212.1000.0949-CE20
CE14	CBS20001212.1000.0949-CE21
E15	CBS20001212.1000.0949-E1
E16	CBS20001212.1000.0949-E2
E17	CBS20001212.1000.0949-E3
E18	CBS20001212.1000.0949-E4
E19	CBS20001212.1000.0949-E5
E20	CBS20001212.1000.0949-E6
E21	CBS20001212.1000.0949-E7
E22	CBS20001212.1000.0949-E8
E23	CBS20001212.1000.0949-E9
E24	CBS20001212.1000.0949-E10
E13	CBS20001212.1000.0949-E11
E2	CBS20001212.1000.0949-E12
E3	CBS20001212.1000.0949-E13
E4	CBS20001212.1000.0949-E14
E5	CBS20001212.1000.0949-E15
E6	CBS20001212.1000.0949-E16
E7	CBS20001212.1000.0949-E17
E8	CBS20001212.1000.0949-E18
E9	CBS20001212.1000.0949-E19
E10	CBS20001212.1000.0949-E20
E11	CBS20001212.1000.0949-E21
E12	CBS20001212.1000.0949-E22
E14	CBS20001212.1000.0949-E23
EM16	CBS20001212.1000.0949-E11-1
EM19	CBS20001212.1000.0949-E11-2
EM20	CBS20001212.1000.0949-E1-3
EM21	CBS20001212.1000.0949-E2-4
EM22	CBS20001212.1000.0949-E3-5
EM23	CBS20001212.1000.0949-E4-6
EM9	CBS20001212.1000.0949-E4-7
EM24	CBS20001212.1000.0949-E5-8
EM25	CBS20001212.1000.0949-E6-9
EM26	CBS20001212.1000.0949-E19-10
EM27	CBS20001212.1000.0949-E7-11
EM28	CBS20001212.1000.0949-E8-12
EM29	CBS20001212.1000.0949-E8-13
EM30	CBS20001212.1000.0949-E9-14
EM8	CBS20001212.1000.0949-E10-15
EM1	CBS20001212.1000.0949-E12-16
EM2	CBS20001212.1000.0949-E13-17
EM3	CBS20001212.1000.0949-E14-18
EM4	CBS20001212.1000.0949-E15-19
EM7	CBS20001212.1000.0949-E16-20
EM5	CBS20001212.1000.0949-E17-21
EM6	CBS20001212.1000.0949-E18-22
EM10	CBS20001212.1000.0949-E19-23
EM13	CBS20001212.1000.0949-E19-24
EM11	CBS20001212.1000.0949-E20-25
EM12	CBS20001212.1000.0949-E21-26
EM14	CBS20001212.1000.0949-E22-27
EM15	CBS20001212.1000.0949-E19-28
EM17	CBS20001212.1000.0949-E12-29
EM18	CBS20001212.1000.0949-E23-30
R1	CBS20001212.1000.0949-R1
R9	CBS20001212.1000.0949-R2
R7	CBS20001212.1000.0949-R3
R8	CBS20001212.1000.0949-R4
R2	CBS20001212.1000.0949-R5
R3	CBS20001212.1000.0949-R6
R4	CBS20001212.1000.0949-R7
R5	CBS20001212.1000.0949-R8
R6	CBS20001212.1000.0949-R9
RM1	CBS20001212.1000.0949-R1-1
RM9	CBS20001212.1000.0949-R2-1
RM7	CBS20001212.1000.0949-R3-1
RM8	CBS20001212.1000.0949-R4-1
RM2	CBS20001212.1000.0949-R5-1
RM3	CBS20001212.1000.0949-R6-1
RM4	CBS20001212.1000.0949-R7-1
RM5	CBS20001212.1000.0949-R8-1
RM6	CBS20001212.1000.0949-R9-1
V1	CBS20001212.1000.0949-EV1
V2	CBS20001212.1000.0949-EV2
VM1	CBS20001212.1000.0949-EV1-1
VM2	CBS20001212.1000.0949-EV2-1
VM3	CBS20001212.1000.0949-EV1-2
Q2	CBS20001212.1000.0949-T1
Q3	CBS20001212.1000.0949-T2
Q4	CBS20001212.1000.0949-T3
Q1	CBS20001212.1000.0949-T4
