CE8	CBS20001023.1000.1067-CE1
CE7	CBS20001023.1000.1067-CE2
CE9	CBS20001023.1000.1067-CE3
CE11	CBS20001023.1000.1067-CE4
CE10	CBS20001023.1000.1067-CE5
CE13	CBS20001023.1000.1067-CE6
CE12	CBS20001023.1000.1067-CE7
CE14	CBS20001023.1000.1067-CE8
CE15	CBS20001023.1000.1067-CE9
CE16	CBS20001023.1000.1067-CE10
CE18	CBS20001023.1000.1067-CE11
CE19	CBS20001023.1000.1067-CE12
CE17	CBS20001023.1000.1067-CE13
CE21	CBS20001023.1000.1067-CE14
CE20	CBS20001023.1000.1067-CE15
CE22	CBS20001023.1000.1067-CE16
CE23	CBS20001023.1000.1067-CE17
CE24	CBS20001023.1000.1067-CE18
CE25	CBS20001023.1000.1067-CE19
CE2	CBS20001023.1000.1067-CE20
CE1	CBS20001023.1000.1067-CE21
CE3	CBS20001023.1000.1067-CE22
CE4	CBS20001023.1000.1067-CE23
CE5	CBS20001023.1000.1067-CE24
CE6	CBS20001023.1000.1067-CE25
E9	CBS20001023.1000.1067-E1
E10	CBS20001023.1000.1067-E2
E11	CBS20001023.1000.1067-E3
E12	CBS20001023.1000.1067-E4
E39	CBS20001023.1000.1067-E5
E13	CBS20001023.1000.1067-E6
E14	CBS20001023.1000.1067-E7
E15	CBS20001023.1000.1067-E8
E16	CBS20001023.1000.1067-E9
E17	CBS20001023.1000.1067-E10
E18	CBS20001023.1000.1067-E11
E19	CBS20001023.1000.1067-E12
E20	CBS20001023.1000.1067-E13
E21	CBS20001023.1000.1067-E14
E22	CBS20001023.1000.1067-E15
E23	CBS20001023.1000.1067-E16
E24	CBS20001023.1000.1067-E17
E27	CBS20001023.1000.1067-E18
E1	CBS20001023.1000.1067-E19
E29	CBS20001023.1000.1067-E20
E30	CBS20001023.1000.1067-E21
E32	CBS20001023.1000.1067-E22
E33	CBS20001023.1000.1067-E23
E34	CBS20001023.1000.1067-E24
E40	CBS20001023.1000.1067-E25
E38	CBS20001023.1000.1067-E26
E2	CBS20001023.1000.1067-E27
E3	CBS20001023.1000.1067-E28
E4	CBS20001023.1000.1067-E29
E5	CBS20001023.1000.1067-E30
E6	CBS20001023.1000.1067-E31
E7	CBS20001023.1000.1067-E32
E8	CBS20001023.1000.1067-E33
EM1	CBS20001023.1000.1067-E19-1
EM15	CBS20001023.1000.1067-E2-2
EM22	CBS20001023.1000.1067-E2-3
EM23	CBS20001023.1000.1067-E33-4
EM25	CBS20001023.1000.1067-E3-5
EM28	CBS20001023.1000.1067-E3-6
EM26	CBS20001023.1000.1067-E4-7
EM27	CBS20001023.1000.1067-E33-8
EM29	CBS20001023.1000.1067-E30-9
EM30	CBS20001023.1000.1067-E19-10
EM31	CBS20001023.1000.1067-E31-11
EM33	CBS20001023.1000.1067-E30-12
EM32	CBS20001023.1000.1067-E31-13
EM34	CBS20001023.1000.1067-E31-14
EM55	CBS20001023.1000.1067-E31-15
EM58	CBS20001023.1000.1067-E30-16
EM70	CBS20001023.1000.1067-E30-17
EM35	CBS20001023.1000.1067-E6-18
EM42	CBS20001023.1000.1067-E6-19
EM36	CBS20001023.1000.1067-E7-20
EM39	CBS20001023.1000.1067-E8-21
EM37	CBS20001023.1000.1067-E9-22
EM40	CBS20001023.1000.1067-E10-23
EM41	CBS20001023.1000.1067-E11-24
EM43	CBS20001023.1000.1067-E12-25
EM46	CBS20001023.1000.1067-E12-26
EM44	CBS20001023.1000.1067-E13-27
EM45	CBS20001023.1000.1067-E14-28
EM47	CBS20001023.1000.1067-E15-29
EM49	CBS20001023.1000.1067-E15-30
EM48	CBS20001023.1000.1067-E16-31
EM50	CBS20001023.1000.1067-E17-32
EM52	CBS20001023.1000.1067-E6-33
EM53	CBS20001023.1000.1067-E19-34
EM54	CBS20001023.1000.1067-E29-35
EM71	CBS20001023.1000.1067-E24-36
EM56	CBS20001023.1000.1067-E3-37
EM57	CBS20001023.1000.1067-E30-38
