CE1	VOM20001207.0700.1963-CE1
CE2	VOM20001207.0700.1963-CE2
CE3	VOM20001207.0700.1963-CE3
CE4	VOM20001207.0700.1963-CE4
CE5	VOM20001207.0700.1963-CE5
CE6	VOM20001207.0700.1963-CE6
CE7	VOM20001207.0700.1963-CE7
CE8	VOM20001207.0700.1963-CE8
CE9	VOM20001207.0700.1963-CE9
CE10	VOM20001207.0700.1963-CE10
CE11	VOM20001207.0700.1963-CE11
E1	VOM20001207.0700.1963-E1
E3	VOM20001207.0700.1963-E2
E4	VOM20001207.0700.1963-E3
E5	VOM20001207.0700.1963-E4
E6	VOM20001207.0700.1963-E5
E7	VOM20001207.0700.1963-E6
E9	VOM20001207.0700.1963-E7
E10	VOM20001207.0700.1963-E8
E11	VOM20001207.0700.1963-E9
E12	VOM20001207.0700.1963-E10
E13	VOM20001207.0700.1963-E11
EM1	VOM20001207.0700.1963-E1-1
EM2	VOM20001207.0700.1963-E2-2
EM3	VOM20001207.0700.1963-E3-3
EM4	VOM20001207.0700.1963-E1-4
EM5	VOM20001207.0700.1963-E4-5
EM6	VOM20001207.0700.1963-E5-6
EM7	VOM20001207.0700.1963-E6-7
EM8	VOM20001207.0700.1963-E1-8
EM9	VOM20001207.0700.1963-E7-9
EM10	VOM20001207.0700.1963-E8-10
EM11	VOM20001207.0700.1963-E9-11
EM12	VOM20001207.0700.1963-E10-12
EM13	VOM20001207.0700.1963-E11-13
EM14	VOM20001207.0700.1963-E11-14
R1	VOM20001207.0700.1963-R1
R2	VOM20001207.0700.1963-R2
RM1	VOM20001207.0700.1963-R1-1
RM2	VOM20001207.0700.1963-R2-1
V1	VOM20001207.0700.1963-EV1
V2	VOM20001207.0700.1963-EV2
VM1	VOM20001207.0700.1963-EV1-1
VM2	VOM20001207.0700.1963-EV2-1
Q1	VOM20001207.0700.1963-T1
Q3	VOM20001207.0700.1963-T2
Q4	VOM20001207.0700.1963-T3
Q5	VOM20001207.0700.1963-T4
Q6	VOM20001207.0700.1963-V1
Q2	VOM20001207.0700.1963-T5
QM6	VOM20001207.0700.1963-V1-1
