CE7	CTS20001027.1300.0768-CE1
CE2	CTS20001027.1300.0768-CE2
CE1	CTS20001027.1300.0768-CE3
CE3	CTS20001027.1300.0768-CE4
CE4	CTS20001027.1300.0768-CE5
CE5	CTS20001027.1300.0768-CE6
CE8	CTS20001027.1300.0768-CE7
CE6	CTS20001027.1300.0768-CE8
E11	CTS20001027.1300.0768-E1
E16	CTS20001027.1300.0768-E2
E19	CTS20001027.1300.0768-E3
E21	CTS20001027.1300.0768-E4
E1	CTS20001027.1300.0768-E5
E3	CTS20001027.1300.0768-E6
E4	CTS20001027.1300.0768-E7
E7	CTS20001027.1300.0768-E8
E9	CTS20001027.1300.0768-E9
E10	CTS20001027.1300.0768-E10
EM1	CTS20001027.1300.0768-E5-1
EM21	CTS20001027.1300.0768-E9-2
EM22	CTS20001027.1300.0768-E2-3
EM24	CTS20001027.1300.0768-E2-4
EM23	CTS20001027.1300.0768-E2-5
EM25	CTS20001027.1300.0768-E2-6
EM26	CTS20001027.1300.0768-E2-7
EM27	CTS20001027.1300.0768-E2-8
EM28	CTS20001027.1300.0768-E2-9
EM29	CTS20001027.1300.0768-E2-10
EM30	CTS20001027.1300.0768-E2-11
EM31	CTS20001027.1300.0768-E2-12
EM16	CTS20001027.1300.0768-E7-13
EM8	CTS20001027.1300.0768-E3-14
EM32	CTS20001027.1300.0768-E4-15
EM2	CTS20001027.1300.0768-E2-16
EM4	CTS20001027.1300.0768-E2-17
EM6	CTS20001027.1300.0768-E2-18
EM9	CTS20001027.1300.0768-E2-19
EM10	CTS20001027.1300.0768-E2-20
EM11	CTS20001027.1300.0768-E2-21
EM12	CTS20001027.1300.0768-E2-22
EM14	CTS20001027.1300.0768-E2-23
EM15	CTS20001027.1300.0768-E2-24
EM18	CTS20001027.1300.0768-E2-25
EM19	CTS20001027.1300.0768-E2-26
EM3	CTS20001027.1300.0768-E6-27
EM5	CTS20001027.1300.0768-E7-28
EM7	CTS20001027.1300.0768-E8-29
EM13	CTS20001027.1300.0768-E6-30
EM17	CTS20001027.1300.0768-E10-31
EM20	CTS20001027.1300.0768-E1-32
V2	CTS20001027.1300.0768-EV1
V1	CTS20001027.1300.0768-EV2
VM2	CTS20001027.1300.0768-EV1-1
VM1	CTS20001027.1300.0768-EV2-1
VM4	CTS20001027.1300.0768-EV2-2
VM3	CTS20001027.1300.0768-EV2-3
Q1	CTS20001027.1300.0768-T1
Q2	CTS20001027.1300.0768-T2
Q3	CTS20001027.1300.0768-T3
Q4	CTS20001027.1300.0768-T4
Q5	CTS20001027.1300.0768-T5
Q6	CTS20001027.1300.0768-T6
Q7	CTS20001027.1300.0768-T7
