CE13	CBS20001027.1000.0518-CE1
CE14	CBS20001027.1000.0518-CE2
CE2	CBS20001027.1000.0518-CE3
CE1	CBS20001027.1000.0518-CE4
CE3	CBS20001027.1000.0518-CE5
CE4	CBS20001027.1000.0518-CE6
CE5	CBS20001027.1000.0518-CE7
CE6	CBS20001027.1000.0518-CE8
CE7	CBS20001027.1000.0518-CE9
CE8	CBS20001027.1000.0518-CE10
CE9	CBS20001027.1000.0518-CE11
CE10	CBS20001027.1000.0518-CE12
CE11	CBS20001027.1000.0518-CE13
CE12	CBS20001027.1000.0518-CE14
E13	CBS20001027.1000.0518-E1
E15	CBS20001027.1000.0518-E2
E1	CBS20001027.1000.0518-E3
E2	CBS20001027.1000.0518-E4
E3	CBS20001027.1000.0518-E5
E4	CBS20001027.1000.0518-E6
E5	CBS20001027.1000.0518-E7
E6	CBS20001027.1000.0518-E8
E7	CBS20001027.1000.0518-E9
E8	CBS20001027.1000.0518-E10
E9	CBS20001027.1000.0518-E11
E10	CBS20001027.1000.0518-E12
E11	CBS20001027.1000.0518-E13
E12	CBS20001027.1000.0518-E14
EM1	CBS20001027.1000.0518-E3-1
EM17	CBS20001027.1000.0518-E4-2
EM20	CBS20001027.1000.0518-E3-3
EM22	CBS20001027.1000.0518-E2-4
EM21	CBS20001027.1000.0518-E2-5
EM2	CBS20001027.1000.0518-E4-6
EM3	CBS20001027.1000.0518-E5-7
EM4	CBS20001027.1000.0518-E3-8
EM5	CBS20001027.1000.0518-E5-9
EM6	CBS20001027.1000.0518-E6-10
EM7	CBS20001027.1000.0518-E7-11
EM8	CBS20001027.1000.0518-E8-12
EM9	CBS20001027.1000.0518-E9-13
EM10	CBS20001027.1000.0518-E10-14
EM11	CBS20001027.1000.0518-E11-15
EM12	CBS20001027.1000.0518-E7-16
EM13	CBS20001027.1000.0518-E5-17
EM14	CBS20001027.1000.0518-E12-18
EM15	CBS20001027.1000.0518-E13-19
EM16	CBS20001027.1000.0518-E14-20
EM18	CBS20001027.1000.0518-E3-21
EM19	CBS20001027.1000.0518-E1-22
R5	CBS20001027.1000.0518-R1
R1	CBS20001027.1000.0518-R2
R2	CBS20001027.1000.0518-R3
R3	CBS20001027.1000.0518-R4
RM5	CBS20001027.1000.0518-R1-1
RM1	CBS20001027.1000.0518-R2-1
RM2	CBS20001027.1000.0518-R3-1
RM3	CBS20001027.1000.0518-R4-1
V1	CBS20001027.1000.0518-EV1
V2	CBS20001027.1000.0518-EV2
VM1	CBS20001027.1000.0518-EV1-1
VM2	CBS20001027.1000.0518-EV1-2
VM3	CBS20001027.1000.0518-EV2-1
Q1	CBS20001027.1000.0518-T1
Q2	CBS20001027.1000.0518-T2
Q3	CBS20001027.1000.0518-T3
Q5	CBS20001027.1000.0518-T4
Q6	CBS20001027.1000.0518-T5
Q7	CBS20001027.1000.0518-T6
Q8	CBS20001027.1000.0518-T7
Q4	CBS20001027.1000.0518-T8
