CE10	CNR20001218.1700.0450-CE1
CE1	CNR20001218.1700.0450-CE2
CE2	CNR20001218.1700.0450-CE3
CE4	CNR20001218.1700.0450-CE4
CE3	CNR20001218.1700.0450-CE5
CE5	CNR20001218.1700.0450-CE6
CE6	CNR20001218.1700.0450-CE7
CE7	CNR20001218.1700.0450-CE8
CE8	CNR20001218.1700.0450-CE9
CE9	CNR20001218.1700.0450-CE10
CE11	CNR20001218.1700.0450-CE11
E12	CNR20001218.1700.0450-E1
E1	CNR20001218.1700.0450-E2
E2	CNR20001218.1700.0450-E3
E3	CNR20001218.1700.0450-E4
E4	CNR20001218.1700.0450-E5
E5	CNR20001218.1700.0450-E6
E6	CNR20001218.1700.0450-E7
E7	CNR20001218.1700.0450-E8
E8	CNR20001218.1700.0450-E9
E9	CNR20001218.1700.0450-E10
E10	CNR20001218.1700.0450-E11
E11	CNR20001218.1700.0450-E12
EM1	CNR20001218.1700.0450-E2-1
EM2	CNR20001218.1700.0450-E3-2
EM6	CNR20001218.1700.0450-E3-3
EM3	CNR20001218.1700.0450-E4-4
EM4	CNR20001218.1700.0450-E5-5
EM5	CNR20001218.1700.0450-E6-6
EM7	CNR20001218.1700.0450-E6-7
EM8	CNR20001218.1700.0450-E7-8
EM9	CNR20001218.1700.0450-E8-9
EM10	CNR20001218.1700.0450-E9-10
EM11	CNR20001218.1700.0450-E10-11
EM12	CNR20001218.1700.0450-E3-12
EM13	CNR20001218.1700.0450-E7-13
EM14	CNR20001218.1700.0450-E11-14
EM15	CNR20001218.1700.0450-E3-15
EM16	CNR20001218.1700.0450-E1-16
EM17	CNR20001218.1700.0450-E12-17
R1	CNR20001218.1700.0450-R1
R2	CNR20001218.1700.0450-R2
R3	CNR20001218.1700.0450-R3
RM1	CNR20001218.1700.0450-R1-1
RM2	CNR20001218.1700.0450-R2-1
RM3	CNR20001218.1700.0450-R3-1
V1	CNR20001218.1700.0450-EV1
V3	CNR20001218.1700.0450-EV2
V4	CNR20001218.1700.0450-EV3
V2	CNR20001218.1700.0450-EV4
V5	CNR20001218.1700.0450-EV5
V6	CNR20001218.1700.0450-EV6
VM1	CNR20001218.1700.0450-EV1-1
VM3	CNR20001218.1700.0450-EV2-1
VM4	CNR20001218.1700.0450-EV3-1
VM2	CNR20001218.1700.0450-EV4-1
VM6	CNR20001218.1700.0450-EV5-1
VM5	CNR20001218.1700.0450-EV6-1
Q3	CNR20001218.1700.0450-T1
Q4	CNR20001218.1700.0450-T2
Q5	CNR20001218.1700.0450-T3
Q1	CNR20001218.1700.0450-T4
Q2	CNR20001218.1700.0450-T5
