CE10	CBS20001107.0800.0407-CE1
CE9	CBS20001107.0800.0407-CE2
CE7	CBS20001107.0800.0407-CE3
CE2	CBS20001107.0800.0407-CE4
CE3	CBS20001107.0800.0407-CE5
CE5	CBS20001107.0800.0407-CE6
CE6	CBS20001107.0800.0407-CE7
CE4	CBS20001107.0800.0407-CE8
CE8	CBS20001107.0800.0407-CE9
E10	CBS20001107.0800.0407-E1
E11	CBS20001107.0800.0407-E2
E12	CBS20001107.0800.0407-E3
E13	CBS20001107.0800.0407-E4
E1	CBS20001107.0800.0407-E5
E2	CBS20001107.0800.0407-E6
E4	CBS20001107.0800.0407-E7
E5	CBS20001107.0800.0407-E8
E6	CBS20001107.0800.0407-E9
E14	CBS20001107.0800.0407-E10
E7	CBS20001107.0800.0407-E11
EM1	CBS20001107.0800.0407-E5-1
EM25	CBS20001107.0800.0407-E1-2
EM26	CBS20001107.0800.0407-E1-3
EM21	CBS20001107.0800.0407-E2-4
EM22	CBS20001107.0800.0407-E3-5
EM23	CBS20001107.0800.0407-E8-6
EM14	CBS20001107.0800.0407-E4-7
EM2	CBS20001107.0800.0407-E5-8
EM3	CBS20001107.0800.0407-E6-9
EM4	CBS20001107.0800.0407-E10-10
EM5	CBS20001107.0800.0407-E5-11
EM6	CBS20001107.0800.0407-E5-12
EM7	CBS20001107.0800.0407-E7-13
EM8	CBS20001107.0800.0407-E5-14
EM9	CBS20001107.0800.0407-E5-15
EM11	CBS20001107.0800.0407-E8-16
EM13	CBS20001107.0800.0407-E8-17
EM12	CBS20001107.0800.0407-E9-18
EM15	CBS20001107.0800.0407-E10-19
EM16	CBS20001107.0800.0407-E11-20
EM17	CBS20001107.0800.0407-E6-21
EM18	CBS20001107.0800.0407-E10-22
EM19	CBS20001107.0800.0407-E5-23
EM20	CBS20001107.0800.0407-E5-24
EM24	CBS20001107.0800.0407-E1-25
R1	CBS20001107.0800.0407-R1
R6	CBS20001107.0800.0407-R2
R2	CBS20001107.0800.0407-R3
R3	CBS20001107.0800.0407-R4
R5	CBS20001107.0800.0407-R5
RM1	CBS20001107.0800.0407-R1-1
RM2	CBS20001107.0800.0407-R3-1
RM3	CBS20001107.0800.0407-R1-2
RM5	CBS20001107.0800.0407-R5-1
Q1	CBS20001107.0800.0407-T1
Q2	CBS20001107.0800.0407-T2
Q3	CBS20001107.0800.0407-T3
Q4	CBS20001107.0800.0407-T4
Q5	CBS20001107.0800.0407-T5
Q6	CBS20001107.0800.0407-T6
Q7	CBS20001107.0800.0407-T7
