CE17	CBS20001118.1000.0340-CE1
CE18	CBS20001118.1000.0340-CE2
CE19	CBS20001118.1000.0340-CE3
CE21	CBS20001118.1000.0340-CE4
CE20	CBS20001118.1000.0340-CE5
CE23	CBS20001118.1000.0340-CE6
CE24	CBS20001118.1000.0340-CE7
CE22	CBS20001118.1000.0340-CE8
CE26	CBS20001118.1000.0340-CE9
CE27	CBS20001118.1000.0340-CE10
CE28	CBS20001118.1000.0340-CE11
CE29	CBS20001118.1000.0340-CE12
CE30	CBS20001118.1000.0340-CE13
CE31	CBS20001118.1000.0340-CE14
CE32	CBS20001118.1000.0340-CE15
CE33	CBS20001118.1000.0340-CE16
CE3	CBS20001118.1000.0340-CE17
CE35	CBS20001118.1000.0340-CE18
CE34	CBS20001118.1000.0340-CE19
CE36	CBS20001118.1000.0340-CE20
CE37	CBS20001118.1000.0340-CE21
CE38	CBS20001118.1000.0340-CE22
CE40	CBS20001118.1000.0340-CE23
CE39	CBS20001118.1000.0340-CE24
CE42	CBS20001118.1000.0340-CE25
CE41	CBS20001118.1000.0340-CE26
CE6	CBS20001118.1000.0340-CE27
CE44	CBS20001118.1000.0340-CE28
CE45	CBS20001118.1000.0340-CE29
CE46	CBS20001118.1000.0340-CE30
CE47	CBS20001118.1000.0340-CE31
CE48	CBS20001118.1000.0340-CE32
CE49	CBS20001118.1000.0340-CE33
CE50	CBS20001118.1000.0340-CE34
CE51	CBS20001118.1000.0340-CE35
CE1	CBS20001118.1000.0340-CE36
CE52	CBS20001118.1000.0340-CE37
CE53	CBS20001118.1000.0340-CE38
CE43	CBS20001118.1000.0340-CE39
CE8	CBS20001118.1000.0340-CE40
CE7	CBS20001118.1000.0340-CE41
CE12	CBS20001118.1000.0340-CE42
CE25	CBS20001118.1000.0340-CE43
CE4	CBS20001118.1000.0340-CE44
CE5	CBS20001118.1000.0340-CE45
CE9	CBS20001118.1000.0340-CE46
CE10	CBS20001118.1000.0340-CE47
CE11	CBS20001118.1000.0340-CE48
CE13	CBS20001118.1000.0340-CE49
CE14	CBS20001118.1000.0340-CE50
CE2	CBS20001118.1000.0340-CE51
CE15	CBS20001118.1000.0340-CE52
CE16	CBS20001118.1000.0340-CE53
E15	CBS20001118.1000.0340-E1
E16	CBS20001118.1000.0340-E2
E17	CBS20001118.1000.0340-E3
E18	CBS20001118.1000.0340-E4
E19	CBS20001118.1000.0340-E5
E20	CBS20001118.1000.0340-E6
E21	CBS20001118.1000.0340-E7
E22	CBS20001118.1000.0340-E8
E25	CBS20001118.1000.0340-E9
E26	CBS20001118.1000.0340-E10
E27	CBS20001118.1000.0340-E11
E28	CBS20001118.1000.0340-E12
E29	CBS20001118.1000.0340-E13
E30	CBS20001118.1000.0340-E14
E32	CBS20001118.1000.0340-E15
E33	CBS20001118.1000.0340-E16
E34	CBS20001118.1000.0340-E17
E59	CBS20001118.1000.0340-E18
E36	CBS20001118.1000.0340-E19
E37	CBS20001118.1000.0340-E20
E38	CBS20001118.1000.0340-E21
E39	CBS20001118.1000.0340-E22
E40	CBS20001118.1000.0340-E23
E41	CBS20001118.1000.0340-E24
E1	CBS20001118.1000.0340-E25
E42	CBS20001118.1000.0340-E26
E43	CBS20001118.1000.0340-E27
E44	CBS20001118.1000.0340-E28
E45	CBS20001118.1000.0340-E29
E60	CBS20001118.1000.0340-E30
E47	CBS20001118.1000.0340-E31
E48	CBS20001118.1000.0340-E32
E49	CBS20001118.1000.0340-E33
E50	CBS20001118.1000.0340-E34
E51	CBS20001118.1000.0340-E35
E52	CBS20001118.1000.0340-E36
E53	CBS20001118.1000.0340-E37
E54	CBS20001118.1000.0340-E38
E55	CBS20001118.1000.0340-E39
E56	CBS20001118.1000.0340-E40
E61	CBS20001118.1000.0340-E41
E57	CBS20001118.1000.0340-E42
E62	CBS20001118.1000.0340-E43
E63	CBS20001118.1000.0340-E44
E66	CBS20001118.1000.0340-E45
E3	CBS20001118.1000.0340-E46
E4	CBS20001118.1000.0340-E47
E5	CBS20001118.1000.0340-E48
E6	CBS20001118.1000.0340-E49
E7	CBS20001118.1000.0340-E50
E8	CBS20001118.1000.0340-E51
E9	CBS20001118.1000.0340-E52
E58	CBS20001118.1000.0340-E53
E11	CBS20001118.1000.0340-E54
E13	CBS20001118.1000.0340-E55
E14	CBS20001118.1000.0340-E56
EM2	CBS20001118.1000.0340-E25-1
EM21	CBS20001118.1000.0340-E2-2
EM22	CBS20001118.1000.0340-E3-3
EM23	CBS20001118.1000.0340-E4-4
EM24	CBS20001118.1000.0340-E5-5
EM25	CBS20001118.1000.0340-E5-6
EM26	CBS20001118.1000.0340-E6-7
EM28	CBS20001118.1000.0340-E7-8
EM27	CBS20001118.1000.0340-E8-9
EM31	CBS20001118.1000.0340-E9-10
EM32	CBS20001118.1000.0340-E10-11
EM33	CBS20001118.1000.0340-E11-12
EM34	CBS20001118.1000.0340-E12-13
EM35	CBS20001118.1000.0340-E13-14
EM36	CBS20001118.1000.0340-E14-15
