CE11	CTV20001116.1330.0474-CE1
CE12	CTV20001116.1330.0474-CE2
CE13	CTV20001116.1330.0474-CE3
CE14	CTV20001116.1330.0474-CE4
CE15	CTV20001116.1330.0474-CE5
CE16	CTV20001116.1330.0474-CE6
CE17	CTV20001116.1330.0474-CE7
CE2	CTV20001116.1330.0474-CE8
CE1	CTV20001116.1330.0474-CE9
CE3	CTV20001116.1330.0474-CE10
CE4	CTV20001116.1330.0474-CE11
CE6	CTV20001116.1330.0474-CE12
CE5	CTV20001116.1330.0474-CE13
CE7	CTV20001116.1330.0474-CE14
CE8	CTV20001116.1330.0474-CE15
CE9	CTV20001116.1330.0474-CE16
CE10	CTV20001116.1330.0474-CE17
E13	CTV20001116.1330.0474-E1
E14	CTV20001116.1330.0474-E2
E15	CTV20001116.1330.0474-E3
E16	CTV20001116.1330.0474-E4
E17	CTV20001116.1330.0474-E5
E18	CTV20001116.1330.0474-E6
E19	CTV20001116.1330.0474-E7
E1	CTV20001116.1330.0474-E8
E2	CTV20001116.1330.0474-E9
E3	CTV20001116.1330.0474-E10
E4	CTV20001116.1330.0474-E11
E5	CTV20001116.1330.0474-E12
E6	CTV20001116.1330.0474-E13
E7	CTV20001116.1330.0474-E14
E8	CTV20001116.1330.0474-E15
E9	CTV20001116.1330.0474-E16
E10	CTV20001116.1330.0474-E17
E11	CTV20001116.1330.0474-E18
E12	CTV20001116.1330.0474-E19
EM1	CTV20001116.1330.0474-E8-1
EM20	CTV20001116.1330.0474-E16-2
EM21	CTV20001116.1330.0474-E1-3
EM22	CTV20001116.1330.0474-E11-4
EM23	CTV20001116.1330.0474-E8-5
EM24	CTV20001116.1330.0474-E16-6
EM25	CTV20001116.1330.0474-E2-7
EM26	CTV20001116.1330.0474-E3-8
EM27	CTV20001116.1330.0474-E10-9
EM29	CTV20001116.1330.0474-E15-10
EM28	CTV20001116.1330.0474-E4-11
EM30	CTV20001116.1330.0474-E5-12
EM31	CTV20001116.1330.0474-E13-13
EM32	CTV20001116.1330.0474-E15-14
EM33	CTV20001116.1330.0474-E2-15
EM34	CTV20001116.1330.0474-E6-16
EM35	CTV20001116.1330.0474-E7-17
EM4	CTV20001116.1330.0474-E8-18
EM2	CTV20001116.1330.0474-E9-19
EM3	CTV20001116.1330.0474-E10-20
EM5	CTV20001116.1330.0474-E11-21
EM6	CTV20001116.1330.0474-E12-22
EM7	CTV20001116.1330.0474-E13-23
EM10	CTV20001116.1330.0474-E13-24
EM8	CTV20001116.1330.0474-E14-25
EM9	CTV20001116.1330.0474-E15-26
EM11	CTV20001116.1330.0474-E16-27
EM12	CTV20001116.1330.0474-E15-28
EM13	CTV20001116.1330.0474-E15-29
EM14	CTV20001116.1330.0474-E17-30
EM15	CTV20001116.1330.0474-E18-31
EM16	CTV20001116.1330.0474-E19-32
EM17	CTV20001116.1330.0474-E15-33
EM18	CTV20001116.1330.0474-E17-34
EM19	CTV20001116.1330.0474-E18-35
R1	CTV20001116.1330.0474-R1
R4	CTV20001116.1330.0474-R2
R5	CTV20001116.1330.0474-R3
R2	CTV20001116.1330.0474-R4
R3	CTV20001116.1330.0474-R5
R6	CTV20001116.1330.0474-R6
R7	CTV20001116.1330.0474-R7
RM1	CTV20001116.1330.0474-R1-1
RM4	CTV20001116.1330.0474-R2-1
RM5	CTV20001116.1330.0474-R3-1
RM2	CTV20001116.1330.0474-R4-1
RM3	CTV20001116.1330.0474-R5-1
RM6	CTV20001116.1330.0474-R6-1
RM7	CTV20001116.1330.0474-R7-1
V1	CTV20001116.1330.0474-EV1
VM1	CTV20001116.1330.0474-EV1-1
VM2	CTV20001116.1330.0474-EV1-2
Q1	CTV20001116.1330.0474-T1
Q2	CTV20001116.1330.0474-T2
Q3	CTV20001116.1330.0474-T3
