CE1	CNR20001021.1700.1259-CE1
CE3	CNR20001021.1700.1259-CE2
CE4	CNR20001021.1700.1259-CE3
CE2	CNR20001021.1700.1259-CE4
CE5	CNR20001021.1700.1259-CE5
CE6	CNR20001021.1700.1259-CE6
CE7	CNR20001021.1700.1259-CE7
CE8	CNR20001021.1700.1259-CE8
E1	CNR20001021.1700.1259-E1
E2	CNR20001021.1700.1259-E2
E3	CNR20001021.1700.1259-E3
E4	CNR20001021.1700.1259-E4
E7	CNR20001021.1700.1259-E5
E8	CNR20001021.1700.1259-E6
E9	CNR20001021.1700.1259-E7
E10	CNR20001021.1700.1259-E8
E11	CNR20001021.1700.1259-E9
EM1	CNR20001021.1700.1259-E1-1
EM3	CNR20001021.1700.1259-E2-2
EM4	CNR20001021.1700.1259-E3-3
EM2	CNR20001021.1700.1259-E4-4
EM5	CNR20001021.1700.1259-E5-5
EM6	CNR20001021.1700.1259-E5-6
EM7	CNR20001021.1700.1259-E6-7
EM8	CNR20001021.1700.1259-E7-8
EM9	CNR20001021.1700.1259-E1-9
EM10	CNR20001021.1700.1259-E8-10
EM11	CNR20001021.1700.1259-E9-11
EM12	CNR20001021.1700.1259-E8-12
R1	CNR20001021.1700.1259-R1
RM1	CNR20001021.1700.1259-R1-1
Q1	CNR20001021.1700.1259-T1
Q2	CNR20001021.1700.1259-T2
Q3	CNR20001021.1700.1259-T3
