CE12	CTV20001117.1330.0369-CE1
CE13	CTV20001117.1330.0369-CE2
CE15	CTV20001117.1330.0369-CE3
CE14	CTV20001117.1330.0369-CE4
CE16	CTV20001117.1330.0369-CE5
CE17	CTV20001117.1330.0369-CE6
CE18	CTV20001117.1330.0369-CE7
CE20	CTV20001117.1330.0369-CE8
CE21	CTV20001117.1330.0369-CE9
CE22	CTV20001117.1330.0369-CE10
CE23	CTV20001117.1330.0369-CE11
CE24	CTV20001117.1330.0369-CE12
CE19	CTV20001117.1330.0369-CE13
CE25	CTV20001117.1330.0369-CE14
CE2	CTV20001117.1330.0369-CE15
CE27	CTV20001117.1330.0369-CE16
CE26	CTV20001117.1330.0369-CE17
CE1	CTV20001117.1330.0369-CE18
CE3	CTV20001117.1330.0369-CE19
CE4	CTV20001117.1330.0369-CE20
CE6	CTV20001117.1330.0369-CE21
CE7	CTV20001117.1330.0369-CE22
CE8	CTV20001117.1330.0369-CE23
CE9	CTV20001117.1330.0369-CE24
CE10	CTV20001117.1330.0369-CE25
CE11	CTV20001117.1330.0369-CE26
E13	CTV20001117.1330.0369-E1
E14	CTV20001117.1330.0369-E2
E15	CTV20001117.1330.0369-E3
E16	CTV20001117.1330.0369-E4
E17	CTV20001117.1330.0369-E5
E18	CTV20001117.1330.0369-E6
E19	CTV20001117.1330.0369-E7
E20	CTV20001117.1330.0369-E8
E21	CTV20001117.1330.0369-E9
E22	CTV20001117.1330.0369-E10
E29	CTV20001117.1330.0369-E11
E24	CTV20001117.1330.0369-E12
E25	CTV20001117.1330.0369-E13
E26	CTV20001117.1330.0369-E14
E27	CTV20001117.1330.0369-E15
E28	CTV20001117.1330.0369-E16
E1	CTV20001117.1330.0369-E17
E30	CTV20001117.1330.0369-E18
E31	CTV20001117.1330.0369-E19
E33	CTV20001117.1330.0369-E20
E3	CTV20001117.1330.0369-E21
E4	CTV20001117.1330.0369-E22
E5	CTV20001117.1330.0369-E23
E7	CTV20001117.1330.0369-E24
E8	CTV20001117.1330.0369-E25
E9	CTV20001117.1330.0369-E26
E10	CTV20001117.1330.0369-E27
E11	CTV20001117.1330.0369-E28
E12	CTV20001117.1330.0369-E29
EM1	CTV20001117.1330.0369-E17-1
EM19	CTV20001117.1330.0369-E28-2
EM20	CTV20001117.1330.0369-E1-3
EM21	CTV20001117.1330.0369-E2-4
EM22	CTV20001117.1330.0369-E3-5
EM23	CTV20001117.1330.0369-E4-6
EM24	CTV20001117.1330.0369-E5-7
EM25	CTV20001117.1330.0369-E6-8
EM26	CTV20001117.1330.0369-E28-9
EM27	CTV20001117.1330.0369-E7-10
EM28	CTV20001117.1330.0369-E17-11
EM29	CTV20001117.1330.0369-E28-12
EM30	CTV20001117.1330.0369-E7-13
EM32	CTV20001117.1330.0369-E8-14
EM33	CTV20001117.1330.0369-E28-15
EM34	CTV20001117.1330.0369-E7-16
EM35	CTV20001117.1330.0369-E1-17
EM36	CTV20001117.1330.0369-E28-18
EM37	CTV20001117.1330.0369-E29-19
EM38	CTV20001117.1330.0369-E27-20
EM41	CTV20001117.1330.0369-E27-21
EM39	CTV20001117.1330.0369-E9-22
EM40	CTV20001117.1330.0369-E22-23
EM42	CTV20001117.1330.0369-E28-24
EM43	CTV20001117.1330.0369-E10-25
EM44	CTV20001117.1330.0369-E28-26
EM46	CTV20001117.1330.0369-E27-27
EM47	CTV20001117.1330.0369-E28-28
EM48	CTV20001117.1330.0369-E10-29
EM70	CTV20001117.1330.0369-E28-30
EM50	CTV20001117.1330.0369-E10-31
EM51	CTV20001117.1330.0369-E12-32
EM52	CTV20001117.1330.0369-E28-33
EM53	CTV20001117.1330.0369-E29-34
EM54	CTV20001117.1330.0369-E10-35
EM55	CTV20001117.1330.0369-E13-36
EM56	CTV20001117.1330.0369-E14-37
EM57	CTV20001117.1330.0369-E15-38
EM58	CTV20001117.1330.0369-E16-39
EM59	CTV20001117.1330.0369-E27-40
EM60	CTV20001117.1330.0369-E10-41
EM62	CTV20001117.1330.0369-E28-42
EM63	CTV20001117.1330.0369-E29-43
EM64	CTV20001117.1330.0369-E13-44
EM65	CTV20001117.1330.0369-E28-45
EM66	CTV20001117.1330.0369-E29-46
EM45	CTV20001117.1330.0369-E29-47
EM67	CTV20001117.1330.0369-E18-48
EM68	CTV20001117.1330.0369-E19-49
EM31	CTV20001117.1330.0369-E16-50
EM49	CTV20001117.1330.0369-E20-51
EM4	CTV20001117.1330.0369-E17-52
EM61	CTV20001117.1330.0369-E11-53
EM2	CTV20001117.1330.0369-E21-54
EM3	CTV20001117.1330.0369-E22-55
EM5	CTV20001117.1330.0369-E23-56
EM6	CTV20001117.1330.0369-E18-57
EM69	CTV20001117.1330.0369-E28-58
EM7	CTV20001117.1330.0369-E24-59
EM8	CTV20001117.1330.0369-E25-60
EM9	CTV20001117.1330.0369-E26-61
EM10	CTV20001117.1330.0369-E17-62
EM11	CTV20001117.1330.0369-E17-63
EM12	CTV20001117.1330.0369-E27-64
EM13	CTV20001117.1330.0369-E28-65
EM14	CTV20001117.1330.0369-E29-66
EM15	CTV20001117.1330.0369-E17-67
EM16	CTV20001117.1330.0369-E28-68
EM17	CTV20001117.1330.0369-E24-69
EM18	CTV20001117.1330.0369-E25-70
R8	CTV20001117.1330.0369-R1
R1	CTV20001117.1330.0369-R2
R2	CTV20001117.1330.0369-R3
R9	CTV20001117.1330.0369-R4
R4	CTV20001117.1330.0369-R5
R5	CTV20001117.1330.0369-R6
R6	CTV20001117.1330.0369-R7
R3	CTV20001117.1330.0369-R8
R7	CTV20001117.1330.0369-R9
RM8	CTV20001117.1330.0369-R1-1
RM1	CTV20001117.1330.0369-R2-1
RM3	CTV20001117.1330.0369-R3-1
RM9	CTV20001117.1330.0369-R1-2
RM4	CTV20001117.1330.0369-R5-1
RM5	CTV20001117.1330.0369-R6-1
RM6	CTV20001117.1330.0369-R7-1
RM2	CTV20001117.1330.0369-R8-1
RM7	CTV20001117.1330.0369-R9-1
Q1	CTV20001117.1330.0369-T1
Q2	CTV20001117.1330.0369-T2
Q3	CTV20001117.1330.0369-T3
Q4	CTV20001117.1330.0369-T4
Q5	CTV20001117.1330.0369-T5
Q6	CTV20001117.1330.0369-T6
