CE8	CNR20001001.1700.0426-CE1
CE9	CNR20001001.1700.0426-CE2
CE1	CNR20001001.1700.0426-CE3
CE4	CNR20001001.1700.0426-CE4
CE3	CNR20001001.1700.0426-CE5
CE2	CNR20001001.1700.0426-CE6
CE5	CNR20001001.1700.0426-CE7
CE6	CNR20001001.1700.0426-CE8
CE7	CNR20001001.1700.0426-CE9
E13	CNR20001001.1700.0426-E1
E14	CNR20001001.1700.0426-E2
E15	CNR20001001.1700.0426-E3
E19	CNR20001001.1700.0426-E4
E20	CNR20001001.1700.0426-E5
E2	CNR20001001.1700.0426-E6
E3	CNR20001001.1700.0426-E7
E4	CNR20001001.1700.0426-E8
E5	CNR20001001.1700.0426-E9
E6	CNR20001001.1700.0426-E10
E7	CNR20001001.1700.0426-E11
E8	CNR20001001.1700.0426-E12
E9	CNR20001001.1700.0426-E13
E10	CNR20001001.1700.0426-E14
E11	CNR20001001.1700.0426-E15
EM16	CNR20001001.1700.0426-E13-1
EM21	CNR20001001.1700.0426-E14-2
EM22	CNR20001001.1700.0426-E14-3
EM23	CNR20001001.1700.0426-E2-4
EM24	CNR20001001.1700.0426-E10-5
EM25	CNR20001001.1700.0426-E10-6
EM26	CNR20001001.1700.0426-E10-7
EM27	CNR20001001.1700.0426-E13-8
EM28	CNR20001001.1700.0426-E3-9
EM29	CNR20001001.1700.0426-E7-10
EM30	CNR20001001.1700.0426-E10-11
EM31	CNR20001001.1700.0426-E10-12
EM32	CNR20001001.1700.0426-E10-13
EM33	CNR20001001.1700.0426-E13-14
EM34	CNR20001001.1700.0426-E13-15
EM35	CNR20001001.1700.0426-E13-16
EM36	CNR20001001.1700.0426-E14-17
EM37	CNR20001001.1700.0426-E4-18
EM38	CNR20001001.1700.0426-E14-19
EM39	CNR20001001.1700.0426-E13-20
EM40	CNR20001001.1700.0426-E5-21
EM41	CNR20001001.1700.0426-E14-22
EM42	CNR20001001.1700.0426-E13-23
EM43	CNR20001001.1700.0426-E10-24
EM1	CNR20001001.1700.0426-E6-25
EM2	CNR20001001.1700.0426-E7-26
EM6	CNR20001001.1700.0426-E7-27
EM3	CNR20001001.1700.0426-E8-28
EM4	CNR20001001.1700.0426-E9-29
EM5	CNR20001001.1700.0426-E10-30
EM7	CNR20001001.1700.0426-E11-31
EM10	CNR20001001.1700.0426-E11-32
EM8	CNR20001001.1700.0426-E12-33
EM9	CNR20001001.1700.0426-E13-34
EM11	CNR20001001.1700.0426-E14-35
EM14	CNR20001001.1700.0426-E14-36
EM12	CNR20001001.1700.0426-E15-37
EM13	CNR20001001.1700.0426-E13-38
EM15	CNR20001001.1700.0426-E7-39
EM17	CNR20001001.1700.0426-E14-40
EM19	CNR20001001.1700.0426-E14-41
EM20	CNR20001001.1700.0426-E14-42
EM18	CNR20001001.1700.0426-E1-43
R1	CNR20001001.1700.0426-R1
R2	CNR20001001.1700.0426-R2
R3	CNR20001001.1700.0426-R3
R4	CNR20001001.1700.0426-R4
R5	CNR20001001.1700.0426-R5
R6	CNR20001001.1700.0426-R6
R7	CNR20001001.1700.0426-R7
RM1	CNR20001001.1700.0426-R1-1
RM2	CNR20001001.1700.0426-R2-1
RM3	CNR20001001.1700.0426-R3-1
RM4	CNR20001001.1700.0426-R4-1
RM5	CNR20001001.1700.0426-R5-1
RM6	CNR20001001.1700.0426-R6-1
RM7	CNR20001001.1700.0426-R7-1
V1	CNR20001001.1700.0426-EV1
V2	CNR20001001.1700.0426-EV2
VM1	CNR20001001.1700.0426-EV1-1
VM2	CNR20001001.1700.0426-EV2-1
VM3	CNR20001001.1700.0426-EV1-2
VM4	CNR20001001.1700.0426-EV2-2
VM5	CNR20001001.1700.0426-EV2-3
Q1	CNR20001001.1700.0426-T1
Q2	CNR20001001.1700.0426-T2
Q3	CNR20001001.1700.0426-T3
Q4	CNR20001001.1700.0426-T4
