CE12	CTS20001119.1300.0564-CE1
CE11	CTS20001119.1300.0564-CE2
CE15	CTS20001119.1300.0564-CE3
CE16	CTS20001119.1300.0564-CE4
CE9	CTS20001119.1300.0564-CE5
CE10	CTS20001119.1300.0564-CE6
CE6	CTS20001119.1300.0564-CE7
CE2	CTS20001119.1300.0564-CE8
CE3	CTS20001119.1300.0564-CE9
CE13	CTS20001119.1300.0564-CE10
CE5	CTS20001119.1300.0564-CE11
CE4	CTS20001119.1300.0564-CE12
CE7	CTS20001119.1300.0564-CE13
CE8	CTS20001119.1300.0564-CE14
CE14	CTS20001119.1300.0564-CE15
CE1	CTS20001119.1300.0564-CE16
E14	CTS20001119.1300.0564-E1
E15	CTS20001119.1300.0564-E2
E16	CTS20001119.1300.0564-E3
E18	CTS20001119.1300.0564-E4
E19	CTS20001119.1300.0564-E5
E21	CTS20001119.1300.0564-E6
E22	CTS20001119.1300.0564-E7
E23	CTS20001119.1300.0564-E8
E2	CTS20001119.1300.0564-E9
E3	CTS20001119.1300.0564-E10
E24	CTS20001119.1300.0564-E11
E4	CTS20001119.1300.0564-E12
E5	CTS20001119.1300.0564-E13
E7	CTS20001119.1300.0564-E14
E8	CTS20001119.1300.0564-E15
E9	CTS20001119.1300.0564-E16
E25	CTS20001119.1300.0564-E17
E11	CTS20001119.1300.0564-E18
E12	CTS20001119.1300.0564-E19
EM1	CTS20001119.1300.0564-E18-1
EM31	CTS20001119.1300.0564-E8-2
EM19	CTS20001119.1300.0564-E1-3
EM20	CTS20001119.1300.0564-E2-4
EM23	CTS20001119.1300.0564-E2-5
EM21	CTS20001119.1300.0564-E3-6
EM26	CTS20001119.1300.0564-E12-7
EM27	CTS20001119.1300.0564-E14-8
EM28	CTS20001119.1300.0564-E12-9
EM29	CTS20001119.1300.0564-E4-10
EM30	CTS20001119.1300.0564-E5-11
EM2	CTS20001119.1300.0564-E10-12
EM14	CTS20001119.1300.0564-E6-13
EM15	CTS20001119.1300.0564-E7-14
EM6	CTS20001119.1300.0564-E8-15
EM4	CTS20001119.1300.0564-E12-16
EM3	CTS20001119.1300.0564-E9-17
EM24	CTS20001119.1300.0564-E11-18
EM5	CTS20001119.1300.0564-E13-19
EM25	CTS20001119.1300.0564-E17-20
EM7	CTS20001119.1300.0564-E14-21
EM8	CTS20001119.1300.0564-E15-22
EM9	CTS20001119.1300.0564-E14-23
EM10	CTS20001119.1300.0564-E16-24
EM11	CTS20001119.1300.0564-E10-25
EM12	CTS20001119.1300.0564-E18-26
EM13	CTS20001119.1300.0564-E12-27
EM22	CTS20001119.1300.0564-E16-28
EM16	CTS20001119.1300.0564-E14-29
EM18	CTS20001119.1300.0564-E14-30
EM17	CTS20001119.1300.0564-E19-31
R1	CTS20001119.1300.0564-R1
R3	CTS20001119.1300.0564-R2
R4	CTS20001119.1300.0564-R3
R5	CTS20001119.1300.0564-R4
R2	CTS20001119.1300.0564-R5
RM1	CTS20001119.1300.0564-R1-1
RM3	CTS20001119.1300.0564-R2-1
RM4	CTS20001119.1300.0564-R3-1
RM5	CTS20001119.1300.0564-R2-2
RM2	CTS20001119.1300.0564-R5-1
V3	CTS20001119.1300.0564-EV1
V1	CTS20001119.1300.0564-EV2
V2	CTS20001119.1300.0564-EV3
V4	CTS20001119.1300.0564-EV4
V5	CTS20001119.1300.0564-EV5
VM3	CTS20001119.1300.0564-EV1-1
VM4	CTS20001119.1300.0564-EV3-1
VM1	CTS20001119.1300.0564-EV2-1
VM2	CTS20001119.1300.0564-EV3-2
VM5	CTS20001119.1300.0564-EV4-1
VM6	CTS20001119.1300.0564-EV5-1
Q1	CTS20001119.1300.0564-T1
Q2	CTS20001119.1300.0564-T2
Q3	CTS20001119.1300.0564-T3
Q4	CTS20001119.1300.0564-T4
Q5	CTS20001119.1300.0564-T5
