CE11	CTV20001114.1330.1509-CE1
CE12	CTV20001114.1330.1509-CE2
CE13	CTV20001114.1330.1509-CE3
CE14	CTV20001114.1330.1509-CE4
CE15	CTV20001114.1330.1509-CE5
CE16	CTV20001114.1330.1509-CE6
CE17	CTV20001114.1330.1509-CE7
CE18	CTV20001114.1330.1509-CE8
CE19	CTV20001114.1330.1509-CE9
CE20	CTV20001114.1330.1509-CE10
CE2	CTV20001114.1330.1509-CE11
CE1	CTV20001114.1330.1509-CE12
CE3	CTV20001114.1330.1509-CE13
CE4	CTV20001114.1330.1509-CE14
CE5	CTV20001114.1330.1509-CE15
CE6	CTV20001114.1330.1509-CE16
CE7	CTV20001114.1330.1509-CE17
CE8	CTV20001114.1330.1509-CE18
CE9	CTV20001114.1330.1509-CE19
CE10	CTV20001114.1330.1509-CE20
E11	CTV20001114.1330.1509-E1
E12	CTV20001114.1330.1509-E2
E13	CTV20001114.1330.1509-E3
E14	CTV20001114.1330.1509-E4
E15	CTV20001114.1330.1509-E5
E16	CTV20001114.1330.1509-E6
E17	CTV20001114.1330.1509-E7
E18	CTV20001114.1330.1509-E8
E19	CTV20001114.1330.1509-E9
E20	CTV20001114.1330.1509-E10
E1	CTV20001114.1330.1509-E11
E2	CTV20001114.1330.1509-E12
E3	CTV20001114.1330.1509-E13
E4	CTV20001114.1330.1509-E14
E5	CTV20001114.1330.1509-E15
E6	CTV20001114.1330.1509-E16
E7	CTV20001114.1330.1509-E17
E8	CTV20001114.1330.1509-E18
E9	CTV20001114.1330.1509-E19
E10	CTV20001114.1330.1509-E20
EM1	CTV20001114.1330.1509-E11-1
EM20	CTV20001114.1330.1509-E18-2
EM21	CTV20001114.1330.1509-E13-3
EM22	CTV20001114.1330.1509-E11-4
EM23	CTV20001114.1330.1509-E12-5
EM24	CTV20001114.1330.1509-E13-6
EM25	CTV20001114.1330.1509-E2-7
EM26	CTV20001114.1330.1509-E3-8
EM27	CTV20001114.1330.1509-E4-9
EM28	CTV20001114.1330.1509-E5-10
EM29	CTV20001114.1330.1509-E15-11
EM30	CTV20001114.1330.1509-E17-12
EM31	CTV20001114.1330.1509-E14-13
EM32	CTV20001114.1330.1509-E6-14
EM33	CTV20001114.1330.1509-E7-15
EM34	CTV20001114.1330.1509-E15-16
EM35	CTV20001114.1330.1509-E17-17
EM36	CTV20001114.1330.1509-E14-18
