CE13	CTV20001223.1530.1085-CE1
CE14	CTV20001223.1530.1085-CE2
CE15	CTV20001223.1530.1085-CE3
CE16	CTV20001223.1530.1085-CE4
CE17	CTV20001223.1530.1085-CE5
CE19	CTV20001223.1530.1085-CE6
CE20	CTV20001223.1530.1085-CE7
CE18	CTV20001223.1530.1085-CE8
CE22	CTV20001223.1530.1085-CE9
CE21	CTV20001223.1530.1085-CE10
CE5	CTV20001223.1530.1085-CE11
CE11	CTV20001223.1530.1085-CE12
CE12	CTV20001223.1530.1085-CE13
CE2	CTV20001223.1530.1085-CE14
CE3	CTV20001223.1530.1085-CE15
CE4	CTV20001223.1530.1085-CE16
CE8	CTV20001223.1530.1085-CE17
CE6	CTV20001223.1530.1085-CE18
CE7	CTV20001223.1530.1085-CE19
CE9	CTV20001223.1530.1085-CE20
CE10	CTV20001223.1530.1085-CE21
E31	CTV20001223.1530.1085-E1
E15	CTV20001223.1530.1085-E2
E16	CTV20001223.1530.1085-E3
E18	CTV20001223.1530.1085-E4
E19	CTV20001223.1530.1085-E5
E20	CTV20001223.1530.1085-E6
E21	CTV20001223.1530.1085-E7
E22	CTV20001223.1530.1085-E8
E23	CTV20001223.1530.1085-E9
E24	CTV20001223.1530.1085-E10
E25	CTV20001223.1530.1085-E11
E26	CTV20001223.1530.1085-E12
E32	CTV20001223.1530.1085-E13
E27	CTV20001223.1530.1085-E14
E1	CTV20001223.1530.1085-E15
E33	CTV20001223.1530.1085-E16
E34	CTV20001223.1530.1085-E17
E2	CTV20001223.1530.1085-E18
E35	CTV20001223.1530.1085-E19
E4	CTV20001223.1530.1085-E20
E5	CTV20001223.1530.1085-E21
E6	CTV20001223.1530.1085-E22
E7	CTV20001223.1530.1085-E23
E8	CTV20001223.1530.1085-E24
E9	CTV20001223.1530.1085-E25
E30	CTV20001223.1530.1085-E26
EM1	CTV20001223.1530.1085-E15-1
EM18	CTV20001223.1530.1085-E26-2
EM15	CTV20001223.1530.1085-E1-3
EM16	CTV20001223.1530.1085-E13-4
EM22	CTV20001223.1530.1085-E21-5
EM23	CTV20001223.1530.1085-E22-6
EM24	CTV20001223.1530.1085-E2-7
EM25	CTV20001223.1530.1085-E3-8
EM26	CTV20001223.1530.1085-E22-9
EM27	CTV20001223.1530.1085-E20-10
EM28	CTV20001223.1530.1085-E24-11
EM29	CTV20001223.1530.1085-E4-12
EM30	CTV20001223.1530.1085-E18-13
EM31	CTV20001223.1530.1085-E5-14
EM32	CTV20001223.1530.1085-E21-15
EM33	CTV20001223.1530.1085-E6-16
EM34	CTV20001223.1530.1085-E7-17
EM36	CTV20001223.1530.1085-E21-18
EM35	CTV20001223.1530.1085-E23-19
EM37	CTV20001223.1530.1085-E20-20
EM38	CTV20001223.1530.1085-E20-21
EM39	CTV20001223.1530.1085-E6-22
EM40	CTV20001223.1530.1085-E8-23
EM42	CTV20001223.1530.1085-E9-24
EM41	CTV20001223.1530.1085-E10-25
EM43	CTV20001223.1530.1085-E11-26
EM45	CTV20001223.1530.1085-E21-27
EM44	CTV20001223.1530.1085-E12-28
EM6	CTV20001223.1530.1085-E14-29
EM4	CTV20001223.1530.1085-E14-30
EM5	CTV20001223.1530.1085-E20-31
EM19	CTV20001223.1530.1085-E16-32
EM21	CTV20001223.1530.1085-E16-33
EM20	CTV20001223.1530.1085-E17-34
EM3	CTV20001223.1530.1085-E18-35
EM46	CTV20001223.1530.1085-E19-36
EM7	CTV20001223.1530.1085-E22-37
EM9	CTV20001223.1530.1085-E21-38
EM8	CTV20001223.1530.1085-E23-39
EM10	CTV20001223.1530.1085-E24-40
EM11	CTV20001223.1530.1085-E25-41
EM12	CTV20001223.1530.1085-E18-42
EM13	CTV20001223.1530.1085-E24-43
EM14	CTV20001223.1530.1085-E22-44
EM17	CTV20001223.1530.1085-E26-45
R1	CTV20001223.1530.1085-R1
R2	CTV20001223.1530.1085-R2
R3	CTV20001223.1530.1085-R3
R4	CTV20001223.1530.1085-R4
R9	CTV20001223.1530.1085-R5
R7	CTV20001223.1530.1085-R6
R8	CTV20001223.1530.1085-R7
R5	CTV20001223.1530.1085-R8
R6	CTV20001223.1530.1085-R9
R11	CTV20001223.1530.1085-R10
R12	CTV20001223.1530.1085-R11
R13	CTV20001223.1530.1085-R12
R14	CTV20001223.1530.1085-R13
R15	CTV20001223.1530.1085-R14
R16	CTV20001223.1530.1085-R15
RM1	CTV20001223.1530.1085-R1-1
RM3	CTV20001223.1530.1085-R2-1
RM2	CTV20001223.1530.1085-R3-1
RM4	CTV20001223.1530.1085-R4-1
RM9	CTV20001223.1530.1085-R5-1
RM7	CTV20001223.1530.1085-R3-2
RM8	CTV20001223.1530.1085-R7-1
RM5	CTV20001223.1530.1085-R8-1
RM6	CTV20001223.1530.1085-R9-1
RM11	CTV20001223.1530.1085-R10-1
RM13	CTV20001223.1530.1085-R11-1
RM12	CTV20001223.1530.1085-R12-1
RM14	CTV20001223.1530.1085-R13-1
RM15	CTV20001223.1530.1085-R14-1
RM16	CTV20001223.1530.1085-R15-1
V1	CTV20001223.1530.1085-EV1
V2	CTV20001223.1530.1085-EV2
V3	CTV20001223.1530.1085-EV3
VM1	CTV20001223.1530.1085-EV1-1
VM2	CTV20001223.1530.1085-EV1-2
VM3	CTV20001223.1530.1085-EV2-1
VM4	CTV20001223.1530.1085-EV3-1
Q1	CTV20001223.1530.1085-T1
Q2	CTV20001223.1530.1085-T2
Q3	CTV20001223.1530.1085-T3
Q4	CTV20001223.1530.1085-T4
Q5	CTV20001223.1530.1085-T5
