CE10	CTV20001011.1330.0522-CE1
CE9	CTV20001011.1330.0522-CE2
CE11	CTV20001011.1330.0522-CE3
CE12	CTV20001011.1330.0522-CE4
CE14	CTV20001011.1330.0522-CE5
CE13	CTV20001011.1330.0522-CE6
CE15	CTV20001011.1330.0522-CE7
CE16	CTV20001011.1330.0522-CE8
CE17	CTV20001011.1330.0522-CE9
CE18	CTV20001011.1330.0522-CE10
CE2	CTV20001011.1330.0522-CE11
CE4	CTV20001011.1330.0522-CE12
CE3	CTV20001011.1330.0522-CE13
CE5	CTV20001011.1330.0522-CE14
CE1	CTV20001011.1330.0522-CE15
CE7	CTV20001011.1330.0522-CE16
CE8	CTV20001011.1330.0522-CE17
E15	CTV20001011.1330.0522-E1
E16	CTV20001011.1330.0522-E2
E17	CTV20001011.1330.0522-E3
E18	CTV20001011.1330.0522-E4
E19	CTV20001011.1330.0522-E5
E20	CTV20001011.1330.0522-E6
E21	CTV20001011.1330.0522-E7
E26	CTV20001011.1330.0522-E8
E22	CTV20001011.1330.0522-E9
E23	CTV20001011.1330.0522-E10
E24	CTV20001011.1330.0522-E11
E27	CTV20001011.1330.0522-E12
E1	CTV20001011.1330.0522-E13
E2	CTV20001011.1330.0522-E14
E3	CTV20001011.1330.0522-E15
E4	CTV20001011.1330.0522-E16
E5	CTV20001011.1330.0522-E17
E8	CTV20001011.1330.0522-E18
E9	CTV20001011.1330.0522-E19
E11	CTV20001011.1330.0522-E20
E12	CTV20001011.1330.0522-E21
E13	CTV20001011.1330.0522-E22
E14	CTV20001011.1330.0522-E23
EM1	CTV20001011.1330.0522-E13-1
EM16	CTV20001011.1330.0522-E1-2
EM18	CTV20001011.1330.0522-E2-3
EM19	CTV20001011.1330.0522-E3-4
EM20	CTV20001011.1330.0522-E4-5
EM21	CTV20001011.1330.0522-E5-6
EM22	CTV20001011.1330.0522-E6-7
EM23	CTV20001011.1330.0522-E16-8
EM24	CTV20001011.1330.0522-E14-9
EM25	CTV20001011.1330.0522-E17-10
EM26	CTV20001011.1330.0522-E17-11
EM27	CTV20001011.1330.0522-E7-12
EM8	CTV20001011.1330.0522-E12-13
EM29	CTV20001011.1330.0522-E15-14
EM30	CTV20001011.1330.0522-E9-15
EM31	CTV20001011.1330.0522-E10-16
EM32	CTV20001011.1330.0522-E17-17
EM33	CTV20001011.1330.0522-E17-18
EM34	CTV20001011.1330.0522-E11-19
EM35	CTV20001011.1330.0522-E19-20
EM2	CTV20001011.1330.0522-E14-21
EM3	CTV20001011.1330.0522-E15-22
EM4	CTV20001011.1330.0522-E16-23
EM36	CTV20001011.1330.0522-E17-24
EM5	CTV20001011.1330.0522-E17-25
EM10	CTV20001011.1330.0522-E17-26
EM28	CTV20001011.1330.0522-E8-27
EM6	CTV20001011.1330.0522-E18-28
EM7	CTV20001011.1330.0522-E14-29
EM9	CTV20001011.1330.0522-E19-30
EM11	CTV20001011.1330.0522-E17-31
EM12	CTV20001011.1330.0522-E17-32
EM13	CTV20001011.1330.0522-E20-33
EM14	CTV20001011.1330.0522-E21-34
EM15	CTV20001011.1330.0522-E22-35
EM17	CTV20001011.1330.0522-E23-36
R1	CTV20001011.1330.0522-R1
R2	CTV20001011.1330.0522-R2
R3	CTV20001011.1330.0522-R3
R4	CTV20001011.1330.0522-R4
R5	CTV20001011.1330.0522-R5
R6	CTV20001011.1330.0522-R6
R8	CTV20001011.1330.0522-R7
R9	CTV20001011.1330.0522-R8
RM1	CTV20001011.1330.0522-R1-1
RM2	CTV20001011.1330.0522-R2-1
RM3	CTV20001011.1330.0522-R3-1
RM4	CTV20001011.1330.0522-R4-1
RM5	CTV20001011.1330.0522-R5-1
RM6	CTV20001011.1330.0522-R6-1
RM8	CTV20001011.1330.0522-R7-1
RM9	CTV20001011.1330.0522-R8-1
V1	CTV20001011.1330.0522-EV1
V2	CTV20001011.1330.0522-EV2
VM1	CTV20001011.1330.0522-EV1-1
VM2	CTV20001011.1330.0522-EV2-1
Q1	CTV20001011.1330.0522-T1
Q2	CTV20001011.1330.0522-V1
Q3	CTV20001011.1330.0522-T2
QM2	CTV20001011.1330.0522-V1-1
