CE12	CTS20001121.1300.0621-CE1
CE13	CTS20001121.1300.0621-CE2
CE14	CTS20001121.1300.0621-CE3
CE15	CTS20001121.1300.0621-CE4
CE16	CTS20001121.1300.0621-CE5
CE17	CTS20001121.1300.0621-CE6
CE18	CTS20001121.1300.0621-CE7
CE19	CTS20001121.1300.0621-CE8
CE20	CTS20001121.1300.0621-CE9
CE21	CTS20001121.1300.0621-CE10
CE22	CTS20001121.1300.0621-CE11
CE23	CTS20001121.1300.0621-CE12
CE24	CTS20001121.1300.0621-CE13
CE25	CTS20001121.1300.0621-CE14
CE26	CTS20001121.1300.0621-CE15
CE27	CTS20001121.1300.0621-CE16
CE1	CTS20001121.1300.0621-CE17
CE4	CTS20001121.1300.0621-CE18
CE3	CTS20001121.1300.0621-CE19
CE2	CTS20001121.1300.0621-CE20
CE5	CTS20001121.1300.0621-CE21
CE7	CTS20001121.1300.0621-CE22
CE6	CTS20001121.1300.0621-CE23
CE10	CTS20001121.1300.0621-CE24
CE9	CTS20001121.1300.0621-CE25
CE8	CTS20001121.1300.0621-CE26
CE11	CTS20001121.1300.0621-CE27
E14	CTS20001121.1300.0621-E1
E15	CTS20001121.1300.0621-E2
E16	CTS20001121.1300.0621-E3
E17	CTS20001121.1300.0621-E4
E18	CTS20001121.1300.0621-E5
E19	CTS20001121.1300.0621-E6
E34	CTS20001121.1300.0621-E7
E21	CTS20001121.1300.0621-E8
E22	CTS20001121.1300.0621-E9
E23	CTS20001121.1300.0621-E10
E24	CTS20001121.1300.0621-E11
E25	CTS20001121.1300.0621-E12
E27	CTS20001121.1300.0621-E13
E28	CTS20001121.1300.0621-E14
E29	CTS20001121.1300.0621-E15
E30	CTS20001121.1300.0621-E16
E1	CTS20001121.1300.0621-E17
E2	CTS20001121.1300.0621-E18
E3	CTS20001121.1300.0621-E19
E4	CTS20001121.1300.0621-E20
E5	CTS20001121.1300.0621-E21
E6	CTS20001121.1300.0621-E22
E7	CTS20001121.1300.0621-E23
E8	CTS20001121.1300.0621-E24
E9	CTS20001121.1300.0621-E25
E10	CTS20001121.1300.0621-E26
E11	CTS20001121.1300.0621-E27
E13	CTS20001121.1300.0621-E28
EM1	CTS20001121.1300.0621-E17-1
EM14	CTS20001121.1300.0621-E1-2
EM15	CTS20001121.1300.0621-E19-3
EM16	CTS20001121.1300.0621-E2-4
EM17	CTS20001121.1300.0621-E18-5
EM18	CTS20001121.1300.0621-E21-6
EM19	CTS20001121.1300.0621-E23-7
EM20	CTS20001121.1300.0621-E3-8
EM21	CTS20001121.1300.0621-E4-9
EM22	CTS20001121.1300.0621-E5-10
EM23	CTS20001121.1300.0621-E6-11
EM24	CTS20001121.1300.0621-E22-12
EM25	CTS20001121.1300.0621-E8-13
EM26	CTS20001121.1300.0621-E9-14
EM28	CTS20001121.1300.0621-E10-15
EM29	CTS20001121.1300.0621-E11-16
EM30	CTS20001121.1300.0621-E12-17
EM32	CTS20001121.1300.0621-E13-18
EM33	CTS20001121.1300.0621-E14-19
EM34	CTS20001121.1300.0621-E15-20
EM35	CTS20001121.1300.0621-E16-21
EM36	CTS20001121.1300.0621-E22-22
EM37	CTS20001121.1300.0621-E13-23
EM2	CTS20001121.1300.0621-E18-24
EM3	CTS20001121.1300.0621-E19-25
EM4	CTS20001121.1300.0621-E20-26
EM27	CTS20001121.1300.0621-E22-27
EM5	CTS20001121.1300.0621-E21-28
EM7	CTS20001121.1300.0621-E22-29
EM8	CTS20001121.1300.0621-E24-30
EM9	CTS20001121.1300.0621-E25-31
EM10	CTS20001121.1300.0621-E26-32
EM11	CTS20001121.1300.0621-E27-33
EM31	CTS20001121.1300.0621-E7-34
EM12	CTS20001121.1300.0621-E27-35
EM13	CTS20001121.1300.0621-E28-36
R6	CTS20001121.1300.0621-R1
R2	CTS20001121.1300.0621-R2
R8	CTS20001121.1300.0621-R3
R3	CTS20001121.1300.0621-R4
R1	CTS20001121.1300.0621-R5
R4	CTS20001121.1300.0621-R6
R5	CTS20001121.1300.0621-R7
R7	CTS20001121.1300.0621-R8
RM6	CTS20001121.1300.0621-R1-1
RM8	CTS20001121.1300.0621-R3-1
RM2	CTS20001121.1300.0621-R2-1
RM3	CTS20001121.1300.0621-R4-1
RM1	CTS20001121.1300.0621-R5-1
RM4	CTS20001121.1300.0621-R6-1
RM5	CTS20001121.1300.0621-R7-1
RM7	CTS20001121.1300.0621-R8-1
V1	CTS20001121.1300.0621-EV1
V3	CTS20001121.1300.0621-EV2
V4	CTS20001121.1300.0621-EV3
V2	CTS20001121.1300.0621-EV4
V6	CTS20001121.1300.0621-EV5
V5	CTS20001121.1300.0621-EV6
V7	CTS20001121.1300.0621-EV7
VM1	CTS20001121.1300.0621-EV1-1
VM4	CTS20001121.1300.0621-EV2-1
VM5	CTS20001121.1300.0621-EV3-1
VM6	CTS20001121.1300.0621-EV1-2
VM2	CTS20001121.1300.0621-EV1-3
VM14	CTS20001121.1300.0621-EV1-4
VM3	CTS20001121.1300.0621-EV4-1
VM7	CTS20001121.1300.0621-EV1-5
VM9	CTS20001121.1300.0621-EV1-6
VM11	CTS20001121.1300.0621-EV5-1
VM8	CTS20001121.1300.0621-EV6-1
VM10	CTS20001121.1300.0621-EV4-2
VM12	CTS20001121.1300.0621-EV7-1
VM13	CTS20001121.1300.0621-EV4-3
Q4	CTS20001121.1300.0621-T1
Q5	CTS20001121.1300.0621-T2
Q1	CTS20001121.1300.0621-T3
Q2	CTS20001121.1300.0621-T4
Q3	CTS20001121.1300.0621-T5
