CE11	CBS20001106.1000.0036-CE1
CE13	CBS20001106.1000.0036-CE2
CE14	CBS20001106.1000.0036-CE3
CE16	CBS20001106.1000.0036-CE4
CE15	CBS20001106.1000.0036-CE5
CE17	CBS20001106.1000.0036-CE6
CE18	CBS20001106.1000.0036-CE7
CE19	CBS20001106.1000.0036-CE8
CE20	CBS20001106.1000.0036-CE9
CE21	CBS20001106.1000.0036-CE10
CE1	CBS20001106.1000.0036-CE11
CE3	CBS20001106.1000.0036-CE12
CE5	CBS20001106.1000.0036-CE13
CE4	CBS20001106.1000.0036-CE14
CE6	CBS20001106.1000.0036-CE15
CE2	CBS20001106.1000.0036-CE16
CE7	CBS20001106.1000.0036-CE17
CE9	CBS20001106.1000.0036-CE18
CE8	CBS20001106.1000.0036-CE19
CE10	CBS20001106.1000.0036-CE20
CE12	CBS20001106.1000.0036-CE21
E13	CBS20001106.1000.0036-E1
E14	CBS20001106.1000.0036-E2
E15	CBS20001106.1000.0036-E3
E16	CBS20001106.1000.0036-E4
E17	CBS20001106.1000.0036-E5
E18	CBS20001106.1000.0036-E6
E20	CBS20001106.1000.0036-E7
E22	CBS20001106.1000.0036-E8
E23	CBS20001106.1000.0036-E9
E24	CBS20001106.1000.0036-E10
E25	CBS20001106.1000.0036-E11
E27	CBS20001106.1000.0036-E12
E1	CBS20001106.1000.0036-E13
E28	CBS20001106.1000.0036-E14
E29	CBS20001106.1000.0036-E15
E30	CBS20001106.1000.0036-E16
E2	CBS20001106.1000.0036-E17
E31	CBS20001106.1000.0036-E18
E4	CBS20001106.1000.0036-E19
E5	CBS20001106.1000.0036-E20
E6	CBS20001106.1000.0036-E21
E7	CBS20001106.1000.0036-E22
E8	CBS20001106.1000.0036-E23
E9	CBS20001106.1000.0036-E24
E10	CBS20001106.1000.0036-E25
E11	CBS20001106.1000.0036-E26
E12	CBS20001106.1000.0036-E27
EM1	CBS20001106.1000.0036-E13-1
EM20	CBS20001106.1000.0036-E1-2
EM18	CBS20001106.1000.0036-E2-3
EM21	CBS20001106.1000.0036-E22-4
EM22	CBS20001106.1000.0036-E3-5
EM24	CBS20001106.1000.0036-E4-6
EM25	CBS20001106.1000.0036-E20-7
EM26	CBS20001106.1000.0036-E21-8
EM27	CBS20001106.1000.0036-E5-9
EM28	CBS20001106.1000.0036-E13-10
EM29	CBS20001106.1000.0036-E17-11
EM30	CBS20001106.1000.0036-E20-12
EM31	CBS20001106.1000.0036-E21-13
EM32	CBS20001106.1000.0036-E25-14
EM17	CBS20001106.1000.0036-E17-15
EM33	CBS20001106.1000.0036-E17-16
EM34	CBS20001106.1000.0036-E23-17
EM37	CBS20001106.1000.0036-E23-18
EM35	CBS20001106.1000.0036-E7-19
EM36	CBS20001106.1000.0036-E25-20
EM38	CBS20001106.1000.0036-E8-21
EM39	CBS20001106.1000.0036-E17-22
EM40	CBS20001106.1000.0036-E25-23
EM41	CBS20001106.1000.0036-E6-24
EM42	CBS20001106.1000.0036-E9-25
EM43	CBS20001106.1000.0036-E10-26
EM44	CBS20001106.1000.0036-E17-27
EM45	CBS20001106.1000.0036-E21-28
EM46	CBS20001106.1000.0036-E9-29
EM47	CBS20001106.1000.0036-E27-30
EM48	CBS20001106.1000.0036-E23-31
EM49	CBS20001106.1000.0036-E23-32
EM50	CBS20001106.1000.0036-E27-33
EM51	CBS20001106.1000.0036-E11-34
EM52	CBS20001106.1000.0036-E11-35
EM53	CBS20001106.1000.0036-E23-36
EM55	CBS20001106.1000.0036-E17-37
EM56	CBS20001106.1000.0036-E27-38
EM57	CBS20001106.1000.0036-E17-39
EM58	CBS20001106.1000.0036-E27-40
EM59	CBS20001106.1000.0036-E11-41
EM60	CBS20001106.1000.0036-E12-42
EM61	CBS20001106.1000.0036-E14-43
EM62	CBS20001106.1000.0036-E1-44
EM64	CBS20001106.1000.0036-E1-45
EM63	CBS20001106.1000.0036-E15-46
EM65	CBS20001106.1000.0036-E16-47
EM3	CBS20001106.1000.0036-E17-48
EM23	CBS20001106.1000.0036-E18-49
EM4	CBS20001106.1000.0036-E19-50
EM5	CBS20001106.1000.0036-E20-51
EM6	CBS20001106.1000.0036-E21-52
EM7	CBS20001106.1000.0036-E22-53
EM2	CBS20001106.1000.0036-E22-54
EM8	CBS20001106.1000.0036-E23-55
EM12	CBS20001106.1000.0036-E23-56
EM9	CBS20001106.1000.0036-E24-57
EM10	CBS20001106.1000.0036-E25-58
EM11	CBS20001106.1000.0036-E26-59
EM13	CBS20001106.1000.0036-E27-60
EM14	CBS20001106.1000.0036-E17-61
EM15	CBS20001106.1000.0036-E25-62
EM16	CBS20001106.1000.0036-E27-63
EM54	CBS20001106.1000.0036-E25-64
EM19	CBS20001106.1000.0036-E1-65
R10	CBS20001106.1000.0036-R1
R1	CBS20001106.1000.0036-R2
R2	CBS20001106.1000.0036-R3
R3	CBS20001106.1000.0036-R4
R4	CBS20001106.1000.0036-R5
R5	CBS20001106.1000.0036-R6
R7	CBS20001106.1000.0036-R7
R6	CBS20001106.1000.0036-R8
R8	CBS20001106.1000.0036-R9
R9	CBS20001106.1000.0036-R10
R11	CBS20001106.1000.0036-R11
RM10	CBS20001106.1000.0036-R1-1
RM1	CBS20001106.1000.0036-R2-1
RM2	CBS20001106.1000.0036-R3-1
RM3	CBS20001106.1000.0036-R4-1
RM4	CBS20001106.1000.0036-R5-1
RM5	CBS20001106.1000.0036-R6-1
RM7	CBS20001106.1000.0036-R7-1
RM6	CBS20001106.1000.0036-R8-1
RM8	CBS20001106.1000.0036-R9-1
RM9	CBS20001106.1000.0036-R10-1
RM11	CBS20001106.1000.0036-R11-1
V1	CBS20001106.1000.0036-EV1
V2	CBS20001106.1000.0036-EV2
VM7	CBS20001106.1000.0036-EV2-1
VM1	CBS20001106.1000.0036-EV1-1
VM2	CBS20001106.1000.0036-EV2-2
VM4	CBS20001106.1000.0036-EV1-2
VM5	CBS20001106.1000.0036-EV1-3
VM6	CBS20001106.1000.0036-EV2-3
Q1	CBS20001106.1000.0036-T1
Q2	CBS20001106.1000.0036-T2
Q4	CBS20001106.1000.0036-T3
Q5	CBS20001106.1000.0036-T4
Q6	CBS20001106.1000.0036-T5
Q8	CBS20001106.1000.0036-T6
Q3	CBS20001106.1000.0036-V1
Q7	CBS20001106.1000.0036-V2
QM3	CBS20001106.1000.0036-V1-1
