CE12	CTV20001011.1330.1247-CE1
CE14	CTV20001011.1330.1247-CE2
CE15	CTV20001011.1330.1247-CE3
CE16	CTV20001011.1330.1247-CE4
CE17	CTV20001011.1330.1247-CE5
CE18	CTV20001011.1330.1247-CE6
CE19	CTV20001011.1330.1247-CE7
CE21	CTV20001011.1330.1247-CE8
CE24	CTV20001011.1330.1247-CE9
CE23	CTV20001011.1330.1247-CE10
CE22	CTV20001011.1330.1247-CE11
CE20	CTV20001011.1330.1247-CE12
CE25	CTV20001011.1330.1247-CE13
CE26	CTV20001011.1330.1247-CE14
CE27	CTV20001011.1330.1247-CE15
CE28	CTV20001011.1330.1247-CE16
CE29	CTV20001011.1330.1247-CE17
CE30	CTV20001011.1330.1247-CE18
CE31	CTV20001011.1330.1247-CE19
CE32	CTV20001011.1330.1247-CE20
CE33	CTV20001011.1330.1247-CE21
CE34	CTV20001011.1330.1247-CE22
CE35	CTV20001011.1330.1247-CE23
CE37	CTV20001011.1330.1247-CE24
CE36	CTV20001011.1330.1247-CE25
CE38	CTV20001011.1330.1247-CE26
CE39	CTV20001011.1330.1247-CE27
CE1	CTV20001011.1330.1247-CE28
CE40	CTV20001011.1330.1247-CE29
CE41	CTV20001011.1330.1247-CE30
CE42	CTV20001011.1330.1247-CE31
CE43	CTV20001011.1330.1247-CE32
CE44	CTV20001011.1330.1247-CE33
CE45	CTV20001011.1330.1247-CE34
CE47	CTV20001011.1330.1247-CE35
CE46	CTV20001011.1330.1247-CE36
CE48	CTV20001011.1330.1247-CE37
CE49	CTV20001011.1330.1247-CE38
CE50	CTV20001011.1330.1247-CE39
CE2	CTV20001011.1330.1247-CE40
CE51	CTV20001011.1330.1247-CE41
CE7	CTV20001011.1330.1247-CE42
CE3	CTV20001011.1330.1247-CE43
CE4	CTV20001011.1330.1247-CE44
CE5	CTV20001011.1330.1247-CE45
CE6	CTV20001011.1330.1247-CE46
CE8	CTV20001011.1330.1247-CE47
CE9	CTV20001011.1330.1247-CE48
CE10	CTV20001011.1330.1247-CE49
CE11	CTV20001011.1330.1247-CE50
CE13	CTV20001011.1330.1247-CE51
