CE14	CTS20001223.1300.0286-CE1
CE12	CTS20001223.1300.0286-CE2
CE15	CTS20001223.1300.0286-CE3
CE17	CTS20001223.1300.0286-CE4
CE18	CTS20001223.1300.0286-CE5
CE19	CTS20001223.1300.0286-CE6
CE20	CTS20001223.1300.0286-CE7
CE21	CTS20001223.1300.0286-CE8
CE8	CTS20001223.1300.0286-CE9
CE16	CTS20001223.1300.0286-CE10
CE1	CTS20001223.1300.0286-CE11
CE6	CTS20001223.1300.0286-CE12
CE3	CTS20001223.1300.0286-CE13
CE9	CTS20001223.1300.0286-CE14
CE2	CTS20001223.1300.0286-CE15
CE4	CTS20001223.1300.0286-CE16
CE5	CTS20001223.1300.0286-CE17
CE7	CTS20001223.1300.0286-CE18
CE10	CTS20001223.1300.0286-CE19
CE11	CTS20001223.1300.0286-CE20
E12	CTS20001223.1300.0286-E1
E14	CTS20001223.1300.0286-E2
E15	CTS20001223.1300.0286-E3
E18	CTS20001223.1300.0286-E4
E21	CTS20001223.1300.0286-E5
E22	CTS20001223.1300.0286-E6
E23	CTS20001223.1300.0286-E7
E24	CTS20001223.1300.0286-E8
E50	CTS20001223.1300.0286-E9
E51	CTS20001223.1300.0286-E10
E1	CTS20001223.1300.0286-E11
E25	CTS20001223.1300.0286-E12
E33	CTS20001223.1300.0286-E13
E35	CTS20001223.1300.0286-E14
E36	CTS20001223.1300.0286-E15
E47	CTS20001223.1300.0286-E16
E2	CTS20001223.1300.0286-E17
E3	CTS20001223.1300.0286-E18
E4	CTS20001223.1300.0286-E19
E7	CTS20001223.1300.0286-E20
E29	CTS20001223.1300.0286-E21
E30	CTS20001223.1300.0286-E22
EM1	CTS20001223.1300.0286-E11-1
EM22	CTS20001223.1300.0286-E2-2
EM32	CTS20001223.1300.0286-E5-3
EM23	CTS20001223.1300.0286-E3-4
EM25	CTS20001223.1300.0286-E21-5
EM26	CTS20001223.1300.0286-E22-6
EM27	CTS20001223.1300.0286-E11-7
EM28	CTS20001223.1300.0286-E11-8
EM29	CTS20001223.1300.0286-E4-9
EM30	CTS20001223.1300.0286-E3-10
EM33	CTS20001223.1300.0286-E11-11
EM34	CTS20001223.1300.0286-E11-12
EM36	CTS20001223.1300.0286-E11-13
EM37	CTS20001223.1300.0286-E11-14
EM38	CTS20001223.1300.0286-E11-15
EM39	CTS20001223.1300.0286-E6-16
EM40	CTS20001223.1300.0286-E7-17
EM16	CTS20001223.1300.0286-E9-18
EM42	CTS20001223.1300.0286-E8-19
EM44	CTS20001223.1300.0286-E20-20
EM45	CTS20001223.1300.0286-E11-21
EM47	CTS20001223.1300.0286-E19-22
EM48	CTS20001223.1300.0286-E11-23
EM24	CTS20001223.1300.0286-E10-24
EM10	CTS20001223.1300.0286-E11-25
EM31	CTS20001223.1300.0286-E13-26
EM13	CTS20001223.1300.0286-E12-27
EM9	CTS20001223.1300.0286-E14-28
EM6	CTS20001223.1300.0286-E15-29
EM35	CTS20001223.1300.0286-E6-30
EM7	CTS20001223.1300.0286-E15-31
EM49	CTS20001223.1300.0286-E11-32
EM43	CTS20001223.1300.0286-E11-33
EM2	CTS20001223.1300.0286-E17-34
EM14	CTS20001223.1300.0286-E15-35
EM41	CTS20001223.1300.0286-E15-36
EM46	CTS20001223.1300.0286-E15-37
EM50	CTS20001223.1300.0286-E15-38
EM51	CTS20001223.1300.0286-E15-39
EM52	CTS20001223.1300.0286-E15-40
EM15	CTS20001223.1300.0286-E16-41
EM3	CTS20001223.1300.0286-E18-42
EM4	CTS20001223.1300.0286-E11-43
EM5	CTS20001223.1300.0286-E19-44
EM8	CTS20001223.1300.0286-E11-45
EM11	CTS20001223.1300.0286-E20-46
EM17	CTS20001223.1300.0286-E21-47
EM12	CTS20001223.1300.0286-E19-48
EM18	CTS20001223.1300.0286-E22-49
EM19	CTS20001223.1300.0286-E11-50
EM21	CTS20001223.1300.0286-E11-51
EM20	CTS20001223.1300.0286-E1-52
R13	CTS20001223.1300.0286-R1
