CE3	CNR20001217.1700.1117-CE1
CE2	CNR20001217.1700.1117-CE2
CE1	CNR20001217.1700.1117-CE3
CE4	CNR20001217.1700.1117-CE4
CE5	CNR20001217.1700.1117-CE5
CE6	CNR20001217.1700.1117-CE6
CE9	CNR20001217.1700.1117-CE7
CE7	CNR20001217.1700.1117-CE8
CE8	CNR20001217.1700.1117-CE9
E1	CNR20001217.1700.1117-E1
E2	CNR20001217.1700.1117-E2
E3	CNR20001217.1700.1117-E3
E4	CNR20001217.1700.1117-E4
E5	CNR20001217.1700.1117-E5
E6	CNR20001217.1700.1117-E6
E13	CNR20001217.1700.1117-E7
E14	CNR20001217.1700.1117-E8
E11	CNR20001217.1700.1117-E9
E12	CNR20001217.1700.1117-E10
EM1	CNR20001217.1700.1117-E1-1
EM14	CNR20001217.1700.1117-E3-2
EM8	CNR20001217.1700.1117-E2-3
EM7	CNR20001217.1700.1117-E3-4
EM4	CNR20001217.1700.1117-E4-5
EM10	CNR20001217.1700.1117-E5-6
EM5	CNR20001217.1700.1117-E5-7
EM6	CNR20001217.1700.1117-E6-8
EM13	CNR20001217.1700.1117-E7-9
EM2	CNR20001217.1700.1117-E8-10
EM9	CNR20001217.1700.1117-E4-11
EM11	CNR20001217.1700.1117-E9-12
EM12	CNR20001217.1700.1117-E10-13
R5	CNR20001217.1700.1117-R1
R3	CNR20001217.1700.1117-R2
R4	CNR20001217.1700.1117-R3
R2	CNR20001217.1700.1117-R4
RM5	CNR20001217.1700.1117-R1-1
RM3	CNR20001217.1700.1117-R2-1
RM4	CNR20001217.1700.1117-R3-1
RM2	CNR20001217.1700.1117-R4-1
V1	CNR20001217.1700.1117-EV1
VM1	CNR20001217.1700.1117-EV1-1
VM2	CNR20001217.1700.1117-EV1-2
Q1	CNR20001217.1700.1117-T1
Q2	CNR20001217.1700.1117-T2
