CE12	CTS20001016.1300.0297-CE1
CE13	CTS20001016.1300.0297-CE2
CE15	CTS20001016.1300.0297-CE3
CE16	CTS20001016.1300.0297-CE4
CE17	CTS20001016.1300.0297-CE5
CE18	CTS20001016.1300.0297-CE6
CE19	CTS20001016.1300.0297-CE7
CE20	CTS20001016.1300.0297-CE8
CE21	CTS20001016.1300.0297-CE9
CE23	CTS20001016.1300.0297-CE10
CE22	CTS20001016.1300.0297-CE11
CE24	CTS20001016.1300.0297-CE12
CE25	CTS20001016.1300.0297-CE13
CE2	CTS20001016.1300.0297-CE14
CE1	CTS20001016.1300.0297-CE15
CE3	CTS20001016.1300.0297-CE16
CE4	CTS20001016.1300.0297-CE17
CE5	CTS20001016.1300.0297-CE18
CE6	CTS20001016.1300.0297-CE19
CE8	CTS20001016.1300.0297-CE20
CE7	CTS20001016.1300.0297-CE21
CE9	CTS20001016.1300.0297-CE22
CE14	CTS20001016.1300.0297-CE23
CE10	CTS20001016.1300.0297-CE24
CE11	CTS20001016.1300.0297-CE25
E12	CTS20001016.1300.0297-E1
E13	CTS20001016.1300.0297-E2
E14	CTS20001016.1300.0297-E3
E15	CTS20001016.1300.0297-E4
E16	CTS20001016.1300.0297-E5
E17	CTS20001016.1300.0297-E6
E18	CTS20001016.1300.0297-E7
E19	CTS20001016.1300.0297-E8
E20	CTS20001016.1300.0297-E9
E21	CTS20001016.1300.0297-E10
E22	CTS20001016.1300.0297-E11
E23	CTS20001016.1300.0297-E12
E24	CTS20001016.1300.0297-E13
E1	CTS20001016.1300.0297-E14
E25	CTS20001016.1300.0297-E15
E2	CTS20001016.1300.0297-E16
E3	CTS20001016.1300.0297-E17
E4	CTS20001016.1300.0297-E18
E5	CTS20001016.1300.0297-E19
E6	CTS20001016.1300.0297-E20
E7	CTS20001016.1300.0297-E21
E8	CTS20001016.1300.0297-E22
E9	CTS20001016.1300.0297-E23
E26	CTS20001016.1300.0297-E24
E10	CTS20001016.1300.0297-E25
E11	CTS20001016.1300.0297-E26
EM1	CTS20001016.1300.0297-E14-1
EM20	CTS20001016.1300.0297-E1-2
EM23	CTS20001016.1300.0297-E14-3
EM24	CTS20001016.1300.0297-E14-4
EM25	CTS20001016.1300.0297-E3-5
EM26	CTS20001016.1300.0297-E14-6
EM27	CTS20001016.1300.0297-E20-7
EM28	CTS20001016.1300.0297-E18-8
EM29	CTS20001016.1300.0297-E14-9
EM30	CTS20001016.1300.0297-E4-10
EM31	CTS20001016.1300.0297-E14-11
EM32	CTS20001016.1300.0297-E14-12
EM33	CTS20001016.1300.0297-E5-13
EM35	CTS20001016.1300.0297-E6-14
EM36	CTS20001016.1300.0297-E14-15
EM37	CTS20001016.1300.0297-E7-16
EM38	CTS20001016.1300.0297-E14-17
EM39	CTS20001016.1300.0297-E17-18
EM40	CTS20001016.1300.0297-E8-19
EM41	CTS20001016.1300.0297-E9-20
EM42	CTS20001016.1300.0297-E18-21
EM43	CTS20001016.1300.0297-E19-22
EM45	CTS20001016.1300.0297-E10-23
EM44	CTS20001016.1300.0297-E11-24
EM46	CTS20001016.1300.0297-E12-25
EM47	CTS20001016.1300.0297-E20-26
EM48	CTS20001016.1300.0297-E21-27
EM49	CTS20001016.1300.0297-E22-28
EM50	CTS20001016.1300.0297-E20-29
EM51	CTS20001016.1300.0297-E19-30
EM52	CTS20001016.1300.0297-E9-31
EM53	CTS20001016.1300.0297-E14-32
EM54	CTS20001016.1300.0297-E23-33
EM13	CTS20001016.1300.0297-E23-34
EM55	CTS20001016.1300.0297-E21-35
EM56	CTS20001016.1300.0297-E14-36
EM57	CTS20001016.1300.0297-E26-37
EM58	CTS20001016.1300.0297-E14-38
EM59	CTS20001016.1300.0297-E26-39
EM60	CTS20001016.1300.0297-E13-40
EM61	CTS20001016.1300.0297-E9-41
EM62	CTS20001016.1300.0297-E9-42
EM63	CTS20001016.1300.0297-E14-43
EM64	CTS20001016.1300.0297-E25-44
EM65	CTS20001016.1300.0297-E23-45
EM66	CTS20001016.1300.0297-E14-46
EM67	CTS20001016.1300.0297-E14-47
EM68	CTS20001016.1300.0297-E1-48
EM69	CTS20001016.1300.0297-E2-49
EM70	CTS20001016.1300.0297-E14-50
EM2	CTS20001016.1300.0297-E15-51
EM3	CTS20001016.1300.0297-E14-52
EM34	CTS20001016.1300.0297-E17-53
EM5	CTS20001016.1300.0297-E14-54
EM4	CTS20001016.1300.0297-E16-55
EM6	CTS20001016.1300.0297-E17-56
EM7	CTS20001016.1300.0297-E18-57
EM8	CTS20001016.1300.0297-E19-58
EM9	CTS20001016.1300.0297-E14-59
EM10	CTS20001016.1300.0297-E20-60
EM11	CTS20001016.1300.0297-E21-61
EM12	CTS20001016.1300.0297-E22-62
EM14	CTS20001016.1300.0297-E14-63
EM15	CTS20001016.1300.0297-E23-64
EM22	CTS20001016.1300.0297-E24-65
EM16	CTS20001016.1300.0297-E21-66
EM17	CTS20001016.1300.0297-E25-67
EM18	CTS20001016.1300.0297-E14-68
EM19	CTS20001016.1300.0297-E26-69
R3	CTS20001016.1300.0297-R1
R1	CTS20001016.1300.0297-R2
R4	CTS20001016.1300.0297-R3
R5	CTS20001016.1300.0297-R4
R9	CTS20001016.1300.0297-R5
R10	CTS20001016.1300.0297-R6
R11	CTS20001016.1300.0297-R7
R12	CTS20001016.1300.0297-R8
R19	CTS20001016.1300.0297-R9
R13	CTS20001016.1300.0297-R10
R20	CTS20001016.1300.0297-R11
R21	CTS20001016.1300.0297-R12
R22	CTS20001016.1300.0297-R13
R14	CTS20001016.1300.0297-R14
R15	CTS20001016.1300.0297-R15
R23	CTS20001016.1300.0297-R16
R16	CTS20001016.1300.0297-R17
R17	CTS20001016.1300.0297-R18
R25	CTS20001016.1300.0297-R19
R26	CTS20001016.1300.0297-R20
R2	CTS20001016.1300.0297-R21
R6	CTS20001016.1300.0297-R22
R7	CTS20001016.1300.0297-R23
R18	CTS20001016.1300.0297-R24
R24	CTS20001016.1300.0297-R25
RM3	CTS20001016.1300.0297-R1-1
RM2	CTS20001016.1300.0297-R2-1
RM4	CTS20001016.1300.0297-R3-1
RM5	CTS20001016.1300.0297-R4-1
RM9	CTS20001016.1300.0297-R3-2
RM10	CTS20001016.1300.0297-R2-2
RM11	CTS20001016.1300.0297-R7-1
RM12	CTS20001016.1300.0297-R8-1
RM19	CTS20001016.1300.0297-R9-1
RM13	CTS20001016.1300.0297-R10-1
RM20	CTS20001016.1300.0297-R11-1
RM21	CTS20001016.1300.0297-R12-1
RM22	CTS20001016.1300.0297-R13-1
RM14	CTS20001016.1300.0297-R2-3
RM17	CTS20001016.1300.0297-R15-1
RM23	CTS20001016.1300.0297-R16-1
RM15	CTS20001016.1300.0297-R3-3
RM16	CTS20001016.1300.0297-R4-2
RM25	CTS20001016.1300.0297-R19-1
RM26	CTS20001016.1300.0297-R20-1
RM1	CTS20001016.1300.0297-R21-1
RM6	CTS20001016.1300.0297-R16-2
RM7	CTS20001016.1300.0297-R23-1
RM18	CTS20001016.1300.0297-R24-1
RM24	CTS20001016.1300.0297-R25-1
V1	CTS20001016.1300.0297-EV1
V4	CTS20001016.1300.0297-EV2
V8	CTS20001016.1300.0297-EV3
V2	CTS20001016.1300.0297-EV4
V3	CTS20001016.1300.0297-EV5
V5	CTS20001016.1300.0297-EV6
V6	CTS20001016.1300.0297-EV7
V7	CTS20001016.1300.0297-EV8
VM1	CTS20001016.1300.0297-EV1-1
VM5	CTS20001016.1300.0297-EV1-2
VM4	CTS20001016.1300.0297-EV2-1
VM9	CTS20001016.1300.0297-EV2-2
VM10	CTS20001016.1300.0297-EV3-1
VM2	CTS20001016.1300.0297-EV4-1
VM3	CTS20001016.1300.0297-EV5-1
VM6	CTS20001016.1300.0297-EV6-1
VM7	CTS20001016.1300.0297-EV7-1
VM8	CTS20001016.1300.0297-EV8-1
Q1	CTS20001016.1300.0297-T1
Q2	CTS20001016.1300.0297-T2
Q3	CTS20001016.1300.0297-T3
Q4	CTS20001016.1300.0297-T4
Q5	CTS20001016.1300.0297-T5
Q6	CTS20001016.1300.0297-T6
Q8	CTS20001016.1300.0297-T7
Q7	CTS20001016.1300.0297-T8
